"Plot Title: DRYAS_11C_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20547755, SEN S/N: 20547755, LBL: -5cm_soil)","Host Connected (LGR S/N: 20547755)","Coupler Attached (LGR S/N: 20547755)","Stopped (LGR S/N: 20547755)","End Of File (LGR S/N: 20547755)"
535,07/13/22 07:00:00  PM,8.779,,,,
536,07/13/22 07:30:00  PM,8.680,,,,
537,07/13/22 08:00:00  PM,8.481,,,,
538,07/13/22 08:30:00  PM,8.282,,,,
539,07/13/22 09:00:00  PM,7.983,,,,
540,07/13/22 09:30:00  PM,7.782,,,,
541,07/13/22 10:00:00  PM,7.481,,,,
542,07/13/22 10:30:00  PM,7.280,,,,
543,07/13/22 11:00:00  PM,7.079,,,,
544,07/13/22 11:30:00  PM,6.877,,,,
545,07/14/22 12:00:00  AM,6.674,,,,
546,07/14/22 12:30:00  AM,6.573,,,,
547,07/14/22 01:00:00  AM,6.471,,,,
548,07/14/22 01:30:00  AM,6.370,,,,
549,07/14/22 02:00:00  AM,6.268,,,,
550,07/14/22 02:30:00  AM,6.166,,,,
551,07/14/22 03:00:00  AM,5.962,,,,
552,07/14/22 03:30:00  AM,5.860,,,,
553,07/14/22 04:00:00  AM,5.860,,,,
554,07/14/22 04:30:00  AM,5.757,,,,
555,07/14/22 05:00:00  AM,5.757,,,,
556,07/14/22 05:30:00  AM,5.860,,,,
557,07/14/22 06:00:00  AM,5.860,,,,
558,07/14/22 06:30:00  AM,5.962,,,,
559,07/14/22 07:00:00  AM,5.962,,,,
560,07/14/22 07:30:00  AM,6.064,,,,
561,07/14/22 08:00:00  AM,6.166,,,,
562,07/14/22 08:30:00  AM,6.471,,,,
563,07/14/22 09:00:00  AM,6.573,,,,
564,07/14/22 09:30:00  AM,6.775,,,,
565,07/14/22 10:00:00  AM,6.877,,,,
566,07/14/22 10:30:00  AM,6.877,,,,
567,07/14/22 11:00:00  AM,6.877,,,,
568,07/14/22 11:30:00  AM,6.877,,,,
569,07/14/22 12:00:00  PM,6.877,,,,
570,07/14/22 12:30:00  PM,7.079,,,,
571,07/14/22 01:00:00  PM,7.079,,,,
572,07/14/22 01:30:00  PM,7.079,,,,
573,07/14/22 02:00:00  PM,7.179,,,,
574,07/14/22 02:30:00  PM,7.381,,,,
575,07/14/22 03:00:00  PM,7.481,,,,
576,07/14/22 03:30:00  PM,7.682,,,,
577,07/14/22 04:00:00  PM,7.582,,,,
578,07/14/22 04:30:00  PM,7.582,,,,
579,07/14/22 05:00:00  PM,7.481,,,,
580,07/14/22 05:30:00  PM,7.179,,,,
581,07/14/22 06:00:00  PM,7.179,,,,
582,07/14/22 06:30:00  PM,6.978,,,,
583,07/14/22 07:00:00  PM,6.877,,,,
584,07/14/22 07:30:00  PM,6.674,,,,
585,07/14/22 08:00:00  PM,6.471,,,,
586,07/14/22 08:30:00  PM,6.370,,,,
587,07/14/22 09:00:00  PM,6.370,,,,
588,07/14/22 09:30:00  PM,6.268,,,,
589,07/14/22 10:00:00  PM,6.166,,,,
590,07/14/22 10:30:00  PM,5.962,,,,
591,07/14/22 11:00:00  PM,5.757,,,,
592,07/14/22 11:30:00  PM,5.655,,,,
593,07/15/22 12:00:00  AM,5.450,,,,
594,07/15/22 12:30:00  AM,5.244,,,,
595,07/15/22 01:00:00  AM,5.141,,,,
596,07/15/22 01:30:00  AM,5.037,,,,
597,07/15/22 02:00:00  AM,4.934,,,,
598,07/15/22 02:30:00  AM,4.831,,,,
599,07/15/22 03:00:00  AM,4.727,,,,
600,07/15/22 03:30:00  AM,4.623,,,,
601,07/15/22 04:00:00  AM,4.519,,,,
602,07/15/22 04:30:00  AM,4.519,,,,
603,07/15/22 05:00:00  AM,4.415,,,,
604,07/15/22 05:30:00  AM,4.415,,,,
605,07/15/22 06:00:00  AM,4.415,,,,
606,07/15/22 06:30:00  AM,4.415,,,,
607,07/15/22 07:00:00  AM,4.415,,,,
608,07/15/22 07:30:00  AM,4.623,,,,
609,07/15/22 08:00:00  AM,4.727,,,,
610,07/15/22 08:30:00  AM,4.934,,,,
611,07/15/22 09:00:00  AM,5.037,,,,
612,07/15/22 09:30:00  AM,5.244,,,,
613,07/15/22 10:00:00  AM,5.450,,,,
614,07/15/22 10:30:00  AM,5.860,,,,
615,07/15/22 11:00:00  AM,6.268,,,,
616,07/15/22 11:30:00  AM,6.573,,,,
617,07/15/22 12:00:00  PM,6.978,,,,
618,07/15/22 12:30:00  PM,7.079,,,,
619,07/15/22 01:00:00  PM,7.179,,,,
620,07/15/22 01:30:00  PM,7.079,,,,
621,07/15/22 02:00:00  PM,7.280,,,,
622,07/15/22 02:30:00  PM,7.582,,,,
623,07/15/22 03:00:00  PM,7.882,,,,
624,07/15/22 03:30:00  PM,8.481,,,,
625,07/15/22 04:00:00  PM,8.978,,,,
626,07/15/22 04:30:00  PM,9.275,,,,
627,07/15/22 05:00:00  PM,9.472,,,,
628,07/15/22 05:30:00  PM,9.571,,,,
629,07/15/22 06:00:00  PM,9.669,,,,
630,07/15/22 06:30:00  PM,9.669,,,,
631,07/15/22 07:00:00  PM,9.669,,,,
632,07/15/22 07:30:00  PM,9.571,,,,
633,07/15/22 08:00:00  PM,9.275,,,,
634,07/15/22 08:30:00  PM,8.879,,,,
635,07/15/22 09:00:00  PM,8.481,,,,
636,07/15/22 09:30:00  PM,8.082,,,,
637,07/15/22 10:00:00  PM,7.682,,,,
638,07/15/22 10:30:00  PM,7.381,,,,
639,07/15/22 11:00:00  PM,7.079,,,,
640,07/15/22 11:30:00  PM,6.775,,,,
641,07/16/22 12:00:00  AM,6.471,,,,
642,07/16/22 12:30:00  AM,6.166,,,,
643,07/16/22 01:00:00  AM,5.962,,,,
644,07/16/22 01:30:00  AM,5.860,,,,
645,07/16/22 02:00:00  AM,5.757,,,,
646,07/16/22 02:30:00  AM,5.757,,,,
647,07/16/22 03:00:00  AM,5.757,,,,
648,07/16/22 03:30:00  AM,5.757,,,,
649,07/16/22 04:00:00  AM,5.655,,,,
650,07/16/22 04:30:00  AM,5.655,,,,
651,07/16/22 05:00:00  AM,5.757,,,,
652,07/16/22 05:30:00  AM,5.860,,,,
653,07/16/22 06:00:00  AM,5.962,,,,
654,07/16/22 06:30:00  AM,6.166,,,,
655,07/16/22 07:00:00  AM,6.268,,,,
656,07/16/22 07:30:00  AM,6.370,,,,
657,07/16/22 08:00:00  AM,6.471,,,,
658,07/16/22 08:30:00  AM,6.674,,,,
659,07/16/22 09:00:00  AM,6.877,,,,
660,07/16/22 09:30:00  AM,7.179,,,,
661,07/16/22 10:00:00  AM,7.481,,,,
662,07/16/22 10:30:00  AM,7.782,,,,
663,07/16/22 11:00:00  AM,8.182,,,,
664,07/16/22 11:30:00  AM,8.382,,,,
665,07/16/22 12:00:00  PM,8.680,,,,
666,07/16/22 12:30:00  PM,9.077,,,,
667,07/16/22 01:00:00  PM,9.373,,,,
668,07/16/22 01:30:00  PM,9.768,,,,
669,07/16/22 02:00:00  PM,10.063,,,,
670,07/16/22 02:30:00  PM,10.259,,,,
671,07/16/22 03:00:00  PM,10.357,,,,
672,07/16/22 03:30:00  PM,10.553,,,,
673,07/16/22 04:00:00  PM,10.651,,,,
674,07/16/22 04:30:00  PM,10.846,,,,
675,07/16/22 05:00:00  PM,10.846,,,,
676,07/16/22 05:30:00  PM,10.846,,,,
677,07/16/22 06:00:00  PM,10.846,,,,
678,07/16/22 06:30:00  PM,10.651,,,,
679,07/16/22 07:00:00  PM,10.455,,,,
680,07/16/22 07:30:00  PM,10.357,,,,
681,07/16/22 08:00:00  PM,10.063,,,,
682,07/16/22 08:30:00  PM,9.571,,,,
683,07/16/22 09:00:00  PM,9.176,,,,
684,07/16/22 09:30:00  PM,8.680,,,,
685,07/16/22 10:00:00  PM,8.282,,,,
686,07/16/22 10:30:00  PM,7.983,,,,
687,07/16/22 11:00:00  PM,7.682,,,,
688,07/16/22 11:30:00  PM,7.381,,,,
689,07/17/22 12:00:00  AM,7.179,,,,
690,07/17/22 12:30:00  AM,6.978,,,,
691,07/17/22 01:00:00  AM,6.877,,,,
692,07/17/22 01:30:00  AM,6.775,,,,
693,07/17/22 02:00:00  AM,6.573,,,,
694,07/17/22 02:30:00  AM,6.471,,,,
695,07/17/22 03:00:00  AM,6.471,,,,
696,07/17/22 03:30:00  AM,6.471,,,,
697,07/17/22 04:00:00  AM,6.573,,,,
698,07/17/22 04:30:00  AM,6.573,,,,
699,07/17/22 05:00:00  AM,6.674,,,,
700,07/17/22 05:30:00  AM,6.775,,,,
701,07/17/22 06:00:00  AM,6.877,,,,
702,07/17/22 06:30:00  AM,6.978,,,,
703,07/17/22 07:00:00  AM,7.179,,,,
704,07/17/22 07:30:00  AM,7.381,,,,
705,07/17/22 08:00:00  AM,7.682,,,,
706,07/17/22 08:30:00  AM,7.882,,,,
707,07/17/22 09:00:00  AM,8.182,,,,
708,07/17/22 09:30:00  AM,8.382,,,,
709,07/17/22 10:00:00  AM,8.581,,,,
710,07/17/22 10:30:00  AM,8.879,,,,
711,07/17/22 11:00:00  AM,9.176,,,,
712,07/17/22 11:30:00  AM,9.669,,,,
713,07/17/22 12:00:00  PM,9.965,,,,
714,07/17/22 12:30:00  PM,10.357,,,,
715,07/17/22 01:00:00  PM,10.651,,,,
716,07/17/22 01:30:00  PM,10.748,,,,
717,07/17/22 02:00:00  PM,11.139,,,,
718,07/17/22 02:30:00  PM,11.431,,,,
719,07/17/22 03:00:00  PM,11.625,,,,
720,07/17/22 03:30:00  PM,11.819,,,,
721,07/17/22 04:00:00  PM,12.013,,,,
722,07/17/22 04:30:00  PM,12.013,,,,
723,07/17/22 05:00:00  PM,12.013,,,,
724,07/17/22 05:30:00  PM,12.013,,,,
725,07/17/22 06:00:00  PM,11.916,,,,
726,07/17/22 06:30:00  PM,11.625,,,,
727,07/17/22 07:00:00  PM,11.431,,,,
728,07/17/22 07:30:00  PM,11.139,,,,
729,07/17/22 08:00:00  PM,10.748,,,,
730,07/17/22 08:30:00  PM,10.161,,,,
731,07/17/22 09:00:00  PM,9.571,,,,
732,07/17/22 09:30:00  PM,9.077,,,,
733,07/17/22 10:00:00  PM,8.680,,,,
734,07/17/22 10:30:00  PM,8.282,,,,
735,07/17/22 11:00:00  PM,7.983,,,,
736,07/17/22 11:30:00  PM,7.682,,,,
737,07/18/22 12:00:00  AM,7.381,,,,
738,07/18/22 12:30:00  AM,7.079,,,,
739,07/18/22 01:00:00  AM,6.877,,,,
740,07/18/22 01:30:00  AM,6.674,,,,
741,07/18/22 02:00:00  AM,6.674,,,,
742,07/18/22 02:30:00  AM,6.674,,,,
743,07/18/22 03:00:00  AM,6.775,,,,
744,07/18/22 03:30:00  AM,6.573,,,,
745,07/18/22 04:00:00  AM,6.573,,,,
746,07/18/22 04:30:00  AM,6.573,,,,
747,07/18/22 05:00:00  AM,6.573,,,,
748,07/18/22 05:30:00  AM,6.573,,,,
749,07/18/22 06:00:00  AM,6.674,,,,
750,07/18/22 06:30:00  AM,6.775,,,,
751,07/18/22 07:00:00  AM,6.978,,,,
752,07/18/22 07:30:00  AM,7.079,,,,
753,07/18/22 08:00:00  AM,7.079,,,,
754,07/18/22 08:30:00  AM,7.179,,,,
755,07/18/22 09:00:00  AM,7.481,,,,
756,07/18/22 09:30:00  AM,7.882,,,,
757,07/18/22 10:00:00  AM,8.082,,,,
758,07/18/22 10:30:00  AM,8.282,,,,
759,07/18/22 11:00:00  AM,8.282,,,,
760,07/18/22 11:30:00  AM,8.382,,,,
761,07/18/22 12:00:00  PM,8.779,,,,
762,07/18/22 12:30:00  PM,9.176,,,,
763,07/18/22 01:00:00  PM,9.472,,,,
764,07/18/22 01:30:00  PM,9.571,,,,
765,07/18/22 02:00:00  PM,9.472,,,,
766,07/18/22 02:30:00  PM,9.571,,,,
767,07/18/22 03:00:00  PM,9.866,,,,
768,07/18/22 03:30:00  PM,10.259,,,,
769,07/18/22 04:00:00  PM,10.455,,,,
770,07/18/22 04:30:00  PM,10.651,,,,
771,07/18/22 05:00:00  PM,10.846,,,,
772,07/18/22 05:30:00  PM,10.651,,,,
773,07/18/22 06:00:00  PM,10.553,,,,
774,07/18/22 06:30:00  PM,10.357,,,,
775,07/18/22 07:00:00  PM,10.161,,,,
776,07/18/22 07:30:00  PM,10.063,,,,
777,07/18/22 08:00:00  PM,9.866,,,,
778,07/18/22 08:30:00  PM,9.373,,,,
779,07/18/22 09:00:00  PM,8.879,,,,
780,07/18/22 09:30:00  PM,8.581,,,,
781,07/18/22 10:00:00  PM,8.182,,,,
782,07/18/22 10:30:00  PM,7.782,,,,
783,07/18/22 11:00:00  PM,7.481,,,,
784,07/18/22 11:30:00  PM,7.179,,,,
785,07/19/22 12:00:00  AM,6.978,,,,
786,07/19/22 12:30:00  AM,6.674,,,,
787,07/19/22 01:00:00  AM,6.573,,,,
788,07/19/22 01:30:00  AM,6.370,,,,
789,07/19/22 02:00:00  AM,6.268,,,,
790,07/19/22 02:30:00  AM,6.268,,,,
791,07/19/22 03:00:00  AM,6.268,,,,
792,07/19/22 03:30:00  AM,6.268,,,,
793,07/19/22 04:00:00  AM,6.268,,,,
794,07/19/22 04:30:00  AM,6.268,,,,
795,07/19/22 05:00:00  AM,6.268,,,,
796,07/19/22 05:30:00  AM,6.370,,,,
797,07/19/22 06:00:00  AM,6.471,,,,
798,07/19/22 06:30:00  AM,6.775,,,,
799,07/19/22 07:00:00  AM,6.978,,,,
800,07/19/22 07:30:00  AM,7.079,,,,
801,07/19/22 08:00:00  AM,7.079,,,,
802,07/19/22 08:30:00  AM,7.179,,,,
803,07/19/22 09:00:00  AM,7.682,,,,
804,07/19/22 09:30:00  AM,7.782,,,,
805,07/19/22 10:00:00  AM,7.882,,,,
806,07/19/22 10:30:00  AM,8.182,,,,
807,07/19/22 11:00:00  AM,8.182,,,,
808,07/19/22 11:30:00  AM,8.182,,,,
809,07/19/22 12:00:00  PM,8.481,,,,
810,07/19/22 12:30:00  PM,8.779,,,,
811,07/19/22 01:00:00  PM,9.077,,,,
812,07/19/22 01:30:00  PM,9.373,,,,
813,07/19/22 02:00:00  PM,9.275,,,,
814,07/19/22 02:30:00  PM,9.275,,,,
815,07/19/22 03:00:00  PM,9.275,,,,
816,07/19/22 03:30:00  PM,9.373,,,,
817,07/19/22 04:00:00  PM,9.571,,,,
818,07/19/22 04:30:00  PM,9.373,,,,
819,07/19/22 05:00:00  PM,9.571,,,,
820,07/19/22 05:30:00  PM,9.571,,,,
821,07/19/22 06:00:00  PM,9.571,,,,
822,07/19/22 06:30:00  PM,9.472,,,,
823,07/19/22 07:00:00  PM,9.176,,,,
824,07/19/22 07:30:00  PM,8.779,,,,
825,07/19/22 08:00:00  PM,8.382,,,,
826,07/19/22 08:30:00  PM,7.983,,,,
827,07/19/22 09:00:00  PM,7.782,,,,
828,07/19/22 09:30:00  PM,7.682,,,,
829,07/19/22 10:00:00  PM,7.481,,,,
830,07/19/22 10:30:00  PM,7.179,,,,
831,07/19/22 11:00:00  PM,7.079,,,,
832,07/19/22 11:30:00  PM,6.877,,,,
833,07/20/22 12:00:00  AM,6.775,,,,
834,07/20/22 12:30:00  AM,6.674,,,,
835,07/20/22 01:00:00  AM,6.573,,,,
836,07/20/22 01:30:00  AM,6.471,,,,
837,07/20/22 02:00:00  AM,6.370,,,,
838,07/20/22 02:30:00  AM,6.166,,,,
839,07/20/22 03:00:00  AM,6.064,,,,
840,07/20/22 03:30:00  AM,6.064,,,,
841,07/20/22 04:00:00  AM,6.064,,,,
842,07/20/22 04:30:00  AM,6.064,,,,
843,07/20/22 05:00:00  AM,6.166,,,,
844,07/20/22 05:30:00  AM,6.166,,,,
845,07/20/22 06:00:00  AM,6.166,,,,
846,07/20/22 06:30:00  AM,6.166,,,,
847,07/20/22 07:00:00  AM,6.166,,,,
848,07/20/22 07:30:00  AM,6.166,,,,
849,07/20/22 08:00:00  AM,6.268,,,,
850,07/20/22 08:30:00  AM,6.370,,,,
851,07/20/22 09:00:00  AM,6.370,,,,
852,07/20/22 09:30:00  AM,6.370,,,,
853,07/20/22 10:00:00  AM,6.573,,,,
854,07/20/22 10:30:00  AM,6.775,,,,
855,07/20/22 11:00:00  AM,6.877,,,,
856,07/20/22 11:30:00  AM,6.877,,,,
857,07/20/22 12:00:00  PM,6.877,,,,
858,07/20/22 12:30:00  PM,6.877,,,,
859,07/20/22 01:00:00  PM,6.978,,,,
860,07/20/22 01:30:00  PM,6.877,,,,
861,07/20/22 02:00:00  PM,6.877,,,,
862,07/20/22 02:30:00  PM,6.775,,,,
863,07/20/22 03:00:00  PM,6.775,,,,
864,07/20/22 03:30:00  PM,6.775,,,,
865,07/20/22 04:00:00  PM,6.877,,,,
866,07/20/22 04:30:00  PM,6.877,,,,
867,07/20/22 05:00:00  PM,6.775,,,,
868,07/20/22 05:30:00  PM,6.775,,,,
869,07/20/22 06:00:00  PM,6.674,,,,
870,07/20/22 06:30:00  PM,6.674,,,,
871,07/20/22 07:00:00  PM,6.573,,,,
872,07/20/22 07:30:00  PM,6.674,,,,
873,07/20/22 08:00:00  PM,6.674,,,,
874,07/20/22 08:30:00  PM,6.573,,,,
875,07/20/22 09:00:00  PM,6.573,,,,
876,07/20/22 09:30:00  PM,6.370,,,,
877,07/20/22 10:00:00  PM,6.268,,,,
878,07/20/22 10:30:00  PM,6.166,,,,
879,07/20/22 11:00:00  PM,6.064,,,,
880,07/20/22 11:30:00  PM,5.860,,,,
881,07/21/22 12:00:00  AM,5.757,,,,
882,07/21/22 12:30:00  AM,5.552,,,,
883,07/21/22 01:00:00  AM,5.450,,,,
884,07/21/22 01:30:00  AM,5.347,,,,
885,07/21/22 02:00:00  AM,5.347,,,,
886,07/21/22 02:30:00  AM,5.244,,,,
887,07/21/22 03:00:00  AM,5.244,,,,
888,07/21/22 03:30:00  AM,5.244,,,,
889,07/21/22 04:00:00  AM,5.244,,,,
890,07/21/22 04:30:00  AM,5.347,,,,
891,07/21/22 05:00:00  AM,5.450,,,,
892,07/21/22 05:30:00  AM,5.450,,,,
893,07/21/22 06:00:00  AM,5.450,,,,
894,07/21/22 06:30:00  AM,5.450,,,,
895,07/21/22 07:00:00  AM,5.450,,,,
896,07/21/22 07:30:00  AM,5.552,,,,
897,07/21/22 08:00:00  AM,5.757,,,,
898,07/21/22 08:30:00  AM,5.860,,,,
899,07/21/22 09:00:00  AM,5.860,,,,
900,07/21/22 09:30:00  AM,6.064,,,,
901,07/21/22 10:00:00  AM,6.674,,,,
902,07/21/22 10:30:00  AM,7.280,,,,
903,07/21/22 11:00:00  AM,7.582,,,,
904,07/21/22 11:30:00  AM,7.682,,,,
905,07/21/22 12:00:00  PM,7.582,,,,
906,07/21/22 12:30:00  PM,7.481,,,,
907,07/21/22 01:00:00  PM,7.381,,,,
908,07/21/22 01:30:00  PM,7.280,,,,
909,07/21/22 02:00:00  PM,7.179,,,,
910,07/21/22 02:30:00  PM,7.179,,,,
911,07/21/22 03:00:00  PM,7.179,,,,
912,07/21/22 03:30:00  PM,7.179,,,,
913,07/21/22 04:00:00  PM,7.179,,,,
914,07/21/22 04:30:00  PM,6.978,,,,
915,07/21/22 05:00:00  PM,6.978,,,,
916,07/21/22 05:30:00  PM,6.775,,,,
917,07/21/22 06:00:00  PM,6.674,,,,
918,07/21/22 06:30:00  PM,6.573,,,,
919,07/21/22 07:00:00  PM,6.471,,,,
920,07/21/22 07:30:00  PM,6.573,,,,
921,07/21/22 08:00:00  PM,6.471,,,,
922,07/21/22 08:30:00  PM,6.471,,,,
923,07/21/22 09:00:00  PM,6.471,,,,
924,07/21/22 09:30:00  PM,6.370,,,,
925,07/21/22 10:00:00  PM,6.166,,,,
926,07/21/22 10:30:00  PM,6.064,,,,
927,07/21/22 11:00:00  PM,5.860,,,,
928,07/21/22 11:30:00  PM,5.757,,,,
929,07/22/22 12:00:00  AM,5.655,,,,
930,07/22/22 12:30:00  AM,5.552,,,,
931,07/22/22 01:00:00  AM,5.450,,,,
932,07/22/22 01:30:00  AM,5.450,,,,
933,07/22/22 02:00:00  AM,5.347,,,,
934,07/22/22 02:30:00  AM,5.347,,,,
935,07/22/22 03:00:00  AM,5.347,,,,
936,07/22/22 03:30:00  AM,5.244,,,,
937,07/22/22 04:00:00  AM,5.244,,,,
938,07/22/22 04:30:00  AM,5.244,,,,
939,07/22/22 05:00:00  AM,5.141,,,,
940,07/22/22 05:30:00  AM,5.141,,,,
941,07/22/22 06:00:00  AM,5.141,,,,
942,07/22/22 06:30:00  AM,5.141,,,,
943,07/22/22 07:00:00  AM,5.244,,,,
944,07/22/22 07:30:00  AM,5.347,,,,
945,07/22/22 08:00:00  AM,5.347,,,,
946,07/22/22 08:30:00  AM,5.552,,,,
947,07/22/22 09:00:00  AM,5.655,,,,
948,07/22/22 09:30:00  AM,5.757,,,,
949,07/22/22 10:00:00  AM,5.757,,,,
950,07/22/22 10:30:00  AM,5.757,,,,
951,07/22/22 11:00:00  AM,5.962,,,,
952,07/22/22 11:30:00  AM,5.962,,,,
953,07/22/22 12:00:00  PM,5.962,,,,
954,07/22/22 12:30:00  PM,6.064,,,,
955,07/22/22 01:00:00  PM,6.064,,,,
956,07/22/22 01:30:00  PM,6.268,,,,
957,07/22/22 02:00:00  PM,6.573,,,,
958,07/22/22 02:30:00  PM,6.573,,,,
959,07/22/22 03:00:00  PM,6.775,,,,
960,07/22/22 03:30:00  PM,6.978,,,,
961,07/22/22 04:00:00  PM,7.179,,,,
962,07/22/22 04:30:00  PM,7.280,,,,
963,07/22/22 05:00:00  PM,7.582,,,,
964,07/22/22 05:30:00  PM,7.782,,,,
965,07/22/22 06:00:00  PM,7.882,,,,
966,07/22/22 06:30:00  PM,7.782,,,,
967,07/22/22 07:00:00  PM,7.582,,,,
968,07/22/22 07:30:00  PM,7.280,,,,
969,07/22/22 08:00:00  PM,7.079,,,,
970,07/22/22 08:30:00  PM,6.877,,,,
971,07/22/22 09:00:00  PM,6.775,,,,
972,07/22/22 09:30:00  PM,6.674,,,,
973,07/22/22 10:00:00  PM,6.370,,,,
974,07/22/22 10:30:00  PM,6.268,,,,
975,07/22/22 11:00:00  PM,5.962,,,,
976,07/22/22 11:30:00  PM,5.757,,,,
977,07/23/22 12:00:00  AM,5.655,,,,
978,07/23/22 12:30:00  AM,5.450,,,,
979,07/23/22 01:00:00  AM,5.450,,,,
980,07/23/22 01:30:00  AM,5.347,,,,
981,07/23/22 02:00:00  AM,5.347,,,,
982,07/23/22 02:30:00  AM,5.244,,,,
983,07/23/22 03:00:00  AM,5.141,,,,
984,07/23/22 03:30:00  AM,5.141,,,,
985,07/23/22 04:00:00  AM,5.141,,,,
986,07/23/22 04:30:00  AM,5.141,,,,
987,07/23/22 05:00:00  AM,5.141,,,,
988,07/23/22 05:30:00  AM,5.244,,,,
989,07/23/22 06:00:00  AM,5.347,,,,
990,07/23/22 06:30:00  AM,5.450,,,,
991,07/23/22 07:00:00  AM,5.552,,,,
992,07/23/22 07:30:00  AM,5.552,,,,
993,07/23/22 08:00:00  AM,5.655,,,,
994,07/23/22 08:30:00  AM,5.757,,,,
995,07/23/22 09:00:00  AM,5.962,,,,
996,07/23/22 09:30:00  AM,6.064,,,,
997,07/23/22 10:00:00  AM,6.268,,,,
998,07/23/22 10:30:00  AM,6.674,,,,
999,07/23/22 11:00:00  AM,6.877,,,,
1000,07/23/22 11:30:00  AM,7.079,,,,
1001,07/23/22 12:00:00  PM,7.280,,,,
1002,07/23/22 12:30:00  PM,7.582,,,,
1003,07/23/22 01:00:00  PM,7.782,,,,
1004,07/23/22 01:30:00  PM,7.782,,,,
1005,07/23/22 02:00:00  PM,7.682,,,,
1006,07/23/22 02:30:00  PM,7.782,,,,
1007,07/23/22 03:00:00  PM,7.682,,,,
1008,07/23/22 03:30:00  PM,7.882,,,,
1009,07/23/22 04:00:00  PM,7.983,,,,
1010,07/23/22 04:30:00  PM,8.182,,,,
1011,07/23/22 05:00:00  PM,8.282,,,,
1012,07/23/22 05:30:00  PM,8.182,,,,
1013,07/23/22 06:00:00  PM,7.983,,,,
1014,07/23/22 06:30:00  PM,7.882,,,,
1015,07/23/22 07:00:00  PM,7.782,,,,
1016,07/23/22 07:30:00  PM,7.682,,,,
1017,07/23/22 08:00:00  PM,7.481,,,,
1018,07/23/22 08:30:00  PM,7.381,,,,
1019,07/23/22 09:00:00  PM,7.381,,,,
1020,07/23/22 09:30:00  PM,7.179,,,,
1021,07/23/22 10:00:00  PM,7.079,,,,
1022,07/23/22 10:30:00  PM,6.978,,,,
1023,07/23/22 11:00:00  PM,6.877,,,,
1024,07/23/22 11:30:00  PM,6.674,,,,
1025,07/24/22 12:00:00  AM,6.573,,,,
1026,07/24/22 12:30:00  AM,6.471,,,,
1027,07/24/22 01:00:00  AM,6.370,,,,
1028,07/24/22 01:30:00  AM,6.268,,,,
1029,07/24/22 02:00:00  AM,6.268,,,,
1030,07/24/22 02:30:00  AM,6.166,,,,
1031,07/24/22 03:00:00  AM,5.962,,,,
1032,07/24/22 03:30:00  AM,5.860,,,,
1033,07/24/22 04:00:00  AM,5.757,,,,
1034,07/24/22 04:30:00  AM,5.655,,,,
1035,07/24/22 05:00:00  AM,5.552,,,,
1036,07/24/22 05:30:00  AM,5.552,,,,
1037,07/24/22 06:00:00  AM,5.450,,,,
1038,07/24/22 06:30:00  AM,5.347,,,,
1039,07/24/22 07:00:00  AM,5.244,,,,
1040,07/24/22 07:30:00  AM,5.141,,,,
1041,07/24/22 08:00:00  AM,5.244,,,,
1042,07/24/22 08:30:00  AM,5.244,,,,
1043,07/24/22 09:00:00  AM,5.244,,,,
1044,07/24/22 09:30:00  AM,5.450,,,,
1045,07/24/22 10:00:00  AM,5.552,,,,
1046,07/24/22 10:30:00  AM,5.655,,,,
1047,07/24/22 11:00:00  AM,5.860,,,,
1048,07/24/22 11:30:00  AM,6.166,,,,
1049,07/24/22 12:00:00  PM,6.370,,,,
1050,07/24/22 12:30:00  PM,6.674,,,,
1051,07/24/22 01:00:00  PM,7.280,,,,
1052,07/24/22 01:30:00  PM,7.782,,,,
1053,07/24/22 02:00:00  PM,7.882,,,,
1054,07/24/22 02:30:00  PM,8.082,,,,
1055,07/24/22 03:00:00  PM,8.182,,,,
1056,07/24/22 03:30:00  PM,8.182,,,,
1057,07/24/22 04:00:00  PM,7.983,,,,
1058,07/24/22 04:30:00  PM,7.882,,,,
1059,07/24/22 05:00:00  PM,7.782,,,,
1060,07/24/22 05:30:00  PM,7.682,,,,
1061,07/24/22 06:00:00  PM,7.682,,,,
1062,07/24/22 06:30:00  PM,7.782,,,,
1063,07/24/22 07:00:00  PM,7.782,,,,
1064,07/24/22 07:30:00  PM,7.582,,,,
1065,07/24/22 08:00:00  PM,7.481,,,,
1066,07/24/22 08:30:00  PM,7.280,,,,
1067,07/24/22 09:00:00  PM,7.179,,,,
1068,07/24/22 09:30:00  PM,7.079,,,,
1069,07/24/22 10:00:00  PM,6.978,,,,
1070,07/24/22 10:30:00  PM,6.674,,,,
1071,07/24/22 11:00:00  PM,6.370,,,,
1072,07/24/22 11:30:00  PM,6.166,,,,
1073,07/25/22 12:00:00  AM,5.860,,,,
1074,07/25/22 12:30:00  AM,5.655,,,,
1075,07/25/22 01:00:00  AM,5.552,,,,
1076,07/25/22 01:30:00  AM,5.450,,,,
1077,07/25/22 02:00:00  AM,5.552,,,,
1078,07/25/22 02:30:00  AM,5.552,,,,
1079,07/25/22 03:00:00  AM,5.552,,,,
1080,07/25/22 03:30:00  AM,5.450,,,,
1081,07/25/22 04:00:00  AM,5.552,,,,
1082,07/25/22 04:30:00  AM,5.552,,,,
1083,07/25/22 05:00:00  AM,5.655,,,,
1084,07/25/22 05:30:00  AM,5.757,,,,
