"Plot Title: DRYAS_14T_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10139941, SEN S/N: 10139941, LBL: -5cm_soil)","Good Battery (LGR S/N: 10139941)","Coupler Attached (LGR S/N: 10139941)","Host Connected (LGR S/N: 10139941)","Stopped (LGR S/N: 10139941)","End Of File (LGR S/N: 10139941)"
512,07/07/22 11:45:00  PM,6.775,,,,,
513,07/08/22 12:00:00  AM,6.674,,,,,
514,07/08/22 12:15:00  AM,6.573,,,,,
515,07/08/22 12:30:00  AM,6.471,,,,,
516,07/08/22 12:45:00  AM,6.370,,,,,
517,07/08/22 01:00:00  AM,6.268,,,,,
518,07/08/22 01:15:00  AM,6.166,,,,,
519,07/08/22 01:30:00  AM,6.064,,,,,
520,07/08/22 01:45:00  AM,6.064,,,,,
521,07/08/22 02:00:00  AM,5.962,,,,,
522,07/08/22 02:15:00  AM,5.962,,,,,
523,07/08/22 02:30:00  AM,5.962,,,,,
524,07/08/22 02:45:00  AM,5.860,,,,,
525,07/08/22 03:00:00  AM,5.860,,,,,
526,07/08/22 03:15:00  AM,5.860,,,,,
527,07/08/22 03:30:00  AM,5.860,,,,,
528,07/08/22 03:45:00  AM,5.860,,,,,
529,07/08/22 04:00:00  AM,5.757,,,,,
530,07/08/22 04:15:00  AM,5.757,,,,,
531,07/08/22 04:30:00  AM,5.757,,,,,
532,07/08/22 04:45:00  AM,5.757,,,,,
533,07/08/22 05:00:00  AM,5.757,,,,,
534,07/08/22 05:15:00  AM,5.860,,,,,
535,07/08/22 05:30:00  AM,5.860,,,,,
536,07/08/22 05:45:00  AM,5.860,,,,,
537,07/08/22 06:00:00  AM,5.962,,,,,
538,07/08/22 06:15:00  AM,5.962,,,,,
539,07/08/22 06:30:00  AM,5.962,,,,,
540,07/08/22 06:45:00  AM,6.064,,,,,
541,07/08/22 07:00:00  AM,6.064,,,,,
542,07/08/22 07:15:00  AM,6.166,,,,,
543,07/08/22 07:30:00  AM,6.166,,,,,
544,07/08/22 07:45:00  AM,6.166,,,,,
545,07/08/22 08:00:00  AM,6.268,,,,,
546,07/08/22 08:15:00  AM,6.370,,,,,
547,07/08/22 08:30:00  AM,6.370,,,,,
548,07/08/22 08:45:00  AM,6.370,,,,,
549,07/08/22 09:00:00  AM,6.471,,,,,
550,07/08/22 09:15:00  AM,6.573,,,,,
551,07/08/22 09:30:00  AM,6.775,,,,,
552,07/08/22 09:45:00  AM,6.877,,,,,
553,07/08/22 10:00:00  AM,6.978,,,,,
554,07/08/22 10:15:00  AM,7.079,,,,,
555,07/08/22 10:30:00  AM,7.079,,,,,
556,07/08/22 10:45:00  AM,7.179,,,,,
557,07/08/22 11:00:00  AM,7.381,,,,,
558,07/08/22 11:15:00  AM,7.481,,,,,
559,07/08/22 11:30:00  AM,7.582,,,,,
560,07/08/22 11:45:00  AM,7.782,,,,,
561,07/08/22 12:00:00  PM,7.983,,,,,
562,07/08/22 12:15:00  PM,8.282,,,,,
563,07/08/22 12:30:00  PM,8.481,,,,,
564,07/08/22 12:45:00  PM,8.680,,,,,
565,07/08/22 01:00:00  PM,8.779,,,,,
566,07/08/22 01:15:00  PM,8.779,,,,,
567,07/08/22 01:30:00  PM,8.779,,,,,
568,07/08/22 01:45:00  PM,8.680,,,,,
569,07/08/22 02:00:00  PM,8.581,,,,,
570,07/08/22 02:15:00  PM,8.481,,,,,
571,07/08/22 02:30:00  PM,8.282,,,,,
572,07/08/22 02:45:00  PM,8.282,,,,,
573,07/08/22 03:00:00  PM,8.082,,,,,
574,07/08/22 03:15:00  PM,7.983,,,,,
575,07/08/22 03:30:00  PM,7.882,,,,,
576,07/08/22 03:45:00  PM,7.782,,,,,
577,07/08/22 04:00:00  PM,7.582,,,,,
578,07/08/22 04:15:00  PM,7.481,,,,,
579,07/08/22 04:30:00  PM,7.381,,,,,
580,07/08/22 04:45:00  PM,7.280,,,,,
581,07/08/22 05:00:00  PM,7.179,,,,,
582,07/08/22 05:15:00  PM,7.179,,,,,
583,07/08/22 05:30:00  PM,7.079,,,,,
584,07/08/22 05:45:00  PM,7.079,,,,,
585,07/08/22 06:00:00  PM,6.978,,,,,
586,07/08/22 06:15:00  PM,6.978,,,,,
587,07/08/22 06:30:00  PM,6.877,,,,,
588,07/08/22 06:45:00  PM,6.775,,,,,
589,07/08/22 07:00:00  PM,6.775,,,,,
590,07/08/22 07:15:00  PM,6.877,,,,,
591,07/08/22 07:30:00  PM,6.978,,,,,
592,07/08/22 07:45:00  PM,6.978,,,,,
593,07/08/22 08:00:00  PM,6.877,,,,,
594,07/08/22 08:15:00  PM,6.775,,,,,
595,07/08/22 08:30:00  PM,6.674,,,,,
596,07/08/22 08:45:00  PM,6.573,,,,,
597,07/08/22 09:00:00  PM,6.471,,,,,
598,07/08/22 09:15:00  PM,6.370,,,,,
599,07/08/22 09:30:00  PM,6.268,,,,,
600,07/08/22 09:45:00  PM,6.166,,,,,
601,07/08/22 10:00:00  PM,6.166,,,,,
602,07/08/22 10:15:00  PM,6.064,,,,,
603,07/08/22 10:30:00  PM,6.064,,,,,
604,07/08/22 10:45:00  PM,5.962,,,,,
605,07/08/22 11:00:00  PM,5.860,,,,,
606,07/08/22 11:15:00  PM,5.757,,,,,
607,07/08/22 11:30:00  PM,5.655,,,,,
608,07/08/22 11:45:00  PM,5.552,,,,,
609,07/09/22 12:00:00  AM,5.552,,,,,
610,07/09/22 12:15:00  AM,5.450,,,,,
611,07/09/22 12:30:00  AM,5.450,,,,,
612,07/09/22 12:45:00  AM,5.347,,,,,
613,07/09/22 01:00:00  AM,5.347,,,,,
614,07/09/22 01:15:00  AM,5.244,,,,,
615,07/09/22 01:30:00  AM,5.244,,,,,
616,07/09/22 01:45:00  AM,5.244,,,,,
617,07/09/22 02:00:00  AM,5.141,,,,,
618,07/09/22 02:15:00  AM,5.141,,,,,
619,07/09/22 02:30:00  AM,5.141,,,,,
620,07/09/22 02:45:00  AM,5.141,,,,,
621,07/09/22 03:00:00  AM,5.141,,,,,
622,07/09/22 03:15:00  AM,5.037,,,,,
623,07/09/22 03:30:00  AM,5.037,,,,,
624,07/09/22 03:45:00  AM,5.141,,,,,
625,07/09/22 04:00:00  AM,5.141,,,,,
626,07/09/22 04:15:00  AM,5.141,,,,,
627,07/09/22 04:30:00  AM,5.141,,,,,
628,07/09/22 04:45:00  AM,5.244,,,,,
629,07/09/22 05:00:00  AM,5.347,,,,,
630,07/09/22 05:15:00  AM,5.347,,,,,
631,07/09/22 05:30:00  AM,5.347,,,,,
632,07/09/22 05:45:00  AM,5.347,,,,,
633,07/09/22 06:00:00  AM,5.450,,,,,
634,07/09/22 06:15:00  AM,5.450,,,,,
635,07/09/22 06:30:00  AM,5.552,,,,,
636,07/09/22 06:45:00  AM,5.552,,,,,
637,07/09/22 07:00:00  AM,5.552,,,,,
638,07/09/22 07:15:00  AM,5.655,,,,,
639,07/09/22 07:30:00  AM,5.757,,,,,
640,07/09/22 07:45:00  AM,5.757,,,,,
641,07/09/22 08:00:00  AM,5.757,,,,,
642,07/09/22 08:15:00  AM,5.860,,,,,
643,07/09/22 08:30:00  AM,5.962,,,,,
644,07/09/22 08:45:00  AM,5.962,,,,,
645,07/09/22 09:00:00  AM,6.064,,,,,
646,07/09/22 09:15:00  AM,6.166,,,,,
647,07/09/22 09:30:00  AM,6.370,,,,,
648,07/09/22 09:45:00  AM,6.573,,,,,
649,07/09/22 10:00:00  AM,6.775,,,,,
650,07/09/22 10:15:00  AM,6.877,,,,,
651,07/09/22 10:30:00  AM,6.978,,,,,
652,07/09/22 10:45:00  AM,7.079,,,,,
653,07/09/22 11:00:00  AM,7.280,,,,,
654,07/09/22 11:15:00  AM,7.481,,,,,
655,07/09/22 11:30:00  AM,7.582,,,,,
656,07/09/22 11:45:00  AM,7.782,,,,,
657,07/09/22 12:00:00  PM,8.082,,,,,
658,07/09/22 12:15:00  PM,8.382,,,,,
659,07/09/22 12:30:00  PM,8.481,,,,,
660,07/09/22 12:45:00  PM,8.581,,,,,
661,07/09/22 01:00:00  PM,8.680,,,,,
662,07/09/22 01:15:00  PM,8.978,,,,,
663,07/09/22 01:30:00  PM,9.373,,,,,
664,07/09/22 01:45:00  PM,9.669,,,,,
665,07/09/22 02:00:00  PM,9.866,,,,,
666,07/09/22 02:15:00  PM,10.063,,,,,
667,07/09/22 02:30:00  PM,10.259,,,,,
668,07/09/22 02:45:00  PM,10.455,,,,,
669,07/09/22 03:00:00  PM,10.651,,,,,
670,07/09/22 03:15:00  PM,10.748,,,,,
671,07/09/22 03:30:00  PM,10.748,,,,,
672,07/09/22 03:45:00  PM,10.748,,,,,
673,07/09/22 04:00:00  PM,10.651,,,,,
674,07/09/22 04:15:00  PM,10.748,,,,,
675,07/09/22 04:30:00  PM,10.748,,,,,
676,07/09/22 04:45:00  PM,10.553,,,,,
677,07/09/22 05:00:00  PM,10.357,,,,,
678,07/09/22 05:15:00  PM,10.161,,,,,
679,07/09/22 05:30:00  PM,9.965,,,,,
680,07/09/22 05:45:00  PM,9.866,,,,,
681,07/09/22 06:00:00  PM,9.768,,,,,
682,07/09/22 06:15:00  PM,9.571,,,,,
683,07/09/22 06:30:00  PM,9.472,,,,,
684,07/09/22 06:45:00  PM,9.373,,,,,
685,07/09/22 07:00:00  PM,9.275,,,,,
686,07/09/22 07:15:00  PM,9.077,,,,,
687,07/09/22 07:30:00  PM,8.978,,,,,
688,07/09/22 07:45:00  PM,8.879,,,,,
689,07/09/22 08:00:00  PM,8.680,,,,,
690,07/09/22 08:15:00  PM,8.481,,,,,
691,07/09/22 08:30:00  PM,8.282,,,,,
692,07/09/22 08:45:00  PM,8.182,,,,,
693,07/09/22 09:00:00  PM,7.983,,,,,
694,07/09/22 09:15:00  PM,7.882,,,,,
695,07/09/22 09:30:00  PM,7.782,,,,,
696,07/09/22 09:45:00  PM,7.682,,,,,
697,07/09/22 10:00:00  PM,7.582,,,,,
698,07/09/22 10:15:00  PM,7.381,,,,,
699,07/09/22 10:30:00  PM,7.280,,,,,
700,07/09/22 10:45:00  PM,7.179,,,,,
701,07/09/22 11:00:00  PM,7.079,,,,,
702,07/09/22 11:15:00  PM,6.978,,,,,
703,07/09/22 11:30:00  PM,6.877,,,,,
704,07/09/22 11:45:00  PM,6.775,,,,,
705,07/10/22 12:00:00  AM,6.674,,,,,
706,07/10/22 12:15:00  AM,6.573,,,,,
707,07/10/22 12:30:00  AM,6.471,,,,,
708,07/10/22 12:45:00  AM,6.370,,,,,
709,07/10/22 01:00:00  AM,6.268,,,,,
710,07/10/22 01:15:00  AM,6.166,,,,,
711,07/10/22 01:30:00  AM,6.166,,,,,
712,07/10/22 01:45:00  AM,6.064,,,,,
713,07/10/22 02:00:00  AM,5.962,,,,,
714,07/10/22 02:15:00  AM,5.962,,,,,
715,07/10/22 02:30:00  AM,5.962,,,,,
716,07/10/22 02:45:00  AM,5.860,,,,,
717,07/10/22 03:00:00  AM,5.860,,,,,
718,07/10/22 03:15:00  AM,5.860,,,,,
719,07/10/22 03:30:00  AM,5.860,,,,,
720,07/10/22 03:45:00  AM,5.860,,,,,
721,07/10/22 04:00:00  AM,5.860,,,,,
722,07/10/22 04:15:00  AM,5.860,,,,,
723,07/10/22 04:30:00  AM,5.860,,,,,
724,07/10/22 04:45:00  AM,5.860,,,,,
725,07/10/22 05:00:00  AM,5.860,,,,,
726,07/10/22 05:15:00  AM,5.860,,,,,
727,07/10/22 05:30:00  AM,5.962,,,,,
728,07/10/22 05:45:00  AM,5.962,,,,,
729,07/10/22 06:00:00  AM,5.962,,,,,
730,07/10/22 06:15:00  AM,5.962,,,,,
731,07/10/22 06:30:00  AM,5.962,,,,,
732,07/10/22 06:45:00  AM,6.064,,,,,
733,07/10/22 07:00:00  AM,6.064,,,,,
734,07/10/22 07:15:00  AM,6.064,,,,,
735,07/10/22 07:30:00  AM,5.962,,,,,
736,07/10/22 07:45:00  AM,5.962,,,,,
737,07/10/22 08:00:00  AM,5.962,,,,,
738,07/10/22 08:15:00  AM,5.962,,,,,
739,07/10/22 08:30:00  AM,5.962,,,,,
740,07/10/22 08:45:00  AM,6.064,,,,,
741,07/10/22 09:00:00  AM,6.064,,,,,
742,07/10/22 09:15:00  AM,6.064,,,,,
743,07/10/22 09:30:00  AM,6.064,,,,,
744,07/10/22 09:45:00  AM,6.064,,,,,
745,07/10/22 10:00:00  AM,6.064,,,,,
746,07/10/22 10:15:00  AM,6.064,,,,,
747,07/10/22 10:30:00  AM,6.064,,,,,
748,07/10/22 10:45:00  AM,6.064,,,,,
749,07/10/22 11:00:00  AM,6.064,,,,,
750,07/10/22 11:15:00  AM,5.962,,,,,
751,07/10/22 11:30:00  AM,5.962,,,,,
752,07/10/22 11:45:00  AM,5.962,,,,,
753,07/10/22 12:00:00  PM,5.962,,,,,
754,07/10/22 12:15:00  PM,5.962,,,,,
755,07/10/22 12:30:00  PM,5.962,,,,,
756,07/10/22 12:45:00  PM,6.064,,,,,
757,07/10/22 01:00:00  PM,6.064,,,,,
758,07/10/22 01:15:00  PM,6.064,,,,,
759,07/10/22 01:30:00  PM,6.064,,,,,
760,07/10/22 01:45:00  PM,6.064,,,,,
761,07/10/22 02:00:00  PM,6.166,,,,,
762,07/10/22 02:15:00  PM,6.268,,,,,
763,07/10/22 02:30:00  PM,6.370,,,,,
764,07/10/22 02:45:00  PM,6.471,,,,,
765,07/10/22 03:00:00  PM,6.471,,,,,
766,07/10/22 03:15:00  PM,6.573,,,,,
767,07/10/22 03:30:00  PM,6.674,,,,,
768,07/10/22 03:45:00  PM,7.079,,,,,
769,07/10/22 04:00:00  PM,7.381,,,,,
770,07/10/22 04:15:00  PM,7.682,,,,,
771,07/10/22 04:30:00  PM,7.882,,,,,
772,07/10/22 04:45:00  PM,7.983,,,,,
773,07/10/22 05:00:00  PM,8.182,,,,,
774,07/10/22 05:15:00  PM,8.282,,,,,
775,07/10/22 05:30:00  PM,8.382,,,,,
776,07/10/22 05:45:00  PM,8.382,,,,,
777,07/10/22 06:00:00  PM,8.481,,,,,
778,07/10/22 06:15:00  PM,8.481,,,,,
779,07/10/22 06:30:00  PM,8.481,,,,,
780,07/10/22 06:45:00  PM,8.481,,,,,
781,07/10/22 07:00:00  PM,8.481,,,,,
782,07/10/22 07:15:00  PM,8.382,,,,,
783,07/10/22 07:30:00  PM,8.382,,,,,
784,07/10/22 07:45:00  PM,8.282,,,,,
785,07/10/22 08:00:00  PM,8.182,,,,,
786,07/10/22 08:15:00  PM,8.082,,,,,
787,07/10/22 08:30:00  PM,7.983,,,,,
788,07/10/22 08:45:00  PM,7.882,,,,,
789,07/10/22 09:00:00  PM,7.782,,,,,
790,07/10/22 09:15:00  PM,7.682,,,,,
791,07/10/22 09:30:00  PM,7.582,,,,,
792,07/10/22 09:45:00  PM,7.481,,,,,
793,07/10/22 10:00:00  PM,7.381,,,,,
794,07/10/22 10:15:00  PM,7.280,,,,,
795,07/10/22 10:30:00  PM,7.179,,,,,
796,07/10/22 10:45:00  PM,6.978,,,,,
797,07/10/22 11:00:00  PM,6.877,,,,,
798,07/10/22 11:15:00  PM,6.775,,,,,
799,07/10/22 11:30:00  PM,6.674,,,,,
800,07/10/22 11:45:00  PM,6.573,,,,,
801,07/11/22 12:00:00  AM,6.471,,,,,
802,07/11/22 12:15:00  AM,6.370,,,,,
803,07/11/22 12:30:00  AM,6.268,,,,,
804,07/11/22 12:45:00  AM,6.166,,,,,
805,07/11/22 01:00:00  AM,6.166,,,,,
806,07/11/22 01:15:00  AM,6.064,,,,,
807,07/11/22 01:30:00  AM,5.962,,,,,
808,07/11/22 01:45:00  AM,5.860,,,,,
809,07/11/22 02:00:00  AM,5.860,,,,,
810,07/11/22 02:15:00  AM,5.860,,,,,
811,07/11/22 02:30:00  AM,5.860,,,,,
812,07/11/22 02:45:00  AM,5.860,,,,,
813,07/11/22 03:00:00  AM,5.860,,,,,
814,07/11/22 03:15:00  AM,5.860,,,,,
815,07/11/22 03:30:00  AM,5.757,,,,,
816,07/11/22 03:45:00  AM,5.757,,,,,
817,07/11/22 04:00:00  AM,5.757,,,,,
818,07/11/22 04:15:00  AM,5.757,,,,,
819,07/11/22 04:30:00  AM,5.757,,,,,
820,07/11/22 04:45:00  AM,5.757,,,,,
821,07/11/22 05:00:00  AM,5.860,,,,,
822,07/11/22 05:15:00  AM,5.860,,,,,
823,07/11/22 05:30:00  AM,5.860,,,,,
824,07/11/22 05:45:00  AM,5.860,,,,,
825,07/11/22 06:00:00  AM,5.860,,,,,
826,07/11/22 06:15:00  AM,5.860,,,,,
827,07/11/22 06:30:00  AM,5.860,,,,,
828,07/11/22 06:45:00  AM,5.860,,,,,
829,07/11/22 07:00:00  AM,5.860,,,,,
830,07/11/22 07:15:00  AM,5.860,,,,,
831,07/11/22 07:30:00  AM,5.962,,,,,
832,07/11/22 07:45:00  AM,5.962,,,,,
833,07/11/22 08:00:00  AM,6.064,,,,,
834,07/11/22 08:15:00  AM,6.064,,,,,
835,07/11/22 08:30:00  AM,6.166,,,,,
836,07/11/22 08:45:00  AM,6.268,,,,,
837,07/11/22 09:00:00  AM,6.370,,,,,
838,07/11/22 09:15:00  AM,6.471,,,,,
839,07/11/22 09:30:00  AM,6.674,,,,,
840,07/11/22 09:45:00  AM,6.877,,,,,
841,07/11/22 10:00:00  AM,7.079,,,,,
842,07/11/22 10:15:00  AM,7.280,,,,,
843,07/11/22 10:30:00  AM,7.381,,,,,
844,07/11/22 10:45:00  AM,7.682,,,,,
845,07/11/22 11:00:00  AM,7.882,,,,,
846,07/11/22 11:15:00  AM,8.182,,,,,
847,07/11/22 11:30:00  AM,8.481,,,,,
848,07/11/22 11:45:00  AM,8.779,,,,,
849,07/11/22 12:00:00  PM,8.978,,,,,
850,07/11/22 12:15:00  PM,9.176,,,,,
851,07/11/22 12:30:00  PM,9.373,,,,,
852,07/11/22 12:45:00  PM,9.571,,,,,
853,07/11/22 01:00:00  PM,9.768,,,,,
854,07/11/22 01:15:00  PM,9.965,,,,,
855,07/11/22 01:30:00  PM,10.259,,,,,
856,07/11/22 01:45:00  PM,10.357,,,,,
857,07/11/22 02:00:00  PM,10.553,,,,,
858,07/11/22 02:15:00  PM,10.651,,,,,
859,07/11/22 02:30:00  PM,10.748,,,,,
860,07/11/22 02:45:00  PM,10.846,,,,,
861,07/11/22 03:00:00  PM,10.846,,,,,
862,07/11/22 03:15:00  PM,10.748,,,,,
863,07/11/22 03:30:00  PM,10.748,,,,,
864,07/11/22 03:45:00  PM,10.846,,,,,
865,07/11/22 04:00:00  PM,10.944,,,,,
866,07/11/22 04:15:00  PM,10.944,,,,,
867,07/11/22 04:30:00  PM,10.944,,,,,
868,07/11/22 04:45:00  PM,10.846,,,,,
869,07/11/22 05:00:00  PM,10.846,,,,,
870,07/11/22 05:15:00  PM,10.748,,,,,
871,07/11/22 05:30:00  PM,10.748,,,,,
872,07/11/22 05:45:00  PM,10.651,,,,,
873,07/11/22 06:00:00  PM,10.553,,,,,
874,07/11/22 06:15:00  PM,10.455,,,,,
875,07/11/22 06:30:00  PM,10.259,,,,,
876,07/11/22 06:45:00  PM,10.161,,,,,
877,07/11/22 07:00:00  PM,9.965,,,,,
878,07/11/22 07:15:00  PM,9.866,,,,,
879,07/11/22 07:30:00  PM,9.669,,,,,
880,07/11/22 07:45:00  PM,9.571,,,,,
881,07/11/22 08:00:00  PM,9.472,,,,,
882,07/11/22 08:15:00  PM,9.275,,,,,
883,07/11/22 08:30:00  PM,9.176,,,,,
884,07/11/22 08:45:00  PM,8.978,,,,,
885,07/11/22 09:00:00  PM,8.879,,,,,
886,07/11/22 09:15:00  PM,8.779,,,,,
887,07/11/22 09:30:00  PM,8.581,,,,,
888,07/11/22 09:45:00  PM,8.481,,,,,
889,07/11/22 10:00:00  PM,8.282,,,,,
890,07/11/22 10:15:00  PM,8.082,,,,,
891,07/11/22 10:30:00  PM,7.983,,,,,
892,07/11/22 10:45:00  PM,7.882,,,,,
893,07/11/22 11:00:00  PM,7.682,,,,,
894,07/11/22 11:15:00  PM,7.582,,,,,
895,07/11/22 11:30:00  PM,7.582,,,,,
896,07/11/22 11:45:00  PM,7.481,,,,,
897,07/12/22 12:00:00  AM,7.381,,,,,
898,07/12/22 12:15:00  AM,7.280,,,,,
899,07/12/22 12:30:00  AM,7.179,,,,,
900,07/12/22 12:45:00  AM,7.179,,,,,
901,07/12/22 01:00:00  AM,7.079,,,,,
902,07/12/22 01:15:00  AM,6.978,,,,,
903,07/12/22 01:30:00  AM,6.877,,,,,
904,07/12/22 01:45:00  AM,6.877,,,,,
905,07/12/22 02:00:00  AM,6.775,,,,,
906,07/12/22 02:15:00  AM,6.674,,,,,
907,07/12/22 02:30:00  AM,6.674,,,,,
908,07/12/22 02:45:00  AM,6.674,,,,,
909,07/12/22 03:00:00  AM,6.674,,,,,
910,07/12/22 03:15:00  AM,6.674,,,,,
911,07/12/22 03:30:00  AM,6.674,,,,,
912,07/12/22 03:45:00  AM,6.674,,,,,
913,07/12/22 04:00:00  AM,6.674,,,,,
914,07/12/22 04:15:00  AM,6.674,,,,,
915,07/12/22 04:30:00  AM,6.674,,,,,
916,07/12/22 04:45:00  AM,6.775,,,,,
917,07/12/22 05:00:00  AM,6.674,,,,,
918,07/12/22 05:15:00  AM,6.775,,,,,
919,07/12/22 05:30:00  AM,6.775,,,,,
920,07/12/22 05:45:00  AM,6.775,,,,,
921,07/12/22 06:00:00  AM,6.775,,,,,
922,07/12/22 06:15:00  AM,6.775,,,,,
923,07/12/22 06:30:00  AM,6.775,,,,,
924,07/12/22 06:45:00  AM,6.775,,,,,
925,07/12/22 07:00:00  AM,6.877,,,,,
926,07/12/22 07:15:00  AM,6.877,,,,,
927,07/12/22 07:30:00  AM,6.877,,,,,
928,07/12/22 07:45:00  AM,6.978,,,,,
929,07/12/22 08:00:00  AM,6.978,,,,,
930,07/12/22 08:15:00  AM,7.179,,,,,
931,07/12/22 08:30:00  AM,7.280,,,,,
932,07/12/22 08:45:00  AM,7.381,,,,,
933,07/12/22 09:00:00  AM,7.481,,,,,
934,07/12/22 09:15:00  AM,7.582,,,,,
935,07/12/22 09:30:00  AM,7.582,,,,,
936,07/12/22 09:45:00  AM,7.682,,,,,
937,07/12/22 10:00:00  AM,7.682,,,,,
938,07/12/22 10:15:00  AM,7.682,,,,,
939,07/12/22 10:30:00  AM,7.682,,,,,
940,07/12/22 10:45:00  AM,7.882,,,,,
941,07/12/22 11:00:00  AM,7.882,,,,,
942,07/12/22 11:15:00  AM,7.983,,,,,
943,07/12/22 11:30:00  AM,8.082,,,,,
944,07/12/22 11:45:00  AM,8.182,,,,,
945,07/12/22 12:00:00  PM,8.182,,,,,
946,07/12/22 12:15:00  PM,8.082,,,,,
947,07/12/22 12:30:00  PM,7.983,,,,,
948,07/12/22 12:45:00  PM,7.882,,,,,
949,07/12/22 01:00:00  PM,7.782,,,,,
950,07/12/22 01:15:00  PM,7.582,,,,,
951,07/12/22 01:30:00  PM,7.582,,,,,
952,07/12/22 01:45:00  PM,7.582,,,,,
953,07/12/22 02:00:00  PM,7.682,,,,,
954,07/12/22 02:15:00  PM,7.682,,,,,
955,07/12/22 02:30:00  PM,7.782,,,,,
956,07/12/22 02:45:00  PM,7.882,,,,,
957,07/12/22 03:00:00  PM,7.983,,,,,
958,07/12/22 03:15:00  PM,7.983,,,,,
959,07/12/22 03:30:00  PM,7.983,,,,,
960,07/12/22 03:45:00  PM,8.082,,,,,
961,07/12/22 04:00:00  PM,8.182,,,,,
962,07/12/22 04:15:00  PM,8.182,,,,,
963,07/12/22 04:30:00  PM,8.082,,,,,
964,07/12/22 04:45:00  PM,8.082,,,,,
965,07/12/22 05:00:00  PM,8.082,,,,,
966,07/12/22 05:15:00  PM,7.983,,,,,
967,07/12/22 05:30:00  PM,7.882,,,,,
968,07/12/22 05:45:00  PM,7.782,,,,,
969,07/12/22 06:00:00  PM,7.782,,,,,
970,07/12/22 06:15:00  PM,7.682,,,,,
971,07/12/22 06:30:00  PM,7.582,,,,,
972,07/12/22 06:45:00  PM,7.481,,,,,
973,07/12/22 07:00:00  PM,7.381,,,,,
974,07/12/22 07:15:00  PM,7.280,,,,,
975,07/12/22 07:30:00  PM,7.179,,,,,
976,07/12/22 07:45:00  PM,6.978,,,,,
977,07/12/22 08:00:00  PM,6.978,,,,,
978,07/12/22 08:15:00  PM,6.877,,,,,
979,07/12/22 08:30:00  PM,6.775,,,,,
980,07/12/22 08:45:00  PM,6.674,,,,,
981,07/12/22 09:00:00  PM,6.573,,,,,
982,07/12/22 09:15:00  PM,6.573,,,,,
983,07/12/22 09:30:00  PM,6.471,,,,,
984,07/12/22 09:45:00  PM,6.370,,,,,
985,07/12/22 10:00:00  PM,6.370,,,,,
986,07/12/22 10:15:00  PM,6.268,,,,,
987,07/12/22 10:30:00  PM,6.166,,,,,
988,07/12/22 10:45:00  PM,6.064,,,,,
989,07/12/22 11:00:00  PM,5.962,,,,,
990,07/12/22 11:15:00  PM,5.962,,,,,
991,07/12/22 11:30:00  PM,5.860,,,,,
992,07/12/22 11:45:00  PM,5.757,,,,,
993,07/13/22 12:00:00  AM,5.757,,,,,
994,07/13/22 12:15:00  AM,5.757,,,,,
995,07/13/22 12:30:00  AM,5.655,,,,,
996,07/13/22 12:45:00  AM,5.552,,,,,
997,07/13/22 01:00:00  AM,5.552,,,,,
998,07/13/22 01:15:00  AM,5.450,,,,,
999,07/13/22 01:30:00  AM,5.450,,,,,
1000,07/13/22 01:45:00  AM,5.450,,,,,
1001,07/13/22 02:00:00  AM,5.347,,,,,
1002,07/13/22 02:15:00  AM,5.347,,,,,
1003,07/13/22 02:30:00  AM,5.347,,,,,
1004,07/13/22 02:45:00  AM,5.347,,,,,
1005,07/13/22 03:00:00  AM,5.244,,,,,
1006,07/13/22 03:15:00  AM,5.244,,,,,
1007,07/13/22 03:30:00  AM,5.244,,,,,
1008,07/13/22 03:45:00  AM,5.244,,,,,
1009,07/13/22 04:00:00  AM,5.244,,,,,
1010,07/13/22 04:15:00  AM,5.244,,,,,
1011,07/13/22 04:30:00  AM,5.244,,,,,
1012,07/13/22 04:45:00  AM,5.347,,,,,
1013,07/13/22 05:00:00  AM,5.347,,,,,
1014,07/13/22 05:15:00  AM,5.347,,,,,
1015,07/13/22 05:30:00  AM,5.347,,,,,
1016,07/13/22 05:45:00  AM,5.347,,,,,
1017,07/13/22 06:00:00  AM,5.450,,,,,
1018,07/13/22 06:15:00  AM,5.450,,,,,
1019,07/13/22 06:30:00  AM,5.450,,,,,
1020,07/13/22 06:45:00  AM,5.450,,,,,
1021,07/13/22 07:00:00  AM,5.450,,,,,
1022,07/13/22 07:15:00  AM,5.450,,,,,
1023,07/13/22 07:30:00  AM,5.552,,,,,
1024,07/13/22 07:45:00  AM,5.552,,,,,
1025,07/13/22 08:00:00  AM,5.552,,,,,
1026,07/13/22 08:15:00  AM,5.655,,,,,
1027,07/13/22 08:30:00  AM,5.655,,,,,
1028,07/13/22 08:45:00  AM,5.757,,,,,
1029,07/13/22 09:00:00  AM,5.860,,,,,
1030,07/13/22 09:15:00  AM,5.962,,,,,
1031,07/13/22 09:30:00  AM,6.166,,,,,
1032,07/13/22 09:45:00  AM,6.268,,,,,
1033,07/13/22 10:00:00  AM,6.471,,,,,
1034,07/13/22 10:15:00  AM,6.674,,,,,
1035,07/13/22 10:30:00  AM,6.877,,,,,
1036,07/13/22 10:45:00  AM,7.079,,,,,
1037,07/13/22 11:00:00  AM,7.280,,,,,
1038,07/13/22 11:15:00  AM,7.481,,,,,
1039,07/13/22 11:30:00  AM,7.782,,,,,
1040,07/13/22 11:45:00  AM,8.082,,,,,
1041,07/13/22 12:00:00  PM,8.282,,,,,
