"Plot Title: MEAD_13C_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9742484, SEN S/N: 9742484, LBL: -5cm_soil)","Coupler Attached (LGR S/N: 9742484)","Host Connected (LGR S/N: 9742484)","Stopped (LGR S/N: 9742484)","End Of File (LGR S/N: 9742484)"
1,06/30/22 02:00:00  PM,5.655,,,,
2,06/30/22 02:15:00  PM,5.757,,,,
3,06/30/22 02:30:00  PM,5.962,,,,
4,06/30/22 02:45:00  PM,6.064,,,,
5,06/30/22 03:00:00  PM,6.166,,,,
6,06/30/22 03:15:00  PM,6.166,,,,
7,06/30/22 03:30:00  PM,6.166,,,,
8,06/30/22 03:45:00  PM,6.166,,,,
9,06/30/22 04:00:00  PM,6.166,,,,
10,06/30/22 04:15:00  PM,6.064,,,,
11,06/30/22 04:30:00  PM,5.962,,,,
12,06/30/22 04:45:00  PM,5.860,,,,
13,06/30/22 05:00:00  PM,5.655,,,,
14,06/30/22 05:15:00  PM,5.450,,,,
15,06/30/22 05:30:00  PM,5.347,,,,
16,06/30/22 05:45:00  PM,5.141,,,,
17,06/30/22 06:00:00  PM,4.934,,,,
18,06/30/22 06:15:00  PM,4.727,,,,
19,06/30/22 06:30:00  PM,4.519,,,,
20,06/30/22 06:45:00  PM,4.311,,,,
21,06/30/22 07:00:00  PM,4.207,,,,
22,06/30/22 07:15:00  PM,3.998,,,,
23,06/30/22 07:30:00  PM,3.788,,,,
24,06/30/22 07:45:00  PM,3.683,,,,
25,06/30/22 08:00:00  PM,3.472,,,,
26,06/30/22 08:15:00  PM,3.367,,,,
27,06/30/22 08:30:00  PM,3.155,,,,
28,06/30/22 08:45:00  PM,3.049,,,,
29,06/30/22 09:00:00  PM,2.943,,,,
30,06/30/22 09:15:00  PM,2.730,,,,
31,06/30/22 09:30:00  PM,2.624,,,,
32,06/30/22 09:45:00  PM,2.410,,,,
33,06/30/22 10:00:00  PM,2.303,,,,
34,06/30/22 10:15:00  PM,2.195,,,,
35,06/30/22 10:30:00  PM,2.195,,,,
36,06/30/22 10:45:00  PM,2.088,,,,
37,06/30/22 11:00:00  PM,2.088,,,,
38,06/30/22 11:15:00  PM,1.980,,,,
