"Plot Title: DRYAS_14C_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9740235, SEN S/N: 9740235, LBL: -5cm_soil)","Good Battery (LGR S/N: 9740235)","Host Connected (LGR S/N: 9740235)","Coupler Attached (LGR S/N: 9740235)","Stopped (LGR S/N: 9740235)","End Of File (LGR S/N: 9740235)"
2553,07/29/22 06:00:00  AM,6.268,,,,,
2554,07/29/22 06:15:00  AM,6.370,,,,,
2555,07/29/22 06:30:00  AM,6.370,,,,,
2556,07/29/22 06:45:00  AM,6.370,,,,,
2557,07/29/22 07:00:00  AM,6.471,,,,,
2558,07/29/22 07:15:00  AM,6.471,,,,,
2559,07/29/22 07:30:00  AM,6.471,,,,,
2560,07/29/22 07:45:00  AM,6.573,,,,,
2561,07/29/22 08:00:00  AM,6.573,,,,,
2562,07/29/22 08:15:00  AM,6.573,,,,,
2563,07/29/22 08:30:00  AM,6.674,,,,,
2564,07/29/22 08:45:00  AM,6.674,,,,,
2565,07/29/22 09:00:00  AM,6.775,,,,,
2566,07/29/22 09:15:00  AM,6.877,,,,,
2567,07/29/22 09:30:00  AM,6.978,,,,,
2568,07/29/22 09:45:00  AM,7.079,,,,,
2569,07/29/22 10:00:00  AM,7.179,,,,,
2570,07/29/22 10:15:00  AM,7.381,,,,,
2571,07/29/22 10:30:00  AM,7.481,,,,,
2572,07/29/22 10:45:00  AM,7.582,,,,,
2573,07/29/22 11:00:00  AM,7.582,,,,,
2574,07/29/22 11:15:00  AM,7.582,,,,,
2575,07/29/22 11:30:00  AM,7.582,,,,,
2576,07/29/22 11:45:00  AM,7.582,,,,,
2577,07/29/22 12:00:00  PM,7.582,,,,,
2578,07/29/22 12:15:00  PM,7.782,,,,,
2579,07/29/22 12:30:00  PM,7.983,,,,,
2580,07/29/22 12:45:00  PM,7.983,,,,,
2581,07/29/22 01:00:00  PM,8.082,,,,,
2582,07/29/22 01:15:00  PM,8.182,,,,,
2583,07/29/22 01:30:00  PM,8.282,,,,,
2584,07/29/22 01:45:00  PM,8.282,,,,,
2585,07/29/22 02:00:00  PM,8.382,,,,,
2586,07/29/22 02:15:00  PM,8.382,,,,,
2587,07/29/22 02:30:00  PM,8.382,,,,,
2588,07/29/22 02:45:00  PM,8.382,,,,,
2589,07/29/22 03:00:00  PM,8.481,,,,,
2590,07/29/22 03:15:00  PM,8.581,,,,,
2591,07/29/22 03:30:00  PM,8.581,,,,,
2592,07/29/22 03:45:00  PM,8.581,,,,,
2593,07/29/22 04:00:00  PM,8.581,,,,,
2594,07/29/22 04:15:00  PM,8.581,,,,,
2595,07/29/22 04:30:00  PM,8.481,,,,,
2596,07/29/22 04:45:00  PM,8.481,,,,,
2597,07/29/22 05:00:00  PM,8.382,,,,,
2598,07/29/22 05:15:00  PM,8.382,,,,,
2599,07/29/22 05:30:00  PM,8.282,,,,,
2600,07/29/22 05:45:00  PM,8.282,,,,,
2601,07/29/22 06:00:00  PM,8.182,,,,,
2602,07/29/22 06:15:00  PM,8.182,,,,,
2603,07/29/22 06:30:00  PM,8.082,,,,,
2604,07/29/22 06:45:00  PM,7.983,,,,,
2605,07/29/22 07:00:00  PM,7.983,,,,,
2606,07/29/22 07:15:00  PM,7.882,,,,,
2607,07/29/22 07:30:00  PM,7.882,,,,,
2608,07/29/22 07:45:00  PM,7.782,,,,,
2609,07/29/22 08:00:00  PM,7.682,,,,,
2610,07/29/22 08:15:00  PM,7.582,,,,,
2611,07/29/22 08:30:00  PM,7.481,,,,,
2612,07/29/22 08:45:00  PM,7.381,,,,,
2613,07/29/22 09:00:00  PM,7.280,,,,,
2614,07/29/22 09:15:00  PM,7.280,,,,,
2615,07/29/22 09:30:00  PM,7.179,,,,,
2616,07/29/22 09:45:00  PM,7.079,,,,,
2617,07/29/22 10:00:00  PM,6.978,,,,,
2618,07/29/22 10:15:00  PM,6.877,,,,,
2619,07/29/22 10:30:00  PM,6.775,,,,,
2620,07/29/22 10:45:00  PM,6.674,,,,,
2621,07/29/22 11:00:00  PM,6.573,,,,,
2622,07/29/22 11:15:00  PM,6.471,,,,,
2623,07/29/22 11:30:00  PM,6.370,,,,,
2624,07/29/22 11:45:00  PM,6.268,,,,,
2625,07/30/22 12:00:00  AM,6.268,,,,,
2626,07/30/22 12:15:00  AM,6.166,,,,,
2627,07/30/22 12:30:00  AM,6.166,,,,,
2628,07/30/22 12:45:00  AM,6.064,,,,,
2629,07/30/22 01:00:00  AM,6.064,,,,,
2630,07/30/22 01:15:00  AM,5.962,,,,,
2631,07/30/22 01:30:00  AM,5.962,,,,,
2632,07/30/22 01:45:00  AM,5.860,,,,,
2633,07/30/22 02:00:00  AM,5.962,,,,,
2634,07/30/22 02:15:00  AM,5.962,,,,,
2635,07/30/22 02:30:00  AM,5.962,,,,,
2636,07/30/22 02:45:00  AM,5.962,,,,,
2637,07/30/22 03:00:00  AM,5.962,,,,,
2638,07/30/22 03:15:00  AM,5.962,,,,,
2639,07/30/22 03:30:00  AM,5.962,,,,,
2640,07/30/22 03:45:00  AM,6.064,,,,,
2641,07/30/22 04:00:00  AM,6.064,,,,,
2642,07/30/22 04:15:00  AM,5.962,,,,,
2643,07/30/22 04:30:00  AM,5.962,,,,,
2644,07/30/22 04:45:00  AM,6.064,,,,,
2645,07/30/22 05:00:00  AM,6.166,,,,,
2646,07/30/22 05:15:00  AM,6.268,,,,,
2647,07/30/22 05:30:00  AM,6.370,,,,,
2648,07/30/22 05:45:00  AM,6.370,,,,,
2649,07/30/22 06:00:00  AM,6.268,,,,,
2650,07/30/22 06:15:00  AM,6.370,,,,,
2651,07/30/22 06:30:00  AM,6.471,,,,,
2652,07/30/22 06:45:00  AM,6.573,,,,,
2653,07/30/22 07:00:00  AM,6.877,,,,,
2654,07/30/22 07:15:00  AM,7.079,,,,,
2655,07/30/22 07:30:00  AM,7.381,,,,,
2656,07/30/22 07:45:00  AM,7.481,,,,,
2657,07/30/22 08:00:00  AM,7.582,,,,,
2658,07/30/22 08:15:00  AM,7.782,,,,,
2659,07/30/22 08:30:00  AM,7.983,,,,,
2660,07/30/22 08:45:00  AM,8.182,,,,,
2661,07/30/22 09:00:00  AM,8.282,,,,,
2662,07/30/22 09:15:00  AM,8.282,,,,,
2663,07/30/22 09:30:00  AM,8.382,,,,,
2664,07/30/22 09:45:00  AM,8.680,,,,,
2665,07/30/22 10:00:00  AM,8.779,,,,,
2666,07/30/22 10:15:00  AM,8.779,,,,,
2667,07/30/22 10:30:00  AM,8.879,,,,,
2668,07/30/22 10:45:00  AM,9.077,,,,,
2669,07/30/22 11:00:00  AM,9.176,,,,,
2670,07/30/22 11:15:00  AM,9.373,,,,,
2671,07/30/22 11:30:00  AM,9.373,,,,,
2672,07/30/22 11:45:00  AM,9.373,,,,,
2673,07/30/22 12:00:00  PM,9.373,,,,,
2674,07/30/22 12:15:00  PM,9.373,,,,,
2675,07/30/22 12:30:00  PM,9.373,,,,,
2676,07/30/22 12:45:00  PM,9.373,,,,,
2677,07/30/22 01:00:00  PM,9.472,,,,,
2678,07/30/22 01:15:00  PM,9.571,,,,,
2679,07/30/22 01:30:00  PM,9.669,,,,,
2680,07/30/22 01:45:00  PM,9.669,,,,,
2681,07/30/22 02:00:00  PM,9.472,,,,,
2682,07/30/22 02:15:00  PM,9.373,,,,,
2683,07/30/22 02:30:00  PM,9.472,,,,,
2684,07/30/22 02:45:00  PM,9.472,,,,,
2685,07/30/22 03:00:00  PM,9.472,,,,,
2686,07/30/22 03:15:00  PM,9.472,,,,,
2687,07/30/22 03:30:00  PM,9.373,,,,,
2688,07/30/22 03:45:00  PM,9.275,,,,,
2689,07/30/22 04:00:00  PM,9.176,,,,,
2690,07/30/22 04:15:00  PM,8.978,,,,,
2691,07/30/22 04:30:00  PM,8.879,,,,,
2692,07/30/22 04:45:00  PM,8.680,,,,,
2693,07/30/22 05:00:00  PM,8.581,,,,,
2694,07/30/22 05:15:00  PM,8.481,,,,,
2695,07/30/22 05:30:00  PM,8.382,,,,,
2696,07/30/22 05:45:00  PM,8.282,,,,,
2697,07/30/22 06:00:00  PM,8.182,,,,,
2698,07/30/22 06:15:00  PM,8.082,,,,,
2699,07/30/22 06:30:00  PM,7.882,,,,,
2700,07/30/22 06:45:00  PM,7.782,,,,,
2701,07/30/22 07:00:00  PM,7.682,,,,,
2702,07/30/22 07:15:00  PM,7.582,,,,,
2703,07/30/22 07:30:00  PM,7.481,,,,,
2704,07/30/22 07:45:00  PM,7.381,,,,,
2705,07/30/22 08:00:00  PM,7.179,,,,,
2706,07/30/22 08:15:00  PM,7.079,,,,,
2707,07/30/22 08:30:00  PM,6.978,,,,,
2708,07/30/22 08:45:00  PM,6.877,,,,,
2709,07/30/22 09:00:00  PM,6.775,,,,,
2710,07/30/22 09:15:00  PM,6.674,,,,,
2711,07/30/22 09:30:00  PM,6.573,,,,,
2712,07/30/22 09:45:00  PM,6.573,,,,,
2713,07/30/22 10:00:00  PM,6.370,,,,,
2714,07/30/22 10:15:00  PM,6.166,,,,,
2715,07/30/22 10:30:00  PM,6.064,,,,,
2716,07/30/22 10:45:00  PM,5.962,,,,,
2717,07/30/22 11:00:00  PM,5.757,,,,,
2718,07/30/22 11:15:00  PM,5.655,,,,,
2719,07/30/22 11:30:00  PM,5.552,,,,,
2720,07/30/22 11:45:00  PM,5.450,,,,,
2721,07/31/22 12:00:00  AM,5.347,,,,,
2722,07/31/22 12:15:00  AM,5.244,,,,,
2723,07/31/22 12:30:00  AM,5.141,,,,,
2724,07/31/22 12:45:00  AM,5.141,,,,,
2725,07/31/22 01:00:00  AM,5.244,,,,,
2726,07/31/22 01:15:00  AM,5.347,,,,,
2727,07/31/22 01:30:00  AM,5.347,,,,,
2728,07/31/22 01:45:00  AM,5.450,,,,,
2729,07/31/22 02:00:00  AM,5.347,,,,,
2730,07/31/22 02:15:00  AM,5.347,,,,,
2731,07/31/22 02:30:00  AM,5.450,,,,,
2732,07/31/22 02:45:00  AM,5.655,,,,,
2733,07/31/22 03:00:00  AM,5.757,,,,,
2734,07/31/22 03:15:00  AM,5.655,,,,,
2735,07/31/22 03:30:00  AM,5.757,,,,,
2736,07/31/22 03:45:00  AM,5.962,,,,,
2737,07/31/22 04:00:00  AM,6.166,,,,,
2738,07/31/22 04:15:00  AM,6.370,,,,,
2739,07/31/22 04:30:00  AM,6.573,,,,,
2740,07/31/22 04:45:00  AM,6.775,,,,,
2741,07/31/22 05:00:00  AM,6.978,,,,,
2742,07/31/22 05:15:00  AM,7.179,,,,,
2743,07/31/22 05:30:00  AM,7.381,,,,,
2744,07/31/22 05:45:00  AM,7.582,,,,,
2745,07/31/22 06:00:00  AM,7.682,,,,,
2746,07/31/22 06:15:00  AM,7.882,,,,,
2747,07/31/22 06:30:00  AM,7.983,,,,,
2748,07/31/22 06:45:00  AM,7.983,,,,,
2749,07/31/22 07:00:00  AM,7.983,,,,,
2750,07/31/22 07:15:00  AM,7.983,,,,,
2751,07/31/22 07:30:00  AM,8.182,,,,,
2752,07/31/22 07:45:00  AM,8.481,,,,,
2753,07/31/22 08:00:00  AM,8.680,,,,,
2754,07/31/22 08:15:00  AM,8.879,,,,,
2755,07/31/22 08:30:00  AM,9.176,,,,,
2756,07/31/22 08:45:00  AM,9.373,,,,,
2757,07/31/22 09:00:00  AM,9.472,,,,,
2758,07/31/22 09:15:00  AM,9.669,,,,,
2759,07/31/22 09:30:00  AM,9.866,,,,,
2760,07/31/22 09:45:00  AM,10.063,,,,,
2761,07/31/22 10:00:00  AM,10.259,,,,,
2762,07/31/22 10:15:00  AM,10.455,,,,,
2763,07/31/22 10:30:00  AM,10.553,,,,,
2764,07/31/22 10:45:00  AM,10.748,,,,,
2765,07/31/22 11:00:00  AM,10.944,,,,,
2766,07/31/22 11:15:00  AM,11.139,,,,,
2767,07/31/22 11:30:00  AM,11.236,,,,,
2768,07/31/22 11:45:00  AM,11.334,,,,,
2769,07/31/22 12:00:00  PM,11.431,,,,,
2770,07/31/22 12:15:00  PM,11.431,,,,,
2771,07/31/22 12:30:00  PM,11.431,,,,,
2772,07/31/22 12:45:00  PM,11.431,,,,,
2773,07/31/22 01:00:00  PM,11.431,,,,,
2774,07/31/22 01:15:00  PM,11.236,,,,,
2775,07/31/22 01:30:00  PM,11.139,,,,,
2776,07/31/22 01:45:00  PM,11.041,,,,,
2777,07/31/22 02:00:00  PM,11.041,,,,,
2778,07/31/22 02:15:00  PM,10.944,,,,,
2779,07/31/22 02:30:00  PM,10.944,,,,,
2780,07/31/22 02:45:00  PM,10.748,,,,,
2781,07/31/22 03:00:00  PM,10.651,,,,,
2782,07/31/22 03:15:00  PM,10.553,,,,,
2783,07/31/22 03:30:00  PM,10.357,,,,,
2784,07/31/22 03:45:00  PM,10.259,,,,,
2785,07/31/22 04:00:00  PM,10.161,,,,,
2786,07/31/22 04:15:00  PM,9.965,,,,,
2787,07/31/22 04:30:00  PM,9.866,,,,,
2788,07/31/22 04:45:00  PM,9.669,,,,,
2789,07/31/22 05:00:00  PM,9.472,,,,,
2790,07/31/22 05:15:00  PM,9.275,,,,,
2791,07/31/22 05:30:00  PM,9.176,,,,,
2792,07/31/22 05:45:00  PM,8.978,,,,,
2793,07/31/22 06:00:00  PM,8.779,,,,,
2794,07/31/22 06:15:00  PM,8.680,,,,,
2795,07/31/22 06:30:00  PM,8.581,,,,,
2796,07/31/22 06:45:00  PM,8.382,,,,,
2797,07/31/22 07:00:00  PM,8.282,,,,,
2798,07/31/22 07:15:00  PM,8.082,,,,,
2799,07/31/22 07:30:00  PM,7.983,,,,,
2800,07/31/22 07:45:00  PM,7.882,,,,,
2801,07/31/22 08:00:00  PM,7.782,,,,,
2802,07/31/22 08:15:00  PM,7.682,,,,,
2803,07/31/22 08:30:00  PM,7.582,,,,,
2804,07/31/22 08:45:00  PM,7.481,,,,,
2805,07/31/22 09:00:00  PM,7.381,,,,,
2806,07/31/22 09:15:00  PM,7.280,,,,,
2807,07/31/22 09:30:00  PM,7.179,,,,,
2808,07/31/22 09:45:00  PM,7.079,,,,,
2809,07/31/22 10:00:00  PM,6.978,,,,,
2810,07/31/22 10:15:00  PM,6.978,,,,,
2811,07/31/22 10:30:00  PM,6.877,,,,,
2812,07/31/22 10:45:00  PM,6.877,,,,,
2813,07/31/22 11:00:00  PM,6.877,,,,,
2814,07/31/22 11:15:00  PM,6.775,,,,,
2815,07/31/22 11:30:00  PM,6.775,,,,,
2816,07/31/22 11:45:00  PM,6.877,,,,,
2817,08/01/22 12:00:00  AM,6.877,,,,,
2818,08/01/22 12:15:00  AM,6.877,,,,,
2819,08/01/22 12:30:00  AM,6.877,,,,,
2820,08/01/22 12:45:00  AM,6.877,,,,,
2821,08/01/22 01:00:00  AM,6.877,,,,,
2822,08/01/22 01:15:00  AM,6.877,,,,,
2823,08/01/22 01:30:00  AM,6.978,,,,,
2824,08/01/22 01:45:00  AM,6.978,,,,,
2825,08/01/22 02:00:00  AM,6.978,,,,,
2826,08/01/22 02:15:00  AM,7.079,,,,,
2827,08/01/22 02:30:00  AM,7.179,,,,,
2828,08/01/22 02:45:00  AM,7.179,,,,,
2829,08/01/22 03:00:00  AM,7.179,,,,,
2830,08/01/22 03:15:00  AM,7.179,,,,,
2831,08/01/22 03:30:00  AM,7.381,,,,,
2832,08/01/22 03:45:00  AM,7.481,,,,,
2833,08/01/22 04:00:00  AM,7.782,,,,,
2834,08/01/22 04:15:00  AM,8.082,,,,,
2835,08/01/22 04:30:00  AM,8.282,,,,,
2836,08/01/22 04:45:00  AM,8.581,,,,,
2837,08/01/22 05:00:00  AM,8.779,,,,,
2838,08/01/22 05:15:00  AM,8.779,,,,,
2839,08/01/22 05:30:00  AM,8.779,,,,,
2840,08/01/22 05:45:00  AM,8.779,,,,,
2841,08/01/22 06:00:00  AM,8.779,,,,,
2842,08/01/22 06:15:00  AM,8.680,,,,,
2843,08/01/22 06:30:00  AM,8.779,,,,,
2844,08/01/22 06:45:00  AM,8.879,,,,,
2845,08/01/22 07:00:00  AM,8.978,,,,,
2846,08/01/22 07:15:00  AM,9.373,,,,,
2847,08/01/22 07:30:00  AM,9.669,,,,,
2848,08/01/22 07:45:00  AM,9.965,,,,,
2849,08/01/22 08:00:00  AM,10.161,,,,,
2850,08/01/22 08:15:00  AM,10.357,,,,,
2851,08/01/22 08:30:00  AM,10.455,,,,,
2852,08/01/22 08:45:00  AM,10.455,,,,,
2853,08/01/22 09:00:00  AM,10.553,,,,,
2854,08/01/22 09:15:00  AM,10.748,,,,,
2855,08/01/22 09:30:00  AM,10.944,,,,,
2856,08/01/22 09:45:00  AM,11.139,,,,,
2857,08/01/22 10:00:00  AM,11.431,,,,,
2858,08/01/22 10:15:00  AM,11.625,,,,,
2859,08/01/22 10:30:00  AM,11.819,,,,,
2860,08/01/22 10:45:00  AM,12.013,,,,,
2861,08/01/22 11:00:00  AM,12.013,,,,,
2862,08/01/22 11:15:00  AM,12.110,,,,,
2863,08/01/22 11:30:00  AM,12.207,,,,,
2864,08/01/22 11:45:00  AM,12.207,,,,,
2865,08/01/22 12:00:00  PM,12.304,,,,,
2866,08/01/22 12:15:00  PM,12.304,,,,,
2867,08/01/22 12:30:00  PM,12.304,,,,,
2868,08/01/22 12:45:00  PM,12.207,,,,,
2869,08/01/22 01:00:00  PM,12.207,,,,,
2870,08/01/22 01:15:00  PM,12.110,,,,,
2871,08/01/22 01:30:00  PM,12.110,,,,,
2872,08/01/22 01:45:00  PM,12.013,,,,,
2873,08/01/22 02:00:00  PM,11.916,,,,,
2874,08/01/22 02:15:00  PM,11.819,,,,,
2875,08/01/22 02:30:00  PM,11.819,,,,,
2876,08/01/22 02:45:00  PM,11.722,,,,,
2877,08/01/22 03:00:00  PM,11.528,,,,,
2878,08/01/22 03:15:00  PM,11.431,,,,,
2879,08/01/22 03:30:00  PM,11.236,,,,,
2880,08/01/22 03:45:00  PM,11.041,,,,,
2881,08/01/22 04:00:00  PM,10.846,,,,,
2882,08/01/22 04:15:00  PM,10.748,,,,,
2883,08/01/22 04:30:00  PM,10.553,,,,,
2884,08/01/22 04:45:00  PM,10.357,,,,,
2885,08/01/22 05:00:00  PM,10.161,,,,,
2886,08/01/22 05:15:00  PM,9.965,,,,,
2887,08/01/22 05:30:00  PM,9.866,,,,,
2888,08/01/22 05:45:00  PM,9.669,,,,,
2889,08/01/22 06:00:00  PM,9.571,,,,,
2890,08/01/22 06:15:00  PM,9.373,,,,,
2891,08/01/22 06:30:00  PM,9.275,,,,,
2892,08/01/22 06:45:00  PM,9.176,,,,,
2893,08/01/22 07:00:00  PM,8.978,,,,,
2894,08/01/22 07:15:00  PM,8.879,,,,,
2895,08/01/22 07:30:00  PM,8.779,,,,,
2896,08/01/22 07:45:00  PM,8.680,,,,,
2897,08/01/22 08:00:00  PM,8.481,,,,,
2898,08/01/22 08:15:00  PM,8.382,,,,,
2899,08/01/22 08:30:00  PM,8.282,,,,,
2900,08/01/22 08:45:00  PM,8.182,,,,,
2901,08/01/22 09:00:00  PM,8.082,,,,,
2902,08/01/22 09:15:00  PM,7.983,,,,,
2903,08/01/22 09:30:00  PM,7.882,,,,,
2904,08/01/22 09:45:00  PM,7.682,,,,,
2905,08/01/22 10:00:00  PM,7.582,,,,,
2906,08/01/22 10:15:00  PM,7.582,,,,,
2907,08/01/22 10:30:00  PM,7.481,,,,,
2908,08/01/22 10:45:00  PM,7.481,,,,,
2909,08/01/22 11:00:00  PM,7.381,,,,,
2910,08/01/22 11:15:00  PM,7.381,,,,,
2911,08/01/22 11:30:00  PM,7.381,,,,,
2912,08/01/22 11:45:00  PM,7.381,,,,,
2913,08/02/22 12:00:00  AM,7.381,,,,,
2914,08/02/22 12:15:00  AM,7.381,,,,,
2915,08/02/22 12:30:00  AM,7.381,,,,,
2916,08/02/22 12:45:00  AM,7.381,,,,,
2917,08/02/22 01:00:00  AM,7.481,,,,,
2918,08/02/22 01:15:00  AM,7.481,,,,,
2919,08/02/22 01:30:00  AM,7.582,,,,,
2920,08/02/22 01:45:00  AM,7.582,,,,,
2921,08/02/22 02:00:00  AM,7.582,,,,,
2922,08/02/22 02:15:00  AM,7.582,,,,,
2923,08/02/22 02:30:00  AM,7.582,,,,,
2924,08/02/22 02:45:00  AM,7.682,,,,,
2925,08/02/22 03:00:00  AM,7.782,,,,,
2926,08/02/22 03:15:00  AM,7.782,,,,,
2927,08/02/22 03:30:00  AM,7.782,,,,,
2928,08/02/22 03:45:00  AM,7.882,,,,,
2929,08/02/22 04:00:00  AM,8.082,,,,,
2930,08/02/22 04:15:00  AM,8.182,,,,,
2931,08/02/22 04:30:00  AM,8.382,,,,,
2932,08/02/22 04:45:00  AM,8.481,,,,,
2933,08/02/22 05:00:00  AM,8.581,,,,,
2934,08/02/22 05:15:00  AM,8.779,,,,,
2935,08/02/22 05:30:00  AM,8.879,,,,,
2936,08/02/22 05:45:00  AM,9.077,,,,,
2937,08/02/22 06:00:00  AM,9.275,,,,,
2938,08/02/22 06:15:00  AM,9.472,,,,,
2939,08/02/22 06:30:00  AM,9.669,,,,,
2940,08/02/22 06:45:00  AM,9.866,,,,,
2941,08/02/22 07:00:00  AM,9.965,,,,,
2942,08/02/22 07:15:00  AM,10.161,,,,,
2943,08/02/22 07:30:00  AM,10.259,,,,,
2944,08/02/22 07:45:00  AM,10.455,,,,,
2945,08/02/22 08:00:00  AM,10.651,,,,,
2946,08/02/22 08:15:00  AM,10.846,,,,,
2947,08/02/22 08:30:00  AM,10.944,,,,,
2948,08/02/22 08:45:00  AM,11.041,,,,,
2949,08/02/22 09:00:00  AM,11.139,,,,,
2950,08/02/22 09:15:00  AM,11.236,,,,,
2951,08/02/22 09:30:00  AM,11.334,,,,,
2952,08/02/22 09:45:00  AM,11.431,,,,,
2953,08/02/22 10:00:00  AM,11.528,,,,,
2954,08/02/22 10:15:00  AM,11.625,,,,,
2955,08/02/22 10:30:00  AM,11.819,,,,,
2956,08/02/22 10:45:00  AM,11.819,,,,,
2957,08/02/22 11:00:00  AM,12.013,,,,,
2958,08/02/22 11:15:00  AM,12.110,,,,,
2959,08/02/22 11:30:00  AM,12.207,,,,,
2960,08/02/22 11:45:00  AM,12.207,,,,,
2961,08/02/22 12:00:00  PM,12.304,,,,,
2962,08/02/22 12:15:00  PM,12.304,,,,,
2963,08/02/22 12:30:00  PM,12.304,,,,,
2964,08/02/22 12:45:00  PM,12.304,,,,,
2965,08/02/22 01:00:00  PM,12.401,,,,,
2966,08/02/22 01:15:00  PM,12.401,,,,,
2967,08/02/22 01:30:00  PM,12.304,,,,,
2968,08/02/22 01:45:00  PM,12.304,,,,,
2969,08/02/22 02:00:00  PM,12.207,,,,,
2970,08/02/22 02:15:00  PM,12.110,,,,,
2971,08/02/22 02:30:00  PM,12.013,,,,,
2972,08/02/22 02:45:00  PM,11.916,,,,,
2973,08/02/22 03:00:00  PM,11.722,,,,,
2974,08/02/22 03:15:00  PM,11.528,,,,,
2975,08/02/22 03:30:00  PM,11.334,,,,,
2976,08/02/22 03:45:00  PM,11.041,,,,,
2977,08/02/22 04:00:00  PM,10.846,,,,,
2978,08/02/22 04:15:00  PM,10.651,,,,,
2979,08/02/22 04:30:00  PM,10.455,,,,,
2980,08/02/22 04:45:00  PM,10.259,,,,,
2981,08/02/22 05:00:00  PM,10.161,,,,,
2982,08/02/22 05:15:00  PM,9.965,,,,,
2983,08/02/22 05:30:00  PM,9.768,,,,,
2984,08/02/22 05:45:00  PM,9.571,,,,,
2985,08/02/22 06:00:00  PM,9.472,,,,,
2986,08/02/22 06:15:00  PM,9.275,,,,,
2987,08/02/22 06:30:00  PM,9.176,,,,,
2988,08/02/22 06:45:00  PM,9.077,,,,,
2989,08/02/22 07:00:00  PM,8.879,,,,,
2990,08/02/22 07:15:00  PM,8.779,,,,,
2991,08/02/22 07:30:00  PM,8.680,,,,,
2992,08/02/22 07:45:00  PM,8.581,,,,,
2993,08/02/22 08:00:00  PM,8.382,,,,,
2994,08/02/22 08:15:00  PM,8.282,,,,,
2995,08/02/22 08:30:00  PM,8.182,,,,,
2996,08/02/22 08:45:00  PM,8.082,,,,,
2997,08/02/22 09:00:00  PM,7.983,,,,,
2998,08/02/22 09:15:00  PM,7.882,,,,,
2999,08/02/22 09:30:00  PM,7.882,,,,,
3000,08/02/22 09:45:00  PM,7.782,,,,,
3001,08/02/22 10:00:00  PM,7.682,,,,,
3002,08/02/22 10:15:00  PM,7.582,,,,,
3003,08/02/22 10:30:00  PM,7.582,,,,,
3004,08/02/22 10:45:00  PM,7.481,,,,,
3005,08/02/22 11:00:00  PM,7.381,,,,,
3006,08/02/22 11:15:00  PM,7.381,,,,,
3007,08/02/22 11:30:00  PM,7.280,,,,,
3008,08/02/22 11:45:00  PM,7.280,,,,,
3009,08/03/22 12:00:00  AM,7.280,,,,,
3010,08/03/22 12:15:00  AM,7.280,,,,,
3011,08/03/22 12:30:00  AM,7.280,,,,,
3012,08/03/22 12:45:00  AM,7.280,,,,,
3013,08/03/22 01:00:00  AM,7.280,,,,,
3014,08/03/22 01:15:00  AM,7.280,,,,,
3015,08/03/22 01:30:00  AM,7.381,,,,,
3016,08/03/22 01:45:00  AM,7.381,,,,,
3017,08/03/22 02:00:00  AM,7.381,,,,,
3018,08/03/22 02:15:00  AM,7.381,,,,,
3019,08/03/22 02:30:00  AM,7.481,,,,,
3020,08/03/22 02:45:00  AM,7.481,,,,,
3021,08/03/22 03:00:00  AM,7.582,,,,,
3022,08/03/22 03:15:00  AM,7.582,,,,,
3023,08/03/22 03:30:00  AM,7.582,,,,,
3024,08/03/22 03:45:00  AM,7.682,,,,,
3025,08/03/22 04:00:00  AM,7.882,,,,,
3026,08/03/22 04:15:00  AM,7.983,,,,,
3027,08/03/22 04:30:00  AM,8.082,,,,,
3028,08/03/22 04:45:00  AM,8.182,,,,,
3029,08/03/22 05:00:00  AM,8.282,,,,,
3030,08/03/22 05:15:00  AM,8.481,,,,,
3031,08/03/22 05:30:00  AM,8.581,,,,,
3032,08/03/22 05:45:00  AM,8.680,,,,,
3033,08/03/22 06:00:00  AM,8.879,,,,,
3034,08/03/22 06:15:00  AM,9.077,,,,,
3035,08/03/22 06:30:00  AM,9.275,,,,,
3036,08/03/22 06:45:00  AM,9.373,,,,,
3037,08/03/22 07:00:00  AM,9.571,,,,,
3038,08/03/22 07:15:00  AM,9.768,,,,,
3039,08/03/22 07:30:00  AM,9.965,,,,,
3040,08/03/22 07:45:00  AM,10.063,,,,,
3041,08/03/22 08:00:00  AM,10.259,,,,,
3042,08/03/22 08:15:00  AM,10.357,,,,,
3043,08/03/22 08:30:00  AM,10.553,,,,,
3044,08/03/22 08:45:00  AM,10.651,,,,,
3045,08/03/22 09:00:00  AM,10.846,,,,,
3046,08/03/22 09:15:00  AM,11.041,,,,,
3047,08/03/22 09:30:00  AM,11.139,,,,,
3048,08/03/22 09:45:00  AM,11.236,,,,,
3049,08/03/22 10:00:00  AM,11.431,,,,,
3050,08/03/22 10:15:00  AM,11.528,,,,,
3051,08/03/22 10:30:00  AM,11.625,,,,,
3052,08/03/22 10:45:00  AM,11.722,,,,,
3053,08/03/22 11:00:00  AM,11.916,,,,,
3054,08/03/22 11:15:00  AM,12.013,,,,,
3055,08/03/22 11:30:00  AM,12.110,,,,,
3056,08/03/22 11:45:00  AM,12.110,,,,,
3057,08/03/22 12:00:00  PM,12.207,,,,,
3058,08/03/22 12:15:00  PM,12.207,,,,,
3059,08/03/22 12:30:00  PM,12.207,,,,,
3060,08/03/22 12:45:00  PM,12.304,,,,,
3061,08/03/22 01:00:00  PM,12.207,,,,,
3062,08/03/22 01:15:00  PM,12.207,,,,,
3063,08/03/22 01:30:00  PM,12.110,,,,,
