"Plot Title: MEAD_11C_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20547761, SEN S/N: 20547761, LBL: -5cm_soil)","End Of File (LGR S/N: 20547761)"
1,06/30/22 09:25:45  AM,,Logged
