"Plot Title: WILL_14C_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20547760, SEN S/N: 20547760, LBL: -3cm_soil)","Coupler Attached (LGR S/N: 20547760)","Host Connected (LGR S/N: 20547760)","Stopped (LGR S/N: 20547760)","End Of File (LGR S/N: 20547760)"
1,06/27/22 02:00:00  PM,8.382,,,,
2,06/27/22 02:30:00  PM,8.481,,,,
3,06/27/22 03:00:00  PM,8.879,,,,
4,06/27/22 03:30:00  PM,8.978,,,,
5,06/27/22 04:00:00  PM,9.077,,,,
6,06/27/22 04:30:00  PM,9.176,,,,
7,06/27/22 05:00:00  PM,9.176,,,,
8,06/27/22 05:30:00  PM,9.176,,,,
9,06/27/22 06:00:00  PM,9.176,,,,
10,06/27/22 06:30:00  PM,9.077,,,,
11,06/27/22 07:00:00  PM,8.978,,,,
12,06/27/22 07:30:00  PM,8.879,,,,
13,06/27/22 08:00:00  PM,8.680,,,,
14,06/27/22 08:30:00  PM,8.382,,,,
15,06/27/22 09:00:00  PM,8.282,,,,
16,06/27/22 09:30:00  PM,7.983,,,,
17,06/27/22 10:00:00  PM,7.782,,,,
18,06/27/22 10:30:00  PM,7.682,,,,
19,06/27/22 11:00:00  PM,7.481,,,,
20,06/27/22 11:30:00  PM,7.280,,,,
21,06/28/22 12:00:00  AM,7.179,,,,
22,06/28/22 12:30:00  AM,7.079,,,,
23,06/28/22 01:00:00  AM,6.877,,,,
24,06/28/22 01:30:00  AM,6.775,,,,
25,06/28/22 02:00:00  AM,6.674,,,,
26,06/28/22 02:30:00  AM,6.573,,,,
27,06/28/22 03:00:00  AM,6.573,,,,
28,06/28/22 03:30:00  AM,6.471,,,,
29,06/28/22 04:00:00  AM,6.471,,,,
30,06/28/22 04:30:00  AM,6.573,,,,
31,06/28/22 05:00:00  AM,6.573,,,,
32,06/28/22 05:30:00  AM,6.775,,,,
33,06/28/22 06:00:00  AM,7.179,,,,
34,06/28/22 06:30:00  AM,7.582,,,,
35,06/28/22 07:00:00  AM,7.983,,,,
36,06/28/22 07:30:00  AM,8.182,,,,
37,06/28/22 08:00:00  AM,8.382,,,,
38,06/28/22 08:30:00  AM,8.182,,,,
39,06/28/22 09:00:00  AM,7.983,,,,
40,06/28/22 09:30:00  AM,7.882,,,,
41,06/28/22 10:00:00  AM,7.882,,,,
42,06/28/22 10:30:00  AM,7.882,,,,
43,06/28/22 11:00:00  AM,7.983,,,,
44,06/28/22 11:30:00  AM,8.282,,,,
45,06/28/22 12:00:00  PM,8.581,,,,
46,06/28/22 12:30:00  PM,9.176,,,,
47,06/28/22 01:00:00  PM,9.669,,,,
48,06/28/22 01:30:00  PM,9.866,,,,
49,06/28/22 02:00:00  PM,10.259,,,,
50,06/28/22 02:30:00  PM,10.553,,,,
51,06/28/22 03:00:00  PM,10.748,,,,
52,06/28/22 03:30:00  PM,11.041,,,,
53,06/28/22 04:00:00  PM,10.944,,,,
54,06/28/22 04:30:00  PM,10.748,,,,
55,06/28/22 05:00:00  PM,10.651,,,,
56,06/28/22 05:30:00  PM,10.651,,,,
57,06/28/22 06:00:00  PM,10.553,,,,
58,06/28/22 06:30:00  PM,10.259,,,,
59,06/28/22 07:00:00  PM,10.161,,,,
60,06/28/22 07:30:00  PM,9.965,,,,
61,06/28/22 08:00:00  PM,9.768,,,,
62,06/28/22 08:30:00  PM,9.571,,,,
63,06/28/22 09:00:00  PM,9.275,,,,
64,06/28/22 09:30:00  PM,8.978,,,,
65,06/28/22 10:00:00  PM,8.779,,,,
66,06/28/22 10:30:00  PM,8.680,,,,
67,06/28/22 11:00:00  PM,8.481,,,,
68,06/28/22 11:30:00  PM,8.382,,,,
69,06/29/22 12:00:00  AM,8.282,,,,
70,06/29/22 12:30:00  AM,8.182,,,,
71,06/29/22 01:00:00  AM,8.082,,,,
72,06/29/22 01:30:00  AM,7.882,,,,
73,06/29/22 02:00:00  AM,7.782,,,,
74,06/29/22 02:30:00  AM,7.782,,,,
75,06/29/22 03:00:00  AM,7.782,,,,
76,06/29/22 03:30:00  AM,7.782,,,,
77,06/29/22 04:00:00  AM,7.782,,,,
78,06/29/22 04:30:00  AM,7.782,,,,
79,06/29/22 05:00:00  AM,7.983,,,,
80,06/29/22 05:30:00  AM,8.182,,,,
81,06/29/22 06:00:00  AM,8.581,,,,
82,06/29/22 06:30:00  AM,9.077,,,,
83,06/29/22 07:00:00  AM,9.571,,,,
84,06/29/22 07:30:00  AM,9.669,,,,
85,06/29/22 08:00:00  AM,9.669,,,,
86,06/29/22 08:30:00  AM,9.275,,,,
87,06/29/22 09:00:00  AM,9.077,,,,
88,06/29/22 09:30:00  AM,8.680,,,,
89,06/29/22 10:00:00  AM,8.382,,,,
90,06/29/22 10:30:00  AM,8.282,,,,
91,06/29/22 11:00:00  AM,8.282,,,,
92,06/29/22 11:30:00  AM,8.382,,,,
93,06/29/22 12:00:00  PM,8.581,,,,
94,06/29/22 12:30:00  PM,8.879,,,,
95,06/29/22 01:00:00  PM,9.373,,,,
96,06/29/22 01:30:00  PM,9.866,,,,
97,06/29/22 02:00:00  PM,10.259,,,,
98,06/29/22 02:30:00  PM,10.357,,,,
99,06/29/22 03:00:00  PM,10.846,,,,
100,06/29/22 03:30:00  PM,11.041,,,,
101,06/29/22 04:00:00  PM,10.846,,,,
102,06/29/22 04:30:00  PM,10.748,,,,
103,06/29/22 05:00:00  PM,10.651,,,,
104,06/29/22 05:30:00  PM,10.553,,,,
105,06/29/22 06:00:00  PM,10.357,,,,
106,06/29/22 06:30:00  PM,10.161,,,,
107,06/29/22 07:00:00  PM,10.063,,,,
108,06/29/22 07:30:00  PM,9.965,,,,
109,06/29/22 08:00:00  PM,9.866,,,,
110,06/29/22 08:30:00  PM,9.571,,,,
