"Plot Title: DRYAS_12C_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20547766, SEN S/N: 20547766, LBL: -5cm_soil)","Coupler Attached (LGR S/N: 20547766)","Host Connected (LGR S/N: 20547766)","Stopped (LGR S/N: 20547766)","End Of File (LGR S/N: 20547766)"
1,07/02/22 04:00:00  PM,9.669,,,,
2,07/02/22 04:30:00  PM,9.571,,,,
3,07/02/22 05:00:00  PM,9.373,,,,
4,07/02/22 05:30:00  PM,9.275,,,,
5,07/02/22 06:00:00  PM,8.978,,,,
6,07/02/22 06:30:00  PM,8.879,,,,
7,07/02/22 07:00:00  PM,8.581,,,,
8,07/02/22 07:30:00  PM,8.282,,,,
9,07/02/22 08:00:00  PM,8.182,,,,
10,07/02/22 08:30:00  PM,7.983,,,,
11,07/02/22 09:00:00  PM,7.782,,,,
12,07/02/22 09:30:00  PM,7.582,,,,
13,07/02/22 10:00:00  PM,7.381,,,,
14,07/02/22 10:30:00  PM,7.079,,,,
15,07/02/22 11:00:00  PM,6.877,,,,
16,07/02/22 11:30:00  PM,6.775,,,,
17,07/03/22 12:00:00  AM,6.573,,,,
18,07/03/22 12:30:00  AM,6.370,,,,
19,07/03/22 01:00:00  AM,6.166,,,,
20,07/03/22 01:30:00  AM,6.064,,,,
21,07/03/22 02:00:00  AM,6.064,,,,
22,07/03/22 02:30:00  AM,5.962,,,,
23,07/03/22 03:00:00  AM,5.860,,,,
24,07/03/22 03:30:00  AM,5.655,,,,
25,07/03/22 04:00:00  AM,5.655,,,,
26,07/03/22 04:30:00  AM,5.552,,,,
27,07/03/22 05:00:00  AM,5.450,,,,
28,07/03/22 05:30:00  AM,5.347,,,,
29,07/03/22 06:00:00  AM,5.347,,,,
30,07/03/22 06:30:00  AM,5.450,,,,
31,07/03/22 07:00:00  AM,5.757,,,,
32,07/03/22 07:30:00  AM,6.166,,,,
33,07/03/22 08:00:00  AM,6.471,,,,
34,07/03/22 08:30:00  AM,6.674,,,,
35,07/03/22 09:00:00  AM,6.877,,,,
36,07/03/22 09:30:00  AM,6.877,,,,
37,07/03/22 10:00:00  AM,6.978,,,,
38,07/03/22 10:30:00  AM,7.179,,,,
39,07/03/22 11:00:00  AM,7.381,,,,
40,07/03/22 11:30:00  AM,7.481,,,,
