site,plot,treatment,light,X1,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air,X14,X15
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+29.2   ,+11.417 ,+2.0615 ,+412.30,+.55039 ,+8.8062 ,+17.366 ,+19.065 ,+14.646 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+30.2   ,+11.398 ,+2.0553 ,+411.06,+.55039 ,+8.8062 ,+17.390 ,+18.986 ,+14.636 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+31.2   ,+11.447 ,+2.0605 ,+412.10,+.55459 ,+8.8735 ,+17.402 ,+19.032 ,+14.614 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+32.2   ,+11.700 ,+2.0633 ,+412.65,+.55558 ,+8.8893 ,+17.414 ,+19.079 ,+14.574 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+33.2   ,+11.626 ,+2.0622 ,+412.44,+.55732 ,+8.9171 ,+17.426 ,+19.108 ,+14.569 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+34.2   ,+11.626 ,+2.0657 ,+413.14,+.55870 ,+8.9393 ,+17.438 ,+19.154 ,+14.547 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+35.2   ,+11.667 ,+2.0584 ,+411.68,+.55870 ,+8.9393 ,+17.438 ,+19.188 ,+14.512 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+36.2   ,+11.626 ,+2.0560 ,+411.19,+.55766 ,+8.9226 ,+17.462 ,+19.246 ,+14.537 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+37.2   ,+11.601 ,+2.0605 ,+412.10,+.55870 ,+8.9393 ,+17.462 ,+19.281 ,+14.519 ,-.00344 ,-.18473
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+38.2   ,+11.409 ,+2.0560 ,+411.19,+.55870 ,+8.9393 ,+17.475 ,+19.259 ,+14.548 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+39.2   ,+11.435 ,+2.0598 ,+411.96,+.55974 ,+8.9559 ,+17.499 ,+19.180 ,+14.590 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+40.2   ,+11.639 ,+2.0556 ,+411.13,+.55940 ,+8.9503 ,+17.511 ,+19.158 ,+14.602 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+41.2   ,+11.634 ,+2.0659 ,+413.17,+.56152 ,+8.9844 ,+17.511 ,+19.055 ,+14.550 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+42.2   ,+11.464 ,+2.0716 ,+414.31,+.55662 ,+8.9060 ,+17.525 ,+19.018 ,+14.565 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+43.2   ,+11.466 ,+2.0698 ,+413.97,+.55177 ,+8.8283 ,+17.547 ,+18.954 ,+14.570 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+44.2   ,+11.540 ,+2.0594 ,+411.89,+.55039 ,+8.8062 ,+17.547 ,+18.937 ,+14.518 ,-.00343 ,-.18470
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+45.2   ,+11.540 ,+2.0653 ,+413.07,+.55316 ,+8.8505 ,+17.571 ,+18.927 ,+14.542 ,-.00344 ,-.18473
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+46.2   ,+11.424 ,+2.0636 ,+412.72,+.55316 ,+8.8505 ,+17.583 ,+18.921 ,+14.537 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+47.2   ,+11.584 ,+2.0577 ,+411.54,+.55043 ,+8.8069 ,+17.583 ,+18.922 ,+14.537 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+48.2   ,+11.689 ,+2.0615 ,+412.30,+.54657 ,+8.7452 ,+17.607 ,+18.911 ,+14.544 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+49.2   ,+11.458 ,+2.0546 ,+410.92,+.54484 ,+8.7174 ,+17.620 ,+18.923 ,+14.539 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+50.2   ,+11.528 ,+2.0698 ,+413.97,+.54969 ,+8.7951 ,+17.632 ,+18.936 ,+14.534 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+51.2   ,+11.771 ,+2.0553 ,+411.06,+.55385 ,+8.8616 ,+17.644 ,+18.948 ,+14.529 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+52.2   ,+11.518 ,+2.0581 ,+411.61,+.55870 ,+8.9393 ,+17.656 ,+18.960 ,+14.541 ,-.00344 ,-.18473
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+53.2   ,+11.307 ,+2.0425 ,+408.49,+.56009 ,+8.9614 ,+17.658 ,+18.945 ,+14.595 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+54.2   ,+11.373 ,+2.0875 ,+417.50,+.57118 ,+9.1389 ,+17.680 ,+18.984 ,+14.686 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+55.2   ,+11.296 ,+2.0542 ,+410.85,+.56286 ,+9.0058 ,+17.692 ,+19.030 ,+14.508 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+56.2   ,+11.159 ,+2.0546 ,+410.92,+.56217 ,+8.9947 ,+17.704 ,+19.077 ,+14.503 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+57.2   ,+11.126 ,+2.0619 ,+412.37,+.56910 ,+9.1056 ,+17.716 ,+19.140 ,+14.498 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+58.2   ,+11.117 ,+2.0438 ,+408.77,+.57257 ,+9.1611 ,+17.729 ,+19.204 ,+14.511 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1044.  ,+59.2   ,+11.301 ,+2.0511 ,+410.22,+.57881 ,+9.2609 ,+17.741 ,+19.250 ,+14.505 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+.2     ,+11.175 ,+2.0504 ,+410.09,+.58331 ,+9.3330 ,+17.753 ,+19.279 ,+14.501 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+1.2    ,+11.139 ,+2.0518 ,+410.36,+.58435 ,+9.3496 ,+17.765 ,+19.308 ,+14.513 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+2.2    ,+11.128 ,+2.0539 ,+410.78,+.58851 ,+9.4162 ,+17.777 ,+19.372 ,+14.490 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+3.2    ,+11.321 ,+2.0487 ,+409.74,+.59336 ,+9.4938 ,+17.789 ,+19.435 ,+14.485 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+4.2    ,+11.310 ,+2.0556 ,+411.13,+.59683 ,+9.5493 ,+17.801 ,+19.482 ,+14.480 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+5.2    ,+11.362 ,+2.0480 ,+409.60,+.60168 ,+9.6269 ,+17.814 ,+19.528 ,+14.458 ,-.00343 ,-.18470
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+6.2    ,+11.137 ,+2.0435 ,+408.70,+.60307 ,+9.6491 ,+17.826 ,+19.574 ,+14.453 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+7.2    ,+11.167 ,+2.0535 ,+410.71,+.60792 ,+9.7267 ,+17.828 ,+19.611 ,+14.455 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+8.2    ,+11.237 ,+2.0487 ,+409.74,+.61208 ,+9.7933 ,+17.850 ,+19.667 ,+14.460 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+9.2    ,+11.318 ,+2.0442 ,+408.84,+.61554 ,+9.8487 ,+17.862 ,+19.713 ,+14.455 ,-.00344 ,-.18473
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+10.2   ,+11.425 ,+2.0487 ,+409.74,+.61832 ,+9.8931 ,+17.862 ,+19.782 ,+14.455 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+11.2   ,+11.248 ,+2.0525 ,+410.50,+.62456 ,+9.9929 ,+17.865 ,+19.819 ,+14.440 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+12.2   ,+11.351 ,+2.0463 ,+409.25,+.62733 ,+10.037 ,+17.886 ,+19.875 ,+14.445 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+13.2   ,+11.431 ,+2.0449 ,+408.98,+.63218 ,+10.115 ,+17.899 ,+19.921 ,+14.457 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+14.2   ,+11.282 ,+2.0456 ,+409.12,+.63842 ,+10.215 ,+17.911 ,+19.967 ,+14.452 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+15.2   ,+11.590 ,+2.0525 ,+410.50,+.63981 ,+10.237 ,+17.913 ,+20.004 ,+14.455 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+16.2   ,+11.326 ,+2.0473 ,+409.46,+.64812 ,+10.370 ,+17.935 ,+20.060 ,+14.477 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+17.2   ,+11.562 ,+2.0459 ,+409.18,+.65090 ,+10.414 ,+17.935 ,+20.112 ,+14.476 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+18.2   ,+11.387 ,+2.0397 ,+407.94,+.65644 ,+10.503 ,+17.947 ,+20.175 ,+14.471 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+19.2   ,+11.348 ,+2.0459 ,+409.18,+.66199 ,+10.592 ,+17.959 ,+20.221 ,+14.484 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+20.2   ,+11.453 ,+2.0456 ,+409.12,+.66407 ,+10.625 ,+17.972 ,+20.267 ,+14.496 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+21.2   ,+11.216 ,+2.0421 ,+408.42,+.66823 ,+10.692 ,+17.984 ,+20.314 ,+14.491 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+22.2   ,+11.571 ,+2.0359 ,+407.17,+.67169 ,+10.747 ,+17.974 ,+20.338 ,+14.499 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+23.2   ,+11.506 ,+2.0473 ,+409.46,+.67654 ,+10.825 ,+17.996 ,+20.394 ,+14.503 ,-.00343 ,-.18470
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+24.2   ,+11.479 ,+2.0383 ,+407.66,+.67446 ,+10.791 ,+17.998 ,+20.431 ,+14.506 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+25.2   ,+11.527 ,+2.0380 ,+407.59,+.68070 ,+10.891 ,+18.020 ,+20.487 ,+14.511 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+26.2   ,+11.365 ,+2.0393 ,+407.87,+.68769 ,+11.003 ,+18.011 ,+20.477 ,+14.484 ,-.00344 ,-.18473
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+27.2   ,+11.529 ,+2.0400 ,+408.01,+.68417 ,+10.947 ,+18.023 ,+20.541 ,+14.479 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+28.2   ,+11.354 ,+2.0421 ,+408.42,+.69041 ,+11.047 ,+18.045 ,+20.580 ,+14.501 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+29.2   ,+11.356 ,+2.0452 ,+409.05,+.69387 ,+11.102 ,+18.047 ,+20.616 ,+14.486 ,-.00344 ,-.18473
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+30.2   ,+11.554 ,+2.0404 ,+408.08,+.69942 ,+11.191 ,+18.069 ,+20.672 ,+14.508 ,-.00343 ,-.18472
NA,NA,NA,NA,+120.0  ,+2022.  ,+190.   ,+1045.  ,+31.2   ,+11.579 ,+2.0445 ,+408.91,+.70392 ,+11.263 ,+18.069 ,+20.672 ,+14.491 ,+0.0000 ,+0.0000
