site,plot,treatment,light,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+37.2   ,+11.783 ,+2.0622 ,+412.44,+.46097 ,+7.3754 ,+18.304 ,+11.928 ,+17.600 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+38.2   ,+11.972 ,+2.0601 ,+412.03,+.46166 ,+7.3865 ,+18.304 ,+11.910 ,+7.2879 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+39.2   ,+11.772 ,+2.0664 ,+413.27,+.46027 ,+7.3644 ,+18.304 ,+11.911 ,+4.6858 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+40.2   ,+11.714 ,+2.0660 ,+413.20,+.47483 ,+7.5973 ,+18.304 ,+11.910 ,-16.517 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+41.2   ,+11.885 ,+2.0664 ,+413.27,+.45265 ,+7.2424 ,+18.304 ,+11.910 ,-50.347 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+42.2   ,+11.867 ,+2.0726 ,+414.52,+.45611 ,+7.2978 ,+18.304 ,+11.893 ,-23.360 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+43.2   ,+11.775 ,+2.0567 ,+411.33,+.46859 ,+7.4974 ,+18.304 ,+11.876 ,-64.649 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+44.2   ,+11.626 ,+2.0525 ,+410.50,+.46790 ,+7.4864 ,+18.304 ,+11.876 ,-61.336 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+45.2   ,+11.761 ,+2.0587 ,+411.75,+.47171 ,+7.5474 ,+18.304 ,+11.876 ,+42.425 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+46.2   ,+11.863 ,+2.0553 ,+411.06,+.47206 ,+7.5529 ,+18.304 ,+11.893 ,-57.335 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+47.2   ,+11.797 ,+2.0504 ,+410.09,+.47483 ,+7.5973 ,+18.304 ,+11.876 ,-65.476 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+48.2   ,+11.865 ,+2.0560 ,+411.19,+.47622 ,+7.6194 ,+18.304 ,+11.876 ,-58.166 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+49.2   ,+11.857 ,+2.0511 ,+410.22,+.48037 ,+7.6860 ,+18.316 ,+11.888 ,-45.167 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+50.2   ,+11.816 ,+2.0587 ,+411.75,+.48037 ,+7.6860 ,+18.304 ,+11.876 ,-39.639 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+51.2   ,+11.868 ,+2.0587 ,+411.75,+.48003 ,+7.6804 ,+18.316 ,+11.871 ,-43.015 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+52.2   ,+11.821 ,+2.0463 ,+409.25,+.48627 ,+7.7803 ,+18.316 ,+11.871 ,-41.581 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+53.2   ,+11.808 ,+2.0463 ,+409.25,+.48800 ,+7.8080 ,+18.316 ,+11.871 ,-43.983 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+54.2   ,+11.698 ,+2.0421 ,+408.42,+.48869 ,+7.8191 ,+18.316 ,+11.871 ,-265.26 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+55.2   ,+11.876 ,+2.0473 ,+409.46,+.50048 ,+8.0076 ,+18.316 ,+11.854 ,-72.937 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+56.2   ,+11.838 ,+2.0407 ,+408.14,+.49701 ,+7.9522 ,+18.316 ,+11.854 ,-38.969 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+57.2   ,+11.736 ,+2.0421 ,+408.42,+.48176 ,+7.7082 ,+18.316 ,+11.854 ,-55.920 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+58.2   ,+11.813 ,+2.0546 ,+410.92,+.50048 ,+8.0076 ,+18.316 ,+11.854 ,-54.106 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1543.  ,+59.2   ,+11.725 ,+2.0393 ,+407.87,+.50048 ,+8.0076 ,+18.316 ,+11.854 ,-74.745 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+.2     ,+11.582 ,+2.0483 ,+409.67,+.50464 ,+8.0742 ,+18.316 ,+11.854 ,-57.121 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+1.2    ,+11.890 ,+2.0373 ,+407.45,+.50949 ,+8.1518 ,+18.316 ,+11.854 ,-58.828 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+2.2    ,+11.725 ,+2.0324 ,+406.48,+.50949 ,+8.1518 ,+18.316 ,+11.853 ,-48.231 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+3.2    ,+11.709 ,+2.0483 ,+409.67,+.51157 ,+8.1851 ,+18.316 ,+11.854 ,-45.394 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+4.2    ,+11.755 ,+2.0352 ,+407.04,+.51503 ,+8.2405 ,+18.316 ,+11.854 ,-46.290 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+5.2    ,+11.786 ,+2.0373 ,+407.45,+.52058 ,+8.3293 ,+18.316 ,+11.854 ,-54.623 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+6.2    ,+11.725 ,+2.0262 ,+405.23,+.52162 ,+8.3459 ,+18.316 ,+11.854 ,-49.854 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+7.2    ,+11.720 ,+2.0449 ,+408.98,+.52474 ,+8.3958 ,+18.328 ,+11.866 ,-60.328 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+8.2    ,+11.739 ,+2.0331 ,+406.62,+.53028 ,+8.4845 ,+18.328 ,+11.866 ,-51.713 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+9.2    ,+11.651 ,+2.0303 ,+406.07,+.53375 ,+8.5400 ,+18.328 ,+11.866 ,-57.748 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+10.2   ,+11.753 ,+2.0276 ,+405.51,+.53167 ,+8.5067 ,+18.328 ,+11.866 ,-34.878 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+11.2   ,+11.821 ,+2.0296 ,+405.93,+.53964 ,+8.6343 ,+18.328 ,+11.866 ,-74.962 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+12.2   ,+11.747 ,+2.0255 ,+405.09,+.53687 ,+8.5899 ,+18.328 ,+11.884 ,-52.148 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+13.2   ,+11.761 ,+2.0414 ,+408.28,+.54103 ,+8.6564 ,+18.328 ,+11.884 ,-35.599 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+14.2   ,+11.824 ,+2.0262 ,+405.23,+.53929 ,+8.6287 ,+18.328 ,+11.884 ,-55.586 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+15.2   ,+11.681 ,+2.0269 ,+405.37,+.54449 ,+8.7119 ,+18.328 ,+11.884 ,-59.762 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+16.2   ,+11.802 ,+2.0289 ,+405.79,+.54692 ,+8.7507 ,+18.328 ,+11.884 ,-64.967 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+17.2   ,+11.788 ,+2.0185 ,+403.71,+.54969 ,+8.7951 ,+18.328 ,+11.901 ,-61.583 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+18.2   ,+11.643 ,+2.0234 ,+404.68,+.55697 ,+8.9115 ,+18.328 ,+11.900 ,-55.453 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+19.2   ,+11.749 ,+2.0317 ,+406.34,+.55732 ,+8.9171 ,+18.328 ,+11.901 ,-57.889 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+20.2   ,+11.813 ,+2.0144 ,+402.88,+.56148 ,+8.9836 ,+18.328 ,+11.901 ,-51.930 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+21.2   ,+11.802 ,+2.0227 ,+404.54,+.56252 ,+9.0003 ,+18.318 ,+11.908 ,-84.582 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+22.2   ,+11.724 ,+2.0255 ,+405.09,+.56564 ,+9.0502 ,+18.328 ,+11.935 ,-57.447 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+23.2   ,+11.598 ,+2.0206 ,+404.12,+.57187 ,+9.1500 ,+18.328 ,+11.935 ,-52.134 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+24.2   ,+11.714 ,+2.0234 ,+404.68,+.57326 ,+9.1722 ,+18.328 ,+11.935 ,-38.056 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+25.2   ,+11.717 ,+2.0109 ,+402.18,+.57534 ,+9.2054 ,+18.328 ,+11.935 ,-54.032 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+26.2   ,+11.898 ,+2.0165 ,+403.29,+.58019 ,+9.2831 ,+18.328 ,+11.935 ,-72.755 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+27.2   ,+11.819 ,+2.0199 ,+403.99,+.58227 ,+9.3163 ,+18.328 ,+11.953 ,-50.726 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+28.2   ,+11.843 ,+2.0130 ,+402.60,+.58920 ,+9.4273 ,+18.328 ,+11.953 ,-79.355 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+29.2   ,+11.849 ,+2.0102 ,+402.04,+.58782 ,+9.4051 ,+18.328 ,+11.953 ,-50.805 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+30.2   ,+11.810 ,+2.0095 ,+401.91,+.58920 ,+9.4273 ,+18.328 ,+11.970 ,-53.741 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+31.2   ,+11.826 ,+2.0165 ,+403.29,+.59614 ,+9.5382 ,+18.328 ,+11.970 ,-50.036 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+32.2   ,+11.841 ,+2.0088 ,+401.77,+.59614 ,+9.5382 ,+18.328 ,+11.970 ,-26.854 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+33.2   ,+11.799 ,+2.0144 ,+402.88,+.59787 ,+9.5659 ,+18.328 ,+11.970 ,-59.378 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+34.2   ,+11.780 ,+2.0152 ,+403.05,+.60168 ,+9.6269 ,+18.328 ,+11.987 ,-69.316 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+35.2   ,+11.791 ,+2.0123 ,+402.46,+.60307 ,+9.6491 ,+18.328 ,+11.987 ,-65.398 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+36.2   ,+11.626 ,+2.0151 ,+403.02,+.60584 ,+9.6934 ,+18.341 ,+12.000 ,-46.652 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+37.2   ,+11.852 ,+2.0109 ,+402.18,+.61277 ,+9.8043 ,+18.341 ,+12.017 ,-63.746 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+38.2   ,+11.593 ,+2.0023 ,+400.45,+.61277 ,+9.8043 ,+18.328 ,+12.022 ,-50.824 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+39.2   ,+11.846 ,+2.0075 ,+401.49,+.61624 ,+9.8598 ,+18.341 ,+12.034 ,-61.326 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+40.2   ,+11.692 ,+2.0005 ,+400.10,+.61797 ,+9.8875 ,+18.341 ,+12.051 ,-45.684 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+41.2   ,+11.843 ,+1.9998 ,+399.97,+.61901 ,+9.9042 ,+18.341 ,+12.034 ,-48.334 
WILL,NA,NA,NA,+2022.  ,+192.   ,+1544.  ,+42.2   ,+11.794 ,+2.0102 ,+402.04,+.62871 ,+10.059 ,+18.341 ,+12.052 ,-54.057 
