site,plot,treatment,light,X1,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air,X14,X15
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+12.2   ,+11.800 ,+2.0449 ,+408.98,+.43269 ,+6.9231 ,+15.605 ,+14.605 ,+10.087 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+13.2   ,+12.053 ,+2.0359 ,+407.18,+.42992 ,+6.8787 ,+15.605 ,+14.605 ,+10.087 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+14.2   ,+11.943 ,+2.0435 ,+408.70,+.42992 ,+6.8787 ,+15.605 ,+14.605 ,+10.139 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+15.2   ,+11.946 ,+2.0456 ,+409.12,+.42784 ,+6.8455 ,+15.605 ,+14.640 ,+10.156 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+16.2   ,+12.138 ,+2.0477 ,+409.53,+.42715 ,+6.8344 ,+15.605 ,+14.622 ,+10.191 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+17.2   ,+11.952 ,+2.0421 ,+408.42,+.42507 ,+6.8011 ,+15.605 ,+14.640 ,+10.191 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+18.2   ,+12.108 ,+2.0473 ,+409.47,+.42576 ,+6.8122 ,+15.617 ,+14.617 ,+10.238 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+19.2   ,+11.900 ,+2.0456 ,+409.12,+.42888 ,+6.8621 ,+15.617 ,+14.651 ,+10.238 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+20.2   ,+12.007 ,+2.0394 ,+407.87,+.43339 ,+6.9342 ,+15.617 ,+14.634 ,+10.272 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+21.2   ,+11.393 ,+2.0407 ,+408.15,+.43547 ,+6.9675 ,+15.617 ,+14.651 ,+10.342 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+22.2   ,+11.611 ,+2.0504 ,+410.09,+.45211 ,+7.2338 ,+15.617 ,+14.617 ,+10.429 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+23.2   ,+11.666 ,+2.0227 ,+404.54,+.43616 ,+6.9786 ,+15.617 ,+14.617 ,+10.515 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+24.2   ,+11.661 ,+2.0310 ,+406.21,+.44136 ,+7.0618 ,+15.617 ,+14.617 ,+10.585 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+25.2   ,+11.573 ,+2.0345 ,+406.90,+.44726 ,+7.1561 ,+15.617 ,+14.617 ,+10.637 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+26.2   ,+11.435 ,+2.0359 ,+407.18,+.44864 ,+7.1783 ,+15.628 ,+14.629 ,+10.701 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+27.2   ,+11.606 ,+2.0345 ,+406.90,+.44864 ,+7.1783 ,+15.628 ,+14.629 ,+10.822 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+28.2   ,+11.614 ,+2.0324 ,+406.48,+.45072 ,+7.2116 ,+15.628 ,+14.594 ,+10.926 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+29.2   ,+11.668 ,+2.0262 ,+405.24,+.45350 ,+7.2560 ,+15.628 ,+14.594 ,+11.031 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1117.  ,+30.2   ,+11.632 ,+2.0231 ,+404.61,+.45558 ,+7.2892 ,+15.628 ,+14.594 ,+11.134 ,+0.0000 ,+0.0000
