site,plot,treatment,light,X1,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air,X14,X15
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1555.  ,+57.2   ,+11.568 ,+2.0061 ,+401.21,+.49432 ,+7.9092 ,+15.303 ,+5.8812 ,-67.202 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1555.  ,+58.2   ,+11.733 ,+2.0097 ,+401.94,+.49393 ,+7.9029 ,+15.303 ,+5.9153 ,-75.135 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1555.  ,+59.2   ,+11.518 ,+2.0035 ,+400.69,+.49775 ,+7.9639 ,+15.303 ,+5.8978 ,-57.427 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+.2     ,+11.707 ,+2.0068 ,+401.35,+.49701 ,+7.9522 ,+15.303 ,+5.8987 ,-65.413 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+1.2    ,+11.516 ,+1.9981 ,+399.62,+.49987 ,+7.9979 ,+15.303 ,+5.8987 ,-36.311 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+2.2    ,+11.590 ,+2.0014 ,+400.28,+.49987 ,+7.9979 ,+15.303 ,+5.8812 ,-99999. ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+3.2    ,+11.689 ,+2.0028 ,+400.55,+.49918 ,+7.9868 ,+15.303 ,+5.9161 ,-99999. ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+4.2    ,+11.576 ,+2.0035 ,+400.69,+.50056 ,+8.0090 ,+15.303 ,+5.9161 ,+72.197 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+5.2    ,+11.595 ,+1.9972 ,+399.45,+.50472 ,+8.0756 ,+15.292 ,+5.9043 ,-66.186 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+6.2    ,+11.790 ,+2.0045 ,+400.90,+.50394 ,+8.0631 ,+15.292 ,+5.9043 ,-47.452 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+7.2    ,+11.573 ,+1.9969 ,+399.38,+.50264 ,+8.0423 ,+15.292 ,+5.9043 ,-81.683 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+8.2    ,+11.752 ,+1.9972 ,+399.45,+.50741 ,+8.1185 ,+15.292 ,+5.9035 ,-58.868 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+9.2    ,+11.626 ,+1.9934 ,+398.68,+.50334 ,+8.0534 ,+15.292 ,+5.9035 ,-63.879 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+10.2   ,+11.768 ,+1.9951 ,+399.03,+.50819 ,+8.1310 ,+15.292 ,+5.9035 ,-84.027 ,+0.0000 ,+0.0000
MEAD,NA,NA,NA,+120.0  ,+2022.  ,+195.   ,+1556.  ,+11.2   ,+11.752 ,+2.0029 ,+400.59,+.50403 ,+8.0645 ,+15.292 ,+5.9035 ,-76.185 ,-.00343 ,-.18472
