site,plot,treatment,light,X1,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air,X14,X15
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+31.2   ,+12.153 ,+2.1256 ,+425.11,+.73218 ,+11.715 ,+19.691 ,+50.579 ,-73.310 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+32.2   ,+12.134 ,+2.1346 ,+426.91,+.73253 ,+11.720 ,+19.678 ,+45.712 ,-65.653 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+33.2   ,+12.150 ,+2.1307 ,+426.15,+.73288 ,+11.726 ,+19.678 ,+44.757 ,-67.030 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+34.2   ,+12.131 ,+2.1366 ,+427.33,+.73288 ,+11.726 ,+19.665 ,+42.880 ,-68.634 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+35.2   ,+12.148 ,+2.1290 ,+425.80,+.73288 ,+11.726 ,+19.665 ,+43.789 ,-68.303 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+36.2   ,+12.131 ,+2.1245 ,+424.90,+.73253 ,+11.720 ,+19.655 ,+43.514 ,-70.056 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+37.2   ,+12.145 ,+2.1366 ,+427.33,+.73357 ,+11.737 ,+19.653 ,+44.651 ,-68.608 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+38.2   ,+12.128 ,+2.1283 ,+425.66,+.73288 ,+11.726 ,+19.640 ,+43.467 ,-68.416 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+39.2   ,+12.104 ,+2.1328 ,+426.56,+.73288 ,+11.726 ,+19.628 ,+43.174 ,-69.032 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+192.   ,+1110.  ,+40.2   ,+12.087 ,+2.1311 ,+426.22,+.73357 ,+11.737 ,+19.628 ,+43.521 ,-68.969 ,+0.0000 ,+0.0000
