site,plot,treatment,light,X1,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air,X14,X15
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+31.2   ,+11.546 ,+1.9347 ,+386.93,+.83182 ,+13.309 ,+16.093 ,+16.231 ,+19.954 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+32.2   ,+11.790 ,+1.9302 ,+386.03,+.81865 ,+13.098 ,+16.093 ,+16.248 ,+19.903 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+33.2   ,+11.711 ,+1.9121 ,+382.43,+.83008 ,+13.281 ,+16.093 ,+16.248 ,+19.851 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+34.2   ,+11.497 ,+1.9263 ,+385.27,+.83910 ,+13.426 ,+16.093 ,+16.248 ,+19.817 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+35.2   ,+11.450 ,+1.9260 ,+385.20,+.83494 ,+13.359 ,+16.093 ,+16.248 ,+19.800 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+36.2   ,+11.670 ,+1.9198 ,+383.95,+.82904 ,+13.265 ,+16.093 ,+16.265 ,+19.766 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+37.2   ,+11.645 ,+1.9212 ,+384.23,+.82939 ,+13.270 ,+16.093 ,+16.265 ,+19.731 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+38.2   ,+11.417 ,+1.9298 ,+385.96,+.82904 ,+13.265 ,+16.093 ,+16.265 ,+19.731 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+39.2   ,+11.540 ,+1.9208 ,+384.16,+.82800 ,+13.248 ,+16.093 ,+16.282 ,+19.731 ,+0.0000 ,+0.0000
NA,NA,NA,NA,+120.0  ,+2022.  ,+196.   ,+1540.  ,+40.2   ,+11.318 ,+1.9194 ,+383.88,+.83036 ,+13.286 ,+16.093 ,+16.282 ,+19.663 ,+0.0000 ,+0.0000
