"Plot Title: MEAD_12T_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20446394, SEN S/N: 20446394, LBL: -5cm_soil)","Coupler Attached (LGR S/N: 20446394)","Host Connected (LGR S/N: 20446394)","Stopped (LGR S/N: 20446394)","End Of File (LGR S/N: 20446394)"
1,06/30/22 02:00:00  PM,6.674,,,,
2,06/30/22 02:15:00  PM,6.674,,,,
3,06/30/22 02:30:00  PM,6.775,,,,
4,06/30/22 02:45:00  PM,6.775,,,,
5,06/30/22 03:00:00  PM,6.674,,,,
6,06/30/22 03:15:00  PM,6.674,,,,
7,06/30/22 03:30:00  PM,6.573,,,,
8,06/30/22 03:45:00  PM,6.573,,,,
9,06/30/22 04:00:00  PM,6.573,,,,
10,06/30/22 04:15:00  PM,6.573,,,,
11,06/30/22 04:30:00  PM,6.471,,,,
12,06/30/22 04:45:00  PM,6.370,,,,
13,06/30/22 05:00:00  PM,6.268,,,,
14,06/30/22 05:15:00  PM,6.166,,,,
15,06/30/22 05:30:00  PM,6.064,,,,
16,06/30/22 05:45:00  PM,5.962,,,,
17,06/30/22 06:00:00  PM,5.860,,,,
18,06/30/22 06:15:00  PM,5.757,,,,
19,06/30/22 06:30:00  PM,5.655,,,,
20,06/30/22 06:45:00  PM,5.552,,,,
21,06/30/22 07:00:00  PM,5.450,,,,
22,06/30/22 07:15:00  PM,5.347,,,,
23,06/30/22 07:30:00  PM,5.244,,,,
24,06/30/22 07:45:00  PM,5.141,,,,
25,06/30/22 08:00:00  PM,5.037,,,,
26,06/30/22 08:15:00  PM,4.934,,,,
27,06/30/22 08:30:00  PM,4.934,,,,
28,06/30/22 08:45:00  PM,4.727,,,,
29,06/30/22 09:00:00  PM,4.519,,,,
30,06/30/22 09:15:00  PM,4.311,,,,
31,06/30/22 09:30:00  PM,4.207,,,,
32,06/30/22 09:45:00  PM,4.207,,,,
33,06/30/22 10:00:00  PM,4.102,,,,
34,06/30/22 10:15:00  PM,4.102,,,,
35,06/30/22 10:30:00  PM,3.998,,,,
36,06/30/22 10:45:00  PM,3.893,,,,
37,06/30/22 11:00:00  PM,3.788,,,,
38,06/30/22 11:15:00  PM,3.788,,,,
39,06/30/22 11:30:00  PM,3.788,,,,
40,06/30/22 11:45:00  PM,3.683,,,,
41,07/01/22 12:00:00  AM,3.578,,,,
42,07/01/22 12:15:00  AM,3.578,,,,
43,07/01/22 12:30:00  AM,3.472,,,,
44,07/01/22 12:45:00  AM,3.367,,,,
45,07/01/22 01:00:00  AM,3.367,,,,
46,07/01/22 01:15:00  AM,3.261,,,,
47,07/01/22 01:30:00  AM,3.261,,,,
48,07/01/22 01:45:00  AM,3.155,,,,
49,07/01/22 02:00:00  AM,3.155,,,,
50,07/01/22 02:15:00  AM,3.049,,,,
51,07/01/22 02:30:00  AM,3.049,,,,
52,07/01/22 02:45:00  AM,3.049,,,,
53,07/01/22 03:00:00  AM,3.155,,,,
54,07/01/22 03:15:00  AM,3.155,,,,
55,07/01/22 03:30:00  AM,3.261,,,,
56,07/01/22 03:45:00  AM,3.261,,,,
57,07/01/22 04:00:00  AM,3.261,,,,
58,07/01/22 04:15:00  AM,3.261,,,,
59,07/01/22 04:30:00  AM,3.155,,,,
60,07/01/22 04:45:00  AM,3.155,,,,
61,07/01/22 05:00:00  AM,3.155,,,,
62,07/01/22 05:15:00  AM,3.155,,,,
63,07/01/22 05:30:00  AM,3.155,,,,
64,07/01/22 05:45:00  AM,3.155,,,,
65,07/01/22 06:00:00  AM,3.155,,,,
66,07/01/22 06:15:00  AM,3.155,,,,
67,07/01/22 06:30:00  AM,3.155,,,,
68,07/01/22 06:45:00  AM,3.155,,,,
69,07/01/22 07:00:00  AM,3.261,,,,
70,07/01/22 07:15:00  AM,3.367,,,,
71,07/01/22 07:30:00  AM,3.472,,,,
72,07/01/22 07:45:00  AM,3.472,,,,
73,07/01/22 08:00:00  AM,3.578,,,,
74,07/01/22 08:15:00  AM,3.683,,,,
75,07/01/22 08:30:00  AM,3.683,,,,
76,07/01/22 08:45:00  AM,3.788,,,,
77,07/01/22 09:00:00  AM,3.788,,,,
78,07/01/22 09:15:00  AM,3.893,,,,
79,07/01/22 09:30:00  AM,3.998,,,,
80,07/01/22 09:45:00  AM,4.415,,,,
81,07/01/22 10:00:00  AM,4.623,,,,
82,07/01/22 10:15:00  AM,4.934,,,,
83,07/01/22 10:30:00  AM,5.141,,,,
84,07/01/22 10:45:00  AM,5.347,,,,
85,07/01/22 11:00:00  AM,5.347,,,,
86,07/01/22 11:15:00  AM,5.244,,,,
87,07/01/22 11:30:00  AM,5.037,,,,
88,07/01/22 11:45:00  AM,5.037,,,,
89,07/01/22 12:00:00  PM,5.037,,,,
90,07/01/22 12:15:00  PM,4.934,,,,
91,07/01/22 12:30:00  PM,4.934,,,,
92,07/01/22 12:45:00  PM,5.037,,,,
93,07/01/22 01:00:00  PM,5.141,,,,
94,07/01/22 01:15:00  PM,5.244,,,,
95,07/01/22 01:30:00  PM,5.552,,,,
96,07/01/22 01:45:00  PM,5.655,,,,
97,07/01/22 02:00:00  PM,5.757,,,,
98,07/01/22 02:15:00  PM,5.757,,,,
99,07/01/22 02:30:00  PM,5.757,,,,
100,07/01/22 02:45:00  PM,5.757,,,,
101,07/01/22 03:00:00  PM,5.860,,,,
102,07/01/22 03:15:00  PM,5.860,,,,
103,07/01/22 03:30:00  PM,5.860,,,,
104,07/01/22 03:45:00  PM,5.757,,,,
105,07/01/22 04:00:00  PM,5.655,,,,
106,07/01/22 04:15:00  PM,5.450,,,,
107,07/01/22 04:30:00  PM,5.347,,,,
108,07/01/22 04:45:00  PM,5.244,,,,
109,07/01/22 05:00:00  PM,5.037,,,,
110,07/01/22 05:15:00  PM,5.037,,,,
111,07/01/22 05:30:00  PM,4.934,,,,
112,07/01/22 05:45:00  PM,4.831,,,,
113,07/01/22 06:00:00  PM,4.727,,,,
114,07/01/22 06:15:00  PM,4.727,,,,
115,07/01/22 06:30:00  PM,4.623,,,,
116,07/01/22 06:45:00  PM,4.519,,,,
117,07/01/22 07:00:00  PM,4.519,,,,
118,07/01/22 07:15:00  PM,4.415,,,,
119,07/01/22 07:30:00  PM,4.311,,,,
120,07/01/22 07:45:00  PM,4.207,,,,
121,07/01/22 08:00:00  PM,4.207,,,,
122,07/01/22 08:15:00  PM,4.102,,,,
123,07/01/22 08:30:00  PM,3.998,,,,
124,07/01/22 08:45:00  PM,3.893,,,,
125,07/01/22 09:00:00  PM,3.788,,,,
126,07/01/22 09:15:00  PM,3.683,,,,
127,07/01/22 09:30:00  PM,3.683,,,,
128,07/01/22 09:45:00  PM,3.578,,,,
129,07/01/22 10:00:00  PM,3.578,,,,
130,07/01/22 10:15:00  PM,3.472,,,,
131,07/01/22 10:30:00  PM,3.367,,,,
132,07/01/22 10:45:00  PM,3.367,,,,
133,07/01/22 11:00:00  PM,3.261,,,,
134,07/01/22 11:15:00  PM,3.261,,,,
135,07/01/22 11:30:00  PM,3.155,,,,
136,07/01/22 11:45:00  PM,3.049,,,,
137,07/02/22 12:00:00  AM,3.049,,,,
138,07/02/22 12:15:00  AM,3.049,,,,
139,07/02/22 12:30:00  AM,3.049,,,,
140,07/02/22 12:45:00  AM,2.943,,,,
141,07/02/22 01:00:00  AM,2.943,,,,
142,07/02/22 01:15:00  AM,2.837,,,,
143,07/02/22 01:30:00  AM,2.837,,,,
144,07/02/22 01:45:00  AM,2.837,,,,
145,07/02/22 02:00:00  AM,2.730,,,,
146,07/02/22 02:15:00  AM,2.730,,,,
147,07/02/22 02:30:00  AM,2.730,,,,
148,07/02/22 02:45:00  AM,2.624,,,,
149,07/02/22 03:00:00  AM,2.624,,,,
150,07/02/22 03:15:00  AM,2.730,,,,
151,07/02/22 03:30:00  AM,2.730,,,,
152,07/02/22 03:45:00  AM,2.730,,,,
153,07/02/22 04:00:00  AM,2.730,,,,
154,07/02/22 04:15:00  AM,2.730,,,,
155,07/02/22 04:30:00  AM,2.730,,,,
156,07/02/22 04:45:00  AM,2.837,,,,
157,07/02/22 05:00:00  AM,2.837,,,,
158,07/02/22 05:15:00  AM,2.837,,,,
159,07/02/22 05:30:00  AM,2.837,,,,
160,07/02/22 05:45:00  AM,2.943,,,,
161,07/02/22 06:00:00  AM,2.943,,,,
162,07/02/22 06:15:00  AM,2.943,,,,
163,07/02/22 06:30:00  AM,2.837,,,,
164,07/02/22 06:45:00  AM,2.837,,,,
165,07/02/22 07:00:00  AM,2.837,,,,
166,07/02/22 07:15:00  AM,2.837,,,,
167,07/02/22 07:30:00  AM,2.730,,,,
168,07/02/22 07:45:00  AM,2.837,,,,
169,07/02/22 08:00:00  AM,2.837,,,,
170,07/02/22 08:15:00  AM,2.837,,,,
171,07/02/22 08:30:00  AM,2.837,,,,
172,07/02/22 08:45:00  AM,2.943,,,,
173,07/02/22 09:00:00  AM,2.943,,,,
174,07/02/22 09:15:00  AM,3.049,,,,
175,07/02/22 09:30:00  AM,3.155,,,,
176,07/02/22 09:45:00  AM,3.261,,,,
177,07/02/22 10:00:00  AM,3.367,,,,
178,07/02/22 10:15:00  AM,3.472,,,,
179,07/02/22 10:30:00  AM,3.683,,,,
180,07/02/22 10:45:00  AM,3.788,,,,
181,07/02/22 11:00:00  AM,3.998,,,,
182,07/02/22 11:15:00  AM,4.102,,,,
183,07/02/22 11:30:00  AM,4.207,,,,
184,07/02/22 11:45:00  AM,4.311,,,,
185,07/02/22 12:00:00  PM,4.519,,,,
186,07/02/22 12:15:00  PM,4.623,,,,
187,07/02/22 12:30:00  PM,4.727,,,,
188,07/02/22 12:45:00  PM,4.727,,,,
189,07/02/22 01:00:00  PM,4.831,,,,
190,07/02/22 01:15:00  PM,4.831,,,,
191,07/02/22 01:30:00  PM,4.831,,,,
192,07/02/22 01:45:00  PM,4.934,,,,
193,07/02/22 02:00:00  PM,4.934,,,,
194,07/02/22 02:15:00  PM,4.934,,,,
195,07/02/22 02:30:00  PM,5.037,,,,
196,07/02/22 02:45:00  PM,5.037,,,,
197,07/02/22 03:00:00  PM,5.037,,,,
198,07/02/22 03:15:00  PM,5.037,,,,
199,07/02/22 03:30:00  PM,5.037,,,,
200,07/02/22 03:45:00  PM,5.141,,,,
201,07/02/22 04:00:00  PM,5.141,,,,
202,07/02/22 04:15:00  PM,5.141,,,,
203,07/02/22 04:30:00  PM,5.037,,,,
204,07/02/22 04:45:00  PM,5.037,,,,
205,07/02/22 05:00:00  PM,4.934,,,,
206,07/02/22 05:15:00  PM,4.934,,,,
207,07/02/22 05:30:00  PM,4.934,,,,
208,07/02/22 05:45:00  PM,4.831,,,,
209,07/02/22 06:00:00  PM,4.727,,,,
210,07/02/22 06:15:00  PM,4.623,,,,
211,07/02/22 06:30:00  PM,4.623,,,,
212,07/02/22 06:45:00  PM,4.623,,,,
213,07/02/22 07:00:00  PM,4.519,,,,
214,07/02/22 07:15:00  PM,4.415,,,,
215,07/02/22 07:30:00  PM,4.415,,,,
216,07/02/22 07:45:00  PM,4.311,,,,
217,07/02/22 08:00:00  PM,4.311,,,,
218,07/02/22 08:15:00  PM,4.207,,,,
219,07/02/22 08:30:00  PM,4.102,,,,
220,07/02/22 08:45:00  PM,3.998,,,,
221,07/02/22 09:00:00  PM,3.998,,,,
222,07/02/22 09:15:00  PM,3.893,,,,
223,07/02/22 09:30:00  PM,3.893,,,,
224,07/02/22 09:45:00  PM,3.788,,,,
225,07/02/22 10:00:00  PM,3.788,,,,
226,07/02/22 10:15:00  PM,3.683,,,,
227,07/02/22 10:30:00  PM,3.683,,,,
228,07/02/22 10:45:00  PM,3.578,,,,
229,07/02/22 11:00:00  PM,3.472,,,,
230,07/02/22 11:15:00  PM,3.472,,,,
231,07/02/22 11:30:00  PM,3.472,,,,
232,07/02/22 11:45:00  PM,3.367,,,,
233,07/03/22 12:00:00  AM,3.367,,,,
234,07/03/22 12:15:00  AM,3.261,,,,
235,07/03/22 12:30:00  AM,3.261,,,,
236,07/03/22 12:45:00  AM,3.155,,,,
237,07/03/22 01:00:00  AM,3.155,,,,
238,07/03/22 01:15:00  AM,3.049,,,,
239,07/03/22 01:30:00  AM,3.049,,,,
240,07/03/22 01:45:00  AM,3.049,,,,
241,07/03/22 02:00:00  AM,3.049,,,,
242,07/03/22 02:15:00  AM,3.049,,,,
243,07/03/22 02:30:00  AM,2.943,,,,
244,07/03/22 02:45:00  AM,2.943,,,,
245,07/03/22 03:00:00  AM,2.837,,,,
246,07/03/22 03:15:00  AM,2.837,,,,
247,07/03/22 03:30:00  AM,2.730,,,,
248,07/03/22 03:45:00  AM,2.730,,,,
249,07/03/22 04:00:00  AM,2.730,,,,
250,07/03/22 04:15:00  AM,2.730,,,,
251,07/03/22 04:30:00  AM,2.730,,,,
252,07/03/22 04:45:00  AM,2.624,,,,
253,07/03/22 05:00:00  AM,2.624,,,,
254,07/03/22 05:15:00  AM,2.624,,,,
255,07/03/22 05:30:00  AM,2.517,,,,
256,07/03/22 05:45:00  AM,2.624,,,,
257,07/03/22 06:00:00  AM,2.624,,,,
258,07/03/22 06:15:00  AM,2.624,,,,
259,07/03/22 06:30:00  AM,2.624,,,,
260,07/03/22 06:45:00  AM,2.624,,,,
261,07/03/22 07:00:00  AM,2.730,,,,
262,07/03/22 07:15:00  AM,2.837,,,,
263,07/03/22 07:30:00  AM,2.943,,,,
264,07/03/22 07:45:00  AM,3.049,,,,
265,07/03/22 08:00:00  AM,3.049,,,,
266,07/03/22 08:15:00  AM,3.155,,,,
267,07/03/22 08:30:00  AM,3.155,,,,
268,07/03/22 08:45:00  AM,3.261,,,,
269,07/03/22 09:00:00  AM,3.261,,,,
270,07/03/22 09:15:00  AM,3.261,,,,
271,07/03/22 09:30:00  AM,3.261,,,,
272,07/03/22 09:45:00  AM,3.367,,,,
273,07/03/22 10:00:00  AM,3.367,,,,
274,07/03/22 10:15:00  AM,3.367,,,,
275,07/03/22 10:30:00  AM,3.472,,,,
276,07/03/22 10:45:00  AM,3.578,,,,
277,07/03/22 11:00:00  AM,3.578,,,,
278,07/03/22 11:15:00  AM,3.683,,,,
279,07/03/22 11:30:00  AM,3.683,,,,
280,07/03/22 11:45:00  AM,3.788,,,,
281,07/03/22 12:00:00  PM,3.788,,,,
282,07/03/22 12:15:00  PM,3.788,,,,
283,07/03/22 12:30:00  PM,3.788,,,,
284,07/03/22 12:45:00  PM,3.788,,,,
285,07/03/22 01:00:00  PM,3.788,,,,
286,07/03/22 01:15:00  PM,3.788,,,,
287,07/03/22 01:30:00  PM,3.788,,,,
288,07/03/22 01:45:00  PM,3.788,,,,
289,07/03/22 02:00:00  PM,3.788,,,,
290,07/03/22 02:15:00  PM,3.788,,,,
291,07/03/22 02:30:00  PM,3.788,,,,
292,07/03/22 02:45:00  PM,3.683,,,,
293,07/03/22 03:00:00  PM,3.683,,,,
294,07/03/22 03:15:00  PM,3.683,,,,
295,07/03/22 03:30:00  PM,3.683,,,,
296,07/03/22 03:45:00  PM,3.683,,,,
297,07/03/22 04:00:00  PM,3.578,,,,
298,07/03/22 04:15:00  PM,3.578,,,,
299,07/03/22 04:30:00  PM,3.578,,,,
300,07/03/22 04:45:00  PM,3.578,,,,
301,07/03/22 05:00:00  PM,3.472,,,,
302,07/03/22 05:15:00  PM,3.472,,,,
303,07/03/22 05:30:00  PM,3.472,,,,
304,07/03/22 05:45:00  PM,3.472,,,,
305,07/03/22 06:00:00  PM,3.472,,,,
306,07/03/22 06:15:00  PM,3.367,,,,
307,07/03/22 06:30:00  PM,3.367,,,,
308,07/03/22 06:45:00  PM,3.261,,,,
309,07/03/22 07:00:00  PM,3.261,,,,
310,07/03/22 07:15:00  PM,3.261,,,,
311,07/03/22 07:30:00  PM,3.261,,,,
312,07/03/22 07:45:00  PM,3.155,,,,
313,07/03/22 08:00:00  PM,3.155,,,,
314,07/03/22 08:15:00  PM,3.049,,,,
315,07/03/22 08:30:00  PM,3.049,,,,
316,07/03/22 08:45:00  PM,2.943,,,,
317,07/03/22 09:00:00  PM,2.943,,,,
318,07/03/22 09:15:00  PM,2.943,,,,
319,07/03/22 09:30:00  PM,2.837,,,,
320,07/03/22 09:45:00  PM,2.837,,,,
321,07/03/22 10:00:00  PM,2.730,,,,
322,07/03/22 10:15:00  PM,2.730,,,,
323,07/03/22 10:30:00  PM,2.730,,,,
324,07/03/22 10:45:00  PM,2.624,,,,
325,07/03/22 11:00:00  PM,2.624,,,,
326,07/03/22 11:15:00  PM,2.517,,,,
327,07/03/22 11:30:00  PM,2.517,,,,
328,07/03/22 11:45:00  PM,2.517,,,,
329,07/04/22 12:00:00  AM,2.410,,,,
330,07/04/22 12:15:00  AM,2.410,,,,
331,07/04/22 12:30:00  AM,2.410,,,,
332,07/04/22 12:45:00  AM,2.410,,,,
333,07/04/22 01:00:00  AM,2.303,,,,
334,07/04/22 01:15:00  AM,2.303,,,,
335,07/04/22 01:30:00  AM,2.303,,,,
336,07/04/22 01:45:00  AM,2.303,,,,
337,07/04/22 02:00:00  AM,2.303,,,,
338,07/04/22 02:15:00  AM,2.303,,,,
339,07/04/22 02:30:00  AM,2.303,,,,
340,07/04/22 02:45:00  AM,2.303,,,,
341,07/04/22 03:00:00  AM,2.303,,,,
342,07/04/22 03:15:00  AM,2.303,,,,
343,07/04/22 03:30:00  AM,2.303,,,,
344,07/04/22 03:45:00  AM,2.410,,,,
345,07/04/22 04:00:00  AM,2.410,,,,
346,07/04/22 04:15:00  AM,2.410,,,,
347,07/04/22 04:30:00  AM,2.410,,,,
348,07/04/22 04:45:00  AM,2.410,,,,
349,07/04/22 05:00:00  AM,2.517,,,,
350,07/04/22 05:15:00  AM,2.517,,,,
351,07/04/22 05:30:00  AM,2.517,,,,
352,07/04/22 05:45:00  AM,2.517,,,,
353,07/04/22 06:00:00  AM,2.624,,,,
354,07/04/22 06:15:00  AM,2.624,,,,
355,07/04/22 06:30:00  AM,2.624,,,,
356,07/04/22 06:45:00  AM,2.624,,,,
357,07/04/22 07:00:00  AM,2.730,,,,
358,07/04/22 07:15:00  AM,2.837,,,,
359,07/04/22 07:30:00  AM,2.943,,,,
360,07/04/22 07:45:00  AM,3.049,,,,
361,07/04/22 08:00:00  AM,3.049,,,,
362,07/04/22 08:15:00  AM,3.155,,,,
363,07/04/22 08:30:00  AM,3.367,,,,
364,07/04/22 08:45:00  AM,3.367,,,,
365,07/04/22 09:00:00  AM,3.472,,,,
366,07/04/22 09:15:00  AM,3.578,,,,
367,07/04/22 09:30:00  AM,3.578,,,,
368,07/04/22 09:45:00  AM,3.683,,,,
369,07/04/22 10:00:00  AM,3.683,,,,
370,07/04/22 10:15:00  AM,3.683,,,,
371,07/04/22 10:30:00  AM,3.683,,,,
372,07/04/22 10:45:00  AM,3.683,,,,
373,07/04/22 11:00:00  AM,3.683,,,,
374,07/04/22 11:15:00  AM,3.788,,,,
375,07/04/22 11:30:00  AM,3.788,,,,
376,07/04/22 11:45:00  AM,3.893,,,,
377,07/04/22 12:00:00  PM,3.998,,,,
378,07/04/22 12:15:00  PM,4.102,,,,
379,07/04/22 12:30:00  PM,4.311,,,,
380,07/04/22 12:45:00  PM,4.623,,,,
381,07/04/22 01:00:00  PM,4.831,,,,
382,07/04/22 01:15:00  PM,5.141,,,,
383,07/04/22 01:30:00  PM,5.347,,,,
384,07/04/22 01:45:00  PM,5.450,,,,
385,07/04/22 02:00:00  PM,5.552,,,,
386,07/04/22 02:15:00  PM,5.655,,,,
387,07/04/22 02:30:00  PM,5.655,,,,
388,07/04/22 02:45:00  PM,5.757,,,,
389,07/04/22 03:00:00  PM,5.860,,,,
390,07/04/22 03:15:00  PM,5.860,,,,
391,07/04/22 03:30:00  PM,5.860,,,,
392,07/04/22 03:45:00  PM,5.962,,,,
393,07/04/22 04:00:00  PM,5.962,,,,
394,07/04/22 04:15:00  PM,6.064,,,,
395,07/04/22 04:30:00  PM,6.064,,,,
396,07/04/22 04:45:00  PM,6.064,,,,
397,07/04/22 05:00:00  PM,6.064,,,,
398,07/04/22 05:15:00  PM,6.064,,,,
399,07/04/22 05:30:00  PM,5.962,,,,
400,07/04/22 05:45:00  PM,5.962,,,,
401,07/04/22 06:00:00  PM,5.860,,,,
402,07/04/22 06:15:00  PM,5.757,,,,
403,07/04/22 06:30:00  PM,5.655,,,,
404,07/04/22 06:45:00  PM,5.655,,,,
405,07/04/22 07:00:00  PM,5.552,,,,
406,07/04/22 07:15:00  PM,5.450,,,,
407,07/04/22 07:30:00  PM,5.347,,,,
408,07/04/22 07:45:00  PM,5.141,,,,
409,07/04/22 08:00:00  PM,5.037,,,,
410,07/04/22 08:15:00  PM,4.831,,,,
411,07/04/22 08:30:00  PM,4.727,,,,
412,07/04/22 08:45:00  PM,4.727,,,,
413,07/04/22 09:00:00  PM,4.623,,,,
414,07/04/22 09:15:00  PM,4.519,,,,
415,07/04/22 09:30:00  PM,4.415,,,,
416,07/04/22 09:45:00  PM,4.311,,,,
417,07/04/22 10:00:00  PM,4.311,,,,
418,07/04/22 10:15:00  PM,4.207,,,,
419,07/04/22 10:30:00  PM,4.102,,,,
420,07/04/22 10:45:00  PM,3.998,,,,
421,07/04/22 11:00:00  PM,3.998,,,,
422,07/04/22 11:15:00  PM,3.893,,,,
423,07/04/22 11:30:00  PM,3.893,,,,
424,07/04/22 11:45:00  PM,3.893,,,,
425,07/05/22 12:00:00  AM,3.893,,,,
426,07/05/22 12:15:00  AM,3.893,,,,
427,07/05/22 12:30:00  AM,3.788,,,,
428,07/05/22 12:45:00  AM,3.788,,,,
429,07/05/22 01:00:00  AM,3.683,,,,
430,07/05/22 01:15:00  AM,3.683,,,,
431,07/05/22 01:30:00  AM,3.683,,,,
432,07/05/22 01:45:00  AM,3.578,,,,
433,07/05/22 02:00:00  AM,3.578,,,,
434,07/05/22 02:15:00  AM,3.578,,,,
435,07/05/22 02:30:00  AM,3.578,,,,
436,07/05/22 02:45:00  AM,3.578,,,,
437,07/05/22 03:00:00  AM,3.578,,,,
438,07/05/22 03:15:00  AM,3.578,,,,
439,07/05/22 03:30:00  AM,3.683,,,,
440,07/05/22 03:45:00  AM,3.683,,,,
441,07/05/22 04:00:00  AM,3.683,,,,
442,07/05/22 04:15:00  AM,3.683,,,,
