"Plot Title: WILL_13C_CO2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20547746, SEN S/N: 20547746, LBL: 10_cm)","Host Connected (LGR S/N: 20547746)","Coupler Attached (LGR S/N: 20547746)","Stopped (LGR S/N: 20547746)","End Of File (LGR S/N: 20547746)"
41,06/27/22 08:00:00  AM,12.594,,,,
42,06/27/22 08:30:00  AM,12.594,,,,
43,06/27/22 09:00:00  AM,12.594,,,,
44,06/27/22 09:30:00  AM,11.236,,,,
45,06/27/22 10:00:00  AM,12.304,,,,
46,06/27/22 10:30:00  AM,14.134,,,,
47,06/27/22 11:00:00  AM,14.421,,,,
48,06/27/22 11:30:00  AM,15.664,,,,
49,06/27/22 12:00:00  PM,15.855,,,,
50,06/27/22 12:30:00  PM,15.569,,,,
51,06/27/22 01:00:00  PM,15.282,,,,
52,06/27/22 01:30:00  PM,17.284,,,,
53,06/27/22 02:00:00  PM,15.951,,,,
54,06/27/22 02:30:00  PM,15.282,,,,
55,06/27/22 03:00:00  PM,16.618,,,,
56,06/27/22 03:30:00  PM,16.427,,,,
57,06/27/22 04:00:00  PM,16.713,,,,
58,06/27/22 04:30:00  PM,17.950,,,,
59,06/27/22 05:00:00  PM,15.760,,,,
60,06/27/22 05:30:00  PM,16.713,,,,
61,06/27/22 06:00:00  PM,16.427,,,,
62,06/27/22 06:30:00  PM,16.999,,,,
63,06/27/22 07:00:00  PM,16.332,,,,
64,06/27/22 07:30:00  PM,16.237,,,,
65,06/27/22 08:00:00  PM,14.709,,,,
66,06/27/22 08:30:00  PM,13.942,,,,
67,06/27/22 09:00:00  PM,13.846,,,,
68,06/27/22 09:30:00  PM,12.110,,,,
69,06/27/22 10:00:00  PM,10.259,,,,
70,06/27/22 10:30:00  PM,10.259,,,,
71,06/27/22 11:00:00  PM,10.846,,,,
72,06/27/22 11:30:00  PM,8.879,,,,
73,06/28/22 12:00:00  AM,9.571,,,,
74,06/28/22 12:30:00  AM,7.983,,,,
75,06/28/22 01:00:00  AM,7.179,,,,
76,06/28/22 01:30:00  AM,6.573,,,,
77,06/28/22 02:00:00  AM,5.962,,,,
78,06/28/22 02:30:00  AM,5.655,,,,
79,06/28/22 03:00:00  AM,6.268,,,,
80,06/28/22 03:30:00  AM,6.370,,,,
81,06/28/22 04:00:00  AM,6.471,,,,
82,06/28/22 04:30:00  AM,6.877,,,,
83,06/28/22 05:00:00  AM,7.280,,,,
84,06/28/22 05:30:00  AM,7.481,,,,
85,06/28/22 06:00:00  AM,8.581,,,,
86,06/28/22 06:30:00  AM,8.779,,,,
87,06/28/22 07:00:00  AM,9.866,,,,
88,06/28/22 07:30:00  AM,11.916,,,,
89,06/28/22 08:00:00  AM,13.654,,,,
90,06/28/22 08:30:00  AM,15.855,,,,
91,06/28/22 09:00:00  AM,16.332,,,,
92,06/28/22 09:30:00  AM,16.808,,,,
93,06/28/22 10:00:00  AM,17.855,,,,
94,06/28/22 10:30:00  AM,17.760,,,,
95,06/28/22 11:00:00  AM,19.092,,,,
96,06/28/22 11:30:00  AM,19.758,,,,
97,06/28/22 12:00:00  PM,19.948,,,,
98,06/28/22 12:30:00  PM,19.377,,,,
99,06/28/22 01:00:00  PM,20.138,,,,
100,06/28/22 01:30:00  PM,20.901,,,,
101,06/28/22 02:00:00  PM,21.282,,,,
102,06/28/22 02:30:00  PM,19.948,,,,
103,06/28/22 03:00:00  PM,20.138,,,,
104,06/28/22 03:30:00  PM,15.664,,,,
105,06/28/22 04:00:00  PM,14.325,,,,
106,06/28/22 04:30:00  PM,16.427,,,,
107,06/28/22 05:00:00  PM,17.950,,,,
108,06/28/22 05:30:00  PM,17.189,,,,
109,06/28/22 06:00:00  PM,17.094,,,,
110,06/28/22 06:30:00  PM,21.091,,,,
111,06/28/22 07:00:00  PM,22.812,,,,
112,06/28/22 07:30:00  PM,24.545,,,,
113,06/28/22 08:00:00  PM,22.429,,,,
114,06/28/22 08:30:00  PM,18.331,,,,
115,06/28/22 09:00:00  PM,14.804,,,,
116,06/28/22 09:30:00  PM,13.365,,,,
117,06/28/22 10:00:00  PM,14.134,,,,
118,06/28/22 10:30:00  PM,13.654,,,,
119,06/28/22 11:00:00  PM,12.883,,,,
120,06/28/22 11:30:00  PM,12.110,,,,
121,06/29/22 12:00:00  AM,10.357,,,,
122,06/29/22 12:30:00  AM,9.077,,,,
123,06/29/22 01:00:00  AM,8.879,,,,
124,06/29/22 01:30:00  AM,7.280,,,,
125,06/29/22 02:00:00  AM,8.182,,,,
126,06/29/22 02:30:00  AM,8.382,,,,
127,06/29/22 03:00:00  AM,8.978,,,,
128,06/29/22 03:30:00  AM,8.481,,,,
129,06/29/22 04:00:00  AM,8.082,,,,
130,06/29/22 04:30:00  AM,9.077,,,,
131,06/29/22 05:00:00  AM,9.176,,,,
132,06/29/22 05:30:00  AM,10.259,,,,
133,06/29/22 06:00:00  AM,10.651,,,,
134,06/29/22 06:30:00  AM,11.041,,,,
135,06/29/22 07:00:00  AM,12.304,,,,
136,06/29/22 07:30:00  AM,13.461,,,,
137,06/29/22 08:00:00  AM,14.230,,,,
138,06/29/22 08:30:00  AM,19.948,,,,
139,06/29/22 09:00:00  AM,23.773,,,,
140,06/29/22 09:30:00  AM,18.236,,,,
141,06/29/22 10:00:00  AM,17.379,,,,
142,06/29/22 10:30:00  AM,13.942,,,,
143,06/29/22 11:00:00  AM,13.461,,,,
144,06/29/22 11:30:00  AM,12.980,,,,
145,06/29/22 12:00:00  PM,13.461,,,,
146,06/29/22 12:30:00  PM,13.942,,,,
147,06/29/22 01:00:00  PM,14.421,,,,
148,06/29/22 01:30:00  PM,15.187,,,,
149,06/29/22 02:00:00  PM,14.996,,,,
150,06/29/22 02:30:00  PM,16.903,,,,
151,06/29/22 03:00:00  PM,16.808,,,,
152,06/29/22 03:30:00  PM,16.332,,,,
153,06/29/22 04:00:00  PM,15.951,,,,
154,06/29/22 04:30:00  PM,16.046,,,,
155,06/29/22 05:00:00  PM,16.903,,,,
156,06/29/22 05:30:00  PM,16.903,,,,
157,06/29/22 06:00:00  PM,16.999,,,,
158,06/29/22 06:30:00  PM,19.853,,,,
159,06/29/22 07:00:00  PM,23.100,,,,
160,06/29/22 07:30:00  PM,23.292,,,,
161,06/29/22 08:00:00  PM,23.773,,,,
162,06/29/22 08:30:00  PM,22.525,,,,
163,06/29/22 09:00:00  PM,18.236,,,,
164,06/29/22 09:30:00  PM,17.950,,,,
165,06/29/22 10:00:00  PM,16.903,,,,
166,06/29/22 10:30:00  PM,14.134,,,,
167,06/29/22 11:00:00  PM,12.497,,,,
168,06/29/22 11:30:00  PM,10.748,,,,
169,06/30/22 12:00:00  AM,9.866,,,,
170,06/30/22 12:30:00  AM,8.182,,,,
171,06/30/22 01:00:00  AM,7.582,,,,
172,06/30/22 01:30:00  AM,7.280,,,,
173,06/30/22 02:00:00  AM,6.978,,,,
174,06/30/22 02:30:00  AM,6.978,,,,
175,06/30/22 03:00:00  AM,6.978,,,,
176,06/30/22 03:30:00  AM,6.166,,,,
177,06/30/22 04:00:00  AM,6.674,,,,
178,06/30/22 04:30:00  AM,6.775,,,,
179,06/30/22 05:00:00  AM,6.978,,,,
180,06/30/22 05:30:00  AM,7.481,,,,
181,06/30/22 06:00:00  AM,8.581,,,,
182,06/30/22 06:30:00  AM,9.077,,,,
183,06/30/22 07:00:00  AM,8.978,,,,
184,06/30/22 07:30:00  AM,10.063,,,,
185,06/30/22 08:00:00  AM,10.161,,,,
186,06/30/22 08:30:00  AM,17.284,,,,
187,06/30/22 09:00:00  AM,19.662,,,,
188,06/30/22 09:30:00  AM,21.091,,,,
189,06/30/22 10:00:00  AM,19.092,,,,
190,06/30/22 10:30:00  AM,18.236,,,,
191,06/30/22 11:00:00  AM,17.284,,,,
192,06/30/22 11:30:00  AM,16.141,,,,
193,06/30/22 12:00:00  PM,16.046,,,,
194,06/30/22 12:30:00  PM,17.379,,,,
195,06/30/22 01:00:00  PM,16.523,,,,
196,06/30/22 01:30:00  PM,16.808,,,,
197,06/30/22 02:00:00  PM,16.999,,,,
198,06/30/22 02:30:00  PM,17.570,,,,
199,06/30/22 03:00:00  PM,16.999,,,,
200,06/30/22 03:30:00  PM,17.760,,,,
201,06/30/22 04:00:00  PM,18.521,,,,
202,06/30/22 04:30:00  PM,19.472,,,,
203,06/30/22 05:00:00  PM,18.996,,,,
204,06/30/22 05:30:00  PM,20.138,,,,
205,06/30/22 06:00:00  PM,22.429,,,,
206,06/30/22 06:30:00  PM,24.641,,,,
207,06/30/22 07:00:00  PM,25.125,,,,
208,06/30/22 07:30:00  PM,26.488,,,,
209,06/30/22 08:00:00  PM,22.908,,,,
210,06/30/22 08:30:00  PM,17.284,,,,
211,06/30/22 09:00:00  PM,8.382,,,,
212,06/30/22 09:30:00  PM,13.558,,,,
213,06/30/22 10:00:00  PM,14.996,,,,
214,06/30/22 10:30:00  PM,9.472,,,,
215,06/30/22 11:00:00  PM,7.983,,,,
216,06/30/22 11:30:00  PM,7.582,,,,
217,07/01/22 12:00:00  AM,6.978,,,,
218,07/01/22 12:30:00  AM,5.962,,,,
219,07/01/22 01:00:00  AM,5.552,,,,
220,07/01/22 01:30:00  AM,5.450,,,,
221,07/01/22 02:00:00  AM,5.962,,,,
222,07/01/22 02:30:00  AM,6.064,,,,
223,07/01/22 03:00:00  AM,7.381,,,,
224,07/01/22 03:30:00  AM,7.381,,,,
225,07/01/22 04:00:00  AM,6.877,,,,
226,07/01/22 04:30:00  AM,6.674,,,,
227,07/01/22 05:00:00  AM,6.674,,,,
228,07/01/22 05:30:00  AM,7.179,,,,
229,07/01/22 06:00:00  AM,7.179,,,,
230,07/01/22 06:30:00  AM,6.674,,,,
231,07/01/22 07:00:00  AM,8.879,,,,
232,07/01/22 07:30:00  AM,8.978,,,,
233,07/01/22 08:00:00  AM,9.176,,,,
234,07/01/22 08:30:00  AM,9.176,,,,
235,07/01/22 09:00:00  AM,10.357,,,,
236,07/01/22 09:30:00  AM,17.379,,,,
237,07/01/22 10:00:00  AM,16.808,,,,
238,07/01/22 10:30:00  AM,14.230,,,,
239,07/01/22 11:00:00  AM,10.944,,,,
240,07/01/22 11:30:00  AM,9.373,,,,
241,07/01/22 12:00:00  PM,9.176,,,,
242,07/01/22 12:30:00  PM,11.041,,,,
243,07/01/22 01:00:00  PM,12.594,,,,
244,07/01/22 01:30:00  PM,13.269,,,,
245,07/01/22 02:00:00  PM,11.625,,,,
246,07/01/22 02:30:00  PM,11.431,,,,
247,07/01/22 03:00:00  PM,12.594,,,,
248,07/01/22 03:30:00  PM,11.916,,,,
249,07/01/22 04:00:00  PM,8.680,,,,
250,07/01/22 04:30:00  PM,7.381,,,,
251,07/01/22 05:00:00  PM,7.280,,,,
252,07/01/22 05:30:00  PM,7.882,,,,
253,07/01/22 06:00:00  PM,8.182,,,,
254,07/01/22 06:30:00  PM,7.882,,,,
255,07/01/22 07:00:00  PM,7.381,,,,
256,07/01/22 07:30:00  PM,6.674,,,,
257,07/01/22 08:00:00  PM,6.268,,,,
258,07/01/22 08:30:00  PM,5.655,,,,
259,07/01/22 09:00:00  PM,5.962,,,,
260,07/01/22 09:30:00  PM,5.962,,,,
261,07/01/22 10:00:00  PM,6.268,,,,
262,07/01/22 10:30:00  PM,5.347,,,,
263,07/01/22 11:00:00  PM,5.962,,,,
264,07/01/22 11:30:00  PM,5.141,,,,
265,07/02/22 12:00:00  AM,5.757,,,,
266,07/02/22 12:30:00  AM,6.573,,,,
267,07/02/22 01:00:00  AM,4.727,,,,
268,07/02/22 01:30:00  AM,5.347,,,,
269,07/02/22 02:00:00  AM,5.037,,,,
270,07/02/22 02:30:00  AM,4.311,,,,
271,07/02/22 03:00:00  AM,5.347,,,,
272,07/02/22 03:30:00  AM,4.831,,,,
273,07/02/22 04:00:00  AM,5.962,,,,
274,07/02/22 04:30:00  AM,6.674,,,,
275,07/02/22 05:00:00  AM,6.775,,,,
276,07/02/22 05:30:00  AM,6.674,,,,
277,07/02/22 06:00:00  AM,6.877,,,,
278,07/02/22 06:30:00  AM,5.244,,,,
279,07/02/22 07:00:00  AM,5.757,,,,
280,07/02/22 07:30:00  AM,6.268,,,,
281,07/02/22 08:00:00  AM,7.682,,,,
282,07/02/22 08:30:00  AM,6.978,,,,
283,07/02/22 09:00:00  AM,7.782,,,,
284,07/02/22 09:30:00  AM,9.669,,,,
285,07/02/22 10:00:00  AM,9.077,,,,
286,07/02/22 10:30:00  AM,9.669,,,,
287,07/02/22 11:00:00  AM,10.651,,,,
288,07/02/22 11:30:00  AM,11.625,,,,
289,07/02/22 12:00:00  PM,12.401,,,,
290,07/02/22 12:30:00  PM,12.497,,,,
291,07/02/22 01:00:00  PM,11.722,,,,
292,07/02/22 01:30:00  PM,12.207,,,,
293,07/02/22 02:00:00  PM,11.819,,,,
294,07/02/22 02:30:00  PM,13.461,,,,
295,07/02/22 03:00:00  PM,11.139,,,,
296,07/02/22 03:30:00  PM,11.431,,,,
297,07/02/22 04:00:00  PM,11.334,,,,
298,07/02/22 04:30:00  PM,11.431,,,,
299,07/02/22 05:00:00  PM,9.275,,,,
300,07/02/22 05:30:00  PM,10.063,,,,
301,07/02/22 06:00:00  PM,8.382,,,,
302,07/02/22 06:30:00  PM,9.866,,,,
303,07/02/22 07:00:00  PM,8.581,,,,
304,07/02/22 07:30:00  PM,8.382,,,,
305,07/02/22 08:00:00  PM,8.382,,,,
306,07/02/22 08:30:00  PM,7.079,,,,
307,07/02/22 09:00:00  PM,7.481,,,,
308,07/02/22 09:30:00  PM,7.079,,,,
309,07/02/22 10:00:00  PM,6.573,,,,
310,07/02/22 10:30:00  PM,6.370,,,,
311,07/02/22 11:00:00  PM,5.655,,,,
312,07/02/22 11:30:00  PM,6.268,,,,
313,07/03/22 12:00:00  AM,6.166,,,,
314,07/03/22 12:30:00  AM,6.166,,,,
315,07/03/22 01:00:00  AM,5.655,,,,
316,07/03/22 01:30:00  AM,5.860,,,,
317,07/03/22 02:00:00  AM,5.962,,,,
318,07/03/22 02:30:00  AM,5.450,,,,
319,07/03/22 03:00:00  AM,4.831,,,,
320,07/03/22 03:30:00  AM,4.519,,,,
321,07/03/22 04:00:00  AM,5.141,,,,
322,07/03/22 04:30:00  AM,5.141,,,,
323,07/03/22 05:00:00  AM,4.623,,,,
324,07/03/22 05:30:00  AM,4.934,,,,
325,07/03/22 06:00:00  AM,5.347,,,,
326,07/03/22 06:30:00  AM,5.860,,,,
327,07/03/22 07:00:00  AM,6.775,,,,
328,07/03/22 07:30:00  AM,7.381,,,,
329,07/03/22 08:00:00  AM,7.079,,,,
330,07/03/22 08:30:00  AM,7.682,,,,
331,07/03/22 09:00:00  AM,7.682,,,,
332,07/03/22 09:30:00  AM,6.674,,,,
333,07/03/22 10:00:00  AM,7.481,,,,
334,07/03/22 10:30:00  AM,7.682,,,,
335,07/03/22 11:00:00  AM,7.582,,,,
336,07/03/22 11:30:00  AM,7.381,,,,
337,07/03/22 12:00:00  PM,7.280,,,,
338,07/03/22 12:30:00  PM,8.082,,,,
339,07/03/22 01:00:00  PM,8.182,,,,
340,07/03/22 01:30:00  PM,7.682,,,,
341,07/03/22 02:00:00  PM,7.782,,,,
342,07/03/22 02:30:00  PM,6.268,,,,
343,07/03/22 03:00:00  PM,6.775,,,,
344,07/03/22 03:30:00  PM,7.079,,,,
345,07/03/22 04:00:00  PM,6.268,,,,
346,07/03/22 04:30:00  PM,5.347,,,,
347,07/03/22 05:00:00  PM,5.860,,,,
348,07/03/22 05:30:00  PM,5.141,,,,
349,07/03/22 06:00:00  PM,4.934,,,,
350,07/03/22 06:30:00  PM,5.037,,,,
351,07/03/22 07:00:00  PM,5.450,,,,
352,07/03/22 07:30:00  PM,5.347,,,,
353,07/03/22 08:00:00  PM,4.831,,,,
354,07/03/22 08:30:00  PM,4.831,,,,
355,07/03/22 09:00:00  PM,4.102,,,,
356,07/03/22 09:30:00  PM,3.683,,,,
357,07/03/22 10:00:00  PM,3.261,,,,
358,07/03/22 10:30:00  PM,2.943,,,,
359,07/03/22 11:00:00  PM,2.943,,,,
360,07/03/22 11:30:00  PM,3.472,,,,
361,07/04/22 12:00:00  AM,3.049,,,,
362,07/04/22 12:30:00  AM,3.261,,,,
363,07/04/22 01:00:00  AM,3.683,,,,
364,07/04/22 01:30:00  AM,3.788,,,,
365,07/04/22 02:00:00  AM,4.311,,,,
366,07/04/22 02:30:00  AM,4.311,,,,
367,07/04/22 03:00:00  AM,4.519,,,,
368,07/04/22 03:30:00  AM,4.415,,,,
369,07/04/22 04:00:00  AM,3.893,,,,
370,07/04/22 04:30:00  AM,4.311,,,,
371,07/04/22 05:00:00  AM,4.623,,,,
372,07/04/22 05:30:00  AM,4.623,,,,
373,07/04/22 06:00:00  AM,4.727,,,,
374,07/04/22 06:30:00  AM,5.141,,,,
375,07/04/22 07:00:00  AM,5.655,,,,
376,07/04/22 07:30:00  AM,6.573,,,,
377,07/04/22 08:00:00  AM,6.877,,,,
378,07/04/22 08:30:00  AM,7.882,,,,
379,07/04/22 09:00:00  AM,10.455,,,,
380,07/04/22 09:30:00  AM,12.497,,,,
381,07/04/22 10:00:00  AM,11.625,,,,
382,07/04/22 10:30:00  AM,13.076,,,,
383,07/04/22 11:00:00  AM,12.110,,,,
384,07/04/22 11:30:00  AM,12.207,,,,
385,07/04/22 12:00:00  PM,12.401,,,,
386,07/04/22 12:30:00  PM,12.594,,,,
387,07/04/22 01:00:00  PM,12.690,,,,
388,07/04/22 01:30:00  PM,12.787,,,,
389,07/04/22 02:00:00  PM,13.076,,,,
390,07/04/22 02:30:00  PM,13.846,,,,
391,07/04/22 03:00:00  PM,13.750,,,,
392,07/04/22 03:30:00  PM,13.942,,,,
393,07/04/22 04:00:00  PM,13.173,,,,
394,07/04/22 04:30:00  PM,13.173,,,,
395,07/04/22 05:00:00  PM,13.076,,,,
396,07/04/22 05:30:00  PM,16.713,,,,
397,07/04/22 06:00:00  PM,18.996,,,,
398,07/04/22 06:30:00  PM,21.951,,,,
399,07/04/22 07:00:00  PM,21.664,,,,
400,07/04/22 07:30:00  PM,18.996,,,,
401,07/04/22 08:00:00  PM,11.528,,,,
402,07/04/22 08:30:00  PM,12.980,,,,
403,07/04/22 09:00:00  PM,11.431,,,,
404,07/04/22 09:30:00  PM,9.768,,,,
405,07/04/22 10:00:00  PM,9.965,,,,
406,07/04/22 10:30:00  PM,6.471,,,,
407,07/04/22 11:00:00  PM,7.782,,,,
408,07/04/22 11:30:00  PM,8.082,,,,
409,07/05/22 12:00:00  AM,6.064,,,,
410,07/05/22 12:30:00  AM,6.064,,,,
411,07/05/22 01:00:00  AM,4.519,,,,
412,07/05/22 01:30:00  AM,4.102,,,,
413,07/05/22 02:00:00  AM,4.519,,,,
414,07/05/22 02:30:00  AM,4.934,,,,
415,07/05/22 03:00:00  AM,5.860,,,,
416,07/05/22 03:30:00  AM,6.064,,,,
417,07/05/22 04:00:00  AM,6.370,,,,
418,07/05/22 04:30:00  AM,5.141,,,,
419,07/05/22 05:00:00  AM,5.860,,,,
420,07/05/22 05:30:00  AM,7.179,,,,
421,07/05/22 06:00:00  AM,7.079,,,,
422,07/05/22 06:30:00  AM,6.978,,,,
423,07/05/22 07:00:00  AM,7.582,,,,
424,07/05/22 07:30:00  AM,7.782,,,,
425,07/05/22 08:00:00  AM,8.879,,,,
426,07/05/22 08:30:00  AM,13.558,,,,
427,07/05/22 09:00:00  AM,19.092,,,,
428,07/05/22 09:30:00  AM,20.234,,,,
429,07/05/22 10:00:00  AM,16.523,,,,
430,07/05/22 10:30:00  AM,15.664,,,,
431,07/05/22 11:00:00  AM,14.230,,,,
432,07/05/22 11:30:00  AM,14.517,,,,
433,07/05/22 12:00:00  PM,13.365,,,,
434,07/05/22 12:30:00  PM,14.517,,,,
435,07/05/22 01:00:00  PM,14.230,,,,
436,07/05/22 01:30:00  PM,12.980,,,,
437,07/05/22 02:00:00  PM,15.473,,,,
438,07/05/22 02:30:00  PM,15.091,,,,
439,07/05/22 03:00:00  PM,16.903,,,,
440,07/05/22 03:30:00  PM,17.189,,,,
441,07/05/22 04:00:00  PM,12.110,,,,
442,07/05/22 04:30:00  PM,14.134,,,,
443,07/05/22 05:00:00  PM,12.013,,,,
444,07/05/22 05:30:00  PM,11.819,,,,
445,07/05/22 06:00:00  PM,12.401,,,,
446,07/05/22 06:30:00  PM,9.669,,,,
447,07/05/22 07:00:00  PM,8.879,,,,
448,07/05/22 07:30:00  PM,7.481,,,,
449,07/05/22 08:00:00  PM,8.182,,,,
450,07/05/22 08:30:00  PM,7.079,,,,
451,07/05/22 09:00:00  PM,7.481,,,,
452,07/05/22 09:30:00  PM,7.079,,,,
453,07/05/22 10:00:00  PM,6.268,,,,
454,07/05/22 10:30:00  PM,6.268,,,,
455,07/05/22 11:00:00  PM,7.079,,,,
456,07/05/22 11:30:00  PM,5.552,,,,
457,07/06/22 12:00:00  AM,6.268,,,,
458,07/06/22 12:30:00  AM,6.064,,,,
459,07/06/22 01:00:00  AM,6.471,,,,
460,07/06/22 01:30:00  AM,7.079,,,,
461,07/06/22 02:00:00  AM,7.280,,,,
462,07/06/22 02:30:00  AM,6.674,,,,
463,07/06/22 03:00:00  AM,7.280,,,,
464,07/06/22 03:30:00  AM,7.682,,,,
465,07/06/22 04:00:00  AM,7.280,,,,
466,07/06/22 04:30:00  AM,6.573,,,,
467,07/06/22 05:00:00  AM,7.079,,,,
468,07/06/22 05:30:00  AM,6.166,,,,
469,07/06/22 06:00:00  AM,4.934,,,,
470,07/06/22 06:30:00  AM,4.102,,,,
471,07/06/22 07:00:00  AM,4.102,,,,
472,07/06/22 07:30:00  AM,4.102,,,,
473,07/06/22 08:00:00  AM,4.831,,,,
474,07/06/22 08:30:00  AM,6.064,,,,
475,07/06/22 09:00:00  AM,5.450,,,,
476,07/06/22 09:30:00  AM,6.166,,,,
477,07/06/22 10:00:00  AM,6.978,,,,
478,07/06/22 10:30:00  AM,7.381,,,,
479,07/06/22 11:00:00  AM,8.082,,,,
480,07/06/22 11:30:00  AM,7.179,,,,
481,07/06/22 12:00:00  PM,7.481,,,,
482,07/06/22 12:30:00  PM,7.179,,,,
483,07/06/22 01:00:00  PM,6.775,,,,
484,07/06/22 01:30:00  PM,6.775,,,,
485,07/06/22 02:00:00  PM,7.179,,,,
486,07/06/22 02:30:00  PM,8.182,,,,
487,07/06/22 03:00:00  PM,9.077,,,,
488,07/06/22 03:30:00  PM,9.275,,,,
489,07/06/22 04:00:00  PM,9.176,,,,
490,07/06/22 04:30:00  PM,8.282,,,,
491,07/06/22 05:00:00  PM,7.983,,,,
492,07/06/22 05:30:00  PM,7.882,,,,
493,07/06/22 06:00:00  PM,8.082,,,,
494,07/06/22 06:30:00  PM,7.582,,,,
495,07/06/22 07:00:00  PM,7.983,,,,
496,07/06/22 07:30:00  PM,8.282,,,,
497,07/06/22 08:00:00  PM,7.882,,,,
498,07/06/22 08:30:00  PM,8.182,,,,
499,07/06/22 09:00:00  PM,6.674,,,,
500,07/06/22 09:30:00  PM,6.573,,,,
501,07/06/22 10:00:00  PM,5.757,,,,
502,07/06/22 10:30:00  PM,5.552,,,,
503,07/06/22 11:00:00  PM,5.655,,,,
504,07/06/22 11:30:00  PM,5.244,,,,
505,07/07/22 12:00:00  AM,5.757,,,,
506,07/07/22 12:30:00  AM,5.244,,,,
507,07/07/22 01:00:00  AM,5.552,,,,
508,07/07/22 01:30:00  AM,5.860,,,,
509,07/07/22 02:00:00  AM,5.552,,,,
510,07/07/22 02:30:00  AM,6.166,,,,
511,07/07/22 03:00:00  AM,6.775,,,,
512,07/07/22 03:30:00  AM,6.268,,,,
513,07/07/22 04:00:00  AM,6.471,,,,
514,07/07/22 04:30:00  AM,6.674,,,,
515,07/07/22 05:00:00  AM,5.552,,,,
516,07/07/22 05:30:00  AM,6.268,,,,
517,07/07/22 06:00:00  AM,6.268,,,,
518,07/07/22 06:30:00  AM,6.978,,,,
519,07/07/22 07:00:00  AM,6.877,,,,
520,07/07/22 07:30:00  AM,7.582,,,,
521,07/07/22 08:00:00  AM,8.680,,,,
522,07/07/22 08:30:00  AM,12.690,,,,
523,07/07/22 09:00:00  AM,18.711,,,,
524,07/07/22 09:30:00  AM,19.853,,,,
525,07/07/22 10:00:00  AM,14.134,,,,
526,07/07/22 10:30:00  AM,12.690,,,,
527,07/07/22 11:00:00  AM,12.690,,,,
528,07/07/22 11:30:00  AM,12.207,,,,
529,07/07/22 12:00:00  PM,13.269,,,,
530,07/07/22 12:30:00  PM,14.325,,,,
531,07/07/22 01:00:00  PM,15.091,,,,
532,07/07/22 01:30:00  PM,15.378,,,,
533,07/07/22 02:00:00  PM,15.378,,,,
534,07/07/22 02:30:00  PM,16.046,,,,
535,07/07/22 03:00:00  PM,15.282,,,,
536,07/07/22 03:30:00  PM,14.134,,,,
537,07/07/22 04:00:00  PM,15.951,,,,
538,07/07/22 04:30:00  PM,16.141,,,,
539,07/07/22 05:00:00  PM,15.760,,,,
540,07/07/22 05:30:00  PM,18.521,,,,
541,07/07/22 06:00:00  PM,21.282,,,,
542,07/07/22 06:30:00  PM,24.835,,,,
543,07/07/22 07:00:00  PM,20.996,,,,
544,07/07/22 07:30:00  PM,23.100,,,,
545,07/07/22 08:00:00  PM,21.378,,,,
546,07/07/22 08:30:00  PM,17.570,,,,
547,07/07/22 09:00:00  PM,16.332,,,,
