"Plot Title: MEAD_1C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20462554, SEN S/N: 20462554)","Coupler Attached (LGR S/N: 20462554)","Host Connected (LGR S/N: 20462554)","Stopped (LGR S/N: 20462554)","End Of File (LGR S/N: 20462554)"
1,06/30/22 02:00:00  PM,20.805,,,,
2,06/30/22 02:30:00  PM,20.901,,,,
3,06/30/22 03:00:00  PM,19.853,,,,
4,06/30/22 03:30:00  PM,19.758,,,,
5,06/30/22 04:00:00  PM,19.187,,,,
6,06/30/22 04:30:00  PM,20.519,,,,
7,06/30/22 05:00:00  PM,19.567,,,,
8,06/30/22 05:30:00  PM,18.331,,,,
9,06/30/22 06:00:00  PM,17.760,,,,
10,06/30/22 06:30:00  PM,17.760,,,,
11,06/30/22 07:00:00  PM,16.141,,,,
12,06/30/22 07:30:00  PM,15.855,,,,
13,06/30/22 08:00:00  PM,15.282,,,,
14,06/30/22 08:30:00  PM,13.750,,,,
15,06/30/22 09:00:00  PM,5.860,,,,
16,06/30/22 09:30:00  PM,9.373,,,,
17,06/30/22 10:00:00  PM,13.173,,,,
18,06/30/22 10:30:00  PM,8.182,,,,
19,06/30/22 11:00:00  PM,6.674,,,,
20,06/30/22 11:30:00  PM,6.978,,,,
21,07/01/22 12:00:00  AM,6.166,,,,
22,07/01/22 12:30:00  AM,5.450,,,,
23,07/01/22 01:00:00  AM,4.831,,,,
24,07/01/22 01:30:00  AM,5.244,,,,
25,07/01/22 02:00:00  AM,5.860,,,,
26,07/01/22 02:30:00  AM,6.674,,,,
27,07/01/22 03:00:00  AM,9.571,,,,
28,07/01/22 03:30:00  AM,9.965,,,,
29,07/01/22 04:00:00  AM,8.481,,,,
30,07/01/22 04:30:00  AM,7.280,,,,
31,07/01/22 05:00:00  AM,7.280,,,,
32,07/01/22 05:30:00  AM,7.682,,,,
33,07/01/22 06:00:00  AM,8.082,,,,
34,07/01/22 06:30:00  AM,6.978,,,,
35,07/01/22 07:00:00  AM,11.139,,,,
36,07/01/22 07:30:00  AM,10.944,,,,
37,07/01/22 08:00:00  AM,11.431,,,,
38,07/01/22 08:30:00  AM,11.431,,,,
39,07/01/22 09:00:00  AM,11.819,,,,
40,07/01/22 09:30:00  AM,17.760,,,,
41,07/01/22 10:00:00  AM,18.616,,,,
42,07/01/22 10:30:00  AM,21.091,,,,
43,07/01/22 11:00:00  AM,16.046,,,,
44,07/01/22 11:30:00  AM,13.846,,,,
45,07/01/22 12:00:00  PM,14.038,,,,
46,07/01/22 12:30:00  PM,13.942,,,,
47,07/01/22 01:00:00  PM,17.665,,,,
48,07/01/22 01:30:00  PM,19.662,,,,
49,07/01/22 02:00:00  PM,16.808,,,,
50,07/01/22 02:30:00  PM,15.091,,,,
51,07/01/22 03:00:00  PM,14.996,,,,
52,07/01/22 03:30:00  PM,13.558,,,,
53,07/01/22 04:00:00  PM,10.161,,,,
54,07/01/22 04:30:00  PM,8.779,,,,
55,07/01/22 05:00:00  PM,8.182,,,,
56,07/01/22 05:30:00  PM,8.282,,,,
57,07/01/22 06:00:00  PM,8.581,,,,
58,07/01/22 06:30:00  PM,7.983,,,,
59,07/01/22 07:00:00  PM,7.280,,,,
60,07/01/22 07:30:00  PM,6.877,,,,
61,07/01/22 08:00:00  PM,6.370,,,,
62,07/01/22 08:30:00  PM,5.141,,,,
63,07/01/22 09:00:00  PM,5.962,,,,
64,07/01/22 09:30:00  PM,5.757,,,,
65,07/01/22 10:00:00  PM,6.166,,,,
66,07/01/22 10:30:00  PM,5.347,,,,
67,07/01/22 11:00:00  PM,5.757,,,,
68,07/01/22 11:30:00  PM,4.727,,,,
69,07/02/22 12:00:00  AM,6.064,,,,
70,07/02/22 12:30:00  AM,6.978,,,,
71,07/02/22 01:00:00  AM,4.831,,,,
72,07/02/22 01:30:00  AM,5.347,,,,
73,07/02/22 02:00:00  AM,4.831,,,,
74,07/02/22 02:30:00  AM,4.311,,,,
75,07/02/22 03:00:00  AM,6.166,,,,
76,07/02/22 03:30:00  AM,6.268,,,,
77,07/02/22 04:00:00  AM,6.775,,,,
78,07/02/22 04:30:00  AM,7.481,,,,
79,07/02/22 05:00:00  AM,7.983,,,,
80,07/02/22 05:30:00  AM,7.682,,,,
81,07/02/22 06:00:00  AM,7.983,,,,
82,07/02/22 06:30:00  AM,5.552,,,,
83,07/02/22 07:00:00  AM,6.268,,,,
84,07/02/22 07:30:00  AM,6.573,,,,
85,07/02/22 08:00:00  AM,8.581,,,,
86,07/02/22 08:30:00  AM,7.882,,,,
87,07/02/22 09:00:00  AM,9.669,,,,
88,07/02/22 09:30:00  AM,12.304,,,,
89,07/02/22 10:00:00  AM,12.497,,,,
90,07/02/22 10:30:00  AM,14.421,,,,
91,07/02/22 11:00:00  AM,15.664,,,,
92,07/02/22 11:30:00  AM,16.237,,,,
93,07/02/22 12:00:00  PM,16.618,,,,
94,07/02/22 12:30:00  PM,16.523,,,,
95,07/02/22 01:00:00  PM,14.709,,,,
96,07/02/22 01:30:00  PM,14.996,,,,
97,07/02/22 02:00:00  PM,14.709,,,,
98,07/02/22 02:30:00  PM,16.618,,,,
99,07/02/22 03:00:00  PM,12.980,,,,
100,07/02/22 03:30:00  PM,14.230,,,,
101,07/02/22 04:00:00  PM,13.654,,,,
102,07/02/22 04:30:00  PM,13.654,,,,
103,07/02/22 05:00:00  PM,11.528,,,,
104,07/02/22 05:30:00  PM,12.304,,,,
105,07/02/22 06:00:00  PM,9.373,,,,
106,07/02/22 06:30:00  PM,10.846,,,,
107,07/02/22 07:00:00  PM,9.373,,,,
108,07/02/22 07:30:00  PM,9.077,,,,
109,07/02/22 08:00:00  PM,9.275,,,,
110,07/02/22 08:30:00  PM,7.381,,,,
111,07/02/22 09:00:00  PM,7.983,,,,
112,07/02/22 09:30:00  PM,7.381,,,,
113,07/02/22 10:00:00  PM,7.079,,,,
114,07/02/22 10:30:00  PM,6.370,,,,
115,07/02/22 11:00:00  PM,6.166,,,,
116,07/02/22 11:30:00  PM,6.471,,,,
117,07/03/22 12:00:00  AM,6.064,,,,
118,07/03/22 12:30:00  AM,6.064,,,,
119,07/03/22 01:00:00  AM,5.244,,,,
120,07/03/22 01:30:00  AM,5.757,,,,
121,07/03/22 02:00:00  AM,6.268,,,,
122,07/03/22 02:30:00  AM,5.037,,,,
123,07/03/22 03:00:00  AM,4.831,,,,
124,07/03/22 03:30:00  AM,4.102,,,,
125,07/03/22 04:00:00  AM,4.831,,,,
126,07/03/22 04:30:00  AM,4.934,,,,
127,07/03/22 05:00:00  AM,4.207,,,,
128,07/03/22 05:30:00  AM,4.727,,,,
129,07/03/22 06:00:00  AM,5.552,,,,
130,07/03/22 06:30:00  AM,6.268,,,,
131,07/03/22 07:00:00  AM,7.582,,,,
132,07/03/22 07:30:00  AM,9.472,,,,
133,07/03/22 08:00:00  AM,8.182,,,,
134,07/03/22 08:30:00  AM,8.581,,,,
135,07/03/22 09:00:00  AM,8.879,,,,
136,07/03/22 09:30:00  AM,7.481,,,,
137,07/03/22 10:00:00  AM,8.382,,,,
138,07/03/22 10:30:00  AM,9.571,,,,
139,07/03/22 11:00:00  AM,9.866,,,,
140,07/03/22 11:30:00  AM,9.275,,,,
141,07/03/22 12:00:00  PM,9.275,,,,
142,07/03/22 12:30:00  PM,9.077,,,,
143,07/03/22 01:00:00  PM,9.077,,,,
144,07/03/22 01:30:00  PM,8.581,,,,
145,07/03/22 02:00:00  PM,8.581,,,,
146,07/03/22 02:30:00  PM,7.179,,,,
147,07/03/22 03:00:00  PM,7.983,,,,
148,07/03/22 03:30:00  PM,8.282,,,,
149,07/03/22 04:00:00  PM,7.280,,,,
150,07/03/22 04:30:00  PM,6.978,,,,
151,07/03/22 05:00:00  PM,6.978,,,,
152,07/03/22 05:30:00  PM,6.978,,,,
153,07/03/22 06:00:00  PM,5.962,,,,
154,07/03/22 06:30:00  PM,5.655,,,,
155,07/03/22 07:00:00  PM,6.370,,,,
156,07/03/22 07:30:00  PM,5.552,,,,
157,07/03/22 08:00:00  PM,4.623,,,,
158,07/03/22 08:30:00  PM,4.727,,,,
159,07/03/22 09:00:00  PM,4.831,,,,
160,07/03/22 09:30:00  PM,3.998,,,,
161,07/03/22 10:00:00  PM,3.788,,,,
162,07/03/22 10:30:00  PM,3.155,,,,
163,07/03/22 11:00:00  PM,2.730,,,,
164,07/03/22 11:30:00  PM,3.261,,,,
165,07/04/22 12:00:00  AM,3.367,,,,
