"Plot Title: MEAD_11C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10139951, SEN S/N: 10139951, LBL: 10cm_air_CO2)","Coupler Attached (LGR S/N: 10139951)","Host Connected (LGR S/N: 10139951)","Stopped (LGR S/N: 10139951)","End Of File (LGR S/N: 10139951)"
122,07/01/22 08:15:00  PM,4.934,,,,
123,07/01/22 08:30:00  PM,4.519,,,,
124,07/01/22 08:45:00  PM,4.623,,,,
125,07/01/22 09:00:00  PM,5.037,,,,
126,07/01/22 09:15:00  PM,5.141,,,,
127,07/01/22 09:30:00  PM,5.037,,,,
128,07/01/22 09:45:00  PM,5.141,,,,
129,07/01/22 10:00:00  PM,5.347,,,,
130,07/01/22 10:15:00  PM,4.727,,,,
131,07/01/22 10:30:00  PM,4.727,,,,
132,07/01/22 10:45:00  PM,4.727,,,,
133,07/01/22 11:00:00  PM,4.831,,,,
134,07/01/22 11:15:00  PM,5.037,,,,
135,07/01/22 11:30:00  PM,4.311,,,,
136,07/01/22 11:45:00  PM,4.102,,,,
137,07/02/22 12:00:00  AM,4.623,,,,
138,07/02/22 12:15:00  AM,5.757,,,,
139,07/02/22 12:30:00  AM,5.757,,,,
140,07/02/22 12:45:00  AM,6.166,,,,
141,07/02/22 01:00:00  AM,4.415,,,,
142,07/02/22 01:15:00  AM,4.207,,,,
143,07/02/22 01:30:00  AM,4.415,,,,
144,07/02/22 01:45:00  AM,4.207,,,,
145,07/02/22 02:00:00  AM,4.102,,,,
146,07/02/22 02:15:00  AM,4.207,,,,
147,07/02/22 02:30:00  AM,3.998,,,,
148,07/02/22 02:45:00  AM,4.207,,,,
149,07/02/22 03:00:00  AM,4.934,,,,
150,07/02/22 03:15:00  AM,5.655,,,,
151,07/02/22 03:30:00  AM,5.450,,,,
152,07/02/22 03:45:00  AM,5.450,,,,
153,07/02/22 04:00:00  AM,5.655,,,,
154,07/02/22 04:15:00  AM,6.064,,,,
155,07/02/22 04:30:00  AM,6.166,,,,
156,07/02/22 04:45:00  AM,6.064,,,,
157,07/02/22 05:00:00  AM,6.471,,,,
158,07/02/22 05:15:00  AM,6.775,,,,
159,07/02/22 05:30:00  AM,6.573,,,,
160,07/02/22 05:45:00  AM,6.775,,,,
161,07/02/22 06:00:00  AM,6.877,,,,
162,07/02/22 06:15:00  AM,5.860,,,,
163,07/02/22 06:30:00  AM,5.037,,,,
164,07/02/22 06:45:00  AM,5.141,,,,
165,07/02/22 07:00:00  AM,5.450,,,,
166,07/02/22 07:15:00  AM,5.141,,,,
167,07/02/22 07:30:00  AM,5.552,,,,
168,07/02/22 07:45:00  AM,6.370,,,,
169,07/02/22 08:00:00  AM,7.079,,,,
170,07/02/22 08:15:00  AM,6.573,,,,
171,07/02/22 08:30:00  AM,6.674,,,,
172,07/02/22 08:45:00  AM,6.775,,,,
173,07/02/22 09:00:00  AM,7.582,,,,
174,07/02/22 09:15:00  AM,8.581,,,,
175,07/02/22 09:30:00  AM,9.669,,,,
176,07/02/22 09:45:00  AM,10.161,,,,
177,07/02/22 10:00:00  AM,10.455,,,,
178,07/02/22 10:15:00  AM,10.455,,,,
