"Plot Title: MEAD_8T"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20548180, SEN S/N: 20548180)","Good Battery (LGR S/N: 20548180)","Coupler Attached (LGR S/N: 20548180)","Host Connected (LGR S/N: 20548180)","Stopped (LGR S/N: 20548180)","End Of File (LGR S/N: 20548180)"
1,06/30/22 02:00:00  PM,20.424,Logged,,,,
2,06/30/22 02:15:00  PM,19.187,,,,,
3,06/30/22 02:30:00  PM,19.472,,,,,
4,06/30/22 02:45:00  PM,18.426,,,,,
5,06/30/22 03:00:00  PM,18.140,,,,,
6,06/30/22 03:15:00  PM,18.806,,,,,
7,06/30/22 03:30:00  PM,19.853,,,,,
8,06/30/22 03:45:00  PM,19.758,,,,,
9,06/30/22 04:00:00  PM,18.901,,,,,
10,06/30/22 04:15:00  PM,20.901,,,,,
11,06/30/22 04:30:00  PM,22.142,,,,,
12,06/30/22 04:45:00  PM,22.812,,,,,
13,06/30/22 05:00:00  PM,22.429,,,,,
14,06/30/22 05:15:00  PM,22.046,,,,,
15,06/30/22 05:30:00  PM,21.569,,,,,
16,06/30/22 05:45:00  PM,21.378,,,,,
17,06/30/22 06:00:00  PM,21.091,,,,,
18,06/30/22 06:15:00  PM,20.424,,,,,
19,06/30/22 06:30:00  PM,20.329,,,,,
20,06/30/22 06:45:00  PM,20.329,,,,,
21,06/30/22 07:00:00  PM,20.043,,,,,
22,06/30/22 07:15:00  PM,18.996,,,,,
23,06/30/22 07:30:00  PM,18.045,,,,,
24,06/30/22 07:45:00  PM,15.569,,,,,
25,06/30/22 08:00:00  PM,13.654,,,,,
26,06/30/22 08:15:00  PM,12.013,,,,,
27,06/30/22 08:30:00  PM,12.594,,,,,
28,06/30/22 08:45:00  PM,9.866,,,,,
29,06/30/22 09:00:00  PM,7.782,,,,,
30,06/30/22 09:15:00  PM,7.481,,,,,
31,06/30/22 09:30:00  PM,9.176,,,,,
32,06/30/22 09:45:00  PM,10.944,,,,,
33,06/30/22 10:00:00  PM,12.110,,,,,
34,06/30/22 10:15:00  PM,9.768,,,,,
35,06/30/22 10:30:00  PM,9.176,,,,,
36,06/30/22 10:45:00  PM,8.581,,,,,
37,06/30/22 11:00:00  PM,7.882,,,,,
38,06/30/22 11:15:00  PM,7.983,,,,,
39,06/30/22 11:30:00  PM,8.082,,,,,
40,06/30/22 11:45:00  PM,7.882,,,,,
