"Plot Title: MEAD_2C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20443999, SEN S/N: 20443999)","Coupler Attached (LGR S/N: 20443999)","Host Connected (LGR S/N: 20443999)","Stopped (LGR S/N: 20443999)","End Of File (LGR S/N: 20443999)"
1,06/30/22 02:00:00  PM,18.901,,,,
2,06/30/22 02:15:00  PM,18.331,,,,
3,06/30/22 02:30:00  PM,18.140,,,,
4,06/30/22 02:45:00  PM,16.713,,,,
5,06/30/22 03:00:00  PM,15.282,,,,
6,06/30/22 03:15:00  PM,15.569,,,,
7,06/30/22 03:30:00  PM,17.475,,,,
8,06/30/22 03:45:00  PM,17.094,,,,
9,06/30/22 04:00:00  PM,15.760,,,,
10,06/30/22 04:15:00  PM,16.808,,,,
11,06/30/22 04:30:00  PM,17.760,,,,
12,06/30/22 04:45:00  PM,17.665,,,,
13,06/30/22 05:00:00  PM,16.046,,,,
14,06/30/22 05:15:00  PM,15.473,,,,
15,06/30/22 05:30:00  PM,15.664,,,,
16,06/30/22 05:45:00  PM,15.187,,,,
17,06/30/22 06:00:00  PM,15.569,,,,
18,06/30/22 06:15:00  PM,14.996,,,,
19,06/30/22 06:30:00  PM,14.900,,,,
20,06/30/22 06:45:00  PM,14.517,,,,
21,06/30/22 07:00:00  PM,13.558,,,,
22,06/30/22 07:15:00  PM,12.401,,,,
23,06/30/22 07:30:00  PM,13.076,,,,
24,06/30/22 07:45:00  PM,12.013,,,,
25,06/30/22 08:00:00  PM,11.528,,,,
26,06/30/22 08:15:00  PM,10.748,,,,
27,06/30/22 08:30:00  PM,10.553,,,,
28,06/30/22 08:45:00  PM,6.978,,,,
29,06/30/22 09:00:00  PM,5.347,,,,
30,06/30/22 09:15:00  PM,5.347,,,,
31,06/30/22 09:30:00  PM,8.282,,,,
32,06/30/22 09:45:00  PM,10.357,,,,
33,06/30/22 10:00:00  PM,11.139,,,,
34,06/30/22 10:15:00  PM,7.983,,,,
35,06/30/22 10:30:00  PM,7.280,,,,
36,06/30/22 10:45:00  PM,6.166,,,,
37,06/30/22 11:00:00  PM,6.166,,,,
38,06/30/22 11:15:00  PM,7.179,,,,
39,06/30/22 11:30:00  PM,5.860,,,,
40,06/30/22 11:45:00  PM,5.552,,,,
41,07/01/22 12:00:00  AM,5.450,,,,
42,07/01/22 12:15:00  AM,5.037,,,,
43,07/01/22 12:30:00  AM,4.727,,,,
44,07/01/22 12:45:00  AM,4.207,,,,
45,07/01/22 01:00:00  AM,4.102,,,,
46,07/01/22 01:15:00  AM,3.788,,,,
47,07/01/22 01:30:00  AM,4.207,,,,
48,07/01/22 01:45:00  AM,4.415,,,,
49,07/01/22 02:00:00  AM,4.727,,,,
50,07/01/22 02:15:00  AM,4.727,,,,
51,07/01/22 02:30:00  AM,4.831,,,,
52,07/01/22 02:45:00  AM,5.552,,,,
53,07/01/22 03:00:00  AM,6.877,,,,
54,07/01/22 03:15:00  AM,7.280,,,,
55,07/01/22 03:30:00  AM,6.674,,,,
56,07/01/22 03:45:00  AM,6.166,,,,
57,07/01/22 04:00:00  AM,6.370,,,,
58,07/01/22 04:15:00  AM,6.166,,,,
59,07/01/22 04:30:00  AM,5.757,,,,
60,07/01/22 04:45:00  AM,5.860,,,,
61,07/01/22 05:00:00  AM,5.655,,,,
62,07/01/22 05:15:00  AM,5.962,,,,
63,07/01/22 05:30:00  AM,6.064,,,,
64,07/01/22 05:45:00  AM,5.860,,,,
65,07/01/22 06:00:00  AM,5.962,,,,
66,07/01/22 06:15:00  AM,4.934,,,,
67,07/01/22 06:30:00  AM,5.141,,,,
68,07/01/22 06:45:00  AM,6.064,,,,
69,07/01/22 07:00:00  AM,7.782,,,,
70,07/01/22 07:15:00  AM,8.978,,,,
71,07/01/22 07:30:00  AM,7.381,,,,
72,07/01/22 07:45:00  AM,7.381,,,,
73,07/01/22 08:00:00  AM,7.682,,,,
74,07/01/22 08:15:00  AM,7.782,,,,
75,07/01/22 08:30:00  AM,8.082,,,,
76,07/01/22 08:45:00  AM,9.669,,,,
77,07/01/22 09:00:00  AM,8.680,,,,
78,07/01/22 09:15:00  AM,10.063,,,,
79,07/01/22 09:30:00  AM,12.787,,,,
80,07/01/22 09:45:00  AM,13.750,,,,
81,07/01/22 10:00:00  AM,12.787,,,,
82,07/01/22 10:15:00  AM,14.134,,,,
83,07/01/22 10:30:00  AM,13.173,,,,
84,07/01/22 10:45:00  AM,11.916,,,,
85,07/01/22 11:00:00  AM,9.571,,,,
86,07/01/22 11:15:00  AM,8.879,,,,
87,07/01/22 11:30:00  AM,8.680,,,,
88,07/01/22 11:45:00  AM,8.978,,,,
89,07/01/22 12:00:00  PM,8.680,,,,
90,07/01/22 12:15:00  PM,7.882,,,,
91,07/01/22 12:30:00  PM,9.472,,,,
92,07/01/22 12:45:00  PM,11.722,,,,
93,07/01/22 01:00:00  PM,11.819,,,,
94,07/01/22 01:15:00  PM,11.625,,,,
95,07/01/22 01:30:00  PM,12.594,,,,
96,07/01/22 01:45:00  PM,10.944,,,,
97,07/01/22 02:00:00  PM,10.455,,,,
98,07/01/22 02:15:00  PM,9.669,,,,
