"Plot Title: IRGA_LightMeasure"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20553056, SEN S/N: 20553056)","Intensity, Lux (LGR S/N: 20553056, SEN S/N: 20553056)","Coupler Attached (LGR S/N: 20553056)","Host Connected (LGR S/N: 20553056)","Stopped (LGR S/N: 20553056)","End Of File (LGR S/N: 20553056)"
1,07/08/22 10:00:00  AM,20.901,21.5,,,,
2,07/08/22 10:00:30  AM,20.901,430.6,,,,
3,07/08/22 10:01:00  AM,20.901,538.2,,,,
4,07/08/22 10:01:30  AM,20.996,376.7,,,,
5,07/08/22 10:02:00  AM,20.996,107.6,,,,
6,07/08/22 10:02:30  AM,20.996,322.9,,,,
7,07/08/22 10:03:00  AM,20.996,570.5,,,,
8,07/08/22 10:03:30  AM,20.996,699.7,,,,
9,07/08/22 10:04:00  AM,20.996,2497.2,,,,
10,07/08/22 10:04:30  AM,21.091,1022.6,,,,
11,07/08/22 10:05:00  AM,21.282,129.2,,,,
12,07/08/22 10:05:30  AM,21.282,236.8,,,,
13,07/08/22 10:06:00  AM,21.282,742.7,,,,
14,07/08/22 10:06:30  AM,21.282,721.2,,,,
15,07/08/22 10:07:00  AM,21.378,721.2,,,,
16,07/08/22 10:07:30  AM,21.282,107.6,,,,
17,07/08/22 10:08:00  AM,21.282,764.2,,,,
18,07/08/22 10:08:30  AM,21.187,10.8,,,,
19,07/08/22 10:09:00  AM,21.091,10.8,,,,
20,07/08/22 10:09:30  AM,20.996,1119.5,,,,
21,07/08/22 10:10:00  AM,20.901,150.7,,,,
22,07/08/22 10:10:30  AM,20.805,236.8,,,,
23,07/08/22 10:11:00  AM,20.805,882.6,,,,
24,07/08/22 10:11:30  AM,20.805,462.9,,,,
25,07/08/22 10:12:00  AM,20.805,904.2,,,,
26,07/08/22 10:12:30  AM,20.805,452.1,,,,
27,07/08/22 10:13:00  AM,20.710,850.4,,,,
28,07/08/22 10:13:30  AM,20.710,807.3,,,,
29,07/08/22 10:14:00  AM,20.710,32.3,,,,
30,07/08/22 10:14:30  AM,20.710,592.0,,,,
31,07/08/22 10:15:00  AM,20.710,549.0,,,,
32,07/08/22 10:15:30  AM,20.710,473.6,,,,
33,07/08/22 10:16:00  AM,20.710,290.6,,,,
34,07/08/22 10:16:30  AM,20.615,667.4,,,,
35,07/08/22 10:17:00  AM,20.615,570.5,,,,
36,07/08/22 10:17:30  AM,20.519,409.0,,,,
37,07/08/22 10:18:00  AM,20.519,226.0,,,,
38,07/08/22 10:18:30  AM,20.424,818.1,,,,
39,07/08/22 10:19:00  AM,20.519,710.4,,,,
40,07/08/22 10:19:30  AM,20.424,1097.9,,,,
41,07/08/22 10:20:00  AM,20.519,764.2,,,,
42,07/08/22 10:20:30  AM,20.424,290.6,,,,
43,07/08/22 10:21:00  AM,20.329,312.2,,,,
44,07/08/22 10:21:30  AM,20.234,344.4,,,,
45,07/08/22 10:22:00  AM,20.138,279.9,,,,
46,07/08/22 10:22:30  AM,20.043,635.1,,,,
47,07/08/22 10:23:00  AM,20.043,1550.0,,,,
48,07/08/22 10:23:30  AM,20.138,398.3,,,,
49,07/08/22 10:24:00  AM,20.234,1280.9,,,,
50,07/08/22 10:24:30  AM,20.329,1550.0,,,,
51,07/08/22 10:25:00  AM,20.424,495.1,,,,
52,07/08/22 10:25:30  AM,20.519,1119.5,,,,
53,07/08/22 10:26:00  AM,20.615,645.8,,,,
54,07/08/22 10:26:30  AM,20.805,850.4,,,,
55,07/08/22 10:27:00  AM,20.996,376.7,,,,
56,07/08/22 10:27:30  AM,21.187,387.5,,,,
57,07/08/22 10:28:00  AM,21.282,1636.1,,,,
58,07/08/22 10:28:30  AM,21.378,721.2,,,,
59,07/08/22 10:29:00  AM,21.473,409.0,,,,
60,07/08/22 10:29:30  AM,21.378,387.5,,,,
61,07/08/22 10:30:00  AM,21.378,753.5,,,,
62,07/08/22 10:30:30  AM,21.378,398.3,,,,
63,07/08/22 10:31:00  AM,21.378,366.0,,,,
64,07/08/22 10:31:30  AM,21.378,484.4,,,,
65,07/08/22 10:32:00  AM,21.378,452.1,,,,
66,07/08/22 10:32:30  AM,21.473,613.5,,,,
67,07/08/22 10:33:00  AM,21.569,1227.1,,,,
68,07/08/22 10:33:30  AM,21.760,1108.7,,,,
69,07/08/22 10:34:00  AM,22.046,452.1,,,,
70,07/08/22 10:34:30  AM,22.429,1097.9,,,,
71,07/08/22 10:35:00  AM,22.717,322.9,,,,
72,07/08/22 10:35:30  AM,23.004,592.0,,,,
73,07/08/22 10:36:00  AM,23.292,753.5,,,,
74,07/08/22 10:36:30  AM,23.773,785.8,,,,
75,07/08/22 10:37:00  AM,24.351,828.8,,,,
76,07/08/22 10:37:30  AM,24.931,1173.3,,,,
77,07/08/22 10:38:00  AM,25.513,796.5,,,,
78,07/08/22 10:38:30  AM,26.097,1130.2,,,,
79,07/08/22 10:39:00  AM,26.683,678.1,,,,
80,07/08/22 10:39:30  AM,27.272,1550.0,,,,
81,07/08/22 10:40:00  AM,27.567,366.0,,,,
82,07/08/22 10:40:30  AM,27.665,409.0,,,,
83,07/08/22 10:41:00  AM,27.665,1108.7,,,,
84,07/08/22 10:41:30  AM,27.468,1722.2,,,,
85,07/08/22 10:42:00  AM,27.272,269.1,,,,
86,07/08/22 10:42:30  AM,27.075,344.4,,,,
87,07/08/22 10:43:00  AM,26.977,376.7,,,,
88,07/08/22 10:43:30  AM,26.781,462.9,,,,
89,07/08/22 10:44:00  AM,26.683,753.5,,,,
90,07/08/22 10:44:30  AM,26.488,409.0,,,,
91,07/08/22 10:45:00  AM,26.390,355.2,,,,
92,07/08/22 10:45:30  AM,26.292,226.0,,,,
93,07/08/22 10:46:00  AM,26.292,10.8,,,,
94,07/08/22 10:46:30  AM,26.585,656.6,,,,
95,07/08/22 10:47:00  AM,26.977,2152.8,,,,
96,07/08/22 10:47:30  AM,27.173,2238.9,,,,
97,07/08/22 10:48:00  AM,27.370,968.8,,,,
98,07/08/22 10:48:30  AM,27.764,74400.5,,,,
99,07/08/22 10:49:00  AM,27.272,82667.2,,,,
100,07/08/22 10:49:30  AM,26.488,85422.8,,,,
101,07/08/22 10:50:00  AM,25.610,85422.8,,,,
102,07/08/22 10:50:30  AM,24.738,85422.8,,,,
103,07/08/22 10:51:00  AM,23.966,82667.2,,,,
104,07/08/22 10:51:30  AM,23.004,5511.1,,,,
105,07/08/22 10:52:00  AM,22.717,2755.6,,,,
106,07/08/22 10:52:30  AM,22.908,10333.4,,,,
107,07/08/22 10:53:00  AM,22.812,0.0,,,,
108,07/08/22 10:53:30  AM,22.429,0.0,,,,
109,07/08/22 10:54:00  AM,22.142,0.0,,,,
110,07/08/22 10:54:30  AM,21.951,0.0,,,,
111,07/08/22 10:55:00  AM,21.951,10333.4,,,,
112,07/08/22 10:55:30  AM,22.142,16533.4,,,,
113,07/08/22 10:56:00  AM,22.333,2583.4,,,,
114,07/08/22 10:56:30  AM,22.333,4305.6,,,,
