"Plot Title: IRGA_LightMeasure"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20553056, SEN S/N: 20553056)","Intensity, Lux (LGR S/N: 20553056, SEN S/N: 20553056)","Good Battery (LGR S/N: 20553056)","Coupler Attached (LGR S/N: 20553056)","Host Connected (LGR S/N: 20553056)","Stopped (LGR S/N: 20553056)","End Of File (LGR S/N: 20553056)"
428,07/07/22 07:33:30  PM,17.855,301.4,,,,,
429,07/07/22 07:34:00  PM,17.855,1184.0,,,,,
430,07/07/22 07:34:30  PM,18.045,592.0,,,,,
431,07/07/22 07:35:00  PM,18.140,193.8,,,,,
432,07/07/22 07:35:30  PM,18.045,204.5,,,,,
433,07/07/22 07:36:00  PM,18.140,936.5,,,,,
434,07/07/22 07:36:30  PM,18.140,678.1,,,,,
435,07/07/22 07:37:00  PM,18.236,161.5,,,,,
436,07/07/22 07:37:30  PM,18.331,258.3,,,,,
437,07/07/22 07:38:00  PM,18.426,409.0,,,,,
438,07/07/22 07:38:30  PM,18.331,258.3,,,,,
439,07/07/22 07:39:00  PM,18.331,301.4,,,,,
440,07/07/22 07:39:30  PM,18.236,236.8,,,,,
441,07/07/22 07:40:00  PM,18.140,355.2,,,,,
442,07/07/22 07:40:30  PM,18.045,1011.8,,,,,
443,07/07/22 07:41:00  PM,17.950,226.0,,,,,
444,07/07/22 07:41:30  PM,17.950,2497.2,,,,,
445,07/07/22 07:42:00  PM,17.950,667.4,,,,,
446,07/07/22 07:42:30  PM,18.045,667.4,,,,,
447,07/07/22 07:43:00  PM,18.045,64.6,,,,,
448,07/07/22 07:43:30  PM,18.045,0.0,,,,,
449,07/07/22 07:44:00  PM,18.045,0.0,,,,,
450,07/07/22 07:44:30  PM,18.140,0.0,,,,,
451,07/07/22 07:45:00  PM,18.236,0.0,,,,,
452,07/07/22 07:45:30  PM,18.331,0.0,,,,,
453,07/07/22 07:46:00  PM,18.426,0.0,,,,,
454,07/07/22 07:46:30  PM,18.426,0.0,,,,,
455,07/07/22 07:47:00  PM,18.521,0.0,,,,,
456,07/07/22 07:47:30  PM,18.616,0.0,,,,,
457,07/07/22 07:48:00  PM,18.616,0.0,,,,,
458,07/07/22 07:48:30  PM,18.711,0.0,,,,,
459,07/07/22 07:49:00  PM,18.711,0.0,,,,,
460,07/07/22 07:49:30  PM,18.711,0.0,,,,,
461,07/07/22 07:50:00  PM,18.806,0.0,,,,,
462,07/07/22 07:50:30  PM,18.806,0.0,,,,,
463,07/07/22 07:51:00  PM,18.806,0.0,,,,,
464,07/07/22 07:51:30  PM,18.996,2066.7,,,,,
465,07/07/22 07:52:00  PM,19.187,2325.0,,,,,
466,07/07/22 07:52:30  PM,19.472,2152.8,,,,,
467,07/07/22 07:53:00  PM,19.472,430.6,,,,,
468,07/07/22 07:53:30  PM,19.567,387.5,,,,,
469,07/07/22 07:54:00  PM,19.662,2497.2,,,,,
470,07/07/22 07:54:30  PM,20.043,2497.2,,,,,
471,07/07/22 07:55:00  PM,20.234,0.0,,,,,
472,07/07/22 07:55:30  PM,20.424,0.0,,,,,
473,07/07/22 07:56:00  PM,20.519,0.0,,,,,
474,07/07/22 07:56:30  PM,20.710,0.0,,,,,
475,07/07/22 07:57:00  PM,20.805,0.0,,,,,
476,07/07/22 07:57:30  PM,20.901,0.0,,,,,
477,07/07/22 07:58:00  PM,20.996,0.0,,,,,
478,07/07/22 07:58:30  PM,21.091,570.5,,,,,
479,07/07/22 07:59:00  PM,21.187,1001.0,,,,,
480,07/07/22 07:59:30  PM,21.187,0.0,,,,,
481,07/07/22 08:00:00  PM,21.282,0.0,,,,,
482,07/07/22 08:00:30  PM,21.282,0.0,,,,,
483,07/07/22 08:01:00  PM,21.378,0.0,,,,,
484,07/07/22 08:01:30  PM,21.473,0.0,,,,,
485,07/07/22 08:02:00  PM,21.569,0.0,,,,,
486,07/07/22 08:02:30  PM,21.664,0.0,,,,,
487,07/07/22 08:03:00  PM,21.760,0.0,,,,,
488,07/07/22 08:03:30  PM,21.855,0.0,,,,,
489,07/07/22 08:04:00  PM,21.951,0.0,,,,,
490,07/07/22 08:04:30  PM,21.951,0.0,,,,,
491,07/07/22 08:05:00  PM,22.046,0.0,,,,,
492,07/07/22 08:05:30  PM,22.142,0.0,,,,,
493,07/07/22 08:06:00  PM,22.142,0.0,,,,,
494,07/07/22 08:06:30  PM,22.238,0.0,,,,,
495,07/07/22 08:07:00  PM,22.238,0.0,,,,,
496,07/07/22 08:07:30  PM,22.333,0.0,,,,,
497,07/07/22 08:08:00  PM,22.333,0.0,,,,,
498,07/07/22 08:08:30  PM,22.429,0.0,,,,,
499,07/07/22 08:09:00  PM,22.429,0.0,,,,,
500,07/07/22 08:09:30  PM,22.525,0.0,,,,,
501,07/07/22 08:10:00  PM,22.525,0.0,,,,,
502,07/07/22 08:10:30  PM,22.621,0.0,,,,,
503,07/07/22 08:11:00  PM,22.621,0.0,,,,,
504,07/07/22 08:11:30  PM,22.621,0.0,,,,,
505,07/07/22 08:12:00  PM,22.717,0.0,,,,,
506,07/07/22 08:12:30  PM,22.717,0.0,,,,,
507,07/07/22 08:13:00  PM,22.812,0.0,,,,,
508,07/07/22 08:13:30  PM,22.812,0.0,,,,,
509,07/07/22 08:14:00  PM,22.908,0.0,,,,,
510,07/07/22 08:14:30  PM,22.908,0.0,,,,,
511,07/07/22 08:15:00  PM,23.004,0.0,,,,,
512,07/07/22 08:15:30  PM,23.004,0.0,,,,,
513,07/07/22 08:16:00  PM,23.100,0.0,,,,,
514,07/07/22 08:16:30  PM,23.100,0.0,,,,,
515,07/07/22 08:17:00  PM,23.196,1722.2,,,,,
516,07/07/22 08:17:30  PM,23.388,1722.2,,,,,
517,07/07/22 08:18:00  PM,23.773,2066.7,,,,,
518,07/07/22 08:18:30  PM,24.255,2066.7,,,,,
519,07/07/22 08:19:00  PM,24.641,1463.9,,,,,
520,07/07/22 08:19:30  PM,25.222,1894.5,,,,,
521,07/07/22 08:20:00  PM,25.708,1980.6,,,,,
522,07/07/22 08:20:30  PM,26.097,1722.2,,,,,
523,07/07/22 08:21:00  PM,26.292,1237.9,,,,,
524,07/07/22 08:21:30  PM,26.390,1259.4,,,,,
525,07/07/22 08:22:00  PM,26.585,1377.8,,,,,
526,07/07/22 08:22:30  PM,26.781,1636.1,,,,,
527,07/07/22 08:23:00  PM,26.977,1722.2,,,,,
528,07/07/22 08:23:30  PM,27.272,1463.9,,,,,
529,07/07/22 08:24:00  PM,27.468,1463.9,,,,,
530,07/07/22 08:24:30  PM,27.764,1463.9,,,,,
531,07/07/22 08:25:00  PM,27.862,1550.0,,,,,
532,07/07/22 08:25:30  PM,28.060,1550.0,,,,,
533,07/07/22 08:26:00  PM,28.159,1636.1,,,,,
534,07/07/22 08:26:30  PM,28.258,1636.1,,,,,
535,07/07/22 08:27:00  PM,28.456,1377.8,,,,,
536,07/07/22 08:27:30  PM,28.555,1377.8,,,,,
537,07/07/22 08:28:00  PM,28.555,1087.2,,,,,
538,07/07/22 08:28:30  PM,28.655,1377.8,,,,,
539,07/07/22 08:29:00  PM,28.754,1463.9,,,,,
540,07/07/22 08:29:30  PM,28.754,1324.0,,,,,
541,07/07/22 08:30:00  PM,28.754,1194.8,,,,,
542,07/07/22 08:30:30  PM,28.853,1216.3,,,,,
543,07/07/22 08:31:00  PM,28.953,1119.5,,,,,
544,07/07/22 08:31:30  PM,28.953,1377.8,,,,,
545,07/07/22 08:32:00  PM,29.053,1463.9,,,,,
546,07/07/22 08:32:30  PM,29.152,1550.0,,,,,
547,07/07/22 08:33:00  PM,29.352,1550.0,,,,,
548,07/07/22 08:33:30  PM,29.452,1550.0,,,,,
549,07/07/22 08:34:00  PM,29.652,1550.0,,,,,
550,07/07/22 08:34:30  PM,29.853,1550.0,,,,,
551,07/07/22 08:35:00  PM,29.953,1550.0,,,,,
552,07/07/22 08:35:30  PM,30.154,1334.7,,,,,
553,07/07/22 08:36:00  PM,30.255,1356.3,,,,,
554,07/07/22 08:36:30  PM,30.356,1377.8,,,,,
555,07/07/22 08:37:00  PM,30.356,1345.5,,,,,
556,07/07/22 08:37:30  PM,30.356,818.1,,,,,
557,07/07/22 08:38:00  PM,30.054,559.7,,,,,
558,07/07/22 08:38:30  PM,29.752,1194.8,,,,,
559,07/07/22 08:39:00  PM,29.452,1184.0,,,,,
560,07/07/22 08:39:30  PM,29.352,1722.2,,,,,
561,07/07/22 08:40:00  PM,29.252,1550.0,,,,,
562,07/07/22 08:40:30  PM,29.252,1550.0,,,,,
563,07/07/22 08:41:00  PM,29.152,1345.5,,,,,
564,07/07/22 08:41:30  PM,29.152,1550.0,,,,,
565,07/07/22 08:42:00  PM,29.053,1550.0,,,,,
566,07/07/22 08:42:30  PM,28.953,2152.8,,,,,
567,07/07/22 08:43:00  PM,28.853,247.6,,,,,
568,07/07/22 08:43:30  PM,28.655,333.7,,,,,
569,07/07/22 08:44:00  PM,28.357,193.8,,,,,
570,07/07/22 08:44:30  PM,27.961,301.4,,,,,
571,07/07/22 08:45:00  PM,27.468,247.6,,,,,
572,07/07/22 08:45:30  PM,27.075,2755.6,,,,,
573,07/07/22 08:46:00  PM,26.781,344.4,,,,,
574,07/07/22 08:46:30  PM,26.390,1550.0,,,,,
575,07/07/22 08:47:00  PM,26.097,2583.4,,,,,
576,07/07/22 08:47:30  PM,25.708,1119.5,,,,,
577,07/07/22 08:48:00  PM,25.513,2583.4,,,,,
578,07/07/22 08:48:30  PM,25.319,3272.2,,,,,
579,07/07/22 08:49:00  PM,25.028,226.0,,,,,
580,07/07/22 08:49:30  PM,24.738,279.9,,,,,
581,07/07/22 08:50:00  PM,24.448,269.1,,,,,
582,07/07/22 08:50:30  PM,24.158,1980.6,,,,,
583,07/07/22 08:51:00  PM,23.869,2066.7,,,,,
584,07/07/22 08:51:30  PM,23.677,226.0,,,,,
585,07/07/22 08:52:00  PM,23.484,290.6,,,,,
586,07/07/22 08:52:30  PM,23.388,1894.5,,,,,
587,07/07/22 08:53:00  PM,23.292,1367.0,,,,,
588,07/07/22 08:53:30  PM,23.196,204.5,,,,,
589,07/07/22 08:54:00  PM,23.004,226.0,,,,,
590,07/07/22 08:54:30  PM,22.717,236.8,,,,,
591,07/07/22 08:55:00  PM,22.621,3272.2,,,,,
592,07/07/22 08:55:30  PM,22.621,2325.0,,,,,
593,07/07/22 08:56:00  PM,22.621,183.0,,,,,
594,07/07/22 08:56:30  PM,22.525,484.4,,,,,
595,07/07/22 08:57:00  PM,22.525,1022.6,,,,,
596,07/07/22 08:57:30  PM,22.429,2755.6,,,,,
597,07/07/22 08:58:00  PM,22.333,828.8,,,,,
598,07/07/22 08:58:30  PM,22.238,2927.8,,,,,
599,07/07/22 08:59:00  PM,22.238,2583.4,,,,,
600,07/07/22 08:59:30  PM,22.238,236.8,,,,,
601,07/07/22 09:00:00  PM,22.238,3616.7,,,,,
602,07/07/22 09:00:30  PM,22.142,1722.2,,,,,
603,07/07/22 09:01:00  PM,22.142,355.2,,,,,
604,07/07/22 09:01:30  PM,21.951,0.0,,,,,
605,07/07/22 09:02:00  PM,22.046,0.0,,,,,
606,07/07/22 09:02:30  PM,22.046,0.0,,,,,
607,07/07/22 09:03:00  PM,22.238,0.0,,,,,
608,07/07/22 09:03:30  PM,22.333,0.0,,,,,
609,07/07/22 09:04:00  PM,22.525,0.0,,,,,
610,07/07/22 09:04:30  PM,22.621,0.0,,,,,
611,07/07/22 09:05:00  PM,22.812,0.0,,,,,
612,07/07/22 09:05:30  PM,23.004,0.0,,,,,
613,07/07/22 09:06:00  PM,23.100,0.0,,,,,
614,07/07/22 09:06:30  PM,23.292,0.0,,,,,
615,07/07/22 09:07:00  PM,23.388,0.0,,,,,
616,07/07/22 09:07:30  PM,23.581,0.0,,,,,
617,07/07/22 09:08:00  PM,23.677,0.0,,,,,
618,07/07/22 09:08:30  PM,23.773,0.0,,,,,
619,07/07/22 09:09:00  PM,23.966,0.0,,,,,
620,07/07/22 09:09:30  PM,24.062,0.0,,,,,
621,07/07/22 09:10:00  PM,24.158,0.0,,,,,
622,07/07/22 09:10:30  PM,24.255,0.0,,,,,
623,07/07/22 09:11:00  PM,24.351,0.0,,,,,
624,07/07/22 09:11:30  PM,24.448,0.0,,,,,
625,07/07/22 09:12:00  PM,24.545,0.0,,,,,
626,07/07/22 09:12:30  PM,24.641,0.0,,,,,
627,07/07/22 09:13:00  PM,24.738,0.0,,,,,
628,07/07/22 09:13:30  PM,24.835,0.0,,,,,
629,07/07/22 09:14:00  PM,24.931,0.0,,,,,
630,07/07/22 09:14:30  PM,25.028,0.0,,,,,
631,07/07/22 09:15:00  PM,25.125,0.0,,,,,
632,07/07/22 09:15:30  PM,25.125,0.0,,,,,
633,07/07/22 09:16:00  PM,25.222,0.0,,,,,
634,07/07/22 09:16:30  PM,25.319,0.0,,,,,
635,07/07/22 09:17:00  PM,25.416,0.0,,,,,
636,07/07/22 09:17:30  PM,25.416,0.0,,,,,
637,07/07/22 09:18:00  PM,25.513,0.0,,,,,
638,07/07/22 09:18:30  PM,25.610,0.0,,,,,
639,07/07/22 09:19:00  PM,25.610,0.0,,,,,
640,07/07/22 09:19:30  PM,25.708,0.0,,,,,
641,07/07/22 09:20:00  PM,25.708,0.0,,,,,
642,07/07/22 09:20:30  PM,25.805,0.0,,,,,
643,07/07/22 09:21:00  PM,25.805,0.0,,,,,
644,07/07/22 09:21:30  PM,25.805,0.0,,,,,
645,07/07/22 09:22:00  PM,25.902,0.0,,,,,
646,07/07/22 09:22:30  PM,25.902,0.0,,,,,
647,07/07/22 09:23:00  PM,26.000,0.0,,,,,
648,07/07/22 09:23:30  PM,26.000,0.0,,,,,
649,07/07/22 09:24:00  PM,26.000,0.0,,,,,
650,07/07/22 09:24:30  PM,26.000,0.0,,,,,
651,07/07/22 09:25:00  PM,26.097,0.0,,,,,
652,07/07/22 09:25:30  PM,26.097,0.0,,,,,
653,07/07/22 09:26:00  PM,26.097,0.0,,,,,
654,07/07/22 09:26:30  PM,26.195,0.0,,,,,
655,07/07/22 09:27:00  PM,26.195,0.0,,,,,
656,07/07/22 09:27:30  PM,26.195,0.0,,,,,
657,07/07/22 09:28:00  PM,26.195,0.0,,,,,
658,07/07/22 09:28:30  PM,26.195,0.0,,,,,
659,07/07/22 09:29:00  PM,26.292,0.0,,,,,
660,07/07/22 09:29:30  PM,26.292,0.0,,,,,
661,07/07/22 09:30:00  PM,26.292,0.0,,,,,
662,07/07/22 09:30:30  PM,26.292,0.0,,,,,
663,07/07/22 09:31:00  PM,26.390,0.0,,,,,
664,07/07/22 09:31:30  PM,26.390,0.0,,,,,
665,07/07/22 09:32:00  PM,26.390,0.0,,,,,
666,07/07/22 09:32:30  PM,26.390,0.0,,,,,
667,07/07/22 09:33:00  PM,26.390,0.0,,,,,
668,07/07/22 09:33:30  PM,26.488,0.0,,,,,
669,07/07/22 09:34:00  PM,26.488,0.0,,,,,
670,07/07/22 09:34:30  PM,26.488,0.0,,,,,
671,07/07/22 09:35:00  PM,26.488,0.0,,,,,
672,07/07/22 09:35:30  PM,26.488,0.0,,,,,
673,07/07/22 09:36:00  PM,26.488,0.0,,,,,
674,07/07/22 09:36:30  PM,26.488,0.0,,,,,
675,07/07/22 09:37:00  PM,26.488,0.0,,,,,
676,07/07/22 09:37:30  PM,26.390,0.0,,,,,
677,07/07/22 09:38:00  PM,26.390,0.0,,,,,
678,07/07/22 09:38:30  PM,26.390,0.0,,,,,
679,07/07/22 09:39:00  PM,26.390,0.0,,,,,
680,07/07/22 09:39:30  PM,26.390,0.0,,,,,
681,07/07/22 09:40:00  PM,26.292,0.0,,,,,
682,07/07/22 09:40:30  PM,26.292,0.0,,,,,
683,07/07/22 09:41:00  PM,26.292,0.0,,,,,
684,07/07/22 09:41:30  PM,26.292,0.0,,,,,
685,07/07/22 09:42:00  PM,26.292,0.0,,,,,
686,07/07/22 09:42:30  PM,26.195,0.0,,,,,
687,07/07/22 09:43:00  PM,26.195,0.0,,,,,
688,07/07/22 09:43:30  PM,26.195,0.0,,,,,
689,07/07/22 09:44:00  PM,26.195,0.0,,,,,
690,07/07/22 09:44:30  PM,26.195,0.0,,,,,
691,07/07/22 09:45:00  PM,26.195,0.0,,,,,
692,07/07/22 09:45:30  PM,26.097,0.0,,,,,
693,07/07/22 09:46:00  PM,26.097,0.0,,,,,
694,07/07/22 09:46:30  PM,26.097,0.0,,,,,
695,07/07/22 09:47:00  PM,26.097,0.0,,,,,
696,07/07/22 09:47:30  PM,26.097,0.0,,,,,
697,07/07/22 09:48:00  PM,26.097,0.0,,,,,
698,07/07/22 09:48:30  PM,26.097,0.0,,,,,
699,07/07/22 09:49:00  PM,26.097,0.0,,,,,
700,07/07/22 09:49:30  PM,26.097,0.0,,,,,
701,07/07/22 09:50:00  PM,26.000,0.0,,,,,
702,07/07/22 09:50:30  PM,25.902,0.0,,,,,
703,07/07/22 09:51:00  PM,25.805,0.0,,,,,
704,07/07/22 09:51:30  PM,25.805,0.0,,,,,
705,07/07/22 09:52:00  PM,25.708,0.0,,,,,
706,07/07/22 09:52:30  PM,25.610,0.0,,,,,
707,07/07/22 09:53:00  PM,25.513,0.0,,,,,
708,07/07/22 09:53:30  PM,25.513,0.0,,,,,
709,07/07/22 09:54:00  PM,25.416,0.0,,,,,
710,07/07/22 09:54:30  PM,25.319,0.0,,,,,
711,07/07/22 09:55:00  PM,25.222,0.0,,,,,
712,07/07/22 09:55:30  PM,25.125,0.0,,,,,
713,07/07/22 09:56:00  PM,25.028,0.0,,,,,
714,07/07/22 09:56:30  PM,24.931,0.0,,,,,
715,07/07/22 09:57:00  PM,24.835,0.0,,,,,
716,07/07/22 09:57:30  PM,24.738,0.0,,,,,
717,07/07/22 09:58:00  PM,24.738,0.0,,,,,
718,07/07/22 09:58:30  PM,24.641,0.0,,,,,
719,07/07/22 09:59:00  PM,24.545,0.0,,,,,
720,07/07/22 09:59:30  PM,24.448,0.0,,,,,
721,07/07/22 10:00:00  PM,24.351,0.0,,,,,
722,07/07/22 10:00:30  PM,24.351,0.0,,,,,
723,07/07/22 10:01:00  PM,24.255,10.8,,,,,
724,07/07/22 10:01:30  PM,24.158,10.8,,,,,
725,07/07/22 10:02:00  PM,24.158,10.8,,,,,
726,07/07/22 10:02:30  PM,24.062,21.5,,,,,
727,07/07/22 10:03:00  PM,24.062,10.8,,,,,
728,07/07/22 10:03:30  PM,23.966,10.8,,,,,
729,07/07/22 10:04:00  PM,23.966,0.0,,,,,
730,07/07/22 10:04:30  PM,23.966,0.0,,,,,
731,07/07/22 10:05:00  PM,23.869,0.0,,,,,
732,07/07/22 10:05:30  PM,23.869,0.0,,,,,
733,07/07/22 10:06:00  PM,23.869,0.0,,,,,
734,07/07/22 10:06:30  PM,23.773,0.0,,,,,
735,07/07/22 10:07:00  PM,23.773,0.0,,,,,
736,07/07/22 10:07:30  PM,23.773,0.0,,,,,
737,07/07/22 10:08:00  PM,23.773,0.0,,,,,
738,07/07/22 10:08:30  PM,23.677,0.0,,,,,
739,07/07/22 10:09:00  PM,23.677,0.0,,,,,
740,07/07/22 10:09:30  PM,23.677,0.0,,,,,
741,07/07/22 10:10:00  PM,23.581,0.0,,,,,
742,07/07/22 10:10:30  PM,23.581,0.0,,,,,
743,07/07/22 10:11:00  PM,23.581,0.0,,,,,
744,07/07/22 10:11:30  PM,23.581,0.0,,,,,
745,07/07/22 10:12:00  PM,23.581,0.0,,,,,
746,07/07/22 10:12:30  PM,23.581,0.0,,,,,
747,07/07/22 10:13:00  PM,23.581,0.0,,,,,
748,07/07/22 10:13:30  PM,23.677,0.0,,,,,
749,07/07/22 10:14:00  PM,23.677,0.0,,,,,
750,07/07/22 10:14:30  PM,23.773,0.0,,,,,
751,07/07/22 10:15:00  PM,23.869,0.0,,,,,
752,07/07/22 10:15:30  PM,23.869,0.0,,,,,
753,07/07/22 10:16:00  PM,23.966,0.0,,,,,
754,07/07/22 10:16:30  PM,24.062,0.0,,,,,
755,07/07/22 10:17:00  PM,24.062,0.0,,,,,
756,07/07/22 10:17:30  PM,24.158,0.0,,,,,
757,07/07/22 10:18:00  PM,24.255,0.0,,,,,
758,07/07/22 10:18:30  PM,24.351,0.0,,,,,
759,07/07/22 10:19:00  PM,24.448,0.0,,,,,
760,07/07/22 10:19:30  PM,24.448,0.0,,,,,
761,07/07/22 10:20:00  PM,24.448,0.0,,,,,
762,07/07/22 10:20:30  PM,24.545,0.0,,,,,
763,07/07/22 10:21:00  PM,24.545,0.0,,,,,
764,07/07/22 10:21:30  PM,24.448,0.0,,,,,
765,07/07/22 10:22:00  PM,24.448,0.0,,,,,
766,07/07/22 10:22:30  PM,24.448,0.0,,,,,
767,07/07/22 10:23:00  PM,24.545,0.0,,,,,
768,07/07/22 10:23:30  PM,24.641,0.0,,,,,
769,07/07/22 10:24:00  PM,24.835,0.0,,,,,
770,07/07/22 10:24:30  PM,25.028,0.0,,,,,
771,07/07/22 10:25:00  PM,25.222,0.0,,,,,
772,07/07/22 10:25:30  PM,25.416,0.0,,,,,
773,07/07/22 10:26:00  PM,25.708,0.0,,,,,
774,07/07/22 10:26:30  PM,25.902,0.0,,,,,
775,07/07/22 10:27:00  PM,26.097,0.0,,,,,
776,07/07/22 10:27:30  PM,26.195,0.0,,,,,
777,07/07/22 10:28:00  PM,26.390,0.0,,,,,
778,07/07/22 10:28:30  PM,26.488,0.0,,,,,
779,07/07/22 10:29:00  PM,26.585,0.0,,,,,
780,07/07/22 10:29:30  PM,26.683,0.0,,,,,
781,07/07/22 10:30:00  PM,26.781,0.0,,,,,
782,07/07/22 10:30:30  PM,26.879,0.0,,,,,
783,07/07/22 10:31:00  PM,26.879,0.0,,,,,
784,07/07/22 10:31:30  PM,26.977,0.0,,,,,
785,07/07/22 10:32:00  PM,26.977,0.0,,,,,
786,07/07/22 10:32:30  PM,27.075,0.0,,,,,
787,07/07/22 10:33:00  PM,27.075,0.0,,,,,
788,07/07/22 10:33:30  PM,27.075,0.0,,,,,
789,07/07/22 10:34:00  PM,27.075,0.0,,,,,
790,07/07/22 10:34:30  PM,27.075,0.0,,,,,
791,07/07/22 10:35:00  PM,27.173,0.0,,,,,
792,07/07/22 10:35:30  PM,27.173,0.0,,,,,
793,07/07/22 10:36:00  PM,27.173,0.0,,,,,
794,07/07/22 10:36:30  PM,27.173,0.0,,,,,
795,07/07/22 10:37:00  PM,27.173,0.0,,,,,
796,07/07/22 10:37:30  PM,27.272,0.0,,,,,
797,07/07/22 10:38:00  PM,27.272,0.0,,,,,
798,07/07/22 10:38:30  PM,27.370,0.0,,,,,
799,07/07/22 10:39:00  PM,27.370,0.0,,,,,
800,07/07/22 10:39:30  PM,27.370,0.0,,,,,
801,07/07/22 10:40:00  PM,27.468,0.0,,,,,
802,07/07/22 10:40:30  PM,27.468,0.0,,,,,
803,07/07/22 10:41:00  PM,27.468,0.0,,,,,
804,07/07/22 10:41:30  PM,27.468,0.0,,,,,
805,07/07/22 10:42:00  PM,27.567,0.0,,,,,
806,07/07/22 10:42:30  PM,27.567,0.0,,,,,
807,07/07/22 10:43:00  PM,27.567,0.0,,,,,
808,07/07/22 10:43:30  PM,27.665,0.0,,,,,
809,07/07/22 10:44:00  PM,27.665,0.0,,,,,
810,07/07/22 10:44:30  PM,27.665,0.0,,,,,
811,07/07/22 10:45:00  PM,27.665,0.0,,,,,
812,07/07/22 10:45:30  PM,27.567,0.0,,,,,
813,07/07/22 10:46:00  PM,27.567,10.8,,,,,
814,07/07/22 10:46:30  PM,27.468,0.0,,,,,
815,07/07/22 10:47:00  PM,27.272,0.0,,,,,
816,07/07/22 10:47:30  PM,27.075,0.0,,,,,
817,07/07/22 10:48:00  PM,26.879,118.4,,,,,
818,07/07/22 10:48:30  PM,26.585,236.8,,,,,
819,07/07/22 10:49:00  PM,26.195,312.2,,,,,
820,07/07/22 10:49:30  PM,25.708,1463.9,,,,,
821,07/07/22 10:50:00  PM,25.319,0.0,,,,,
822,07/07/22 10:50:30  PM,25.125,10.8,,,,,
823,07/07/22 10:51:00  PM,24.931,21.5,,,,,
824,07/07/22 10:51:30  PM,24.931,0.0,,,,,
825,07/07/22 10:52:00  PM,24.835,0.0,,,,,
826,07/07/22 10:52:30  PM,24.738,75.3,,,,,
827,07/07/22 10:53:00  PM,24.448,150.7,,,,,
828,07/07/22 10:53:30  PM,24.062,1636.1,,,,,
829,07/07/22 10:54:00  PM,23.773,21.5,,,,,
830,07/07/22 10:54:30  PM,23.484,75.3,,,,,
831,07/07/22 10:55:00  PM,23.196,947.2,,,,,
832,07/07/22 10:55:30  PM,23.100,2152.8,,,,,
833,07/07/22 10:56:00  PM,22.908,1808.3,,,,,
834,07/07/22 10:56:30  PM,22.812,1377.8,,,,,
835,07/07/22 10:57:00  PM,22.812,1463.9,,,,,
836,07/07/22 10:57:30  PM,22.812,1980.6,,,,,
837,07/07/22 10:58:00  PM,22.812,2497.2,,,,,
838,07/07/22 10:58:30  PM,22.812,1722.2,,,,,
839,07/07/22 10:59:00  PM,23.004,1808.3,,,,,
840,07/07/22 10:59:30  PM,23.292,1808.3,,,,,
841,07/07/22 11:00:00  PM,23.677,1808.3,,,,,
842,07/07/22 11:00:30  PM,24.158,1722.2,,,,,
843,07/07/22 11:01:00  PM,24.641,1894.5,,,,,
844,07/07/22 11:01:30  PM,25.222,1894.5,,,,,
845,07/07/22 11:02:00  PM,25.708,1894.5,,,,,
846,07/07/22 11:02:30  PM,26.292,1894.5,,,,,
847,07/07/22 11:03:00  PM,26.683,1894.5,,,,,
848,07/07/22 11:03:30  PM,27.075,1808.3,,,,,
849,07/07/22 11:04:00  PM,27.370,1722.2,,,,,
850,07/07/22 11:04:30  PM,27.665,1808.3,,,,,
851,07/07/22 11:05:00  PM,27.961,1808.3,,,,,
852,07/07/22 11:05:30  PM,28.258,1808.3,,,,,
853,07/07/22 11:06:00  PM,28.555,1894.5,,,,,
854,07/07/22 11:06:30  PM,28.655,462.9,,,,,
855,07/07/22 11:07:00  PM,28.754,1270.1,,,,,
856,07/07/22 11:07:30  PM,28.853,1463.9,,,,,
857,07/07/22 11:08:00  PM,29.053,1980.6,,,,,
858,07/07/22 11:08:30  PM,29.252,1894.5,,,,,
859,07/07/22 11:09:00  PM,29.552,1894.5,,,,,
860,07/07/22 11:09:30  PM,29.853,1980.6,,,,,
861,07/07/22 11:10:00  PM,29.953,75.3,,,,,
862,07/07/22 11:10:30  PM,29.953,161.5,,,,,
863,07/07/22 11:11:00  PM,29.953,226.0,,,,,
864,07/07/22 11:11:30  PM,29.953,1722.2,,,,,
865,07/07/22 11:12:00  PM,29.953,1722.2,,,,,
866,07/07/22 11:12:30  PM,30.054,1722.2,,,,,
867,07/07/22 11:13:00  PM,30.154,1808.3,,,,,
868,07/07/22 11:13:30  PM,30.255,1808.3,,,,,
869,07/07/22 11:14:00  PM,30.356,1808.3,,,,,
870,07/07/22 11:14:30  PM,30.558,1808.3,,,,,
871,07/07/22 11:15:00  PM,30.659,1894.5,,,,,
872,07/07/22 11:15:30  PM,30.558,10.8,,,,,
873,07/07/22 11:16:00  PM,30.457,21.5,,,,,
874,07/07/22 11:16:30  PM,30.255,21.5,,,,,
875,07/07/22 11:17:00  PM,30.255,624.3,,,,,
876,07/07/22 11:17:30  PM,30.356,1184.0,,,,,
877,07/07/22 11:18:00  PM,30.457,1636.1,,,,,
878,07/07/22 11:18:30  PM,30.659,1205.6,,,,,
879,07/07/22 11:19:00  PM,30.862,1550.0,,,,,
880,07/07/22 11:19:30  PM,31.064,1550.0,,,,,
881,07/07/22 11:20:00  PM,31.268,1550.0,,,,,
882,07/07/22 11:20:30  PM,31.370,1550.0,,,,,
