"Plot Title: IRGA_LightMeasure"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20553056, SEN S/N: 20553056)","Intensity, Lux (LGR S/N: 20553056, SEN S/N: 20553056)","Coupler Attached (LGR S/N: 20553056)","Host Connected (LGR S/N: 20553056)","Stopped (LGR S/N: 20553056)","End Of File (LGR S/N: 20553056)"
189,07/15/22 04:04:00  PM,20.901,0.0,,,,
190,07/15/22 04:04:30  PM,20.901,2583.4,,,,
191,07/15/22 04:05:00  PM,20.996,1259.4,,,,
192,07/15/22 04:05:30  PM,21.282,635.1,,,,
193,07/15/22 04:06:00  PM,21.473,139.9,,,,
194,07/15/22 04:06:30  PM,21.664,150.7,,,,
195,07/15/22 04:07:00  PM,21.855,1894.5,,,,
196,07/15/22 04:07:30  PM,22.046,139.9,,,,
197,07/15/22 04:08:00  PM,22.908,82667.2,,,,
198,07/15/22 04:08:30  PM,23.004,82667.2,,,,
199,07/15/22 04:09:00  PM,22.717,82667.2,,,,
200,07/15/22 04:09:30  PM,22.429,3788.9,,,,
201,07/15/22 04:10:00  PM,21.569,592.0,,,,
202,07/15/22 04:10:30  PM,21.569,1463.9,,,,
203,07/15/22 04:11:00  PM,21.664,17222.3,,,,
204,07/15/22 04:11:30  PM,21.473,0.0,,,,
205,07/15/22 04:12:00  PM,21.282,0.0,,,,
206,07/15/22 04:12:30  PM,21.091,0.0,,,,
207,07/15/22 04:13:00  PM,20.996,0.0,,,,
208,07/15/22 04:13:30  PM,20.901,0.0,,,,
209,07/15/22 04:14:00  PM,21.187,2066.7,,,,
210,07/15/22 04:14:30  PM,21.187,1377.8,,,,
211,07/15/22 04:15:00  PM,21.378,236.8,,,,
212,07/15/22 04:15:30  PM,21.569,258.3,,,,
213,07/15/22 04:16:00  PM,21.664,398.3,,,,
214,07/15/22 04:16:30  PM,21.569,258.3,,,,
215,07/15/22 04:17:00  PM,21.473,398.3,,,,
216,07/15/22 04:17:30  PM,21.378,344.4,,,,
217,07/15/22 04:18:00  PM,21.187,322.9,,,,
218,07/15/22 04:18:30  PM,20.996,333.7,,,,
219,07/15/22 04:19:00  PM,20.901,322.9,,,,
220,07/15/22 04:19:30  PM,20.710,344.4,,,,
221,07/15/22 04:20:00  PM,20.615,366.0,,,,
222,07/15/22 04:20:30  PM,20.519,226.0,,,,
223,07/15/22 04:21:00  PM,20.424,2755.6,,,,
224,07/15/22 04:21:30  PM,20.329,2755.6,,,,
225,07/15/22 04:22:00  PM,20.329,549.0,,,,
226,07/15/22 04:22:30  PM,20.329,344.4,,,,
227,07/15/22 04:23:00  PM,20.329,1044.1,,,,
228,07/15/22 04:23:30  PM,20.329,699.7,,,,
229,07/15/22 04:24:00  PM,20.329,322.9,,,,
230,07/15/22 04:24:30  PM,20.424,2755.6,,,,
231,07/15/22 04:25:00  PM,20.615,1054.9,,,,
232,07/15/22 04:25:30  PM,20.805,376.7,,,,
233,07/15/22 04:26:00  PM,20.996,2583.4,,,,
234,07/15/22 04:26:30  PM,21.282,1722.2,,,,
235,07/15/22 04:27:00  PM,21.473,2238.9,,,,
236,07/15/22 04:27:30  PM,21.664,430.6,,,,
237,07/15/22 04:28:00  PM,21.855,2411.1,,,,
238,07/15/22 04:28:30  PM,22.142,290.6,,,,
239,07/15/22 04:29:00  PM,22.429,2927.8,,,,
240,07/15/22 04:29:30  PM,22.908,2497.2,,,,
241,07/15/22 04:30:00  PM,23.292,2669.5,,,,
242,07/15/22 04:30:30  PM,23.677,2152.8,,,,
243,07/15/22 04:31:00  PM,24.062,290.6,,,,
244,07/15/22 04:31:30  PM,24.158,43.1,,,,
245,07/15/22 04:32:00  PM,24.062,1894.5,,,,
246,07/15/22 04:32:30  PM,23.677,1270.1,,,,
