"Plot Title: IRGA_LightMeasure"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20553056, SEN S/N: 20553056)","Intensity, Lux (LGR S/N: 20553056, SEN S/N: 20553056)","End Of File (LGR S/N: 20553056)"
49,07/16/22 10:54:00  AM,22.429,172.2,
50,07/16/22 10:54:30  AM,22.525,344.4,
51,07/16/22 10:55:00  AM,22.525,667.4,
52,07/16/22 10:55:30  AM,22.717,1463.9,
53,07/16/22 10:56:00  AM,22.908,204.5,
54,07/16/22 10:56:30  AM,23.004,1324.0,
55,07/16/22 10:57:00  AM,23.100,1022.6,
56,07/16/22 10:57:30  AM,23.292,785.8,
57,07/16/22 10:58:00  AM,23.388,1463.9,
58,07/16/22 10:58:30  AM,23.581,1636.1,
59,07/16/22 10:59:00  AM,23.773,1194.8,
60,07/16/22 10:59:30  AM,23.966,161.5,
61,07/16/22 11:00:00  AM,23.966,1302.4,
62,07/16/22 11:00:30  AM,24.062,473.6,
63,07/16/22 11:01:00  AM,24.062,161.5,
64,07/16/22 11:01:30  AM,24.158,1237.9,
65,07/16/22 11:02:00  AM,24.158,226.0,
66,07/16/22 11:02:30  AM,24.062,538.2,
67,07/16/22 11:03:00  AM,24.158,505.9,
68,07/16/22 11:03:30  AM,24.351,301.4,
69,07/16/22 11:04:00  AM,24.545,301.4,
70,07/16/22 11:04:30  AM,24.738,204.5,
71,07/16/22 11:05:00  AM,24.931,344.4,
72,07/16/22 11:05:30  AM,25.222,322.9,
73,07/16/22 11:06:00  AM,25.416,376.7,
74,07/16/22 11:06:30  AM,25.610,559.7,
75,07/16/22 11:07:00  AM,25.805,2066.7,
76,07/16/22 11:07:30  AM,26.292,2066.7,
77,07/16/22 11:08:00  AM,26.585,1636.1,
78,07/16/22 11:08:30  AM,26.585,301.4,
79,07/16/22 11:09:00  AM,26.390,688.9,
80,07/16/22 11:09:30  AM,26.292,505.9,
81,07/16/22 11:10:00  AM,26.292,1184.0,
82,07/16/22 11:10:30  AM,26.292,441.3,
83,07/16/22 11:11:00  AM,26.195,226.0,
84,07/16/22 11:11:30  AM,26.000,409.0,
85,07/16/22 11:12:00  AM,26.000,645.8,
86,07/16/22 11:12:30  AM,26.000,1259.4,
87,07/16/22 11:13:00  AM,25.902,129.2,
88,07/16/22 11:13:30  AM,26.000,1980.6,
89,07/16/22 11:14:00  AM,26.292,1980.6,
90,07/16/22 11:14:30  AM,26.879,1980.6,
91,07/16/22 11:15:00  AM,27.370,322.9,
92,07/16/22 11:15:30  AM,27.468,1377.8,
93,07/16/22 11:16:00  AM,27.468,1808.3,
94,07/16/22 11:16:30  AM,27.665,258.3,
95,07/16/22 11:17:00  AM,27.665,559.7,
96,07/16/22 11:17:30  AM,27.665,312.2,
97,07/16/22 11:18:00  AM,27.567,409.0,
98,07/16/22 11:18:30  AM,27.567,13777.9,
99,07/16/22 11:19:00  AM,27.272,57867.0,
100,07/16/22 11:19:30  AM,25.902,57867.0,
101,07/16/22 11:20:00  AM,24.351,57867.0,
102,07/16/22 11:20:30  AM,22.908,57867.0,
103,07/16/22 11:21:00  AM,21.378,2411.1,
104,07/16/22 11:21:30  AM,20.996,2583.4,
105,07/16/22 11:22:00  AM,20.901,8266.7,
106,07/16/22 11:22:30  AM,20.901,0.0,
107,07/16/22 11:23:00  AM,20.615,0.0,
108,07/16/22 11:23:30  AM,20.329,0.0,
109,07/16/22 11:24:00  AM,19.948,0.0,
110,07/16/22 11:24:30  AM,19.758,0.0,
111,07/16/22 11:25:00  AM,19.567,75.3,
112,07/16/22 11:25:30  AM,19.758,462.9,
113,07/16/22 11:26:00  AM,20.043,269.1,
114,07/16/22 11:26:30  AM,20.138,53.8,
115,07/16/22 11:27:00  AM,20.424,226.0,
116,07/16/22 11:27:30  AM,20.710,279.9,
117,07/16/22 11:28:00  AM,21.091,60622.6,
118,07/16/22 11:28:30  AM,21.378,68889.3,
119,07/16/22 11:29:00  AM,20.615,68889.3,
120,07/16/22 11:29:30  AM,20.043,68889.3,
121,07/16/22 11:30:00  AM,19.472,68889.3,
122,07/16/22 11:30:30  AM,18.616,2152.8,
123,07/16/22 11:31:00  AM,18.521,2238.9,
124,07/16/22 11:31:30  AM,18.616,1636.1,
125,07/16/22 11:32:00  AM,18.901,10.8,
126,07/16/22 11:32:30  AM,18.711,0.0,
127,07/16/22 11:33:00  AM,18.521,0.0,
128,07/16/22 11:33:30  AM,18.426,0.0,
129,07/16/22 11:34:00  AM,18.331,0.0,
130,07/16/22 11:34:30  AM,18.426,904.2,
131,07/16/22 11:35:00  AM,18.426,430.6,
132,07/16/22 11:35:30  AM,18.616,312.2,
133,07/16/22 11:36:00  AM,18.901,1065.6,
134,07/16/22 11:36:30  AM,19.567,96.9,
135,07/16/22 11:37:00  AM,20.234,1894.5,
136,07/16/22 11:37:30  AM,20.901,312.2,
137,07/16/22 11:38:00  AM,21.569,1377.8,
138,07/16/22 11:38:30  AM,22.429,71644.9,
139,07/16/22 11:39:00  AM,22.429,71644.9,
140,07/16/22 11:39:30  AM,22.142,71644.9,
141,07/16/22 11:40:00  AM,21.664,71644.9,
142,07/16/22 11:40:30  AM,20.996,441.3,
143,07/16/22 11:41:00  AM,20.615,1550.0,
144,07/16/22 11:41:30  AM,20.519,678.1,
145,07/16/22 11:42:00  AM,20.805,505.9,
146,07/16/22 11:42:30  AM,20.805,0.0,
147,07/16/22 11:43:00  AM,20.710,0.0,
148,07/16/22 11:43:30  AM,20.805,0.0,
149,07/16/22 11:44:00  AM,20.805,0.0,
150,07/16/22 11:44:30  AM,20.901,0.0,
151,07/16/22 11:45:00  AM,21.187,2152.8,
152,07/16/22 11:45:30  AM,21.569,968.8,
153,07/16/22 11:46:00  AM,21.855,1722.2,
154,07/16/22 11:46:30  AM,22.046,656.6,
155,07/16/22 11:47:00  AM,22.238,1119.5,
156,07/16/22 11:47:30  AM,22.525,775.0,
157,07/16/22 11:48:00  AM,22.908,667.4,
158,07/16/22 11:48:30  AM,23.388,77156.1,
159,07/16/22 11:49:00  AM,23.292,74400.5,
160,07/16/22 11:49:30  AM,23.100,74400.5,
161,07/16/22 11:50:00  AM,22.717,74400.5,
162,07/16/22 11:50:30  AM,21.951,79911.6,
163,07/16/22 11:51:00  AM,21.091,1076.4,
164,07/16/22 11:51:30  AM,21.187,678.1,
165,07/16/22 11:52:00  AM,21.378,193.8,
166,07/16/22 11:52:30  AM,21.473,21.5,
167,07/16/22 11:53:00  AM,21.282,21.5,
168,07/16/22 11:53:30  AM,21.187,21.5,
169,07/16/22 11:54:00  AM,20.996,10.8,
170,07/16/22 11:54:30  AM,20.901,10.8,
171,07/16/22 11:55:00  AM,20.996,602.8,
172,07/16/22 11:55:30  AM,21.378,1808.3,
173,07/16/22 11:56:00  AM,21.664,473.6,
174,07/16/22 11:56:30  AM,22.142,2066.7,
175,07/16/22 11:57:00  AM,22.717,1808.3,
176,07/16/22 11:57:30  AM,23.004,1980.6,
177,07/16/22 11:58:00  AM,23.484,1808.3,
178,07/16/22 11:58:30  AM,24.351,115734.1,
179,07/16/22 11:59:00  AM,24.351,115734.1,
180,07/16/22 11:59:30  AM,23.677,115734.1,
181,07/16/22 12:00:00  PM,22.812,115734.1,
182,07/16/22 12:00:30  PM,22.046,115734.1,
183,07/16/22 12:01:00  PM,21.282,2238.9,
184,07/16/22 12:01:30  PM,21.282,602.8,
185,07/16/22 12:02:00  PM,21.760,441.3,
186,07/16/22 12:02:30  PM,22.238,1980.6,
187,07/16/22 12:03:00  PM,22.525,0.0,
188,07/16/22 12:03:30  PM,22.238,0.0,
189,07/16/22 12:04:00  PM,22.046,0.0,
190,07/16/22 12:04:30  PM,21.855,0.0,
191,07/16/22 12:05:00  PM,21.760,0.0,
192,07/16/22 12:05:30  PM,21.760,441.3,
193,07/16/22 12:06:00  PM,22.046,1636.1,
194,07/16/22 12:06:30  PM,22.333,322.9,
195,07/16/22 12:07:00  PM,22.717,1722.2,
196,07/16/22 12:07:30  PM,22.717,301.4,
197,07/16/22 12:08:00  PM,22.717,0.0,
198,07/16/22 12:08:30  PM,22.717,452.1,
199,07/16/22 12:09:00  PM,22.717,247.6,
200,07/16/22 12:09:30  PM,22.908,99200.7,
201,07/16/22 12:10:00  PM,23.292,104711.8,
202,07/16/22 12:10:30  PM,23.004,104711.8,
203,07/16/22 12:11:00  PM,22.525,104711.8,
204,07/16/22 12:11:30  PM,21.760,15155.7,
205,07/16/22 12:12:00  PM,20.329,1808.3,
206,07/16/22 12:12:30  PM,19.948,2411.1,
207,07/16/22 12:13:00  PM,19.662,1808.3,
208,07/16/22 12:13:30  PM,19.662,10.8,
209,07/16/22 12:14:00  PM,19.092,10.8,
210,07/16/22 12:14:30  PM,18.616,10.8,
211,07/16/22 12:15:00  PM,18.236,10.8,
212,07/16/22 12:15:30  PM,17.855,10.8,
213,07/16/22 12:16:00  PM,17.665,10.8,
214,07/16/22 12:16:30  PM,17.665,247.6,
215,07/16/22 12:17:00  PM,17.475,398.3,
216,07/16/22 12:17:30  PM,17.379,269.1,
217,07/16/22 12:18:00  PM,17.284,484.4,
218,07/16/22 12:18:30  PM,17.284,344.4,
219,07/16/22 12:19:00  PM,17.379,484.4,
220,07/16/22 12:19:30  PM,17.570,409.0,
221,07/16/22 12:20:00  PM,17.950,796.5,
222,07/16/22 12:20:30  PM,18.331,344.4,
223,07/16/22 12:21:00  PM,18.711,150.7,
224,07/16/22 12:21:30  PM,18.996,355.2,
225,07/16/22 12:22:00  PM,19.282,473.6,
226,07/16/22 12:22:30  PM,19.948,99200.7,
227,07/16/22 12:23:00  PM,20.710,99200.7,
228,07/16/22 12:23:30  PM,20.996,99200.7,
229,07/16/22 12:24:00  PM,20.996,99200.7,
230,07/16/22 12:24:30  PM,20.996,99200.7,
231,07/16/22 12:25:00  PM,20.329,958.0,
232,07/16/22 12:25:30  PM,19.758,505.9,
233,07/16/22 12:26:00  PM,19.758,398.3,
234,07/16/22 12:26:30  PM,19.758,366.0,
235,07/16/22 12:27:00  PM,19.758,21.5,
236,07/16/22 12:27:30  PM,19.377,21.5,
237,07/16/22 12:28:00  PM,18.996,21.5,
238,07/16/22 12:28:30  PM,18.806,21.5,
239,07/16/22 12:29:00  PM,18.616,21.5,
240,07/16/22 12:29:30  PM,18.616,1463.9,
241,07/16/22 12:30:00  PM,18.901,355.2,
242,07/16/22 12:30:30  PM,19.092,258.3,
243,07/16/22 12:31:00  PM,19.377,344.4,
244,07/16/22 12:31:30  PM,19.472,516.7,
245,07/16/22 12:32:00  PM,19.662,731.9,
246,07/16/22 12:32:30  PM,19.758,731.9,
247,07/16/22 12:33:00  PM,19.853,344.4,
248,07/16/22 12:33:30  PM,20.043,290.6,
249,07/16/22 12:34:00  PM,20.519,132267.5,
250,07/16/22 12:34:30  PM,21.473,132267.5,
251,07/16/22 12:35:00  PM,21.569,132267.5,
252,07/16/22 12:35:30  PM,21.760,132267.5,
253,07/16/22 12:36:00  PM,21.760,132267.5,
254,07/16/22 12:36:30  PM,21.378,204.5,
255,07/16/22 12:37:00  PM,20.138,355.2,
256,07/16/22 12:37:30  PM,19.662,452.1,
257,07/16/22 12:38:00  PM,19.282,150.7,
258,07/16/22 12:38:30  PM,18.996,376.7,
259,07/16/22 12:39:00  PM,18.806,215.3,
260,07/16/22 12:39:30  PM,18.806,1550.0,
261,07/16/22 12:40:00  PM,18.711,301.4,
262,07/16/22 12:40:30  PM,18.711,193.8,
263,07/16/22 12:41:00  PM,18.711,183.0,
264,07/16/22 12:41:30  PM,18.616,118.4,
265,07/16/22 12:42:00  PM,18.616,258.3,
266,07/16/22 12:42:30  PM,18.616,355.2,
267,07/16/22 12:43:00  PM,18.616,1377.8,
268,07/16/22 12:43:30  PM,18.711,925.7,
269,07/16/22 12:44:00  PM,18.901,882.6,
270,07/16/22 12:44:30  PM,18.996,193.8,
271,07/16/22 12:45:00  PM,19.187,505.9,
272,07/16/22 12:45:30  PM,19.472,462.9,
273,07/16/22 12:46:00  PM,19.758,538.2,
274,07/16/22 12:46:30  PM,19.948,366.0,
275,07/16/22 12:47:00  PM,20.043,516.7,
276,07/16/22 12:47:30  PM,20.138,301.4,
277,07/16/22 12:48:00  PM,20.329,333.7,
278,07/16/22 12:48:30  PM,20.424,602.8,
279,07/16/22 12:49:00  PM,20.519,473.6,
280,07/16/22 12:49:30  PM,20.519,947.2,
281,07/16/22 12:50:00  PM,20.615,409.0,
282,07/16/22 12:50:30  PM,20.615,721.2,
283,07/16/22 12:51:00  PM,20.615,1463.9,
284,07/16/22 12:51:30  PM,20.615,1087.2,
285,07/16/22 12:52:00  PM,20.805,549.0,
286,07/16/22 12:52:30  PM,21.091,667.4,
287,07/16/22 12:53:00  PM,21.378,1280.9,
288,07/16/22 12:53:30  PM,21.569,1550.0,
289,07/16/22 12:54:00  PM,21.760,1722.2,
290,07/16/22 12:54:30  PM,21.951,279.9,
291,07/16/22 12:55:00  PM,22.046,290.6,
292,07/16/22 12:55:30  PM,22.046,236.8,
293,07/16/22 12:56:00  PM,21.951,1119.5,
294,07/16/22 12:56:30  PM,21.951,828.8,
295,07/16/22 12:57:00  PM,21.951,1356.3,
296,07/16/22 12:57:30  PM,22.046,258.3,
297,07/16/22 12:58:00  PM,22.142,753.5,
298,07/16/22 12:58:30  PM,22.238,1894.5,
299,07/16/22 12:59:00  PM,22.333,355.2,
300,07/16/22 12:59:30  PM,22.429,322.9,
301,07/16/22 01:00:00  PM,22.429,53.8,
302,07/16/22 01:00:30  PM,22.429,64.6,
303,07/16/22 01:01:00  PM,22.429,226.0,
304,07/16/22 01:01:30  PM,22.333,64.6,
305,07/16/22 01:02:00  PM,22.238,43.1,
306,07/16/22 01:02:30  PM,22.142,53.8,
307,07/16/22 01:03:00  PM,22.046,247.6,
308,07/16/22 01:03:30  PM,21.951,193.8,
309,07/16/22 01:04:00  PM,21.760,172.2,
310,07/16/22 01:04:30  PM,21.569,21.5,
311,07/16/22 01:05:00  PM,21.473,193.8,
312,07/16/22 01:05:30  PM,21.282,10.8,
313,07/16/22 01:06:00  PM,21.187,43.1,
314,07/16/22 01:06:30  PM,21.091,204.5,
315,07/16/22 01:07:00  PM,20.996,322.9,
316,07/16/22 01:07:30  PM,20.901,32.3,
317,07/16/22 01:08:00  PM,20.805,32.3,
318,07/16/22 01:08:30  PM,20.710,193.8,
319,07/16/22 01:09:00  PM,20.615,247.6,
320,07/16/22 01:09:30  PM,20.424,32.3,
321,07/16/22 01:10:00  PM,20.234,86.1,
322,07/16/22 01:10:30  PM,20.043,215.3,
323,07/16/22 01:11:00  PM,20.043,107.6,
324,07/16/22 01:11:30  PM,20.043,64.6,
325,07/16/22 01:12:00  PM,19.948,10.8,
326,07/16/22 01:12:30  PM,19.853,839.6,
327,07/16/22 01:13:00  PM,19.758,21.5,
328,07/16/22 01:13:30  PM,19.662,301.4,
329,07/16/22 01:14:00  PM,19.662,322.9,
330,07/16/22 01:14:30  PM,19.567,0.0,
331,07/16/22 01:15:00  PM,19.567,0.0,
332,07/16/22 01:15:30  PM,19.567,0.0,
333,07/16/22 01:16:00  PM,19.662,0.0,
334,07/16/22 01:16:30  PM,19.758,226.0,
335,07/16/22 01:17:00  PM,19.948,0.0,
336,07/16/22 01:17:30  PM,20.043,0.0,
337,07/16/22 01:18:00  PM,20.234,0.0,
338,07/16/22 01:18:30  PM,20.329,0.0,
339,07/16/22 01:19:00  PM,20.519,0.0,
340,07/16/22 01:19:30  PM,20.805,0.0,
341,07/16/22 01:20:00  PM,21.091,0.0,
342,07/16/22 01:20:30  PM,21.378,0.0,
343,07/16/22 01:21:00  PM,21.760,0.0,
344,07/16/22 01:21:30  PM,22.046,0.0,
345,07/16/22 01:22:00  PM,22.333,0.0,
346,07/16/22 01:22:30  PM,22.621,0.0,
347,07/16/22 01:23:00  PM,22.908,0.0,
348,07/16/22 01:23:30  PM,23.196,0.0,
349,07/16/22 01:24:00  PM,23.292,0.0,
350,07/16/22 01:24:30  PM,23.484,0.0,
351,07/16/22 01:25:00  PM,23.677,0.0,
352,07/16/22 01:25:30  PM,23.869,0.0,
353,07/16/22 01:26:00  PM,23.966,0.0,
354,07/16/22 01:26:30  PM,24.158,0.0,
355,07/16/22 01:27:00  PM,24.351,0.0,
356,07/16/22 01:27:30  PM,24.448,0.0,
357,07/16/22 01:28:00  PM,24.641,0.0,
358,07/16/22 01:28:30  PM,24.738,0.0,
359,07/16/22 01:29:00  PM,24.835,0.0,
360,07/16/22 01:29:30  PM,24.931,0.0,
361,07/16/22 01:30:00  PM,25.125,0.0,
362,07/16/22 01:30:30  PM,25.125,0.0,
363,07/16/22 01:31:00  PM,25.222,0.0,
364,07/16/22 01:31:30  PM,25.222,0.0,
365,07/16/22 01:32:00  PM,25.222,0.0,
366,07/16/22 01:32:30  PM,25.222,0.0,
367,07/16/22 01:33:00  PM,25.319,0.0,
368,07/16/22 01:33:30  PM,25.222,118.4,
369,07/16/22 01:34:00  PM,25.125,882.6,
370,07/16/22 01:34:30  PM,24.931,0.0,
371,07/16/22 01:35:00  PM,24.738,0.0,
372,07/16/22 01:35:30  PM,24.641,0.0,
373,07/16/22 01:36:00  PM,24.545,0.0,
374,07/16/22 01:36:30  PM,24.448,0.0,
375,07/16/22 01:37:00  PM,24.448,0.0,
376,07/16/22 01:37:30  PM,24.351,0.0,
377,07/16/22 01:38:00  PM,24.255,0.0,
378,07/16/22 01:38:30  PM,24.255,0.0,
379,07/16/22 01:39:00  PM,24.158,0.0,
380,07/16/22 01:39:30  PM,24.062,0.0,
381,07/16/22 01:40:00  PM,24.062,0.0,
382,07/16/22 01:40:30  PM,23.966,0.0,
383,07/16/22 01:41:00  PM,23.966,0.0,
384,07/16/22 01:41:30  PM,23.869,0.0,
385,07/16/22 01:42:00  PM,23.773,0.0,
386,07/16/22 01:42:30  PM,23.773,0.0,
387,07/16/22 01:43:00  PM,23.677,0.0,
388,07/16/22 01:43:30  PM,23.677,0.0,
389,07/16/22 01:44:00  PM,23.677,0.0,
390,07/16/22 01:44:30  PM,23.677,0.0,
391,07/16/22 01:45:00  PM,23.677,0.0,
392,07/16/22 01:45:30  PM,23.677,0.0,
393,07/16/22 01:46:00  PM,23.581,0.0,
394,07/16/22 01:46:30  PM,23.581,0.0,
395,07/16/22 01:47:00  PM,23.677,0.0,
396,07/16/22 01:47:30  PM,23.677,0.0,
397,07/16/22 01:48:00  PM,23.773,0.0,
398,07/16/22 01:48:30  PM,23.966,0.0,
399,07/16/22 01:49:00  PM,24.062,0.0,
400,07/16/22 01:49:30  PM,24.255,0.0,
401,07/16/22 01:50:00  PM,24.351,0.0,
402,07/16/22 01:50:30  PM,24.448,0.0,
403,07/16/22 01:51:00  PM,24.641,0.0,
404,07/16/22 01:51:30  PM,24.738,0.0,
405,07/16/22 01:52:00  PM,24.835,0.0,
406,07/16/22 01:52:30  PM,24.931,0.0,
407,07/16/22 01:53:00  PM,25.125,0.0,
408,07/16/22 01:53:30  PM,25.319,0.0,
409,07/16/22 01:54:00  PM,25.513,0.0,
410,07/16/22 01:54:30  PM,25.610,0.0,
411,07/16/22 01:55:00  PM,25.805,0.0,
412,07/16/22 01:55:30  PM,25.902,0.0,
413,07/16/22 01:56:00  PM,26.000,0.0,
414,07/16/22 01:56:30  PM,26.195,0.0,
415,07/16/22 01:57:00  PM,26.292,0.0,
416,07/16/22 01:57:30  PM,26.390,0.0,
417,07/16/22 01:58:00  PM,26.488,0.0,
418,07/16/22 01:58:30  PM,26.585,0.0,
419,07/16/22 01:59:00  PM,26.585,0.0,
420,07/16/22 01:59:30  PM,26.781,742.7,
421,07/16/22 02:00:00  PM,26.977,775.0,
422,07/16/22 02:00:30  PM,27.173,699.7,
423,07/16/22 02:01:00  PM,27.370,258.3,
424,07/16/22 02:01:30  PM,27.567,53.8,
425,07/16/22 02:02:00  PM,27.764,258.3,
426,07/16/22 02:02:30  PM,28.060,376.7,
427,07/16/22 02:03:00  PM,28.258,279.9,
428,07/16/22 02:03:30  PM,28.456,635.1,
429,07/16/22 02:04:00  PM,28.655,731.9,
430,07/16/22 02:04:30  PM,28.953,602.8,
431,07/16/22 02:05:00  PM,29.252,592.0,
432,07/16/22 02:05:30  PM,29.652,645.8,
433,07/16/22 02:06:00  PM,29.853,635.1,
434,07/16/22 02:06:30  PM,30.054,624.3,
435,07/16/22 02:07:00  PM,30.255,624.3,
436,07/16/22 02:07:30  PM,30.356,613.5,
437,07/16/22 02:08:00  PM,30.457,613.5,
438,07/16/22 02:08:30  PM,30.558,624.3,
439,07/16/22 02:09:00  PM,30.558,602.8,
440,07/16/22 02:09:30  PM,30.659,592.0,
441,07/16/22 02:10:00  PM,30.659,559.7,
442,07/16/22 02:10:30  PM,30.659,505.9,
443,07/16/22 02:11:00  PM,30.760,462.9,
444,07/16/22 02:11:30  PM,30.760,473.6,
445,07/16/22 02:12:00  PM,30.760,505.9,
446,07/16/22 02:12:30  PM,30.760,538.2,
447,07/16/22 02:13:00  PM,30.760,570.5,
448,07/16/22 02:13:30  PM,30.760,559.7,
449,07/16/22 02:14:00  PM,30.760,549.0,
450,07/16/22 02:14:30  PM,30.760,118.4,
451,07/16/22 02:15:00  PM,30.760,64.6,
452,07/16/22 02:15:30  PM,30.659,86.1,
453,07/16/22 02:16:00  PM,30.659,129.2,
454,07/16/22 02:16:30  PM,30.558,118.4,
455,07/16/22 02:17:00  PM,30.558,484.4,
456,07/16/22 02:17:30  PM,30.457,495.1,
457,07/16/22 02:18:00  PM,30.558,549.0,
458,07/16/22 02:18:30  PM,30.659,441.3,
459,07/16/22 02:19:00  PM,30.760,462.9,
460,07/16/22 02:19:30  PM,30.760,0.0,
461,07/16/22 02:20:00  PM,30.760,0.0,
462,07/16/22 02:20:30  PM,30.760,0.0,
463,07/16/22 02:21:00  PM,30.659,32.3,
464,07/16/22 02:21:30  PM,30.457,0.0,
465,07/16/22 02:22:00  PM,30.255,0.0,
466,07/16/22 02:22:30  PM,30.054,0.0,
467,07/16/22 02:23:00  PM,29.853,10.8,
468,07/16/22 02:23:30  PM,29.552,0.0,
469,07/16/22 02:24:00  PM,29.352,21.5,
470,07/16/22 02:24:30  PM,29.053,0.0,
471,07/16/22 02:25:00  PM,28.853,0.0,
472,07/16/22 02:25:30  PM,28.655,0.0,
473,07/16/22 02:26:00  PM,28.357,0.0,
474,07/16/22 02:26:30  PM,28.159,0.0,
475,07/16/22 02:27:00  PM,27.961,0.0,
476,07/16/22 02:27:30  PM,27.665,0.0,
477,07/16/22 02:28:00  PM,27.468,0.0,
478,07/16/22 02:28:30  PM,27.272,0.0,
479,07/16/22 02:29:00  PM,27.075,0.0,
480,07/16/22 02:29:30  PM,26.879,43.1,
481,07/16/22 02:30:00  PM,26.585,0.0,
482,07/16/22 02:30:30  PM,26.390,0.0,
483,07/16/22 02:31:00  PM,26.195,0.0,
484,07/16/22 02:31:30  PM,26.000,0.0,
485,07/16/22 02:32:00  PM,25.805,0.0,
486,07/16/22 02:32:30  PM,25.708,0.0,
487,07/16/22 02:33:00  PM,25.513,0.0,
488,07/16/22 02:33:30  PM,25.416,0.0,
489,07/16/22 02:34:00  PM,25.319,0.0,
490,07/16/22 02:34:30  PM,25.125,0.0,
491,07/16/22 02:35:00  PM,25.028,0.0,
492,07/16/22 02:35:30  PM,24.931,0.0,
493,07/16/22 02:36:00  PM,24.835,0.0,
494,07/16/22 02:36:30  PM,24.738,0.0,
495,07/16/22 02:37:00  PM,24.641,0.0,
496,07/16/22 02:37:30  PM,24.545,0.0,
497,07/16/22 02:38:00  PM,24.448,0.0,
498,07/16/22 02:38:30  PM,24.351,0.0,
499,07/16/22 02:39:00  PM,24.255,0.0,
500,07/16/22 02:39:30  PM,24.255,0.0,
501,07/16/22 02:40:00  PM,24.158,64.6,
502,07/16/22 02:40:30  PM,23.966,645.8,
503,07/16/22 02:41:00  PM,23.773,279.9,
504,07/16/22 02:41:30  PM,23.581,172.2,
505,07/16/22 02:42:00  PM,23.388,269.1,
506,07/16/22 02:42:30  PM,23.196,398.3,
507,07/16/22 02:43:00  PM,23.004,592.0,
508,07/16/22 02:43:30  PM,22.908,667.4,
509,07/16/22 02:44:00  PM,22.812,172.2,
510,07/16/22 02:44:30  PM,22.621,236.8,
511,07/16/22 02:45:00  PM,22.525,183.0,
512,07/16/22 02:45:30  PM,22.429,495.1,
513,07/16/22 02:46:00  PM,22.333,226.0,
514,07/16/22 02:46:30  PM,22.333,204.5,
515,07/16/22 02:47:00  PM,22.238,183.0,
516,07/16/22 02:47:30  PM,22.142,269.1,
517,07/16/22 02:48:00  PM,22.142,172.2,
518,07/16/22 02:48:30  PM,22.142,269.1,
519,07/16/22 02:49:00  PM,22.046,613.5,
520,07/16/22 02:49:30  PM,22.046,1636.1,
521,07/16/22 02:50:00  PM,21.951,688.9,
522,07/16/22 02:50:30  PM,22.046,753.5,
523,07/16/22 02:51:00  PM,22.238,215.3,
524,07/16/22 02:51:30  PM,22.238,269.1,
525,07/16/22 02:52:00  PM,22.142,139.9,
