"Plot Title: GlaucGull South 0.5 + 3.9 Soil"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9725070, SEN S/N: 9725070)","Temp, °C (LGR S/N: 9725070, SEN S/N: 9725070)","Batt, V (LGR S/N: 9725070, SEN S/N: 9725070)","Coupler Detached (LGR S/N: 9725070)","Coupler Attached (LGR S/N: 9725070)","Stopped (LGR S/N: 9725070)","End Of File (LGR S/N: 9725070)"
1,08/18/21 11:00:00  AM,3.459,4.558,3.53,Logged,,,
2,08/18/21 12:00:00  PM,3.670,4.973,3.53,,,,
3,08/18/21 01:00:00  PM,3.827,5.616,3.53,,,,
4,08/18/21 02:00:00  PM,4.921,6.458,3.55,,,,
5,08/18/21 03:00:00  PM,3.880,6.763,3.53,,,,
6,08/18/21 04:00:00  PM,2.983,6.484,3.53,,,,
7,08/18/21 05:00:00  PM,3.009,6.281,3.53,,,,
8,08/18/21 06:00:00  PM,3.036,6.712,3.53,,,,
9,08/18/21 07:00:00  PM,3.089,6.204,3.53,,,,
10,08/18/21 08:00:00  PM,3.512,5.642,3.53,,,,
11,08/18/21 09:00:00  PM,2.956,5.282,3.53,,,,
12,08/18/21 10:00:00  PM,2.717,5.024,3.51,,,,
13,08/18/21 11:00:00  PM,3.009,4.766,3.51,,,,
14,08/19/21 12:00:00  AM,2.450,4.350,3.51,,,,
15,08/19/21 01:00:00  AM,1.859,3.722,3.51,,,,
16,08/19/21 02:00:00  AM,2.610,3.301,3.49,,,,
17,08/19/21 03:00:00  AM,2.343,3.063,3.51,,,,
18,08/19/21 04:00:00  AM,2.343,2.903,3.51,,,,
19,08/19/21 05:00:00  AM,4.869,2.850,3.53,,,,
20,08/19/21 06:00:00  AM,4.350,2.823,3.53,,,,
21,08/19/21 07:00:00  AM,4.558,2.877,3.55,,,,
22,08/19/21 08:00:00  AM,3.063,2.983,3.53,,,,
23,08/19/21 09:00:00  AM,3.459,3.142,3.53,,,,
24,08/19/21 10:00:00  AM,4.272,3.380,3.53,,,,
25,08/19/21 11:00:00  AM,3.459,3.827,3.53,,,,
26,08/19/21 12:00:00  PM,3.670,4.402,3.53,,,,
27,08/19/21 01:00:00  PM,3.301,5.205,3.53,,,,
28,08/19/21 02:00:00  PM,3.775,6.000,3.53,,,,
29,08/19/21 03:00:00  PM,3.591,6.661,3.53,,,,
30,08/19/21 04:00:00  PM,3.433,6.357,3.53,,,,
31,08/19/21 05:00:00  PM,3.063,6.077,3.53,,,,
32,08/19/21 06:00:00  PM,4.298,6.051,3.53,,,,
33,08/19/21 07:00:00  PM,2.744,5.514,3.51,,,,
34,08/19/21 08:00:00  PM,2.477,5.024,3.51,,,,
35,08/19/21 09:00:00  PM,2.236,4.766,3.51,,,,
36,08/19/21 10:00:00  PM,1.994,4.532,3.51,,,,
37,08/19/21 11:00:00  PM,2.021,4.324,3.51,,,,
38,08/20/21 12:00:00  AM,1.859,4.220,3.51,,,,
39,08/20/21 01:00:00  AM,1.561,4.011,3.51,,,,
40,08/20/21 02:00:00  AM,0.825,3.827,3.51,,,,
41,08/20/21 03:00:00  AM,1.126,3.722,3.51,,,,
42,08/20/21 04:00:00  AM,0.989,3.670,3.51,,,,
43,08/20/21 05:00:00  AM,1.099,3.617,3.51,,,,
44,08/20/21 06:00:00  AM,1.425,3.617,3.51,,,,
45,08/20/21 07:00:00  AM,1.588,3.591,3.51,,,,
46,08/20/21 08:00:00  AM,1.262,3.617,3.51,,,,
47,08/20/21 09:00:00  AM,1.480,3.801,3.51,,,,
48,08/20/21 10:00:00  AM,1.778,3.985,3.51,,,,
49,08/20/21 11:00:00  AM,2.236,4.246,3.51,,,,
50,08/20/21 12:00:00  PM,2.289,4.454,3.51,,,,
51,08/20/21 01:00:00  PM,2.316,4.688,3.51,,,,
52,08/20/21 02:00:00  PM,1.940,4.818,3.51,,,,
53,08/20/21 03:00:00  PM,2.074,4.662,3.51,,,,
54,08/20/21 04:00:00  PM,2.182,4.506,3.51,,,,
55,08/20/21 05:00:00  PM,2.128,4.454,3.51,,,,
56,08/20/21 06:00:00  PM,2.956,4.298,3.51,,,,
57,08/20/21 07:00:00  PM,2.664,4.194,3.51,,,,
58,08/20/21 08:00:00  PM,2.690,4.089,3.51,,,,
59,08/20/21 09:00:00  PM,2.770,3.932,3.51,,,,
60,08/20/21 10:00:00  PM,2.903,3.775,3.51,,,,
61,08/20/21 11:00:00  PM,2.983,3.643,3.51,,,,
62,08/21/21 12:00:00  AM,3.168,3.564,3.51,,,,
63,08/21/21 01:00:00  AM,3.512,3.459,3.51,,,,
64,08/21/21 02:00:00  AM,3.538,3.354,3.51,,,,
65,08/21/21 03:00:00  AM,3.274,3.221,3.51,,,,
66,08/21/21 04:00:00  AM,2.262,3.063,3.51,,,,
67,08/21/21 05:00:00  AM,4.141,2.823,3.53,,,,
68,08/21/21 06:00:00  AM,3.301,2.690,3.51,,,,
69,08/21/21 07:00:00  AM,3.670,2.637,3.51,,,,
70,08/21/21 08:00:00  AM,4.610,2.797,3.53,,,,
71,08/21/21 09:00:00  AM,3.670,2.983,3.53,,,,
72,08/21/21 10:00:00  AM,3.880,3.142,3.53,,,,
73,08/21/21 11:00:00  AM,4.115,3.248,3.53,,,,
74,08/21/21 12:00:00  PM,4.480,3.512,3.53,,,,
75,08/21/21 01:00:00  PM,5.076,4.011,3.53,,,,
76,08/21/21 02:00:00  PM,4.532,4.844,3.53,,,,
77,08/21/21 03:00:00  PM,4.506,5.179,3.53,,,,
78,08/21/21 04:00:00  PM,3.985,5.437,3.53,,,,
79,08/21/21 05:00:00  PM,3.670,5.616,3.53,,,,
80,08/21/21 06:00:00  PM,3.564,5.437,3.53,,,,
81,08/21/21 07:00:00  PM,3.354,4.973,3.51,,,,
82,08/21/21 08:00:00  PM,2.717,4.194,3.51,,,,
83,08/21/21 09:00:00  PM,2.423,3.512,3.51,,,,
84,08/21/21 10:00:00  PM,1.832,2.983,3.51,,,,
85,08/21/21 11:00:00  PM,1.778,2.503,3.49,,,,
86,08/22/21 12:00:00  AM,1.208,2.182,3.49,,,,
87,08/22/21 01:00:00  AM,0.246,1.859,3.49,,,,
88,08/22/21 02:00:00  AM,1.099,1.670,3.49,,,,
89,08/22/21 03:00:00  AM,1.126,1.588,3.49,,,,
90,08/22/21 04:00:00  AM,-0.060,1.398,3.49,,,,
91,08/22/21 05:00:00  AM,0.550,1.317,3.51,,,,
92,08/22/21 06:00:00  AM,1.480,1.262,3.51,,,,
93,08/22/21 07:00:00  AM,2.370,1.208,3.53,,,,
94,08/22/21 08:00:00  AM,1.126,1.153,3.53,,,,
95,08/22/21 09:00:00  AM,2.316,1.180,3.53,,,,
96,08/22/21 10:00:00  AM,1.588,1.317,3.53,,,,
97,08/22/21 11:00:00  AM,2.128,1.778,3.53,,,,
98,08/22/21 12:00:00  PM,2.396,2.503,3.53,,,,
99,08/22/21 01:00:00  PM,2.557,3.116,3.53,,,,
100,08/22/21 02:00:00  PM,2.101,3.670,3.53,,,,
101,08/22/21 03:00:00  PM,2.155,3.906,3.51,,,,
102,08/22/21 04:00:00  PM,2.074,4.089,3.51,,,,
103,08/22/21 05:00:00  PM,2.877,4.220,3.51,,,,
104,08/22/21 06:00:00  PM,2.450,4.220,3.51,,,,
105,08/22/21 07:00:00  PM,3.063,4.141,3.51,,,,
106,08/22/21 08:00:00  PM,2.236,3.696,3.51,,,,
107,08/22/21 09:00:00  PM,0.412,3.063,3.49,,,,
108,08/22/21 10:00:00  PM,0.687,2.584,3.49,,,,
109,08/22/21 11:00:00  PM,0.218,2.101,3.49,,,,
110,08/23/21 12:00:00  AM,-0.732,1.751,3.49,,,,
111,08/23/21 01:00:00  AM,0.687,1.534,3.49,,,,
112,08/23/21 02:00:00  AM,0.107,1.425,3.49,,,,
113,08/23/21 03:00:00  AM,1.208,1.317,3.49,,,,
114,08/23/21 04:00:00  AM,0.907,1.208,3.51,,,,
115,08/23/21 05:00:00  AM,2.021,1.208,3.51,,,,
116,08/23/21 06:00:00  AM,1.805,1.126,3.51,,,,
117,08/23/21 07:00:00  AM,1.398,1.099,3.51,,,,
118,08/23/21 08:00:00  AM,1.940,1.044,3.53,,,,
119,08/23/21 09:00:00  AM,2.316,1.071,3.53,,,,
120,08/23/21 10:00:00  AM,2.289,1.153,3.53,,,,
121,08/23/21 11:00:00  AM,1.670,1.534,3.53,,,,
122,08/23/21 12:00:00  PM,1.724,2.182,3.53,,,,
123,08/23/21 01:00:00  PM,2.343,2.930,3.53,,,,
124,08/23/21 02:00:00  PM,2.450,4.037,3.53,,,,
125,08/23/21 03:00:00  PM,2.797,4.480,3.53,,,,
126,08/23/21 04:00:00  PM,2.744,5.179,3.53,,,,
127,08/23/21 05:00:00  PM,2.610,6.230,3.53,,,,
128,08/23/21 06:00:00  PM,2.823,6.484,3.53,,,,
129,08/23/21 07:00:00  PM,2.047,6.000,3.51,,,,
130,08/23/21 08:00:00  PM,0.522,4.973,3.51,,,,
131,08/23/21 09:00:00  PM,0.135,3.985,3.49,,,,
132,08/23/21 10:00:00  PM,0.495,3.248,3.49,,,,
133,08/23/21 11:00:00  PM,0.577,2.717,3.49,,,,
134,08/24/21 12:00:00  AM,0.550,2.289,3.49,,,,
135,08/24/21 01:00:00  AM,-0.902,2.074,3.49,,,,
136,08/24/21 02:00:00  AM,0.605,1.859,3.49,,,,
137,08/24/21 03:00:00  AM,-0.676,1.643,3.49,,,,
138,08/24/21 04:00:00  AM,0.051,1.534,3.49,,,,
139,08/24/21 05:00:00  AM,0.384,1.480,3.49,,,,
140,08/24/21 06:00:00  AM,1.235,1.643,3.51,,,,
141,08/24/21 07:00:00  AM,2.690,1.751,3.51,,,,
142,08/24/21 08:00:00  AM,2.584,1.588,3.51,,,,
143,08/24/21 09:00:00  AM,3.749,1.588,3.53,,,,
144,08/24/21 10:00:00  AM,3.116,1.913,3.53,,,,
145,08/24/21 11:00:00  AM,1.344,2.289,3.51,,,,
146,08/24/21 12:00:00  PM,2.477,2.877,3.51,,,,
147,08/24/21 01:00:00  PM,2.477,3.801,3.53,,,,
148,08/24/21 02:00:00  PM,2.477,4.298,3.53,,,,
149,08/24/21 03:00:00  PM,2.396,4.298,3.53,,,,
150,08/24/21 04:00:00  PM,3.801,4.037,3.53,,,,
151,08/24/21 05:00:00  PM,3.827,3.985,3.53,,,,
152,08/24/21 06:00:00  PM,3.116,3.906,3.51,,,,
153,08/24/21 07:00:00  PM,3.142,3.827,3.51,,,,
154,08/24/21 08:00:00  PM,2.021,3.617,3.51,,,,
155,08/24/21 09:00:00  PM,2.877,3.248,3.51,,,,
156,08/24/21 10:00:00  PM,1.262,2.877,3.51,,,,
157,08/24/21 11:00:00  PM,1.697,2.690,3.51,,,,
158,08/25/21 12:00:00  AM,1.044,2.557,3.49,,,,
159,08/25/21 01:00:00  AM,1.126,2.450,3.49,,,,
160,08/25/21 02:00:00  AM,1.778,2.423,3.51,,,,
161,08/25/21 03:00:00  AM,1.643,2.450,3.51,,,,
162,08/25/21 04:00:00  AM,0.880,2.450,3.51,,,,
163,08/25/21 05:00:00  AM,1.398,2.503,3.51,,,,
164,08/25/21 06:00:00  AM,1.697,2.557,3.51,,,,
165,08/25/21 07:00:00  AM,0.715,2.610,3.51,,,,
166,08/25/21 08:00:00  AM,1.262,2.557,3.51,,,,
167,08/25/21 09:00:00  AM,0.989,2.343,3.51,,,,
168,08/25/21 10:00:00  AM,0.934,2.289,3.51,,,,
169,08/25/21 11:00:00  AM,0.852,2.236,3.51,,,,
170,08/25/21 12:00:00  PM,0.687,2.236,3.49,,,,
171,08/25/21 01:00:00  PM,0.550,2.182,3.49,,,,
172,08/25/21 02:00:00  PM,1.017,2.209,3.49,,,,
173,08/25/21 03:00:00  PM,1.588,2.396,3.51,,,,
174,08/25/21 04:00:00  PM,1.751,2.610,3.51,,,,
175,08/25/21 05:00:00  PM,1.344,2.610,3.51,,,,
176,08/25/21 06:00:00  PM,1.398,2.450,3.51,,,,
177,08/25/21 07:00:00  PM,0.825,2.289,3.49,,,,
178,08/25/21 08:00:00  PM,0.825,2.182,3.49,,,,
179,08/25/21 09:00:00  PM,1.208,2.074,3.49,,,,
180,08/25/21 10:00:00  PM,0.797,1.967,3.49,,,,
181,08/25/21 11:00:00  PM,0.742,1.805,3.49,,,,
182,08/26/21 12:00:00  AM,0.825,1.697,3.49,,,,
183,08/26/21 01:00:00  AM,1.262,1.588,3.49,,,,
184,08/26/21 02:00:00  AM,0.632,1.561,3.49,,,,
185,08/26/21 03:00:00  AM,0.660,1.534,3.49,,,,
186,08/26/21 04:00:00  AM,0.522,1.480,3.49,,,,
187,08/26/21 05:00:00  AM,0.825,1.534,3.49,,,,
188,08/26/21 06:00:00  AM,1.153,1.697,3.49,,,,
189,08/26/21 07:00:00  AM,0.880,1.967,3.51,,,,
190,08/26/21 08:00:00  AM,1.398,2.289,3.51,,,,
191,08/26/21 09:00:00  AM,1.615,2.557,3.51,,,,
192,08/26/21 10:00:00  AM,1.615,2.610,3.51,,,,
193,08/26/21 11:00:00  AM,1.670,2.744,3.51,,,,
194,08/26/21 12:00:00  PM,1.859,2.930,3.51,,,,
195,08/26/21 01:00:00  PM,1.967,2.903,3.51,,,,
196,08/26/21 02:00:00  PM,1.967,2.903,3.51,,,,
197,08/26/21 03:00:00  PM,2.128,2.877,3.51,,,,
198,08/26/21 04:00:00  PM,2.289,2.823,3.51,,,,
199,08/26/21 05:00:00  PM,2.557,2.744,3.51,,,,
200,08/26/21 06:00:00  PM,3.089,2.823,3.51,,,,
201,08/26/21 07:00:00  PM,2.637,2.823,3.51,,,,
202,08/26/21 08:00:00  PM,2.770,2.717,3.51,,,,
203,08/26/21 09:00:00  PM,2.770,2.610,3.51,,,,
204,08/26/21 10:00:00  PM,2.557,2.503,3.51,,,,
205,08/26/21 11:00:00  PM,2.423,2.396,3.51,,,,
206,08/27/21 12:00:00  AM,2.423,2.343,3.51,,,,
207,08/27/21 01:00:00  AM,2.530,2.262,3.51,,,,
208,08/27/21 02:00:00  AM,2.316,2.236,3.51,,,,
209,08/27/21 03:00:00  AM,2.316,2.236,3.51,,,,
210,08/27/21 04:00:00  AM,1.751,2.182,3.51,,,,
211,08/27/21 05:00:00  AM,2.128,2.209,3.51,,,,
212,08/27/21 06:00:00  AM,2.262,2.262,3.51,,,,
213,08/27/21 07:00:00  AM,2.289,2.396,3.51,,,,
214,08/27/21 08:00:00  AM,2.717,2.610,3.51,,,,
215,08/27/21 09:00:00  AM,2.903,2.877,3.51,,,,
216,08/27/21 10:00:00  AM,2.101,3.009,3.51,,,,
217,08/27/21 11:00:00  AM,2.450,2.983,3.51,,,,
218,08/27/21 12:00:00  PM,2.717,3.195,3.51,,,,
219,08/27/21 01:00:00  PM,3.248,3.406,3.51,,,,
220,08/27/21 02:00:00  PM,3.564,3.512,3.51,,,,
221,08/27/21 03:00:00  PM,3.327,3.564,3.51,,,,
222,08/27/21 04:00:00  PM,2.903,3.591,3.51,,,,
223,08/27/21 05:00:00  PM,3.485,3.564,3.51,,,,
224,08/27/21 06:00:00  PM,2.423,3.485,3.51,,,,
225,08/27/21 07:00:00  PM,1.317,3.248,3.51,,,,
226,08/27/21 08:00:00  PM,1.099,3.009,3.51,,,,
227,08/27/21 09:00:00  PM,0.880,2.770,3.49,,,,
228,08/27/21 10:00:00  PM,0.797,2.557,3.49,,,,
229,08/27/21 11:00:00  PM,0.989,2.343,3.49,,,,
230,08/28/21 12:00:00  AM,1.453,2.236,3.49,,,,
231,08/28/21 01:00:00  AM,1.480,2.182,3.49,,,,
232,08/28/21 02:00:00  AM,1.099,2.074,3.49,,,,
233,08/28/21 03:00:00  AM,1.588,1.859,3.49,,,,
234,08/28/21 04:00:00  AM,0.880,1.886,3.49,,,,
235,08/28/21 05:00:00  AM,0.934,1.967,3.49,,,,
236,08/28/21 06:00:00  AM,0.660,2.101,3.49,,,,
237,08/28/21 07:00:00  AM,0.550,2.209,3.49,,,,
238,08/28/21 08:00:00  AM,0.852,2.343,3.49,,,,
239,08/28/21 09:00:00  AM,2.021,2.557,3.51,,,,
240,08/28/21 10:00:00  AM,1.643,2.983,3.51,,,,
241,08/28/21 11:00:00  AM,1.751,3.301,3.51,,,,
242,08/28/21 12:00:00  PM,2.503,3.512,3.51,,,,
243,08/28/21 01:00:00  PM,1.588,3.722,3.51,,,,
244,08/28/21 02:00:00  PM,2.128,3.722,3.51,,,,
245,08/28/21 03:00:00  PM,1.425,3.932,3.51,,,,
246,08/28/21 04:00:00  PM,1.967,4.141,3.51,,,,
247,08/28/21 05:00:00  PM,1.832,4.037,3.51,,,,
248,08/28/21 06:00:00  PM,1.994,3.880,3.51,,,,
249,08/28/21 07:00:00  PM,1.940,3.643,3.51,,,,
250,08/28/21 08:00:00  PM,1.371,3.063,3.49,,,,
251,08/28/21 09:00:00  PM,1.643,2.450,3.49,,,,
252,08/28/21 10:00:00  PM,1.153,2.021,3.49,,,,
253,08/28/21 11:00:00  PM,1.044,1.697,3.49,,,,
254,08/29/21 12:00:00  AM,0.660,1.480,3.49,,,,
255,08/29/21 01:00:00  AM,-0.143,1.289,3.47,,,,
256,08/29/21 02:00:00  AM,-0.676,1.153,3.47,,,,
257,08/29/21 03:00:00  AM,0.412,1.017,3.47,,,,
258,08/29/21 04:00:00  AM,-0.563,0.934,3.49,,,,
259,08/29/21 05:00:00  AM,0.301,0.852,3.49,,,,
260,08/29/21 06:00:00  AM,1.588,0.797,3.49,,,,
261,08/29/21 07:00:00  AM,1.670,0.770,3.51,,,,
262,08/29/21 08:00:00  AM,1.967,0.742,3.53,,,,
263,08/29/21 09:00:00  AM,1.859,0.715,3.53,,,,
264,08/29/21 10:00:00  AM,1.235,0.742,3.53,,,,
265,08/29/21 11:00:00  AM,1.805,0.797,3.53,,,,
266,08/29/21 12:00:00  PM,1.480,1.044,3.53,,,,
267,08/29/21 01:00:00  PM,1.724,1.778,3.53,,,,
268,08/29/21 02:00:00  PM,1.371,2.903,3.51,,,,
269,08/29/21 03:00:00  PM,1.235,3.564,3.51,,,,
270,08/29/21 04:00:00  PM,0.934,4.636,3.51,,,,
271,08/29/21 05:00:00  PM,1.425,5.282,3.51,,,,
272,08/29/21 06:00:00  PM,0.825,5.334,3.51,,,,
273,08/29/21 07:00:00  PM,2.717,4.662,3.51,,,,
274,08/29/21 08:00:00  PM,0.163,3.722,3.49,,,,
275,08/29/21 09:00:00  PM,-0.451,3.009,3.49,,,,
276,08/29/21 10:00:00  PM,-0.902,2.423,3.49,,,,
277,08/29/21 11:00:00  PM,-0.958,1.994,3.47,,,,
278,08/30/21 12:00:00  AM,-1.929,1.724,3.47,,,,
279,08/30/21 01:00:00  AM,-0.902,1.507,3.47,,,,
280,08/30/21 02:00:00  AM,-0.789,1.344,3.47,,,,
281,08/30/21 03:00:00  AM,0.218,1.208,3.47,,,,
282,08/30/21 04:00:00  AM,-0.507,1.071,3.49,,,,
283,08/30/21 05:00:00  AM,0.439,0.989,3.49,,,,
284,08/30/21 06:00:00  AM,0.439,0.907,3.49,,,,
285,08/30/21 07:00:00  AM,0.715,0.852,3.51,,,,
286,08/30/21 08:00:00  AM,1.561,0.825,3.53,,,,
287,08/30/21 09:00:00  AM,2.236,0.797,3.53,,,,
288,08/30/21 10:00:00  AM,1.805,0.770,3.53,,,,
289,08/30/21 11:00:00  AM,0.797,0.880,3.51,,,,
290,08/30/21 12:00:00  PM,1.480,1.099,3.53,,,,
291,08/30/21 01:00:00  PM,2.182,1.751,3.53,,,,
292,08/30/21 02:00:00  PM,1.832,2.690,3.51,,,,
293,08/30/21 03:00:00  PM,1.289,2.744,3.51,,,,
294,08/30/21 04:00:00  PM,1.913,3.168,3.51,,,,
295,08/30/21 05:00:00  PM,1.507,3.168,3.51,,,,
296,08/30/21 06:00:00  PM,1.561,3.036,3.51,,,,
297,08/30/21 07:00:00  PM,0.907,2.797,3.51,,,,
298,08/30/21 08:00:00  PM,0.329,2.637,3.49,,,,
299,08/30/21 09:00:00  PM,0.852,2.370,3.49,,,,
300,08/30/21 10:00:00  PM,0.660,2.155,3.49,,,,
301,08/30/21 11:00:00  PM,0.273,1.940,3.49,,,,
302,08/31/21 12:00:00  AM,0.550,1.805,3.49,,,,
303,08/31/21 01:00:00  AM,0.522,1.643,3.49,,,,
304,08/31/21 02:00:00  AM,0.632,1.615,3.49,,,,
305,08/31/21 03:00:00  AM,0.797,1.561,3.49,,,,
306,08/31/21 04:00:00  AM,0.550,1.507,3.49,,,,
307,08/31/21 05:00:00  AM,1.751,1.534,3.49,,,,
308,08/31/21 06:00:00  AM,0.825,1.588,3.49,,,,
309,08/31/21 07:00:00  AM,2.717,1.805,3.51,,,,
310,08/31/21 08:00:00  AM,1.425,1.967,3.51,,,,
311,08/31/21 09:00:00  AM,2.236,2.182,3.51,,,,
312,08/31/21 10:00:00  AM,2.236,2.557,3.51,,,,
313,08/31/21 11:00:00  AM,1.805,2.877,3.51,,,,
314,08/31/21 12:00:00  PM,2.503,3.089,3.51,,,,
315,08/31/21 01:00:00  PM,2.155,3.406,3.51,,,,
316,08/31/21 02:00:00  PM,2.021,3.564,3.51,,,,
317,08/31/21 03:00:00  PM,2.236,3.617,3.51,,,,
318,08/31/21 04:00:00  PM,2.182,3.485,3.51,,,,
319,08/31/21 05:00:00  PM,2.823,3.327,3.51,,,,
320,08/31/21 06:00:00  PM,1.724,3.089,3.51,,,,
321,08/31/21 07:00:00  PM,1.886,2.717,3.49,,,,
322,08/31/21 08:00:00  PM,1.317,2.584,3.49,,,,
323,08/31/21 09:00:00  PM,1.425,2.396,3.49,,,,
324,08/31/21 10:00:00  PM,1.180,2.155,3.49,,,,
325,08/31/21 11:00:00  PM,1.153,1.994,3.49,,,,
326,09/01/21 12:00:00  AM,0.605,1.913,3.49,,,,
327,09/01/21 01:00:00  AM,1.886,1.805,3.49,,,,
328,09/01/21 02:00:00  AM,1.317,1.724,3.49,,,,
329,09/01/21 03:00:00  AM,0.770,1.643,3.49,,,,
330,09/01/21 04:00:00  AM,0.660,1.561,3.49,,,,
331,09/01/21 05:00:00  AM,1.643,1.588,3.49,,,,
332,09/01/21 06:00:00  AM,1.453,1.643,3.49,,,,
333,09/01/21 07:00:00  AM,1.751,1.697,3.49,,,,
334,09/01/21 08:00:00  AM,1.534,1.805,3.51,,,,
335,09/01/21 09:00:00  AM,5.924,2.101,3.53,,,,
336,09/01/21 10:00:00  AM,6.433,2.316,3.53,,,,
337,09/01/21 11:00:00  AM,6.000,2.557,3.53,,,,
338,09/01/21 12:00:00  PM,6.102,2.637,3.53,,,,
339,09/01/21 01:00:00  PM,5.642,2.664,3.53,,,,
340,09/01/21 02:00:00  PM,5.282,2.717,3.53,,,,
341,09/01/21 03:00:00  PM,5.745,2.690,3.53,,,,
342,09/01/21 04:00:00  PM,7.368,2.877,3.53,,,,
343,09/01/21 05:00:00  PM,7.217,2.956,3.53,,,,
344,09/01/21 06:00:00  PM,5.847,2.823,3.53,,,,
345,09/01/21 07:00:00  PM,6.179,2.744,3.53,,,,
346,09/01/21 08:00:00  PM,5.282,2.664,3.53,,,,
347,09/01/21 09:00:00  PM,5.205,2.584,3.53,,,,
348,09/01/21 10:00:00  PM,6.179,2.584,3.53,,,,
349,09/01/21 11:00:00  PM,6.331,2.557,3.53,,,,
350,09/02/21 12:00:00  AM,5.539,2.557,3.53,,,,
351,09/02/21 01:00:00  AM,5.231,2.450,3.53,,,,
352,09/02/21 02:00:00  AM,5.821,2.396,3.53,,,,
353,09/02/21 03:00:00  AM,3.248,2.289,3.51,,,,
354,09/02/21 04:00:00  AM,3.036,2.155,3.51,,,,
355,09/02/21 05:00:00  AM,4.973,2.182,3.51,,,,
356,09/02/21 06:00:00  AM,4.610,2.236,3.51,,,,
357,09/02/21 07:00:00  AM,3.433,2.316,3.51,,,,
358,09/02/21 08:00:00  AM,2.503,2.450,3.51,,,,
359,09/02/21 09:00:00  AM,3.036,2.557,3.51,,,,
360,09/02/21 10:00:00  AM,3.775,2.690,3.51,,,,
361,09/02/21 11:00:00  AM,3.459,2.823,3.51,,,,
362,09/02/21 12:00:00  PM,2.316,2.877,3.51,,,,
363,09/02/21 01:00:00  PM,2.262,2.823,3.51,,,,
364,09/02/21 02:00:00  PM,2.637,2.930,3.51,,,,
365,09/02/21 03:00:00  PM,1.913,2.930,3.51,,,,
366,09/02/21 04:00:00  PM,2.128,2.823,3.51,,,,
367,09/02/21 05:00:00  PM,1.480,2.770,3.51,,,,
368,09/02/21 06:00:00  PM,1.588,2.690,3.51,,,,
369,09/02/21 07:00:00  PM,1.859,2.503,3.51,,,,
370,09/02/21 08:00:00  PM,1.453,2.370,3.51,,,,
371,09/02/21 09:00:00  PM,1.398,2.209,3.49,,,,
372,09/02/21 10:00:00  PM,0.384,1.967,3.49,,,,
373,09/02/21 11:00:00  PM,0.301,1.751,3.49,,,,
374,09/03/21 12:00:00  AM,0.107,1.588,3.49,,,,
375,09/03/21 01:00:00  AM,0.024,1.480,3.49,,,,
376,09/03/21 02:00:00  AM,-0.227,1.398,3.49,,,,
377,09/03/21 03:00:00  AM,-0.227,1.317,3.49,,,,
378,09/03/21 04:00:00  AM,-0.283,1.289,3.49,,,,
379,09/03/21 05:00:00  AM,-0.423,1.235,3.49,,,,
380,09/03/21 06:00:00  AM,-0.060,1.180,3.49,,,,
381,09/03/21 07:00:00  AM,-0.116,1.153,3.49,,,,
382,09/03/21 08:00:00  AM,0.163,1.126,3.49,,,,
383,09/03/21 09:00:00  AM,0.412,1.099,3.49,,,,
384,09/03/21 10:00:00  AM,0.522,1.044,3.49,,,,
385,09/03/21 11:00:00  AM,-0.004,1.017,3.49,,,,
386,09/03/21 12:00:00  PM,0.605,0.907,3.49,,,,
387,09/03/21 01:00:00  PM,0.577,0.825,3.49,,,,
388,09/03/21 02:00:00  PM,0.770,0.934,3.49,,,,
389,09/03/21 03:00:00  PM,0.825,1.044,3.49,,,,
390,09/03/21 04:00:00  PM,0.962,1.126,3.49,,,,
391,09/03/21 05:00:00  PM,0.962,1.153,3.49,,,,
392,09/03/21 06:00:00  PM,0.880,1.126,3.49,,,,
393,09/03/21 07:00:00  PM,-0.060,1.044,3.49,,,,
394,09/03/21 08:00:00  PM,-0.676,0.934,3.49,,,,
395,09/03/21 09:00:00  PM,-1.242,0.880,3.49,,,,
396,09/03/21 10:00:00  PM,-1.699,0.797,3.49,,,,
397,09/03/21 11:00:00  PM,-1.871,0.715,3.49,,,,
398,09/04/21 12:00:00  AM,-2.044,0.687,3.47,,,,
399,09/04/21 01:00:00  AM,-2.131,0.660,3.47,,,,
400,09/04/21 02:00:00  AM,-1.900,0.605,3.47,,,,
401,09/04/21 03:00:00  AM,-1.929,0.550,3.47,,,,
402,09/04/21 04:00:00  AM,-2.015,0.495,3.47,,,,
403,09/04/21 05:00:00  AM,-1.814,0.495,3.47,,,,
404,09/04/21 06:00:00  AM,-1.929,0.439,3.47,,,,
405,09/04/21 07:00:00  AM,-2.392,0.412,3.47,,,,
406,09/04/21 08:00:00  AM,-2.276,0.412,3.47,,,,
407,09/04/21 09:00:00  AM,-1.986,0.384,3.47,,,,
408,09/04/21 10:00:00  AM,-2.830,0.329,3.47,,,,
409,09/04/21 11:00:00  AM,-2.392,0.329,3.47,,,,
410,09/04/21 12:00:00  PM,-1.958,0.301,3.47,,,,
411,09/04/21 01:00:00  PM,-2.771,0.301,3.47,,,,
412,09/04/21 02:00:00  PM,-1.929,0.301,3.49,,,,
413,09/04/21 03:00:00  PM,-1.986,0.329,3.47,,,,
414,09/04/21 04:00:00  PM,-2.160,0.301,3.47,,,,
415,09/04/21 05:00:00  PM,-2.044,0.273,3.47,,,,
416,09/04/21 06:00:00  PM,-2.859,0.246,3.47,,,,
