"Plot Title: GlaucGull South 0.5 + 3.9 Soil"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9725070, SEN S/N: 9725070)","Temp, °C (LGR S/N: 9725070, SEN S/N: 9725070)","Batt, V (LGR S/N: 9725070, SEN S/N: 9725070)","Coupler Detached (LGR S/N: 9725070)","Coupler Attached (LGR S/N: 9725070)","Stopped (LGR S/N: 9725070)","End Of File (LGR S/N: 9725070)"
3749,01/21/22 03:00:00  PM,-19.607,-20.642,3.31,,,,
3750,01/21/22 04:00:00  PM,-21.272,-20.642,3.31,,,,
3751,01/21/22 05:00:00  PM,-21.321,-20.642,3.31,,,,
3752,01/21/22 06:00:00  PM,-22.117,-20.690,3.31,,,,
3753,01/21/22 07:00:00  PM,-22.168,-20.738,3.29,,,,
3754,01/21/22 08:00:00  PM,-21.966,-20.883,3.29,,,,
3755,01/21/22 09:00:00  PM,-23.145,-21.077,3.29,,,,
3756,01/21/22 10:00:00  PM,-23.093,-21.321,3.29,,,,
3757,01/21/22 11:00:00  PM,-23.303,-21.419,3.29,,,,
3758,01/22/22 12:00:00  AM,-23.835,-21.370,3.27,,,,
3759,01/22/22 01:00:00  AM,-22.729,-21.370,3.29,,,,
3760,01/22/22 02:00:00  AM,-22.937,-21.419,3.29,,,,
3761,01/22/22 03:00:00  AM,-23.515,-21.321,3.29,,,,
3762,01/22/22 04:00:00  AM,-22.937,-21.223,3.29,,,,
3763,01/22/22 05:00:00  AM,-22.626,-21.077,3.29,,,,
3764,01/22/22 06:00:00  AM,-22.218,-20.980,3.29,,,,
3765,01/22/22 07:00:00  AM,-23.198,-20.931,3.29,,,,
3766,01/22/22 08:00:00  AM,-23.145,-20.980,3.29,,,,
3767,01/22/22 09:00:00  AM,-22.833,-21.077,3.29,,,,
3768,01/22/22 10:00:00  AM,-23.409,-21.174,3.27,,,,
3769,01/22/22 11:00:00  AM,-23.943,-21.272,3.27,,,,
3770,01/22/22 12:00:00  PM,-23.198,-21.370,3.27,,,,
3771,01/22/22 01:00:00  PM,-25.498,-21.567,3.27,,,,
3772,01/22/22 02:00:00  PM,-24.051,-21.667,3.27,,,,
3773,01/22/22 03:00:00  PM,-24.709,-21.716,3.27,,,,
3774,01/22/22 04:00:00  PM,-22.781,-21.617,3.27,,,,
3775,01/22/22 05:00:00  PM,-22.575,-21.469,3.27,,,,
3776,01/22/22 06:00:00  PM,-22.833,-21.419,3.27,,,,
3777,01/22/22 07:00:00  PM,-22.626,-21.518,3.27,,,,
3778,01/22/22 08:00:00  PM,-23.356,-21.716,3.27,,,,
3779,01/22/22 09:00:00  PM,-24.269,-21.866,3.27,,,,
3780,01/22/22 10:00:00  PM,-26.910,-22.016,3.27,,,,
3781,01/22/22 11:00:00  PM,-25.902,-22.117,3.26,,,,
3782,01/23/22 12:00:00  AM,-25.671,-22.218,3.27,,,,
3783,01/23/22 01:00:00  AM,-24.709,-22.218,3.26,,,,
3784,01/23/22 02:00:00  AM,-26.789,-22.218,3.26,,,,
3785,01/23/22 03:00:00  AM,-25.384,-22.168,3.26,,,,
3786,01/23/22 04:00:00  AM,-25.556,-22.168,3.27,,,,
3787,01/23/22 05:00:00  AM,-25.786,-22.117,3.26,,,,
3788,01/23/22 06:00:00  AM,-25.786,-21.966,3.27,,,,
3789,01/23/22 07:00:00  AM,-25.556,-21.766,3.27,,,,
3790,01/23/22 08:00:00  AM,-25.671,-21.716,3.27,,,,
3791,01/23/22 09:00:00  AM,-24.488,-21.667,3.27,,,,
3792,01/23/22 10:00:00  AM,-23.997,-21.518,3.27,,,,
3793,01/23/22 11:00:00  AM,-24.543,-21.419,3.27,,,,
3794,01/23/22 12:00:00  PM,-24.160,-21.370,3.27,,,,
3795,01/23/22 01:00:00  PM,-26.019,-21.321,3.27,,,,
3796,01/23/22 02:00:00  PM,-25.384,-21.469,3.26,,,,
3797,01/23/22 03:00:00  PM,-25.270,-21.716,3.26,,,,
3798,01/23/22 04:00:00  PM,-25.556,-22.016,3.26,,,,
3799,01/23/22 05:00:00  PM,-25.270,-22.117,3.26,,,,
3800,01/23/22 06:00:00  PM,-25.214,-22.168,3.26,,,,
3801,01/23/22 07:00:00  PM,-27.092,-22.422,3.26,,,,
3802,01/23/22 08:00:00  PM,-26.431,-22.626,3.26,,,,
3803,01/23/22 09:00:00  PM,-28.404,-22.833,3.24,,,,
3804,01/23/22 10:00:00  PM,-27.708,-22.937,3.24,,,,
3805,01/23/22 11:00:00  PM,-27.522,-23.041,3.24,,,,
3806,01/24/22 12:00:00  AM,-26.136,-23.145,3.24,,,,
3807,01/24/22 01:00:00  AM,-29.722,-23.145,3.24,,,,
3808,01/24/22 02:00:00  AM,-27.833,-23.093,3.24,,,,
3809,01/24/22 03:00:00  AM,-29.055,-22.989,3.24,,,,
3810,01/24/22 04:00:00  AM,-27.646,-22.937,3.24,,,,
3811,01/24/22 05:00:00  AM,-27.275,-23.041,3.24,,,,
3812,01/24/22 06:00:00  AM,-26.849,-23.145,3.24,,,,
3813,01/24/22 07:00:00  AM,-26.729,-23.198,3.24,,,,
3814,01/24/22 08:00:00  AM,-29.320,-23.303,3.22,,,,
3815,01/24/22 09:00:00  AM,-27.522,-23.356,3.24,,,,
3816,01/24/22 10:00:00  AM,-30.132,-23.462,3.24,,,,
3817,01/24/22 11:00:00  AM,-30.063,-23.515,3.24,,,,
3818,01/24/22 12:00:00  PM,-27.833,-23.621,3.24,,,,
3819,01/24/22 01:00:00  PM,-31.698,-23.781,3.22,,,,
3820,01/24/22 02:00:00  PM,-26.970,-23.835,3.24,,,,
3821,01/24/22 03:00:00  PM,-29.386,-23.943,3.22,,,,
3822,01/24/22 04:00:00  PM,-27.337,-24.051,3.22,,,,
3823,01/24/22 05:00:00  PM,-28.404,-24.160,3.24,,,,
3824,01/24/22 06:00:00  PM,-27.584,-24.214,3.24,,,,
3825,01/24/22 07:00:00  PM,-29.121,-24.323,3.22,,,,
3826,01/24/22 08:00:00  PM,-30.760,-24.433,3.22,,,,
3827,01/24/22 09:00:00  PM,-27.398,-24.433,3.22,,,,
3828,01/24/22 10:00:00  PM,-29.121,-24.433,3.22,,,,
3829,01/24/22 11:00:00  PM,-31.624,-24.543,3.22,,,,
3830,01/25/22 12:00:00  AM,-32.069,-24.543,3.21,,,,
3831,01/25/22 01:00:00  AM,-27.959,-24.543,3.22,,,,
3832,01/25/22 02:00:00  AM,-30.760,-24.598,3.22,,,,
3833,01/25/22 03:00:00  AM,-30.063,-24.654,3.21,,,,
3834,01/25/22 04:00:00  AM,-31.698,-24.709,3.21,,,,
3835,01/25/22 05:00:00  AM,-26.312,-24.709,3.22,,,,
3836,01/25/22 06:00:00  AM,-29.453,-24.709,3.21,,,,
3837,01/25/22 07:00:00  AM,-29.187,-24.765,3.22,,,,
3838,01/25/22 08:00:00  AM,-28.340,-24.765,3.22,,,,
3839,01/25/22 09:00:00  AM,-30.063,-24.765,3.22,,,,
3840,01/25/22 10:00:00  AM,-28.727,-24.709,3.22,,,,
3841,01/25/22 11:00:00  AM,-28.923,-24.709,3.22,,,,
3842,01/25/22 12:00:00  PM,-27.460,-24.709,3.22,,,,
3843,01/25/22 01:00:00  PM,-29.587,-24.765,3.22,,,,
3844,01/25/22 02:00:00  PM,-29.995,-24.821,3.22,,,,
3845,01/25/22 03:00:00  PM,-29.187,-24.765,3.22,,,,
3846,01/25/22 04:00:00  PM,-27.522,-24.765,3.22,,,,
3847,01/25/22 05:00:00  PM,-27.896,-24.765,3.22,,,,
3848,01/25/22 06:00:00  PM,-29.320,-24.765,3.22,,,,
3849,01/25/22 07:00:00  PM,-32.369,-24.821,3.22,,,,
3850,01/25/22 08:00:00  PM,-29.253,-24.821,3.22,,,,
3851,01/25/22 09:00:00  PM,-28.923,-24.876,3.22,,,,
3852,01/25/22 10:00:00  PM,-30.063,-24.876,3.22,,,,
3853,01/25/22 11:00:00  PM,-26.371,-24.932,3.22,,,,
3854,01/26/22 12:00:00  AM,-28.469,-24.932,3.22,,,,
3855,01/26/22 01:00:00  AM,-27.771,-24.876,3.24,,,,
3856,01/26/22 02:00:00  AM,-30.690,-24.876,3.22,,,,
3857,01/26/22 03:00:00  AM,-26.729,-24.932,3.24,,,,
3858,01/26/22 04:00:00  AM,-30.690,-24.988,3.22,,,,
3859,01/26/22 05:00:00  AM,-32.369,-25.101,3.22,,,,
3860,01/26/22 06:00:00  AM,-29.655,-25.157,3.22,,,,
3861,01/26/22 07:00:00  AM,-28.989,-25.214,3.22,,,,
3862,01/26/22 08:00:00  AM,-27.959,-25.270,3.22,,,,
3863,01/26/22 09:00:00  AM,-25.327,-25.214,3.22,,,,
3864,01/26/22 10:00:00  AM,-28.469,-25.270,3.22,,,,
3865,01/26/22 11:00:00  AM,-32.069,-25.214,3.22,,,,
3866,01/26/22 12:00:00  PM,-30.270,-25.157,3.22,,,,
3867,01/26/22 01:00:00  PM,-27.275,-25.214,3.22,,,,
3868,01/26/22 02:00:00  PM,-27.092,-25.270,3.22,,,,
3869,01/26/22 03:00:00  PM,-30.973,-25.270,3.22,,,,
3870,01/26/22 04:00:00  PM,-30.690,-25.270,3.22,,,,
3871,01/26/22 05:00:00  PM,-27.460,-25.384,3.22,,,,
3872,01/26/22 06:00:00  PM,-29.790,-25.441,3.22,,,,
3873,01/26/22 07:00:00  PM,-31.845,-25.441,3.22,,,,
3874,01/26/22 08:00:00  PM,-29.995,-25.498,3.22,,,,
3875,01/26/22 09:00:00  PM,-28.792,-25.556,3.22,,,,
3876,01/26/22 10:00:00  PM,-28.149,-25.613,3.22,,,,
3877,01/26/22 11:00:00  PM,-29.722,-25.613,3.22,,,,
3878,01/27/22 12:00:00  AM,-30.132,-25.613,3.21,,,,
3879,01/27/22 01:00:00  AM,-28.662,-25.556,3.22,,,,
3880,01/27/22 02:00:00  AM,-30.549,-25.613,3.22,,,,
3881,01/27/22 03:00:00  AM,-29.995,-25.671,3.22,,,,
3882,01/27/22 04:00:00  AM,-30.340,-25.786,3.22,,,,
3883,01/27/22 05:00:00  AM,-31.333,-25.844,3.21,,,,
3884,01/27/22 06:00:00  AM,-28.404,-25.844,3.22,,,,
3885,01/27/22 07:00:00  AM,-31.551,-25.902,3.21,,,,
3886,01/27/22 08:00:00  AM,-31.333,-25.902,3.21,,,,
3887,01/27/22 09:00:00  AM,-28.662,-25.902,3.22,,,,
3888,01/27/22 10:00:00  AM,-32.143,-25.960,3.21,,,,
3889,01/27/22 11:00:00  AM,-27.771,-26.019,3.21,,,,
3890,01/27/22 12:00:00  PM,-31.845,-26.019,3.22,,,,
3891,01/27/22 01:00:00  PM,-31.624,-26.019,3.21,,,,
3892,01/27/22 02:00:00  PM,-29.520,-26.077,3.22,,,,
3893,01/27/22 03:00:00  PM,-28.727,-26.136,3.21,,,,
3894,01/27/22 04:00:00  PM,-28.989,-26.077,3.22,,,,
3895,01/27/22 05:00:00  PM,-32.828,-26.136,3.21,,,,
3896,01/27/22 06:00:00  PM,-32.369,-26.194,3.21,,,,
3897,01/27/22 07:00:00  PM,-30.690,-26.253,3.21,,,,
3898,01/27/22 08:00:00  PM,-31.405,-26.312,3.21,,,,
3899,01/27/22 09:00:00  PM,-27.833,-26.312,3.21,,,,
3900,01/27/22 10:00:00  PM,-30.831,-26.312,3.21,,,,
3901,01/27/22 11:00:00  PM,-31.261,-26.312,3.22,,,,
3902,01/28/22 12:00:00  AM,-31.551,-26.371,3.22,,,,
3903,01/28/22 01:00:00  AM,-29.995,-26.371,3.22,,,,
3904,01/28/22 02:00:00  AM,-32.445,-26.371,3.21,,,,
3905,01/28/22 03:00:00  AM,-29.520,-26.371,3.21,,,,
3906,01/28/22 04:00:00  AM,-30.132,-26.371,3.21,,,,
3907,01/28/22 05:00:00  AM,-29.722,-26.371,3.21,,,,
3908,01/28/22 06:00:00  AM,-29.722,-26.371,3.22,,,,
3909,01/28/22 07:00:00  AM,-31.333,-26.431,3.21,,,,
3910,01/28/22 08:00:00  AM,-29.722,-26.371,3.22,,,,
3911,01/28/22 09:00:00  AM,-31.045,-26.253,3.22,,,,
3912,01/28/22 10:00:00  AM,-33.061,-26.194,3.22,,,,
3913,01/28/22 11:00:00  AM,-31.772,-26.194,3.21,,,,
3914,01/28/22 12:00:00  PM,-31.920,-26.194,3.21,,,,
3915,01/28/22 01:00:00  PM,-28.858,-26.136,3.21,,,,
3916,01/28/22 02:00:00  PM,-29.253,-26.136,3.21,,,,
3917,01/28/22 03:00:00  PM,-28.469,-26.077,3.21,,,,
3918,01/28/22 04:00:00  PM,-29.253,-26.077,3.22,,,,
3919,01/28/22 05:00:00  PM,-28.858,-26.019,3.22,,,,
3920,01/28/22 06:00:00  PM,-28.213,-25.844,3.22,,,,
3921,01/28/22 07:00:00  PM,-30.973,-25.613,3.22,,,,
3922,01/28/22 08:00:00  PM,-30.340,-25.498,3.22,,,,
3923,01/28/22 09:00:00  PM,-30.340,-25.556,3.22,,,,
3924,01/28/22 10:00:00  PM,-29.587,-25.498,3.22,,,,
3925,01/28/22 11:00:00  PM,-30.479,-25.671,3.22,,,,
3926,01/29/22 12:00:00  AM,-28.727,-25.902,3.22,,,,
3927,01/29/22 01:00:00  AM,-28.923,-26.077,3.22,,,,
3928,01/29/22 02:00:00  AM,-30.760,-26.253,3.21,,,,
3929,01/29/22 03:00:00  AM,-29.858,-26.312,3.22,,,,
3930,01/29/22 04:00:00  AM,-27.771,-26.371,3.22,,,,
3931,01/29/22 05:00:00  AM,-29.858,-26.371,3.21,,,,
3932,01/29/22 06:00:00  AM,-28.989,-26.371,3.22,,,,
3933,01/29/22 07:00:00  AM,-28.533,-26.431,3.22,,,,
3934,01/29/22 08:00:00  AM,-28.340,-26.431,3.22,,,,
3935,01/29/22 09:00:00  AM,-30.340,-26.431,3.22,,,,
3936,01/29/22 10:00:00  AM,-28.989,-26.490,3.22,,,,
3937,01/29/22 11:00:00  AM,-32.369,-26.490,3.22,,,,
3938,01/29/22 12:00:00  PM,-31.405,-26.550,3.21,,,,
3939,01/29/22 01:00:00  PM,-28.662,-26.550,3.22,,,,
3940,01/29/22 02:00:00  PM,-30.270,-26.550,3.22,,,,
3941,01/29/22 03:00:00  PM,-27.092,-26.490,3.22,,,,
3942,01/29/22 04:00:00  PM,-26.910,-26.371,3.22,,,,
3943,01/29/22 05:00:00  PM,-30.973,-26.194,3.22,,,,
3944,01/29/22 06:00:00  PM,-28.662,-26.019,3.22,,,,
3945,01/29/22 07:00:00  PM,-25.327,-25.902,3.24,,,,
3946,01/29/22 08:00:00  PM,-26.970,-25.844,3.24,,,,
3947,01/29/22 09:00:00  PM,-30.340,-25.786,3.22,,,,
3948,01/29/22 10:00:00  PM,-25.844,-25.556,3.24,,,,
3949,01/29/22 11:00:00  PM,-26.669,-25.498,3.24,,,,
3950,01/30/22 12:00:00  AM,-27.771,-25.384,3.24,,,,
3951,01/30/22 01:00:00  AM,-26.431,-25.270,3.24,,,,
3952,01/30/22 02:00:00  AM,-27.214,-25.270,3.24,,,,
3953,01/30/22 03:00:00  AM,-28.533,-25.327,3.24,,,,
3954,01/30/22 04:00:00  AM,-26.312,-25.384,3.24,,,,
3955,01/30/22 05:00:00  AM,-28.727,-25.384,3.24,,,,
3956,01/30/22 06:00:00  AM,-28.213,-25.384,3.24,,,,
3957,01/30/22 07:00:00  AM,-26.849,-25.270,3.24,,,,
3958,01/30/22 08:00:00  AM,-28.404,-25.327,3.24,,,,
3959,01/30/22 09:00:00  AM,-26.253,-25.384,3.24,,,,
3960,01/30/22 10:00:00  AM,-26.970,-25.498,3.24,,,,
3961,01/30/22 11:00:00  AM,-28.792,-25.613,3.24,,,,
3962,01/30/22 12:00:00  PM,-28.792,-25.671,3.22,,,,
3963,01/30/22 01:00:00  PM,-27.522,-25.786,3.22,,,,
3964,01/30/22 02:00:00  PM,-25.270,-25.844,3.22,,,,
3965,01/30/22 03:00:00  PM,-28.727,-25.902,3.22,,,,
3966,01/30/22 04:00:00  PM,-25.498,-25.786,3.24,,,,
3967,01/30/22 05:00:00  PM,-25.101,-25.786,3.22,,,,
3968,01/30/22 06:00:00  PM,-27.959,-25.728,3.24,,,,
3969,01/30/22 07:00:00  PM,-26.849,-25.728,3.22,,,,
3970,01/30/22 08:00:00  PM,-28.989,-25.786,3.22,,,,
3971,01/30/22 09:00:00  PM,-28.923,-25.844,3.22,,,,
3972,01/30/22 10:00:00  PM,-29.386,-25.844,3.22,,,,
3973,01/30/22 11:00:00  PM,-27.153,-25.902,3.22,,,,
3974,01/31/22 12:00:00  AM,-23.997,-25.960,3.22,,,,
3975,01/31/22 01:00:00  AM,-28.469,-25.844,3.22,,,,
3976,01/31/22 02:00:00  AM,-26.550,-25.844,3.22,,,,
3977,01/31/22 03:00:00  AM,-25.441,-25.844,3.22,,,,
3978,01/31/22 04:00:00  AM,-28.340,-25.902,3.22,,,,
3979,01/31/22 05:00:00  AM,-26.490,-25.844,3.22,,,,
3980,01/31/22 06:00:00  AM,-24.709,-25.613,3.24,,,,
3981,01/31/22 07:00:00  AM,-25.045,-25.214,3.26,,,,
3982,01/31/22 08:00:00  AM,-25.101,-24.765,3.26,,,,
3983,01/31/22 09:00:00  AM,-25.441,-24.488,3.26,,,,
3984,01/31/22 10:00:00  AM,-25.214,-24.433,3.26,,,,
3985,01/31/22 11:00:00  AM,-24.543,-24.378,3.26,,,,
3986,01/31/22 12:00:00  PM,-23.674,-24.214,3.27,,,,
3987,01/31/22 01:00:00  PM,-24.543,-24.051,3.27,,,,
3988,01/31/22 02:00:00  PM,-23.943,-23.835,3.27,,,,
3989,01/31/22 03:00:00  PM,-23.568,-23.674,3.27,,,,
3990,01/31/22 04:00:00  PM,-21.816,-23.568,3.27,,,,
3991,01/31/22 05:00:00  PM,-22.016,-23.409,3.29,,,,
3992,01/31/22 06:00:00  PM,-22.524,-23.356,3.29,,,,
3993,01/31/22 07:00:00  PM,-22.422,-23.250,3.29,,,,
3994,01/31/22 08:00:00  PM,-22.320,-23.145,3.29,,,,
3995,01/31/22 09:00:00  PM,-22.371,-23.093,3.29,,,,
3996,01/31/22 10:00:00  PM,-22.371,-23.041,3.29,,,,
3997,01/31/22 11:00:00  PM,-21.966,-22.989,3.29,,,,
3998,02/01/22 12:00:00  AM,-22.626,-23.041,3.27,,,,
3999,02/01/22 01:00:00  AM,-22.989,-23.198,3.27,,,,
4000,02/01/22 02:00:00  AM,-22.626,-23.250,3.27,,,,
4001,02/01/22 03:00:00  AM,-23.145,-23.356,3.27,,,,
4002,02/01/22 04:00:00  AM,-21.617,-23.303,3.27,,,,
4003,02/01/22 05:00:00  AM,-23.674,-23.198,3.27,,,,
4004,02/01/22 06:00:00  AM,-23.568,-23.198,3.27,,,,
4005,02/01/22 07:00:00  AM,-23.997,-23.198,3.27,,,,
4006,02/01/22 08:00:00  AM,-24.765,-23.356,3.27,,,,
4007,02/01/22 09:00:00  AM,-25.101,-23.356,3.27,,,,
4008,02/01/22 10:00:00  AM,-25.270,-23.356,3.27,,,,
4009,02/01/22 11:00:00  AM,-25.960,-23.356,3.26,,,,
4010,02/01/22 12:00:00  PM,-27.153,-23.409,3.26,,,,
4011,02/01/22 01:00:00  PM,-26.194,-23.409,3.26,,,,
4012,02/01/22 02:00:00  PM,-26.019,-23.568,3.26,,,,
4013,02/01/22 03:00:00  PM,-25.556,-23.674,3.26,,,,
4014,02/01/22 04:00:00  PM,-28.213,-23.781,3.26,,,,
4015,02/01/22 05:00:00  PM,-27.522,-23.943,3.24,,,,
4016,02/01/22 06:00:00  PM,-28.598,-24.105,3.24,,,,
4017,02/01/22 07:00:00  PM,-27.708,-24.214,3.24,,,,
4018,02/01/22 08:00:00  PM,-27.959,-24.323,3.24,,,,
4019,02/01/22 09:00:00  PM,-28.469,-24.378,3.24,,,,
4020,02/01/22 10:00:00  PM,-30.760,-24.323,3.24,,,,
4021,02/01/22 11:00:00  PM,-29.722,-24.269,3.24,,,,
4022,02/02/22 12:00:00  AM,-28.727,-24.214,3.24,,,,
4023,02/02/22 01:00:00  AM,-30.063,-24.323,3.24,,,,
4024,02/02/22 02:00:00  AM,-28.989,-24.543,3.22,,,,
4025,02/02/22 03:00:00  AM,-30.340,-24.709,3.22,,,,
4026,02/02/22 04:00:00  AM,-31.045,-24.932,3.22,,,,
4027,02/02/22 05:00:00  AM,-30.831,-25.101,3.22,,,,
4028,02/02/22 06:00:00  AM,-30.973,-25.214,3.22,,,,
4029,02/02/22 07:00:00  AM,-30.690,-25.327,3.22,,,,
4030,02/02/22 08:00:00  AM,-30.619,-25.384,3.22,,,,
4031,02/02/22 09:00:00  AM,-29.722,-25.384,3.22,,,,
4032,02/02/22 10:00:00  AM,-32.369,-25.441,3.21,,,,
4033,02/02/22 11:00:00  AM,-30.340,-25.498,3.22,,,,
4034,02/02/22 12:00:00  PM,-28.598,-25.441,3.22,,,,
4035,02/02/22 01:00:00  PM,-28.727,-25.384,3.22,,,,
4036,02/02/22 02:00:00  PM,-31.045,-25.327,3.22,,,,
4037,02/02/22 03:00:00  PM,-28.469,-25.384,3.22,,,,
4038,02/02/22 04:00:00  PM,-28.340,-25.441,3.22,,,,
4039,02/02/22 05:00:00  PM,-31.188,-25.613,3.21,,,,
4040,02/02/22 06:00:00  PM,-29.055,-25.613,3.22,,,,
4041,02/02/22 07:00:00  PM,-28.858,-25.556,3.22,,,,
4042,02/02/22 08:00:00  PM,-30.690,-25.441,3.22,,,,
4043,02/02/22 09:00:00  PM,-28.598,-25.384,3.22,,,,
4044,02/02/22 10:00:00  PM,-30.831,-25.613,3.22,,,,
4045,02/02/22 11:00:00  PM,-30.902,-25.786,3.22,,,,
4046,02/03/22 12:00:00  AM,-31.333,-25.786,3.22,,,,
4047,02/03/22 01:00:00  AM,-29.790,-25.786,3.22,,,,
4048,02/03/22 02:00:00  AM,-28.662,-25.728,3.22,,,,
4049,02/03/22 03:00:00  AM,-29.858,-25.613,3.22,,,,
4050,02/03/22 04:00:00  AM,-31.333,-25.498,3.22,,,,
4051,02/03/22 05:00:00  AM,-33.614,-25.498,3.22,,,,
4052,02/03/22 06:00:00  AM,-29.520,-25.556,3.22,,,,
4053,02/03/22 07:00:00  AM,-32.751,-25.786,3.21,,,,
4054,02/03/22 08:00:00  AM,-29.722,-25.902,3.22,,,,
4055,02/03/22 09:00:00  AM,-30.409,-25.960,3.21,,,,
4056,02/03/22 10:00:00  AM,-31.624,-26.077,3.21,,,,
4057,02/03/22 11:00:00  AM,-31.261,-26.253,3.21,,,,
4058,02/03/22 12:00:00  PM,-29.790,-26.431,3.21,,,,
4059,02/03/22 01:00:00  PM,-31.045,-26.490,3.21,,,,
4060,02/03/22 02:00:00  PM,-31.045,-26.609,3.21,,,,
4061,02/03/22 03:00:00  PM,-30.340,-26.729,3.21,,,,
4062,02/03/22 04:00:00  PM,-32.751,-26.729,3.21,,,,
4063,02/03/22 05:00:00  PM,-32.143,-26.669,3.21,,,,
4064,02/03/22 06:00:00  PM,-30.902,-26.669,3.21,,,,
4065,02/03/22 07:00:00  PM,-32.598,-26.669,3.21,,,,
4066,02/03/22 08:00:00  PM,-31.478,-26.729,3.21,,,,
4067,02/03/22 09:00:00  PM,-32.828,-26.849,3.21,,,,
4068,02/03/22 10:00:00  PM,-31.333,-26.910,3.21,,,,
4069,02/03/22 11:00:00  PM,-30.270,-26.970,3.21,,,,
4070,02/04/22 12:00:00  AM,-29.927,-26.849,3.21,,,,
4071,02/04/22 01:00:00  AM,-31.478,-26.849,3.21,,,,
4072,02/04/22 02:00:00  AM,-31.188,-26.970,3.21,,,,
4073,02/04/22 03:00:00  AM,-31.772,-27.031,3.21,,,,
4074,02/04/22 04:00:00  AM,-33.296,-27.031,3.21,,,,
4075,02/04/22 05:00:00  AM,-32.828,-27.092,3.21,,,,
4076,02/04/22 06:00:00  AM,-31.405,-27.214,3.21,,,,
4077,02/04/22 07:00:00  AM,-30.132,-27.275,3.21,,,,
4078,02/04/22 08:00:00  AM,-32.828,-27.337,3.21,,,,
4079,02/04/22 09:00:00  AM,-34.098,-27.398,3.21,,,,
4080,02/04/22 10:00:00  AM,-33.936,-27.460,3.21,,,,
4081,02/04/22 11:00:00  AM,-36.783,-27.460,3.19,,,,
4082,02/04/22 12:00:00  PM,-30.973,-27.522,3.21,,,,
4083,02/04/22 01:00:00  PM,-32.983,-27.646,3.19,,,,
4084,02/04/22 02:00:00  PM,-31.117,-27.646,3.19,,,,
4085,02/04/22 03:00:00  PM,-35.271,-27.708,3.19,,,,
4086,02/04/22 04:00:00  PM,-35.271,-27.771,3.19,,,,
4087,02/04/22 05:00:00  PM,-31.624,-27.833,3.21,,,,
4088,02/04/22 06:00:00  PM,-34.677,-27.771,3.19,,,,
4089,02/04/22 07:00:00  PM,-32.219,-27.771,3.21,,,,
4090,02/04/22 08:00:00  PM,-31.845,-27.771,3.21,,,,
4091,02/04/22 09:00:00  PM,-33.774,-27.771,3.19,,,,
4092,02/04/22 10:00:00  PM,-30.760,-27.833,3.21,,,,
4093,02/04/22 11:00:00  PM,-34.098,-27.833,3.19,,,,
4094,02/05/22 12:00:00  AM,-35.100,-27.896,3.19,,,,
4095,02/05/22 01:00:00  AM,-33.061,-27.959,3.19,,,,
4096,02/05/22 02:00:00  AM,-31.920,-27.896,3.21,,,,
4097,02/05/22 03:00:00  AM,-37.061,-27.708,3.19,,,,
4098,02/05/22 04:00:00  AM,-31.261,-27.646,3.21,,,,
4099,02/05/22 05:00:00  AM,-35.015,-27.646,3.21,,,,
4100,02/05/22 06:00:00  AM,-30.132,-27.522,3.21,,,,
4101,02/05/22 07:00:00  AM,-33.614,-27.522,3.19,,,,
4102,02/05/22 08:00:00  AM,-33.936,-27.398,3.19,,,,
4103,02/05/22 09:00:00  AM,-31.117,-27.460,3.21,,,,
4104,02/05/22 10:00:00  AM,-34.262,-27.646,3.19,,,,
4105,02/05/22 11:00:00  AM,-29.790,-27.708,3.21,,,,
4106,02/05/22 12:00:00  PM,-30.902,-27.708,3.21,,,,
4107,02/05/22 01:00:00  PM,-32.598,-27.708,3.19,,,,
4108,02/05/22 02:00:00  PM,-29.055,-27.522,3.21,,,,
4109,02/05/22 03:00:00  PM,-30.619,-27.275,3.21,,,,
4110,02/05/22 04:00:00  PM,-34.017,-27.031,3.21,,,,
4111,02/05/22 05:00:00  PM,-32.069,-26.970,3.21,,,,
4112,02/05/22 06:00:00  PM,-33.139,-27.092,3.21,,,,
4113,02/05/22 07:00:00  PM,-30.831,-27.092,3.21,,,,
4114,02/05/22 08:00:00  PM,-30.479,-27.153,3.21,,,,
4115,02/05/22 09:00:00  PM,-29.386,-27.214,3.21,,,,
4116,02/05/22 10:00:00  PM,-28.469,-27.153,3.21,,,,
4117,02/05/22 11:00:00  PM,-30.340,-27.092,3.21,,,,
4118,02/06/22 12:00:00  AM,-30.831,-27.031,3.21,,,,
4119,02/06/22 01:00:00  AM,-28.923,-27.092,3.22,,,,
4120,02/06/22 02:00:00  AM,-30.619,-27.214,3.21,,,,
4121,02/06/22 03:00:00  AM,-32.598,-27.214,3.21,,,,
4122,02/06/22 04:00:00  AM,-30.831,-27.275,3.21,,,,
4123,02/06/22 05:00:00  AM,-26.729,-27.214,3.21,,,,
4124,02/06/22 06:00:00  AM,-31.845,-27.153,3.22,,,,
4125,02/06/22 07:00:00  AM,-31.772,-27.031,3.21,,,,
4126,02/06/22 08:00:00  AM,-29.121,-27.092,3.21,,,,
4127,02/06/22 09:00:00  AM,-32.445,-27.214,3.21,,,,
4128,02/06/22 10:00:00  AM,-32.069,-27.337,3.21,,,,
4129,02/06/22 11:00:00  AM,-33.694,-27.398,3.21,,,,
4130,02/06/22 12:00:00  PM,-31.845,-27.460,3.21,,,,
