"Plot Title: MEAD_4T"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10354784, SEN S/N: 10354784)","Good Battery (LGR S/N: 10354784)","Host Connected (LGR S/N: 10354784)","Coupler Attached (LGR S/N: 10354784)","Stopped (LGR S/N: 10354784)","End Of File (LGR S/N: 10354784)"
1,06/30/22 02:00:00  PM,16.808,Logged,,,,
2,06/30/22 02:15:00  PM,16.713,,,,,
3,06/30/22 02:30:00  PM,16.808,,,,,
4,06/30/22 02:45:00  PM,15.760,,,,,
5,06/30/22 03:00:00  PM,14.517,,,,,
6,06/30/22 03:15:00  PM,14.613,,,,,
7,06/30/22 03:30:00  PM,15.569,,,,,
8,06/30/22 03:45:00  PM,16.332,,,,,
9,06/30/22 04:00:00  PM,15.473,,,,,
10,06/30/22 04:15:00  PM,15.951,,,,,
11,06/30/22 04:30:00  PM,15.951,,,,,
12,06/30/22 04:45:00  PM,15.855,,,,,
13,06/30/22 05:00:00  PM,15.282,,,,,
14,06/30/22 05:15:00  PM,14.613,,,,,
15,06/30/22 05:30:00  PM,14.421,,,,,
16,06/30/22 05:45:00  PM,14.230,,,,,
17,06/30/22 06:00:00  PM,14.038,,,,,
18,06/30/22 06:15:00  PM,14.038,,,,,
19,06/30/22 06:30:00  PM,13.750,,,,,
20,06/30/22 06:45:00  PM,13.654,,,,,
21,06/30/22 07:00:00  PM,12.787,,,,,
22,06/30/22 07:15:00  PM,11.722,,,,,
23,06/30/22 07:30:00  PM,11.625,,,,,
24,06/30/22 07:45:00  PM,11.625,,,,,
25,06/30/22 08:00:00  PM,11.139,,,,,
26,06/30/22 08:15:00  PM,10.651,,,,,
27,06/30/22 08:30:00  PM,9.965,,,,,
28,06/30/22 08:45:00  PM,8.680,,,,,
29,06/30/22 09:00:00  PM,7.682,,,,,
30,06/30/22 09:15:00  PM,7.582,,,,,
31,06/30/22 09:30:00  PM,8.481,,,,,
32,06/30/22 09:45:00  PM,9.373,,,,,
33,06/30/22 10:00:00  PM,9.669,,,,,
34,06/30/22 10:15:00  PM,8.680,,,,,
35,06/30/22 10:30:00  PM,8.282,,,,,
36,06/30/22 10:45:00  PM,7.582,,,,,
37,06/30/22 11:00:00  PM,7.481,,,,,
38,06/30/22 11:15:00  PM,8.182,,,,,
39,06/30/22 11:30:00  PM,7.280,,,,,
40,06/30/22 11:45:00  PM,6.775,,,,,
41,07/01/22 12:00:00  AM,6.573,,,,,
42,07/01/22 12:15:00  AM,6.471,,,,,
43,07/01/22 12:30:00  AM,6.166,,,,,
44,07/01/22 12:45:00  AM,5.552,,,,,
45,07/01/22 01:00:00  AM,5.450,,,,,
46,07/01/22 01:15:00  AM,5.244,,,,,
47,07/01/22 01:30:00  AM,5.552,,,,,
48,07/01/22 01:45:00  AM,5.552,,,,,
49,07/01/22 02:00:00  AM,5.552,,,,,
50,07/01/22 02:15:00  AM,5.552,,,,,
51,07/01/22 02:30:00  AM,5.757,,,,,
52,07/01/22 02:45:00  AM,5.860,,,,,
53,07/01/22 03:00:00  AM,6.573,,,,,
54,07/01/22 03:15:00  AM,7.280,,,,,
55,07/01/22 03:30:00  AM,7.179,,,,,
56,07/01/22 03:45:00  AM,7.179,,,,,
57,07/01/22 04:00:00  AM,6.877,,,,,
58,07/01/22 04:15:00  AM,6.775,,,,,
59,07/01/22 04:30:00  AM,6.471,,,,,
60,07/01/22 04:45:00  AM,6.775,,,,,
61,07/01/22 05:00:00  AM,6.573,,,,,
62,07/01/22 05:15:00  AM,6.674,,,,,
63,07/01/22 05:30:00  AM,6.775,,,,,
64,07/01/22 05:45:00  AM,6.573,,,,,
65,07/01/22 06:00:00  AM,6.775,,,,,
66,07/01/22 06:15:00  AM,6.166,,,,,
67,07/01/22 06:30:00  AM,5.962,,,,,
68,07/01/22 06:45:00  AM,6.370,,,,,
69,07/01/22 07:00:00  AM,7.983,,,,,
70,07/01/22 07:15:00  AM,9.373,,,,,
71,07/01/22 07:30:00  AM,8.481,,,,,
72,07/01/22 07:45:00  AM,7.983,,,,,
73,07/01/22 08:00:00  AM,8.082,,,,,
74,07/01/22 08:15:00  AM,8.382,,,,,
75,07/01/22 08:30:00  AM,8.879,,,,,
76,07/01/22 08:45:00  AM,9.669,,,,,
77,07/01/22 09:00:00  AM,10.063,,,,,
78,07/01/22 09:15:00  AM,9.965,,,,,
79,07/01/22 09:30:00  AM,13.173,,,,,
80,07/01/22 09:45:00  AM,13.942,,,,,
81,07/01/22 10:00:00  AM,13.461,,,,,
82,07/01/22 10:15:00  AM,14.038,,,,,
83,07/01/22 10:30:00  AM,14.613,,,,,
84,07/01/22 10:45:00  AM,14.038,,,,,
85,07/01/22 11:00:00  AM,11.722,,,,,
86,07/01/22 11:15:00  AM,10.748,,,,,
87,07/01/22 11:30:00  AM,10.455,,,,,
88,07/01/22 11:45:00  AM,10.748,,,,,
89,07/01/22 12:00:00  PM,10.357,,,,,
90,07/01/22 12:15:00  PM,9.373,,,,,
91,07/01/22 12:30:00  PM,9.768,,,,,
92,07/01/22 12:45:00  PM,11.625,,,,,
93,07/01/22 01:00:00  PM,12.110,,,,,
94,07/01/22 01:15:00  PM,12.401,,,,,
95,07/01/22 01:30:00  PM,13.269,,,,,
96,07/01/22 01:45:00  PM,12.787,,,,,
97,07/01/22 02:00:00  PM,12.207,,,,,
98,07/01/22 02:15:00  PM,11.041,,,,,
99,07/01/22 02:30:00  PM,10.748,,,,,
100,07/01/22 02:45:00  PM,11.041,,,,,
101,07/01/22 03:00:00  PM,11.334,,,,,
102,07/01/22 03:15:00  PM,11.041,,,,,
103,07/01/22 03:30:00  PM,10.553,,,,,
104,07/01/22 03:45:00  PM,9.768,,,,,
105,07/01/22 04:00:00  PM,8.779,,,,,
