"Plot Title: WILL_14T_CO2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20547748, SEN S/N: 20547748, LBL: 10_cm)","Coupler Attached (LGR S/N: 20547748)","Host Connected (LGR S/N: 20547748)","Stopped (LGR S/N: 20547748)","End Of File (LGR S/N: 20547748)"
1,06/26/22 12:00:00  PM,12.883,,,,
2,06/26/22 12:30:00  PM,15.282,,,,
3,06/26/22 01:00:00  PM,15.664,,,,
4,06/26/22 01:30:00  PM,15.378,,,,
5,06/26/22 02:00:00  PM,15.473,,,,
6,06/26/22 02:30:00  PM,16.618,,,,
7,06/26/22 03:00:00  PM,15.569,,,,
8,06/26/22 03:30:00  PM,10.161,,,,
9,06/26/22 04:00:00  PM,9.176,,,,
10,06/26/22 04:30:00  PM,7.782,,,,
11,06/26/22 05:00:00  PM,8.182,,,,
12,06/26/22 05:30:00  PM,8.481,,,,
13,06/26/22 06:00:00  PM,8.082,,,,
14,06/26/22 06:30:00  PM,9.866,,,,
15,06/26/22 07:00:00  PM,11.431,,,,
16,06/26/22 07:30:00  PM,11.236,,,,
17,06/26/22 08:00:00  PM,11.916,,,,
18,06/26/22 08:30:00  PM,10.748,,,,
19,06/26/22 09:00:00  PM,7.582,,,,
20,06/26/22 09:30:00  PM,6.471,,,,
21,06/26/22 10:00:00  PM,7.179,,,,
22,06/26/22 10:30:00  PM,8.082,,,,
23,06/26/22 11:00:00  PM,6.775,,,,
24,06/26/22 11:30:00  PM,5.860,,,,
25,06/27/22 12:00:00  AM,7.381,,,,
26,06/27/22 12:30:00  AM,6.268,,,,
27,06/27/22 01:00:00  AM,6.064,,,,
28,06/27/22 01:30:00  AM,6.471,,,,
29,06/27/22 02:00:00  AM,7.179,,,,
30,06/27/22 02:30:00  AM,8.581,,,,
31,06/27/22 03:00:00  AM,9.176,,,,
32,06/27/22 03:30:00  AM,8.779,,,,
33,06/27/22 04:00:00  AM,10.846,,,,
34,06/27/22 04:30:00  AM,13.173,,,,
35,06/27/22 05:00:00  AM,9.866,,,,
36,06/27/22 05:30:00  AM,9.669,,,,
37,06/27/22 06:00:00  AM,12.110,,,,
38,06/27/22 06:30:00  AM,9.866,,,,
39,06/27/22 07:00:00  AM,8.978,,,,
40,06/27/22 07:30:00  AM,12.013,,,,
41,06/27/22 08:00:00  AM,15.091,,,,
42,06/27/22 08:30:00  AM,14.421,,,,
43,06/27/22 09:00:00  AM,14.421,,,,
44,06/27/22 09:30:00  AM,13.654,,,,
45,06/27/22 10:00:00  AM,15.091,,,,
46,06/27/22 10:30:00  AM,19.282,,,,
47,06/27/22 11:00:00  AM,19.377,,,,
48,06/27/22 11:30:00  AM,18.521,,,,
49,06/27/22 12:00:00  PM,18.426,,,,
50,06/27/22 12:30:00  PM,18.711,,,,
51,06/27/22 01:00:00  PM,17.379,,,,
52,06/27/22 01:30:00  PM,22.908,,,,
53,06/27/22 02:00:00  PM,22.525,,,,
54,06/27/22 02:30:00  PM,19.472,,,,
55,06/27/22 03:00:00  PM,19.662,,,,
56,06/27/22 03:30:00  PM,17.475,,,,
57,06/27/22 04:00:00  PM,18.616,,,,
58,06/27/22 04:30:00  PM,20.710,,,,
59,06/27/22 05:00:00  PM,15.569,,,,
60,06/27/22 05:30:00  PM,17.284,,,,
61,06/27/22 06:00:00  PM,16.713,,,,
62,06/27/22 06:30:00  PM,16.523,,,,
63,06/27/22 07:00:00  PM,16.046,,,,
64,06/27/22 07:30:00  PM,15.855,,,,
65,06/27/22 08:00:00  PM,14.517,,,,
66,06/27/22 08:30:00  PM,14.134,,,,
67,06/27/22 09:00:00  PM,12.497,,,,
68,06/27/22 09:30:00  PM,11.916,,,,
69,06/27/22 10:00:00  PM,8.879,,,,
70,06/27/22 10:30:00  PM,8.680,,,,
71,06/27/22 11:00:00  PM,9.373,,,,
72,06/27/22 11:30:00  PM,7.381,,,,
73,06/28/22 12:00:00  AM,8.779,,,,
74,06/28/22 12:30:00  AM,7.682,,,,
75,06/28/22 01:00:00  AM,8.382,,,,
76,06/28/22 01:30:00  AM,9.275,,,,
77,06/28/22 02:00:00  AM,7.381,,,,
78,06/28/22 02:30:00  AM,8.282,,,,
79,06/28/22 03:00:00  AM,8.581,,,,
80,06/28/22 03:30:00  AM,8.182,,,,
81,06/28/22 04:00:00  AM,8.680,,,,
82,06/28/22 04:30:00  AM,9.472,,,,
83,06/28/22 05:00:00  AM,12.013,,,,
84,06/28/22 05:30:00  AM,11.236,,,,
85,06/28/22 06:00:00  AM,10.553,,,,
86,06/28/22 06:30:00  AM,10.259,,,,
87,06/28/22 07:00:00  AM,12.304,,,,
88,06/28/22 07:30:00  AM,14.804,,,,
89,06/28/22 08:00:00  AM,16.237,,,,
90,06/28/22 08:30:00  AM,19.758,,,,
91,06/28/22 09:00:00  AM,18.711,,,,
92,06/28/22 09:30:00  AM,18.045,,,,
93,06/28/22 10:00:00  AM,19.282,,,,
94,06/28/22 10:30:00  AM,18.521,,,,
95,06/28/22 11:00:00  AM,20.519,,,,
96,06/28/22 11:30:00  AM,21.091,,,,
97,06/28/22 12:00:00  PM,20.710,,,,
98,06/28/22 12:30:00  PM,19.758,,,,
99,06/28/22 01:00:00  PM,20.805,,,,
100,06/28/22 01:30:00  PM,24.158,,,,
101,06/28/22 02:00:00  PM,24.255,,,,
102,06/28/22 02:30:00  PM,24.545,,,,
103,06/28/22 03:00:00  PM,22.333,,,,
104,06/28/22 03:30:00  PM,17.760,,,,
105,06/28/22 04:00:00  PM,16.332,,,,
106,06/28/22 04:30:00  PM,17.379,,,,
107,06/28/22 05:00:00  PM,17.284,,,,
108,06/28/22 05:30:00  PM,16.523,,,,
109,06/28/22 06:00:00  PM,15.569,,,,
110,06/28/22 06:30:00  PM,15.378,,,,
111,06/28/22 07:00:00  PM,15.473,,,,
112,06/28/22 07:30:00  PM,14.900,,,,
113,06/28/22 08:00:00  PM,12.690,,,,
114,06/28/22 08:30:00  PM,11.139,,,,
115,06/28/22 09:00:00  PM,9.866,,,,
116,06/28/22 09:30:00  PM,9.275,,,,
117,06/28/22 10:00:00  PM,10.553,,,,
118,06/28/22 10:30:00  PM,10.944,,,,
119,06/28/22 11:00:00  PM,11.236,,,,
120,06/28/22 11:30:00  PM,12.110,,,,
121,06/29/22 12:00:00  AM,11.625,,,,
122,06/29/22 12:30:00  AM,10.748,,,,
123,06/29/22 01:00:00  AM,10.944,,,,
124,06/29/22 01:30:00  AM,9.768,,,,
125,06/29/22 02:00:00  AM,9.571,,,,
126,06/29/22 02:30:00  AM,10.063,,,,
127,06/29/22 03:00:00  AM,10.944,,,,
128,06/29/22 03:30:00  AM,11.528,,,,
129,06/29/22 04:00:00  AM,12.013,,,,
130,06/29/22 04:30:00  AM,12.594,,,,
131,06/29/22 05:00:00  AM,15.664,,,,
132,06/29/22 05:30:00  AM,14.709,,,,
133,06/29/22 06:00:00  AM,16.523,,,,
134,06/29/22 06:30:00  AM,17.284,,,,
135,06/29/22 07:00:00  AM,17.284,,,,
136,06/29/22 07:30:00  AM,19.472,,,,
137,06/29/22 08:00:00  AM,20.805,,,,
138,06/29/22 08:30:00  AM,21.091,,,,
139,06/29/22 09:00:00  AM,22.908,,,,
140,06/29/22 09:30:00  AM,16.523,,,,
141,06/29/22 10:00:00  AM,17.855,,,,
142,06/29/22 10:30:00  AM,16.618,,,,
143,06/29/22 11:00:00  AM,16.141,,,,
144,06/29/22 11:30:00  AM,15.855,,,,
145,06/29/22 12:00:00  PM,16.808,,,,
146,06/29/22 12:30:00  PM,17.475,,,,
147,06/29/22 01:00:00  PM,19.282,,,,
148,06/29/22 01:30:00  PM,19.472,,,,
149,06/29/22 02:00:00  PM,18.996,,,,
150,06/29/22 02:30:00  PM,21.187,,,,
151,06/29/22 03:00:00  PM,21.091,,,,
152,06/29/22 03:30:00  PM,18.616,,,,
153,06/29/22 04:00:00  PM,17.094,,,,
154,06/29/22 04:30:00  PM,15.760,,,,
155,06/29/22 05:00:00  PM,16.237,,,,
156,06/29/22 05:30:00  PM,14.709,,,,
157,06/29/22 06:00:00  PM,13.654,,,,
158,06/29/22 06:30:00  PM,14.517,,,,
159,06/29/22 07:00:00  PM,15.378,,,,
160,06/29/22 07:30:00  PM,13.654,,,,
161,06/29/22 08:00:00  PM,13.846,,,,
162,06/29/22 08:30:00  PM,12.304,,,,
163,06/29/22 09:00:00  PM,10.944,,,,
164,06/29/22 09:30:00  PM,11.334,,,,
165,06/29/22 10:00:00  PM,11.528,,,,
166,06/29/22 10:30:00  PM,10.846,,,,
167,06/29/22 11:00:00  PM,10.651,,,,
168,06/29/22 11:30:00  PM,10.357,,,,
169,06/30/22 12:00:00  AM,10.651,,,,
170,06/30/22 12:30:00  AM,10.944,,,,
171,06/30/22 01:00:00  AM,10.259,,,,
172,06/30/22 01:30:00  AM,10.748,,,,
173,06/30/22 02:00:00  AM,9.472,,,,
174,06/30/22 02:30:00  AM,10.259,,,,
175,06/30/22 03:00:00  AM,10.357,,,,
176,06/30/22 03:30:00  AM,8.680,,,,
177,06/30/22 04:00:00  AM,9.571,,,,
178,06/30/22 04:30:00  AM,9.472,,,,
179,06/30/22 05:00:00  AM,11.431,,,,
