"Plot Title: MEAD_6C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20443998, SEN S/N: 20443998)","Coupler Attached (LGR S/N: 20443998)","Host Connected (LGR S/N: 20443998)","Stopped (LGR S/N: 20443998)","End Of File (LGR S/N: 20443998)"
1,06/30/22 02:00:00  PM,22.525,,,,
2,06/30/22 02:15:00  PM,23.196,,,,
3,06/30/22 02:30:00  PM,23.292,,,,
4,06/30/22 02:45:00  PM,23.196,,,,
5,06/30/22 03:00:00  PM,22.525,,,,
6,06/30/22 03:15:00  PM,21.855,,,,
7,06/30/22 03:30:00  PM,21.569,,,,
8,06/30/22 03:45:00  PM,21.664,,,,
9,06/30/22 04:00:00  PM,21.760,,,,
10,06/30/22 04:15:00  PM,21.282,,,,
11,06/30/22 04:30:00  PM,20.901,,,,
12,06/30/22 04:45:00  PM,19.758,,,,
13,06/30/22 05:00:00  PM,18.996,,,,
14,06/30/22 05:15:00  PM,17.855,,,,
15,06/30/22 05:30:00  PM,17.189,,,,
16,06/30/22 05:45:00  PM,15.378,,,,
17,06/30/22 06:00:00  PM,15.569,,,,
18,06/30/22 06:15:00  PM,15.760,,,,
19,06/30/22 06:30:00  PM,15.378,,,,
20,06/30/22 06:45:00  PM,14.709,,,,
21,06/30/22 07:00:00  PM,14.134,,,,
22,06/30/22 07:15:00  PM,13.654,,,,
23,06/30/22 07:30:00  PM,13.558,,,,
24,06/30/22 07:45:00  PM,13.365,,,,
25,06/30/22 08:00:00  PM,12.980,,,,
26,06/30/22 08:15:00  PM,12.110,,,,
27,06/30/22 08:30:00  PM,12.013,,,,
28,06/30/22 08:45:00  PM,9.768,,,,
29,06/30/22 09:00:00  PM,7.682,,,,
30,06/30/22 09:15:00  PM,6.877,,,,
31,06/30/22 09:30:00  PM,7.381,,,,
32,06/30/22 09:45:00  PM,8.978,,,,
33,06/30/22 10:00:00  PM,9.669,,,,
34,06/30/22 10:15:00  PM,8.779,,,,
35,06/30/22 10:30:00  PM,8.082,,,,
36,06/30/22 10:45:00  PM,7.582,,,,
37,06/30/22 11:00:00  PM,7.179,,,,
38,06/30/22 11:15:00  PM,7.882,,,,
39,06/30/22 11:30:00  PM,8.182,,,,
40,06/30/22 11:45:00  PM,7.983,,,,
41,07/01/22 12:00:00  AM,7.782,,,,
42,07/01/22 12:15:00  AM,7.481,,,,
43,07/01/22 12:30:00  AM,7.179,,,,
44,07/01/22 12:45:00  AM,6.877,,,,
45,07/01/22 01:00:00  AM,6.573,,,,
46,07/01/22 01:15:00  AM,6.166,,,,
47,07/01/22 01:30:00  AM,6.166,,,,
48,07/01/22 01:45:00  AM,6.370,,,,
49,07/01/22 02:00:00  AM,6.573,,,,
50,07/01/22 02:15:00  AM,6.674,,,,
51,07/01/22 02:30:00  AM,6.674,,,,
52,07/01/22 02:45:00  AM,7.280,,,,
53,07/01/22 03:00:00  AM,8.382,,,,
54,07/01/22 03:15:00  AM,9.472,,,,
55,07/01/22 03:30:00  AM,9.373,,,,
56,07/01/22 03:45:00  AM,8.779,,,,
57,07/01/22 04:00:00  AM,8.481,,,,
58,07/01/22 04:15:00  AM,8.282,,,,
59,07/01/22 04:30:00  AM,7.882,,,,
60,07/01/22 04:45:00  AM,7.582,,,,
61,07/01/22 05:00:00  AM,7.582,,,,
62,07/01/22 05:15:00  AM,7.782,,,,
63,07/01/22 05:30:00  AM,7.983,,,,
64,07/01/22 05:45:00  AM,8.382,,,,
65,07/01/22 06:00:00  AM,8.481,,,,
66,07/01/22 06:15:00  AM,7.882,,,,
67,07/01/22 06:30:00  AM,7.481,,,,
68,07/01/22 06:45:00  AM,7.582,,,,
69,07/01/22 07:00:00  AM,9.571,,,,
70,07/01/22 07:15:00  AM,11.431,,,,
71,07/01/22 07:30:00  AM,11.528,,,,
72,07/01/22 07:45:00  AM,11.236,,,,
73,07/01/22 08:00:00  AM,11.625,,,,
74,07/01/22 08:15:00  AM,11.916,,,,
75,07/01/22 08:30:00  AM,11.139,,,,
