"Plot Title: MEAD_13C_CO2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20422517, SEN S/N: 20422517, LBL: 10cm_air_CO2)","Coupler Attached (LGR S/N: 20422517)","Host Connected (LGR S/N: 20422517)","Stopped (LGR S/N: 20422517)","End Of File (LGR S/N: 20422517)"
1,06/30/22 02:00:00  PM,25.319,,,,
2,06/30/22 02:30:00  PM,26.781,,,,
3,06/30/22 03:00:00  PM,26.097,,,,
4,06/30/22 03:30:00  PM,26.488,,,,
5,06/30/22 04:00:00  PM,26.488,,,,
6,06/30/22 04:30:00  PM,26.390,,,,
7,06/30/22 05:00:00  PM,23.004,,,,
8,06/30/22 05:30:00  PM,18.711,,,,
9,06/30/22 06:00:00  PM,14.613,,,,
10,06/30/22 06:30:00  PM,12.497,,,,
11,06/30/22 07:00:00  PM,10.651,,,,
12,06/30/22 07:30:00  PM,8.581,,,,
13,06/30/22 08:00:00  PM,8.082,,,,
14,06/30/22 08:30:00  PM,7.381,,,,
15,06/30/22 09:00:00  PM,4.519,,,,
16,06/30/22 09:30:00  PM,3.367,,,,
17,06/30/22 10:00:00  PM,4.102,,,,
18,06/30/22 10:30:00  PM,4.831,,,,
19,06/30/22 11:00:00  PM,5.037,,,,
20,06/30/22 11:30:00  PM,6.268,,,,
21,07/01/22 12:00:00  AM,6.166,,,,
22,07/01/22 12:30:00  AM,5.450,,,,
23,07/01/22 01:00:00  AM,4.727,,,,
24,07/01/22 01:30:00  AM,4.207,,,,
25,07/01/22 02:00:00  AM,4.831,,,,
26,07/01/22 02:30:00  AM,4.934,,,,
27,07/01/22 03:00:00  AM,6.674,,,,
28,07/01/22 03:30:00  AM,7.882,,,,
29,07/01/22 04:00:00  AM,7.381,,,,
30,07/01/22 04:30:00  AM,7.079,,,,
31,07/01/22 05:00:00  AM,6.471,,,,
32,07/01/22 05:30:00  AM,7.079,,,,
33,07/01/22 06:00:00  AM,7.481,,,,
34,07/01/22 06:30:00  AM,6.573,,,,
35,07/01/22 07:00:00  AM,8.779,,,,
36,07/01/22 07:30:00  AM,11.041,,,,
37,07/01/22 08:00:00  AM,10.846,,,,
38,07/01/22 08:30:00  AM,10.944,,,,
39,07/01/22 09:00:00  AM,12.013,,,,
40,07/01/22 09:30:00  AM,15.282,,,,
41,07/01/22 10:00:00  AM,19.187,,,,
42,07/01/22 10:30:00  AM,18.521,,,,
43,07/01/22 11:00:00  AM,14.900,,,,
44,07/01/22 11:30:00  AM,11.431,,,,
45,07/01/22 12:00:00  PM,11.625,,,,
46,07/01/22 12:30:00  PM,12.883,,,,
47,07/01/22 01:00:00  PM,15.378,,,,
48,07/01/22 01:30:00  PM,16.999,,,,
49,07/01/22 02:00:00  PM,14.709,,,,
50,07/01/22 02:30:00  PM,14.134,,,,
51,07/01/22 03:00:00  PM,16.808,,,,
52,07/01/22 03:30:00  PM,15.282,,,,
53,07/01/22 04:00:00  PM,11.334,,,,
54,07/01/22 04:30:00  PM,9.077,,,,
55,07/01/22 05:00:00  PM,8.680,,,,
56,07/01/22 05:30:00  PM,8.779,,,,
57,07/01/22 06:00:00  PM,8.978,,,,
58,07/01/22 06:30:00  PM,8.481,,,,
59,07/01/22 07:00:00  PM,7.983,,,,
60,07/01/22 07:30:00  PM,7.079,,,,
61,07/01/22 08:00:00  PM,6.471,,,,
62,07/01/22 08:30:00  PM,5.552,,,,
63,07/01/22 09:00:00  PM,5.450,,,,
64,07/01/22 09:30:00  PM,5.450,,,,
65,07/01/22 10:00:00  PM,5.655,,,,
66,07/01/22 10:30:00  PM,5.141,,,,
67,07/01/22 11:00:00  PM,4.727,,,,
68,07/01/22 11:30:00  PM,4.623,,,,
69,07/02/22 12:00:00  AM,4.727,,,,
70,07/02/22 12:30:00  AM,5.757,,,,
71,07/02/22 01:00:00  AM,3.893,,,,
72,07/02/22 01:30:00  AM,4.102,,,,
73,07/02/22 02:00:00  AM,4.415,,,,
74,07/02/22 02:30:00  AM,4.207,,,,
75,07/02/22 03:00:00  AM,4.519,,,,
76,07/02/22 03:30:00  AM,5.244,,,,
77,07/02/22 04:00:00  AM,5.757,,,,
78,07/02/22 04:30:00  AM,6.573,,,,
79,07/02/22 05:00:00  AM,6.674,,,,
80,07/02/22 05:30:00  AM,7.381,,,,
81,07/02/22 06:00:00  AM,7.280,,,,
82,07/02/22 06:30:00  AM,5.655,,,,
83,07/02/22 07:00:00  AM,5.347,,,,
84,07/02/22 07:30:00  AM,5.347,,,,
85,07/02/22 08:00:00  AM,6.978,,,,
86,07/02/22 08:30:00  AM,7.079,,,,
87,07/02/22 09:00:00  AM,7.782,,,,
88,07/02/22 09:30:00  AM,9.965,,,,
89,07/02/22 10:00:00  AM,10.651,,,,
90,07/02/22 10:30:00  AM,11.236,,,,
91,07/02/22 11:00:00  AM,13.461,,,,
92,07/02/22 11:30:00  AM,14.134,,,,
93,07/02/22 12:00:00  PM,15.473,,,,
94,07/02/22 12:30:00  PM,15.282,,,,
95,07/02/22 01:00:00  PM,14.325,,,,
96,07/02/22 01:30:00  PM,14.421,,,,
97,07/02/22 02:00:00  PM,14.038,,,,
98,07/02/22 02:30:00  PM,15.569,,,,
99,07/02/22 03:00:00  PM,14.230,,,,
100,07/02/22 03:30:00  PM,13.558,,,,
101,07/02/22 04:00:00  PM,13.461,,,,
102,07/02/22 04:30:00  PM,12.594,,,,
103,07/02/22 05:00:00  PM,10.944,,,,
104,07/02/22 05:30:00  PM,11.236,,,,
105,07/02/22 06:00:00  PM,10.161,,,,
106,07/02/22 06:30:00  PM,9.965,,,,
107,07/02/22 07:00:00  PM,9.571,,,,
108,07/02/22 07:30:00  PM,8.879,,,,
109,07/02/22 08:00:00  PM,8.481,,,,
110,07/02/22 08:30:00  PM,7.882,,,,
111,07/02/22 09:00:00  PM,7.280,,,,
112,07/02/22 09:30:00  PM,7.079,,,,
113,07/02/22 10:00:00  PM,6.471,,,,
114,07/02/22 10:30:00  PM,5.860,,,,
115,07/02/22 11:00:00  PM,5.244,,,,
116,07/02/22 11:30:00  PM,5.655,,,,
117,07/03/22 12:00:00  AM,5.450,,,,
118,07/03/22 12:30:00  AM,5.347,,,,
119,07/03/22 01:00:00  AM,4.934,,,,
120,07/03/22 01:30:00  AM,5.244,,,,
121,07/03/22 02:00:00  AM,5.552,,,,
122,07/03/22 02:30:00  AM,4.934,,,,
123,07/03/22 03:00:00  AM,4.207,,,,
124,07/03/22 03:30:00  AM,3.998,,,,
125,07/03/22 04:00:00  AM,4.102,,,,
126,07/03/22 04:30:00  AM,4.727,,,,
127,07/03/22 05:00:00  AM,4.102,,,,
128,07/03/22 05:30:00  AM,3.998,,,,
129,07/03/22 06:00:00  AM,5.037,,,,
130,07/03/22 06:30:00  AM,5.347,,,,
131,07/03/22 07:00:00  AM,6.877,,,,
132,07/03/22 07:30:00  AM,8.182,,,,
133,07/03/22 08:00:00  AM,8.282,,,,
134,07/03/22 08:30:00  AM,8.481,,,,
135,07/03/22 09:00:00  AM,8.680,,,,
136,07/03/22 09:30:00  AM,7.682,,,,
137,07/03/22 10:00:00  AM,7.882,,,,
138,07/03/22 10:30:00  AM,8.680,,,,
139,07/03/22 11:00:00  AM,8.879,,,,
140,07/03/22 11:30:00  AM,8.879,,,,
141,07/03/22 12:00:00  PM,8.481,,,,
142,07/03/22 12:30:00  PM,8.779,,,,
143,07/03/22 01:00:00  PM,8.879,,,,
144,07/03/22 01:30:00  PM,8.481,,,,
145,07/03/22 02:00:00  PM,7.882,,,,
146,07/03/22 02:30:00  PM,7.179,,,,
147,07/03/22 03:00:00  PM,6.775,,,,
148,07/03/22 03:30:00  PM,6.978,,,,
149,07/03/22 04:00:00  PM,5.860,,,,
150,07/03/22 04:30:00  PM,5.655,,,,
151,07/03/22 05:00:00  PM,5.757,,,,
152,07/03/22 05:30:00  PM,5.450,,,,
153,07/03/22 06:00:00  PM,5.450,,,,
154,07/03/22 06:30:00  PM,4.727,,,,
155,07/03/22 07:00:00  PM,5.450,,,,
156,07/03/22 07:30:00  PM,5.244,,,,
157,07/03/22 08:00:00  PM,4.623,,,,
158,07/03/22 08:30:00  PM,4.311,,,,
159,07/03/22 09:00:00  PM,4.207,,,,
160,07/03/22 09:30:00  PM,3.578,,,,
161,07/03/22 10:00:00  PM,2.837,,,,
162,07/03/22 10:30:00  PM,2.730,,,,
163,07/03/22 11:00:00  PM,2.517,,,,
164,07/03/22 11:30:00  PM,2.624,,,,
165,07/04/22 12:00:00  AM,2.730,,,,
166,07/04/22 12:30:00  AM,2.730,,,,
167,07/04/22 01:00:00  AM,3.049,,,,
168,07/04/22 01:30:00  AM,3.367,,,,
169,07/04/22 02:00:00  AM,3.683,,,,
170,07/04/22 02:30:00  AM,4.102,,,,
171,07/04/22 03:00:00  AM,4.102,,,,
172,07/04/22 03:30:00  AM,3.998,,,,
173,07/04/22 04:00:00  AM,4.102,,,,
174,07/04/22 04:30:00  AM,4.207,,,,
175,07/04/22 05:00:00  AM,4.623,,,,
176,07/04/22 05:30:00  AM,4.831,,,,
177,07/04/22 06:00:00  AM,5.141,,,,
178,07/04/22 06:30:00  AM,5.450,,,,
179,07/04/22 07:00:00  AM,5.860,,,,
180,07/04/22 07:30:00  AM,6.573,,,,
181,07/04/22 08:00:00  AM,7.782,,,,
182,07/04/22 08:30:00  AM,8.879,,,,
183,07/04/22 09:00:00  AM,10.259,,,,
184,07/04/22 09:30:00  AM,10.846,,,,
185,07/04/22 10:00:00  AM,11.528,,,,
186,07/04/22 10:30:00  AM,13.750,,,,
187,07/04/22 11:00:00  AM,14.900,,,,
188,07/04/22 11:30:00  AM,16.237,,,,
189,07/04/22 12:00:00  PM,17.475,,,,
190,07/04/22 12:30:00  PM,18.616,,,,
191,07/04/22 01:00:00  PM,18.996,,,,
192,07/04/22 01:30:00  PM,19.282,,,,
193,07/04/22 02:00:00  PM,19.472,,,,
194,07/04/22 02:30:00  PM,22.046,,,,
195,07/04/22 03:00:00  PM,22.429,,,,
196,07/04/22 03:30:00  PM,22.908,,,,
197,07/04/22 04:00:00  PM,22.621,,,,
198,07/04/22 04:30:00  PM,21.760,,,,
199,07/04/22 05:00:00  PM,18.806,,,,
200,07/04/22 05:30:00  PM,16.523,,,,
201,07/04/22 06:00:00  PM,12.980,,,,
202,07/04/22 06:30:00  PM,9.965,,,,
203,07/04/22 07:00:00  PM,8.082,,,,
204,07/04/22 07:30:00  PM,6.064,,,,
205,07/04/22 08:00:00  PM,4.207,,,,
206,07/04/22 08:30:00  PM,2.943,,,,
207,07/04/22 09:00:00  PM,4.623,,,,
208,07/04/22 09:30:00  PM,3.261,,,,
209,07/04/22 10:00:00  PM,3.155,,,,
210,07/04/22 10:30:00  PM,2.410,,,,
211,07/04/22 11:00:00  PM,1.764,,,,
212,07/04/22 11:30:00  PM,2.410,,,,
213,07/05/22 12:00:00  AM,3.155,,,,
214,07/05/22 12:30:00  AM,2.730,,,,
215,07/05/22 01:00:00  AM,2.195,,,,
216,07/05/22 01:30:00  AM,1.872,,,,
