site,plot,treatment,light,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air
WILL,NA,NA,NA,2022,197,1116,36.2,12.042,2.0383,407.66,0.43547,6.9675,15.558,14.282,10.126
WILL,NA,NA,NA,2022,197,1116,37.2,12.017,2.0456,409.12,0.432,6.912,15.558,14.282,10.109
WILL,NA,NA,NA,2022,197,1116,38.2,11.905,2.0442,408.84,0.43131,6.9009,15.558,14.282,10.074
WILL,NA,NA,NA,2022,197,1116,39.2,11.871,2.038,407.59,0.42715,6.8344,15.57,14.294,10.069
WILL,NA,NA,NA,2022,197,1116,40.2,11.957,2.0418,408.36,0.42645,6.8233,15.57,14.294,10.051
WILL,NA,NA,NA,2022,197,1116,41.2,12.078,2.0439,408.77,0.42507,6.8011,15.57,14.311,10.069
WILL,NA,NA,NA,2022,197,1116,42.2,12.062,2.0411,408.22,0.42888,6.8621,15.57,14.328,10.086
WILL,NA,NA,NA,2022,197,1116,43.2,11.944,2.0484,409.67,0.42923,6.8676,15.57,14.328,10.086
WILL,NA,NA,NA,2022,197,1116,44.2,12.059,2.0501,410.02,0.42923,6.8676,15.57,14.328,10.086
WILL,NA,NA,NA,2022,197,1116,45.2,12.059,2.0449,408.98,0.432,6.912,15.57,14.328,10.121
WILL,NA,NA,NA,2022,197,1116,46.2,12.055,2.0421,408.42,0.42992,6.8787,15.57,14.346,10.156
WILL,NA,NA,NA,2022,197,1116,47.2,12.001,2.0407,408.15,0.43269,6.9231,15.57,14.363,10.19
WILL,NA,NA,NA,2022,197,1116,48.2,11.935,2.0484,409.67,0.43547,6.9675,15.57,14.363,10.19
WILL,NA,NA,NA,2022,197,1116,49.2,11.867,2.0387,407.73,0.43686,6.9897,15.581,14.375,10.167
WILL,NA,NA,NA,2022,197,1116,50.2,11.905,2.0449,408.98,0.43477,6.9564,15.581,14.392,10.133
WILL,NA,NA,NA,2022,197,1116,51.2,12.04,2.0407,408.15,0.43616,6.9786,15.581,14.409,10.133
WILL,NA,NA,NA,2022,197,1116,52.2,12.056,2.0452,409.05,0.43616,6.9786,15.581,14.409,10.115
WILL,NA,NA,NA,2022,197,1116,53.2,11.962,2.0466,409.33,0.43339,6.9342,15.581,14.409,10.081
WILL,NA,NA,NA,2022,197,1116,54.2,11.933,2.0359,407.18,0.42888,6.8621,15.581,14.409,10.098
WILL,NA,NA,NA,2022,197,1116,55.2,11.913,2.0394,407.87,0.42715,6.8344,15.581,14.409,10.081
WILL,NA,NA,NA,2022,197,1116,56.2,12.009,2.0484,409.67,0.42784,6.8455,15.581,14.444,10.115
WILL,NA,NA,NA,2022,197,1116,57.2,12.097,2.0446,408.91,0.42853,6.8565,15.581,14.444,10.133
WILL,NA,NA,NA,2022,197,1116,58.2,12.097,2.0473,409.47,0.42923,6.8676,15.581,14.444,10.133
