site,plot,treatment,light,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air
WILL,NA,NA,NA,2022,208,1102,27.2,11.491,1.9932,398.65,0.5334,8.5344,17.816,13.736,20.249
WILL,NA,NA,NA,2022,208,1102,28.2,11.529,1.9929,398.58,0.53895,8.6232,17.816,13.632,20.215
WILL,11,T,light,2022,208,1102,29.2,11.431,1.987,397.4,0.53791,8.6065,17.826,13.556,20.207
WILL,11,T,light,2022,208,1102,30.2,11.529,1.9804,396.08,0.54137,8.662,17.816,13.459,20.163
WILL,11,T,light,2022,208,1102,31.2,11.54,1.9853,397.05,0.54588,8.7341,17.816,13.373,20.129
WILL,11,T,light,2022,208,1102,32.2,11.398,1.9863,397.26,0.55004,8.8006,17.816,13.287,20.095
WILL,11,T,light,2022,208,1102,33.2,11.351,1.9811,396.22,0.55524,8.8838,17.816,13.2,20.061
WILL,11,T,light,2022,208,1102,34.2,11.343,1.987,397.4,0.55524,8.8838,17.816,13.114,20.026
WILL,11,T,light,2022,208,1102,35.2,11.315,1.978,395.6,0.5587,8.9393,17.816,13.045,19.992
WILL,11,T,light,2022,208,1102,36.2,11.282,1.9867,397.33,0.56217,8.9947,17.816,12.941,19.958
WILL,11,T,light,2022,208,1102,37.2,11.285,1.9818,396.36,0.56356,9.0169,17.828,12.884,19.936
WILL,11,T,light,2022,208,1102,38.2,11.492,1.9797,395.94,0.56702,9.0723,17.828,12.78,19.902
WILL,11,T,light,2022,208,1102,39.2,11.192,1.977,395.39,0.5743,9.1888,17.828,12.711,19.868
WILL,11,T,light,2022,208,1102,40.2,11.189,1.9749,394.97,0.58435,9.3496,17.828,12.642,19.833
WILL,11,T,light,2022,208,1102,41.2,11.337,1.9714,394.28,0.58504,9.3607,17.828,12.573,19.799
WILL,11,T,light,2022,208,1102,42.2,11.37,1.9783,395.67,0.58643,9.3829,17.84,12.516,19.76
WILL,11,T,light,2022,208,1102,43.2,11.403,1.9662,393.24,0.58712,9.394,17.84,12.412,19.726
WILL,11,T,light,2022,208,1102,44.2,11.271,1.9714,394.28,0.59198,9.4716,17.852,12.355,19.704
WILL,11,T,light,2022,208,1102,45.2,11.45,1.9728,394.56,0.59856,9.577,17.852,12.32,19.687
WILL,11,T,light,2022,208,1102,46.2,11.475,1.97,394,0.60133,9.6213,17.852,12.251,19.635
WILL,11,T,light,2022,208,1102,47.2,11.406,1.9693,393.87,0.60376,9.6602,17.862,12.192,19.593
WILL,11,T,light,2022,208,1102,48.2,11.288,1.9679,393.59,0.60861,9.7378,17.865,12.125,19.562
WILL,11,T,light,2022,208,1102,49.2,11.447,1.9648,392.96,0.60965,9.7544,17.865,12.056,19.527
WILL,11,T,light,2022,208,1102,50.2,11.351,1.9686,393.73,0.61208,9.7933,17.877,12.016,19.505
WILL,11,T,light,2022,208,1102,51.2,11.161,1.9572,391.44,0.61624,9.8598,17.877,11.947,19.471
WILL,11,T,light,2022,208,1102,52.2,11.249,1.9575,391.51,0.61866,9.8986,17.877,11.895,19.437
WILL,11,T,light,2022,208,1102,53.2,11.304,1.9624,392.48,0.62525,10.004,17.889,11.855,19.415
WILL,11,T,light,2022,208,1102,54.2,11.348,1.9648,392.96,0.62664,10.026,17.889,11.803,19.38
WILL,11,T,light,2022,208,1102,55.2,11.189,1.9548,390.95,0.62802,10.048,17.889,11.769,19.346
